result/tencentBlock.ns21083.oracleGeneral.zst LeCaR cache size      252, 2415291 req, miss ratio 0.4911, byte miss ratio 0.4911
result/tencentBlock.ns21083.oracleGeneral.zst LeCaR cache size      757, 2415291 req, miss ratio 0.4130, byte miss ratio 0.4130
result/tencentBlock.ns21083.oracleGeneral.zst LeCaR cache size     2523, 2415291 req, miss ratio 0.3406, byte miss ratio 0.3406
result/tencentBlock.ns21083.oracleGeneral.zst LeCaR cache size     7570, 2415291 req, miss ratio 0.2778, byte miss ratio 0.2778
result/tencentBlock.ns21083.oracleGeneral.zst LeCaR cache size    25235, 2415291 req, miss ratio 0.2075, byte miss ratio 0.2075
result/tencentBlock.ns21083.oracleGeneral.zst LeCaR cache size    50470, 2415291 req, miss ratio 0.1557, byte miss ratio 0.1557
result/tencentBlock.ns21083.oracleGeneral.zst LeCaR cache size   100941, 2415291 req, miss ratio 0.1118, byte miss ratio 0.1118
result/tencentBlock.ns21083.oracleGeneral.zst LeCaR cache size   201883, 2415291 req, miss ratio 0.1047, byte miss ratio 0.1047
result/tencentBlock.ns21083.oracleGeneral.zst FIFO cache size      252, 2415291 req, miss ratio 0.6032, byte miss ratio 0.6032
result/tencentBlock.ns21083.oracleGeneral.zst FIFO cache size      757, 2415291 req, miss ratio 0.4678, byte miss ratio 0.4678
result/tencentBlock.ns21083.oracleGeneral.zst FIFO cache size     2523, 2415291 req, miss ratio 0.3778, byte miss ratio 0.3778
result/tencentBlock.ns21083.oracleGeneral.zst FIFO cache size     7570, 2415291 req, miss ratio 0.3177, byte miss ratio 0.3177
result/tencentBlock.ns21083.oracleGeneral.zst FIFO cache size    25235, 2415291 req, miss ratio 0.2284, byte miss ratio 0.2284
result/tencentBlock.ns21083.oracleGeneral.zst FIFO cache size    50470, 2415291 req, miss ratio 0.1753, byte miss ratio 0.1753
result/tencentBlock.ns21083.oracleGeneral.zst FIFO cache size   100941, 2415291 req, miss ratio 0.1346, byte miss ratio 0.1346
result/tencentBlock.ns21083.oracleGeneral.zst FIFO cache size   201883, 2415291 req, miss ratio 0.1135, byte miss ratio 0.1135
result/tencentBlock.ns21083.oracleGeneral.zst clock2 cache size      252, 2415291 req, miss ratio 0.4929, byte miss ratio 0.4929
result/tencentBlock.ns21083.oracleGeneral.zst clock2 cache size      757, 2415291 req, miss ratio 0.4144, byte miss ratio 0.4144
result/tencentBlock.ns21083.oracleGeneral.zst clock2 cache size     2523, 2415291 req, miss ratio 0.3442, byte miss ratio 0.3442
result/tencentBlock.ns21083.oracleGeneral.zst clock2 cache size     7570, 2415291 req, miss ratio 0.2895, byte miss ratio 0.2895
result/tencentBlock.ns21083.oracleGeneral.zst clock2 cache size    25235, 2415291 req, miss ratio 0.2204, byte miss ratio 0.2204
result/tencentBlock.ns21083.oracleGeneral.zst clock2 cache size    50470, 2415291 req, miss ratio 0.1721, byte miss ratio 0.1721
result/tencentBlock.ns21083.oracleGeneral.zst clock2 cache size   100941, 2415291 req, miss ratio 0.1154, byte miss ratio 0.1154
result/tencentBlock.ns21083.oracleGeneral.zst clock2 cache size   201883, 2415291 req, miss ratio 0.1049, byte miss ratio 0.1049
result/tencentBlock.ns21083.oracleGeneral.zst S3FIFO-1 cache size      252, 2415291 req, miss ratio 0.4656, byte miss ratio 0.4656
result/tencentBlock.ns21083.oracleGeneral.zst S3FIFO-1 cache size      757, 2415291 req, miss ratio 0.3950, byte miss ratio 0.3950
result/tencentBlock.ns21083.oracleGeneral.zst S3FIFO-1 cache size     2523, 2415291 req, miss ratio 0.3001, byte miss ratio 0.3001
