result/tencentBlock.ns22139.oracleGeneral.zst LeCaR cache size      205, 1872965 req, miss ratio 0.4571, byte miss ratio 0.4571
result/tencentBlock.ns22139.oracleGeneral.zst LeCaR cache size      616, 1872965 req, miss ratio 0.4283, byte miss ratio 0.4283
result/tencentBlock.ns22139.oracleGeneral.zst LeCaR cache size     2055, 1872965 req, miss ratio 0.3996, byte miss ratio 0.3996
result/tencentBlock.ns22139.oracleGeneral.zst LeCaR cache size     6166, 1872965 req, miss ratio 0.3490, byte miss ratio 0.3490
result/tencentBlock.ns22139.oracleGeneral.zst LeCaR cache size    20553, 1872965 req, miss ratio 0.3238, byte miss ratio 0.3238
result/tencentBlock.ns22139.oracleGeneral.zst LeCaR cache size    41107, 1872965 req, miss ratio 0.2732, byte miss ratio 0.2732
result/tencentBlock.ns22139.oracleGeneral.zst LeCaR cache size    82214, 1872965 req, miss ratio 0.1637, byte miss ratio 0.1637
result/tencentBlock.ns22139.oracleGeneral.zst LeCaR cache size   164429, 1872965 req, miss ratio 0.1102, byte miss ratio 0.1102
result/tencentBlock.ns22139.oracleGeneral.zst LRU cache size      205, 1872965 req, miss ratio 0.4683, byte miss ratio 0.4683
result/tencentBlock.ns22139.oracleGeneral.zst LRU cache size      616, 1872965 req, miss ratio 0.4287, byte miss ratio 0.4287
result/tencentBlock.ns22139.oracleGeneral.zst LRU cache size     2055, 1872965 req, miss ratio 0.4002, byte miss ratio 0.4002
result/tencentBlock.ns22139.oracleGeneral.zst LRU cache size     6166, 1872965 req, miss ratio 0.3622, byte miss ratio 0.3622
result/tencentBlock.ns22139.oracleGeneral.zst LRU cache size    20553, 1872965 req, miss ratio 0.3242, byte miss ratio 0.3242
result/tencentBlock.ns22139.oracleGeneral.zst LRU cache size    41107, 1872965 req, miss ratio 0.2752, byte miss ratio 0.2752
result/tencentBlock.ns22139.oracleGeneral.zst LRU cache size    82214, 1872965 req, miss ratio 0.1638, byte miss ratio 0.1638
result/tencentBlock.ns22139.oracleGeneral.zst LRU cache size   164429, 1872965 req, miss ratio 0.1102, byte miss ratio 0.1102
result/tencentBlock.ns22139.oracleGeneral.zst LIRS cache size      205, 1872965 req, miss ratio 0.4860, byte miss ratio 0.4860
result/tencentBlock.ns22139.oracleGeneral.zst LIRS cache size      616, 1872965 req, miss ratio 0.4466, byte miss ratio 0.4466
result/tencentBlock.ns22139.oracleGeneral.zst LIRS cache size     2055, 1872965 req, miss ratio 0.3792, byte miss ratio 0.3792
result/tencentBlock.ns22139.oracleGeneral.zst LIRS cache size     6166, 1872965 req, miss ratio 0.3425, byte miss ratio 0.3425
result/tencentBlock.ns22139.oracleGeneral.zst LIRS cache size    20553, 1872965 req, miss ratio 0.3013, byte miss ratio 0.3013
result/tencentBlock.ns22139.oracleGeneral.zst LIRS cache size    41107, 1872965 req, miss ratio 0.2420, byte miss ratio 0.2420
result/tencentBlock.ns22139.oracleGeneral.zst LIRS cache size    82214, 1872965 req, miss ratio 0.1584, byte miss ratio 0.1584
result/tencentBlock.ns22139.oracleGeneral.zst LIRS cache size   164429, 1872965 req, miss ratio 0.1112, byte miss ratio 0.1112
result/tencentBlock.ns22139.oracleGeneral.zst clock2 cache size      205, 1872965 req, miss ratio 0.4610, byte miss ratio 0.4610
result/tencentBlock.ns22139.oracleGeneral.zst clock2 cache size      616, 1872965 req, miss ratio 0.4303, byte miss ratio 0.4303
result/tencentBlock.ns22139.oracleGeneral.zst clock2 cache size     2055, 1872965 req, miss ratio 0.4010, byte miss ratio 0.4010
result/tencentBlock.ns22139.oracleGeneral.zst clock2 cache size     6166, 1872965 req, miss ratio 0.3517, byte miss ratio 0.3517
result/tencentBlock.ns22139.oracleGeneral.zst clock2 cache size    20553, 1872965 req, miss ratio 0.3340, byte miss ratio 0.3340
result/tencentBlock.ns22139.oracleGeneral.zst clock2 cache size    41107, 1872965 req, miss ratio 0.2837, byte miss ratio 0.2837
result/tencentBlock.ns22139.oracleGeneral.zst clock2 cache size    82214, 1872965 req, miss ratio 0.2053, byte miss ratio 0.2053
result/tencentBlock.ns22139.oracleGeneral.zst clock2 cache size   164429, 1872965 req, miss ratio 0.1105, byte miss ratio 0.1105
result/tencentBlock.ns22139.oracleGeneral.zst Clock cache size      205, 1872965 req, miss ratio 0.4633, byte miss ratio 0.4633
result/tencentBlock.ns22139.oracleGeneral.zst Clock cache size      616, 1872965 req, miss ratio 0.4295, byte miss ratio 0.4295
result/tencentBlock.ns22139.oracleGeneral.zst Clock cache size     2055, 1872965 req, miss ratio 0.3998, byte miss ratio 0.3998
result/tencentBlock.ns22139.oracleGeneral.zst Clock cache size     6166, 1872965 req, miss ratio 0.3585, byte miss ratio 0.3585
result/tencentBlock.ns22139.oracleGeneral.zst Clock cache size    20553, 1872965 req, miss ratio 0.3322, byte miss ratio 0.3322
result/tencentBlock.ns22139.oracleGeneral.zst Clock cache size    41107, 1872965 req, miss ratio 0.2796, byte miss ratio 0.2796
result/tencentBlock.ns22139.oracleGeneral.zst Clock cache size    82214, 1872965 req, miss ratio 0.1699, byte miss ratio 0.1699
result/tencentBlock.ns22139.oracleGeneral.zst Clock cache size   164429, 1872965 req, miss ratio 0.1111, byte miss ratio 0.1111
result/tencentBlock.ns22139.oracleGeneral.zst LHD cache size      205, 1872965 req, miss ratio 0.4583, byte miss ratio 0.4583
result/tencentBlock.ns22139.oracleGeneral.zst LHD cache size      616, 1872965 req, miss ratio 0.4288, byte miss ratio 0.4288
result/tencentBlock.ns22139.oracleGeneral.zst LHD cache size     2055, 1872965 req, miss ratio 0.3955, byte miss ratio 0.3955
result/tencentBlock.ns22139.oracleGeneral.zst LHD cache size     6166, 1872965 req, miss ratio 0.3527, byte miss ratio 0.3527
result/tencentBlock.ns22139.oracleGeneral.zst LHD cache size    20553, 1872965 req, miss ratio 0.3112, byte miss ratio 0.3112
result/tencentBlock.ns22139.oracleGeneral.zst LHD cache size    41107, 1872965 req, miss ratio 0.2599, byte miss ratio 0.2599
result/tencentBlock.ns22139.oracleGeneral.zst LHD cache size    82214, 1872965 req, miss ratio 0.1563, byte miss ratio 0.1563
result/tencentBlock.ns22139.oracleGeneral.zst LHD cache size   164429, 1872965 req, miss ratio 0.1129, byte miss ratio 0.1129
result/tencentBlock.ns22139.oracleGeneral.zst ARC cache size      205, 1872965 req, miss ratio 0.4422, byte miss ratio 0.4422
result/tencentBlock.ns22139.oracleGeneral.zst ARC cache size      616, 1872965 req, miss ratio 0.4240, byte miss ratio 0.4240
result/tencentBlock.ns22139.oracleGeneral.zst ARC cache size     2055, 1872965 req, miss ratio 0.3746, byte miss ratio 0.3746
result/tencentBlock.ns22139.oracleGeneral.zst ARC cache size     6166, 1872965 req, miss ratio 0.3424, byte miss ratio 0.3424
result/tencentBlock.ns22139.oracleGeneral.zst ARC cache size    20553, 1872965 req, miss ratio 0.3090, byte miss ratio 0.3090
result/tencentBlock.ns22139.oracleGeneral.zst ARC cache size    41107, 1872965 req, miss ratio 0.2636, byte miss ratio 0.2636
result/tencentBlock.ns22139.oracleGeneral.zst ARC cache size    82214, 1872965 req, miss ratio 0.1647, byte miss ratio 0.1647
result/tencentBlock.ns22139.oracleGeneral.zst ARC cache size   164429, 1872965 req, miss ratio 0.1106, byte miss ratio 0.1106
result/tencentBlock.ns22139.oracleGeneral.zst FIFO cache size      205, 1872965 req, miss ratio 0.5939, byte miss ratio 0.5939
result/tencentBlock.ns22139.oracleGeneral.zst FIFO cache size      616, 1872965 req, miss ratio 0.4778, byte miss ratio 0.4778
result/tencentBlock.ns22139.oracleGeneral.zst FIFO cache size     2055, 1872965 req, miss ratio 0.4191, byte miss ratio 0.4191
result/tencentBlock.ns22139.oracleGeneral.zst FIFO cache size     6166, 1872965 req, miss ratio 0.3803, byte miss ratio 0.3803
result/tencentBlock.ns22139.oracleGeneral.zst FIFO cache size    20553, 1872965 req, miss ratio 0.3317, byte miss ratio 0.3317
result/tencentBlock.ns22139.oracleGeneral.zst FIFO cache size    41107, 1872965 req, miss ratio 0.2890, byte miss ratio 0.2890
result/tencentBlock.ns22139.oracleGeneral.zst FIFO cache size    82214, 1872965 req, miss ratio 0.1855, byte miss ratio 0.1855
result/tencentBlock.ns22139.oracleGeneral.zst FIFO cache size   164429, 1872965 req, miss ratio 0.1263, byte miss ratio 0.1263
result/tencentBlock.ns22139.oracleGeneral.zst S3FIFO-1 cache size      205, 1872965 req, miss ratio 0.4501, byte miss ratio 0.4501
result/tencentBlock.ns22139.oracleGeneral.zst S3FIFO-1 cache size      616, 1872965 req, miss ratio 0.4244, byte miss ratio 0.4244
result/tencentBlock.ns22139.oracleGeneral.zst S3FIFO-1 cache size     2055, 1872965 req, miss ratio 0.3563, byte miss ratio 0.3563
result/tencentBlock.ns22139.oracleGeneral.zst S3FIFO-1 cache size     6166, 1872965 req, miss ratio 0.3410, byte miss ratio 0.3410
result/tencentBlock.ns22139.oracleGeneral.zst S3FIFO-1 cache size    20553, 1872965 req, miss ratio 0.3028, byte miss ratio 0.3028
result/tencentBlock.ns22139.oracleGeneral.zst S3FIFO-1 cache size    41107, 1872965 req, miss ratio 0.2703, byte miss ratio 0.2703
result/tencentBlock.ns22139.oracleGeneral.zst S3FIFO-1 cache size    82214, 1872965 req, miss ratio 0.1644, byte miss ratio 0.1644
result/tencentBlock.ns22139.oracleGeneral.zst S3FIFO-1 cache size   164429, 1872965 req, miss ratio 0.1109, byte miss ratio 0.1109
result/tencentBlock.ns22139.oracleGeneral.zst Cacheus cache size      205, 1872965 req, miss ratio 0.4463, byte miss ratio 0.4463
result/tencentBlock.ns22139.oracleGeneral.zst Cacheus cache size      616, 1872965 req, miss ratio 0.4259, byte miss ratio 0.4259
result/tencentBlock.ns22139.oracleGeneral.zst Cacheus cache size     2055, 1872965 req, miss ratio 0.3821, byte miss ratio 0.3821
result/tencentBlock.ns22139.oracleGeneral.zst Cacheus cache size     6166, 1872965 req, miss ratio 0.3440, byte miss ratio 0.3440
result/tencentBlock.ns22139.oracleGeneral.zst Cacheus cache size    20553, 1872965 req, miss ratio 0.3122, byte miss ratio 0.3122
result/tencentBlock.ns22139.oracleGeneral.zst Cacheus cache size    41107, 1872965 req, miss ratio 0.2722, byte miss ratio 0.2722
result/tencentBlock.ns22139.oracleGeneral.zst Cacheus cache size    82214, 1872965 req, miss ratio 0.1701, byte miss ratio 0.1701
result/tencentBlock.ns22139.oracleGeneral.zst Cacheus cache size   164429, 1872965 req, miss ratio 0.1103, byte miss ratio 0.1103
result/tencentBlock.ns22139.oracleGeneral.zst S3FIFO-d-1 cache size      205, 1872965 req, miss ratio 0.4423, byte miss ratio 0.4423
result/tencentBlock.ns22139.oracleGeneral.zst S3FIFO-d-1 cache size      616, 1872965 req, miss ratio 0.4228, byte miss ratio 0.4228
result/tencentBlock.ns22139.oracleGeneral.zst S3FIFO-d-1 cache size     2055, 1872965 req, miss ratio 0.3565, byte miss ratio 0.3565
result/tencentBlock.ns22139.oracleGeneral.zst S3FIFO-d-1 cache size     6166, 1872965 req, miss ratio 0.3410, byte miss ratio 0.3410
result/tencentBlock.ns22139.oracleGeneral.zst S3FIFO-d-1 cache size    20553, 1872965 req, miss ratio 0.3027, byte miss ratio 0.3027
result/tencentBlock.ns22139.oracleGeneral.zst S3FIFO-d-1 cache size    41107, 1872965 req, miss ratio 0.2684, byte miss ratio 0.2684
result/tencentBlock.ns22139.oracleGeneral.zst S3FIFO-d-1 cache size    82214, 1872965 req, miss ratio 0.1674, byte miss ratio 0.1674
result/tencentBlock.ns22139.oracleGeneral.zst S3FIFO-d-1 cache size   164429, 1872965 req, miss ratio 0.1109, byte miss ratio 0.1109
result/tencentBlock.ns22139.oracleGeneral.zst LRB cache size      205, 1872965 req, miss ratio 0.4879, byte miss ratio 0.4879
result/tencentBlock.ns22139.oracleGeneral.zst LRB cache size      616, 1872965 req, miss ratio 0.4312, byte miss ratio 0.4312
result/tencentBlock.ns22139.oracleGeneral.zst LRB cache size     2055, 1872965 req, miss ratio 0.3676, byte miss ratio 0.3676
result/tencentBlock.ns22139.oracleGeneral.zst LRB cache size     6166, 1872965 req, miss ratio 0.3396, byte miss ratio 0.3396
result/tencentBlock.ns22139.oracleGeneral.zst LRB cache size    20553, 1872965 req, miss ratio 0.2944, byte miss ratio 0.2944
result/tencentBlock.ns22139.oracleGeneral.zst LRB cache size    41107, 1872965 req, miss ratio 0.2355, byte miss ratio 0.2355
result/tencentBlock.ns22139.oracleGeneral.zst LRB cache size    82214, 1872965 req, miss ratio 0.1532, byte miss ratio 0.1532
result/tencentBlock.ns22139.oracleGeneral.zst LRB cache size   164429, 1872965 req, miss ratio 0.1102, byte miss ratio 0.1102
result/tencentBlock.ns22139.oracleGeneral.zst TwoQ cache size      205, 1872965 req, miss ratio 0.4455, byte miss ratio 0.4455
result/tencentBlock.ns22139.oracleGeneral.zst TwoQ cache size      616, 1872965 req, miss ratio 0.4104, byte miss ratio 0.4104
result/tencentBlock.ns22139.oracleGeneral.zst TwoQ cache size     2055, 1872965 req, miss ratio 0.3521, byte miss ratio 0.3521
result/tencentBlock.ns22139.oracleGeneral.zst TwoQ cache size     6166, 1872965 req, miss ratio 0.3421, byte miss ratio 0.3421
result/tencentBlock.ns22139.oracleGeneral.zst TwoQ cache size    20553, 1872965 req, miss ratio 0.2975, byte miss ratio 0.2975
result/tencentBlock.ns22139.oracleGeneral.zst TwoQ cache size    41107, 1872965 req, miss ratio 0.2455, byte miss ratio 0.2455
result/tencentBlock.ns22139.oracleGeneral.zst TwoQ cache size    82214, 1872965 req, miss ratio 0.1607, byte miss ratio 0.1607
result/tencentBlock.ns22139.oracleGeneral.zst TwoQ cache size   164429, 1872965 req, miss ratio 0.1263, byte miss ratio 0.1263
result/tencentBlock.ns22139.oracleGeneral.zst B-LRU cache size      205, 1872965 req, miss ratio 0.5102, byte miss ratio 0.5102
