result/tencentBlock.ns8608.oracleGeneral.zst LeCaR cache size      332, 40554758 req, miss ratio 0.6611, byte miss ratio 0.6611
result/tencentBlock.ns8608.oracleGeneral.zst LeCaR cache size      997, 40554758 req, miss ratio 0.3129, byte miss ratio 0.3129
result/tencentBlock.ns8608.oracleGeneral.zst LeCaR cache size     3326, 40554758 req, miss ratio 0.0677, byte miss ratio 0.0677
result/tencentBlock.ns8608.oracleGeneral.zst LeCaR cache size     9978, 40554758 req, miss ratio 0.0560, byte miss ratio 0.0560
result/tencentBlock.ns8608.oracleGeneral.zst LeCaR cache size    33260, 40554758 req, miss ratio 0.0376, byte miss ratio 0.0376
result/tencentBlock.ns8608.oracleGeneral.zst LeCaR cache size    66521, 40554758 req, miss ratio 0.0254, byte miss ratio 0.0254
result/tencentBlock.ns8608.oracleGeneral.zst LeCaR cache size   133043, 40554758 req, miss ratio 0.0119, byte miss ratio 0.0119
result/tencentBlock.ns8608.oracleGeneral.zst LeCaR cache size   266086, 40554758 req, miss ratio 0.0083, byte miss ratio 0.0083
result/tencentBlock.ns8608.oracleGeneral.zst S3FIFO-1 cache size      332, 40554758 req, miss ratio 0.5605, byte miss ratio 0.5605
result/tencentBlock.ns8608.oracleGeneral.zst S3FIFO-1 cache size      997, 40554758 req, miss ratio 0.2702, byte miss ratio 0.2702
result/tencentBlock.ns8608.oracleGeneral.zst S3FIFO-1 cache size     3326, 40554758 req, miss ratio 0.0623, byte miss ratio 0.0623
result/tencentBlock.ns8608.oracleGeneral.zst S3FIFO-1 cache size     9978, 40554758 req, miss ratio 0.0536, byte miss ratio 0.0536
result/tencentBlock.ns8608.oracleGeneral.zst S3FIFO-1 cache size    33260, 40554758 req, miss ratio 0.0343, byte miss ratio 0.0343
result/tencentBlock.ns8608.oracleGeneral.zst S3FIFO-1 cache size    66521, 40554758 req, miss ratio 0.0252, byte miss ratio 0.0252
result/tencentBlock.ns8608.oracleGeneral.zst S3FIFO-1 cache size   133043, 40554758 req, miss ratio 0.0114, byte miss ratio 0.0114
result/tencentBlock.ns8608.oracleGeneral.zst S3FIFO-1 cache size   266086, 40554758 req, miss ratio 0.0083, byte miss ratio 0.0083
result/tencentBlock.ns8608.oracleGeneral.zst LIRS cache size      332, 40554758 req, miss ratio 0.5468, byte miss ratio 0.5468
result/tencentBlock.ns8608.oracleGeneral.zst LIRS cache size      997, 40554758 req, miss ratio 0.2367, byte miss ratio 0.2367
result/tencentBlock.ns8608.oracleGeneral.zst LIRS cache size     3326, 40554758 req, miss ratio 0.0641, byte miss ratio 0.0641
result/tencentBlock.ns8608.oracleGeneral.zst LIRS cache size     9978, 40554758 req, miss ratio 0.0532, byte miss ratio 0.0532
result/tencentBlock.ns8608.oracleGeneral.zst LIRS cache size    33260, 40554758 req, miss ratio 0.0370, byte miss ratio 0.0370
result/tencentBlock.ns8608.oracleGeneral.zst LIRS cache size    66521, 40554758 req, miss ratio 0.0255, byte miss ratio 0.0255
result/tencentBlock.ns8608.oracleGeneral.zst LIRS cache size   133043, 40554758 req, miss ratio 0.0112, byte miss ratio 0.0112
result/tencentBlock.ns8608.oracleGeneral.zst LIRS cache size   266086, 40554758 req, miss ratio 0.0085, byte miss ratio 0.0085
result/tencentBlock.ns8608.oracleGeneral.zst Clock cache size      332, 40554758 req, miss ratio 0.6693, byte miss ratio 0.6693
result/tencentBlock.ns8608.oracleGeneral.zst Clock cache size      997, 40554758 req, miss ratio 0.3426, byte miss ratio 0.3426
result/tencentBlock.ns8608.oracleGeneral.zst Clock cache size     3326, 40554758 req, miss ratio 0.0697, byte miss ratio 0.0697
result/tencentBlock.ns8608.oracleGeneral.zst Clock cache size     9978, 40554758 req, miss ratio 0.0560, byte miss ratio 0.0560
result/tencentBlock.ns8608.oracleGeneral.zst Clock cache size    33260, 40554758 req, miss ratio 0.0385, byte miss ratio 0.0385
result/tencentBlock.ns8608.oracleGeneral.zst Clock cache size    66521, 40554758 req, miss ratio 0.0275, byte miss ratio 0.0275
result/tencentBlock.ns8608.oracleGeneral.zst Clock cache size   133043, 40554758 req, miss ratio 0.0130, byte miss ratio 0.0130
result/tencentBlock.ns8608.oracleGeneral.zst Clock cache size   266086, 40554758 req, miss ratio 0.0083, byte miss ratio 0.0083
result/tencentBlock.ns8608.oracleGeneral.zst LHD cache size      332, 40554758 req, miss ratio 0.5850, byte miss ratio 0.5850
result/tencentBlock.ns8608.oracleGeneral.zst LHD cache size      997, 40554758 req, miss ratio 0.2787, byte miss ratio 0.2787
result/tencentBlock.ns8608.oracleGeneral.zst LHD cache size     3326, 40554758 req, miss ratio 0.0676, byte miss ratio 0.0676
result/tencentBlock.ns8608.oracleGeneral.zst LHD cache size     9978, 40554758 req, miss ratio 0.0532, byte miss ratio 0.0532
result/tencentBlock.ns8608.oracleGeneral.zst LHD cache size    33260, 40554758 req, miss ratio 0.0340, byte miss ratio 0.0340
result/tencentBlock.ns8608.oracleGeneral.zst LHD cache size    66521, 40554758 req, miss ratio 0.0228, byte miss ratio 0.0228
result/tencentBlock.ns8608.oracleGeneral.zst LHD cache size   133043, 40554758 req, miss ratio 0.0117, byte miss ratio 0.0117
result/tencentBlock.ns8608.oracleGeneral.zst LHD cache size   266086, 40554758 req, miss ratio 0.0083, byte miss ratio 0.0083
