result/tencentBlock.ns1498.oracleGeneral.zst LIRS cache size      754, 53364702 req, miss ratio 0.8310, byte miss ratio 0.8310
result/tencentBlock.ns1498.oracleGeneral.zst LIRS cache size     2264, 53364702 req, miss ratio 0.8243, byte miss ratio 0.8243
result/tencentBlock.ns1498.oracleGeneral.zst LIRS cache size     7547, 53364702 req, miss ratio 0.8120, byte miss ratio 0.8120
result/tencentBlock.ns1498.oracleGeneral.zst LIRS cache size    22642, 53364702 req, miss ratio 0.7731, byte miss ratio 0.7731
result/tencentBlock.ns1498.oracleGeneral.zst LIRS cache size    75476, 53364702 req, miss ratio 0.5872, byte miss ratio 0.5872
result/tencentBlock.ns1498.oracleGeneral.zst LIRS cache size   150952, 53364702 req, miss ratio 0.3325, byte miss ratio 0.3325
result/tencentBlock.ns1498.oracleGeneral.zst LIRS cache size   301904, 53364702 req, miss ratio 0.0493, byte miss ratio 0.0493
result/tencentBlock.ns1498.oracleGeneral.zst LIRS cache size   603808, 53364702 req, miss ratio 0.0153, byte miss ratio 0.0153
result/tencentBlock.ns1498.oracleGeneral.zst clock2 cache size      754, 53364702 req, miss ratio 0.8432, byte miss ratio 0.8432
result/tencentBlock.ns1498.oracleGeneral.zst clock2 cache size     2264, 53364702 req, miss ratio 0.8334, byte miss ratio 0.8334
result/tencentBlock.ns1498.oracleGeneral.zst clock2 cache size     7547, 53364702 req, miss ratio 0.8244, byte miss ratio 0.8244
result/tencentBlock.ns1498.oracleGeneral.zst clock2 cache size    22642, 53364702 req, miss ratio 0.8192, byte miss ratio 0.8192
result/tencentBlock.ns1498.oracleGeneral.zst clock2 cache size    75476, 53364702 req, miss ratio 0.7334, byte miss ratio 0.7334
result/tencentBlock.ns1498.oracleGeneral.zst clock2 cache size   150952, 53364702 req, miss ratio 0.4166, byte miss ratio 0.4166
result/tencentBlock.ns1498.oracleGeneral.zst clock2 cache size   301904, 53364702 req, miss ratio 0.0575, byte miss ratio 0.0575
result/tencentBlock.ns1498.oracleGeneral.zst clock2 cache size   603808, 53364702 req, miss ratio 0.0145, byte miss ratio 0.0145
result/tencentBlock.ns1498.oracleGeneral.zst LHD cache size      754, 53364702 req, miss ratio 0.8389, byte miss ratio 0.8389
result/tencentBlock.ns1498.oracleGeneral.zst LHD cache size     2264, 53364702 req, miss ratio 0.8303, byte miss ratio 0.8303
result/tencentBlock.ns1498.oracleGeneral.zst LHD cache size     7547, 53364702 req, miss ratio 0.8127, byte miss ratio 0.8127
result/tencentBlock.ns1498.oracleGeneral.zst LHD cache size    22642, 53364702 req, miss ratio 0.7608, byte miss ratio 0.7608
result/tencentBlock.ns1498.oracleGeneral.zst LHD cache size    75476, 53364702 req, miss ratio 0.5727, byte miss ratio 0.5727
result/tencentBlock.ns1498.oracleGeneral.zst LHD cache size   150952, 53364702 req, miss ratio 0.3271, byte miss ratio 0.3271
result/tencentBlock.ns1498.oracleGeneral.zst LHD cache size   301904, 53364702 req, miss ratio 0.0572, byte miss ratio 0.0572
result/tencentBlock.ns1498.oracleGeneral.zst LHD cache size   603808, 53364702 req, miss ratio 0.0147, byte miss ratio 0.0147
result/tencentBlock.ns1498.oracleGeneral.zst LRU cache size      754, 53364702 req, miss ratio 0.8455, byte miss ratio 0.8455
result/tencentBlock.ns1498.oracleGeneral.zst LRU cache size     2264, 53364702 req, miss ratio 0.8353, byte miss ratio 0.8353
result/tencentBlock.ns1498.oracleGeneral.zst LRU cache size     7547, 53364702 req, miss ratio 0.8258, byte miss ratio 0.8258
result/tencentBlock.ns1498.oracleGeneral.zst LRU cache size    22642, 53364702 req, miss ratio 0.8204, byte miss ratio 0.8204
result/tencentBlock.ns1498.oracleGeneral.zst LRU cache size    75476, 53364702 req, miss ratio 0.7340, byte miss ratio 0.7340
result/tencentBlock.ns1498.oracleGeneral.zst LRU cache size   150952, 53364702 req, miss ratio 0.4292, byte miss ratio 0.4292
result/tencentBlock.ns1498.oracleGeneral.zst LRU cache size   301904, 53364702 req, miss ratio 0.0666, byte miss ratio 0.0666
result/tencentBlock.ns1498.oracleGeneral.zst LRU cache size   603808, 53364702 req, miss ratio 0.0145, byte miss ratio 0.0145
result/tencentBlock.ns1498.oracleGeneral.zst ARC cache size      754, 53364702 req, miss ratio 0.8306, byte miss ratio 0.8306
result/tencentBlock.ns1498.oracleGeneral.zst ARC cache size     2264, 53364702 req, miss ratio 0.8237, byte miss ratio 0.8237
result/tencentBlock.ns1498.oracleGeneral.zst ARC cache size     7547, 53364702 req, miss ratio 0.8173, byte miss ratio 0.8173
result/tencentBlock.ns1498.oracleGeneral.zst ARC cache size    22642, 53364702 req, miss ratio 0.8024, byte miss ratio 0.8024
result/tencentBlock.ns1498.oracleGeneral.zst ARC cache size    75476, 53364702 req, miss ratio 0.5993, byte miss ratio 0.5993
