result/tencentBlock.ns11502.oracleGeneral.zst LeCaR cache size      344, 7600815 req, miss ratio 0.6324, byte miss ratio 0.6324
result/tencentBlock.ns11502.oracleGeneral.zst LeCaR cache size     1032, 7600815 req, miss ratio 0.6083, byte miss ratio 0.6083
result/tencentBlock.ns11502.oracleGeneral.zst LeCaR cache size     3442, 7600815 req, miss ratio 0.5985, byte miss ratio 0.5985
result/tencentBlock.ns11502.oracleGeneral.zst LeCaR cache size    10328, 7600815 req, miss ratio 0.4990, byte miss ratio 0.4990
result/tencentBlock.ns11502.oracleGeneral.zst LeCaR cache size    34429, 7600815 req, miss ratio 0.1490, byte miss ratio 0.1490
result/tencentBlock.ns11502.oracleGeneral.zst LeCaR cache size    68859, 7600815 req, miss ratio 0.0883, byte miss ratio 0.0883
result/tencentBlock.ns11502.oracleGeneral.zst LeCaR cache size   137719, 7600815 req, miss ratio 0.0554, byte miss ratio 0.0554
result/tencentBlock.ns11502.oracleGeneral.zst LeCaR cache size   275438, 7600815 req, miss ratio 0.0453, byte miss ratio 0.0453
result/tencentBlock.ns11502.oracleGeneral.zst LHD cache size      344, 7600815 req, miss ratio 0.6355, byte miss ratio 0.6355
result/tencentBlock.ns11502.oracleGeneral.zst LHD cache size     1032, 7600815 req, miss ratio 0.6103, byte miss ratio 0.6103
result/tencentBlock.ns11502.oracleGeneral.zst LHD cache size     3442, 7600815 req, miss ratio 0.5810, byte miss ratio 0.5810
result/tencentBlock.ns11502.oracleGeneral.zst LHD cache size    10328, 7600815 req, miss ratio 0.4733, byte miss ratio 0.4733
result/tencentBlock.ns11502.oracleGeneral.zst LHD cache size    34429, 7600815 req, miss ratio 0.1537, byte miss ratio 0.1537
result/tencentBlock.ns11502.oracleGeneral.zst LHD cache size    68859, 7600815 req, miss ratio 0.0903, byte miss ratio 0.0903
result/tencentBlock.ns11502.oracleGeneral.zst LHD cache size   137719, 7600815 req, miss ratio 0.0577, byte miss ratio 0.0577
result/tencentBlock.ns11502.oracleGeneral.zst LHD cache size   275438, 7600815 req, miss ratio 0.0456, byte miss ratio 0.0456
result/tencentBlock.ns11502.oracleGeneral.zst S3FIFO-1 cache size      344, 7600815 req, miss ratio 0.6062, byte miss ratio 0.6062
result/tencentBlock.ns11502.oracleGeneral.zst S3FIFO-1 cache size     1032, 7600815 req, miss ratio 0.5925, byte miss ratio 0.5925
result/tencentBlock.ns11502.oracleGeneral.zst S3FIFO-1 cache size     3442, 7600815 req, miss ratio 0.5643, byte miss ratio 0.5643
result/tencentBlock.ns11502.oracleGeneral.zst S3FIFO-1 cache size    10328, 7600815 req, miss ratio 0.3951, byte miss ratio 0.3951
result/tencentBlock.ns11502.oracleGeneral.zst S3FIFO-1 cache size    34429, 7600815 req, miss ratio 0.1315, byte miss ratio 0.1315
result/tencentBlock.ns11502.oracleGeneral.zst S3FIFO-1 cache size    68859, 7600815 req, miss ratio 0.0884, byte miss ratio 0.0884
result/tencentBlock.ns11502.oracleGeneral.zst S3FIFO-1 cache size   137719, 7600815 req, miss ratio 0.0532, byte miss ratio 0.0532
result/tencentBlock.ns11502.oracleGeneral.zst S3FIFO-1 cache size   275438, 7600815 req, miss ratio 0.0453, byte miss ratio 0.0453
result/tencentBlock.ns11502.oracleGeneral.zst LRU cache size      344, 7600815 req, miss ratio 0.6490, byte miss ratio 0.6490
result/tencentBlock.ns11502.oracleGeneral.zst LRU cache size     1032, 7600815 req, miss ratio 0.6228, byte miss ratio 0.6228
result/tencentBlock.ns11502.oracleGeneral.zst LRU cache size     3442, 7600815 req, miss ratio 0.6062, byte miss ratio 0.6062
result/tencentBlock.ns11502.oracleGeneral.zst LRU cache size    10328, 7600815 req, miss ratio 0.5503, byte miss ratio 0.5503
result/tencentBlock.ns11502.oracleGeneral.zst LRU cache size    34429, 7600815 req, miss ratio 0.1716, byte miss ratio 0.1716
result/tencentBlock.ns11502.oracleGeneral.zst LRU cache size    68859, 7600815 req, miss ratio 0.0895, byte miss ratio 0.0895
result/tencentBlock.ns11502.oracleGeneral.zst LRU cache size   137719, 7600815 req, miss ratio 0.0578, byte miss ratio 0.0578
result/tencentBlock.ns11502.oracleGeneral.zst LRU cache size   275438, 7600815 req, miss ratio 0.0453, byte miss ratio 0.0453
result/tencentBlock.ns11502.oracleGeneral.zst FIFO cache size      344, 7600815 req, miss ratio 0.6706, byte miss ratio 0.6706
result/tencentBlock.ns11502.oracleGeneral.zst FIFO cache size     1032, 7600815 req, miss ratio 0.6376, byte miss ratio 0.6376
result/tencentBlock.ns11502.oracleGeneral.zst FIFO cache size     3442, 7600815 req, miss ratio 0.6154, byte miss ratio 0.6154
result/tencentBlock.ns11502.oracleGeneral.zst FIFO cache size    10328, 7600815 req, miss ratio 0.5542, byte miss ratio 0.5542
result/tencentBlock.ns11502.oracleGeneral.zst FIFO cache size    34429, 7600815 req, miss ratio 0.2987, byte miss ratio 0.2987
result/tencentBlock.ns11502.oracleGeneral.zst FIFO cache size    68859, 7600815 req, miss ratio 0.1311, byte miss ratio 0.1311
result/tencentBlock.ns11502.oracleGeneral.zst FIFO cache size   137719, 7600815 req, miss ratio 0.0682, byte miss ratio 0.0682
result/tencentBlock.ns11502.oracleGeneral.zst FIFO cache size   275438, 7600815 req, miss ratio 0.0471, byte miss ratio 0.0471
result/tencentBlock.ns11502.oracleGeneral.zst LIRS cache size      344, 7600815 req, miss ratio 0.6083, byte miss ratio 0.6083
result/tencentBlock.ns11502.oracleGeneral.zst LIRS cache size     1032, 7600815 req, miss ratio 0.5927, byte miss ratio 0.5927
result/tencentBlock.ns11502.oracleGeneral.zst LIRS cache size     3442, 7600815 req, miss ratio 0.5613, byte miss ratio 0.5613
result/tencentBlock.ns11502.oracleGeneral.zst LIRS cache size    10328, 7600815 req, miss ratio 0.3604, byte miss ratio 0.3604
result/tencentBlock.ns11502.oracleGeneral.zst LIRS cache size    34429, 7600815 req, miss ratio 0.1147, byte miss ratio 0.1147
result/tencentBlock.ns11502.oracleGeneral.zst LIRS cache size    68859, 7600815 req, miss ratio 0.0860, byte miss ratio 0.0860
result/tencentBlock.ns11502.oracleGeneral.zst LIRS cache size   137719, 7600815 req, miss ratio 0.0625, byte miss ratio 0.0625
result/tencentBlock.ns11502.oracleGeneral.zst LIRS cache size   275438, 7600815 req, miss ratio 0.0470, byte miss ratio 0.0470
result/tencentBlock.ns11502.oracleGeneral.zst clock2 cache size      344, 7600815 req, miss ratio 0.6380, byte miss ratio 0.6380
result/tencentBlock.ns11502.oracleGeneral.zst clock2 cache size     1032, 7600815 req, miss ratio 0.6139, byte miss ratio 0.6139
result/tencentBlock.ns11502.oracleGeneral.zst clock2 cache size     3442, 7600815 req, miss ratio 0.6023, byte miss ratio 0.6023
result/tencentBlock.ns11502.oracleGeneral.zst clock2 cache size    10328, 7600815 req, miss ratio 0.5447, byte miss ratio 0.5447
result/tencentBlock.ns11502.oracleGeneral.zst clock2 cache size    34429, 7600815 req, miss ratio 0.1552, byte miss ratio 0.1552
result/tencentBlock.ns11502.oracleGeneral.zst clock2 cache size    68859, 7600815 req, miss ratio 0.0900, byte miss ratio 0.0900
result/tencentBlock.ns11502.oracleGeneral.zst clock2 cache size   137719, 7600815 req, miss ratio 0.0562, byte miss ratio 0.0562
result/tencentBlock.ns11502.oracleGeneral.zst clock2 cache size   275438, 7600815 req, miss ratio 0.0453, byte miss ratio 0.0453
result/tencentBlock.ns11502.oracleGeneral.zst ARC cache size      344, 7600815 req, miss ratio 0.6075, byte miss ratio 0.6075
result/tencentBlock.ns11502.oracleGeneral.zst ARC cache size     1032, 7600815 req, miss ratio 0.5925, byte miss ratio 0.5925
result/tencentBlock.ns11502.oracleGeneral.zst ARC cache size     3442, 7600815 req, miss ratio 0.5771, byte miss ratio 0.5771
result/tencentBlock.ns11502.oracleGeneral.zst ARC cache size    10328, 7600815 req, miss ratio 0.4048, byte miss ratio 0.4048
result/tencentBlock.ns11502.oracleGeneral.zst ARC cache size    34429, 7600815 req, miss ratio 0.1213, byte miss ratio 0.1213
result/tencentBlock.ns11502.oracleGeneral.zst ARC cache size    68859, 7600815 req, miss ratio 0.0879, byte miss ratio 0.0879
result/tencentBlock.ns11502.oracleGeneral.zst ARC cache size   137719, 7600815 req, miss ratio 0.0556, byte miss ratio 0.0556
result/tencentBlock.ns11502.oracleGeneral.zst ARC cache size   275438, 7600815 req, miss ratio 0.0453, byte miss ratio 0.0453
result/tencentBlock.ns11502.oracleGeneral.zst Cacheus cache size      344, 7600815 req, miss ratio 0.6134, byte miss ratio 0.6134
result/tencentBlock.ns11502.oracleGeneral.zst Cacheus cache size     1032, 7600815 req, miss ratio 0.5980, byte miss ratio 0.5980
result/tencentBlock.ns11502.oracleGeneral.zst Cacheus cache size     3442, 7600815 req, miss ratio 0.5794, byte miss ratio 0.5794
result/tencentBlock.ns11502.oracleGeneral.zst Cacheus cache size    10328, 7600815 req, miss ratio 0.3803, byte miss ratio 0.3803
result/tencentBlock.ns11502.oracleGeneral.zst Cacheus cache size    34429, 7600815 req, miss ratio 0.1586, byte miss ratio 0.1586
result/tencentBlock.ns11502.oracleGeneral.zst Cacheus cache size    68859, 7600815 req, miss ratio 0.0893, byte miss ratio 0.0893
result/tencentBlock.ns11502.oracleGeneral.zst Cacheus cache size   137719, 7600815 req, miss ratio 0.0561, byte miss ratio 0.0561
result/tencentBlock.ns11502.oracleGeneral.zst Cacheus cache size   275438, 7600815 req, miss ratio 0.0453, byte miss ratio 0.0453
result/tencentBlock.ns11502.oracleGeneral.zst Clock cache size      344, 7600815 req, miss ratio 0.6445, byte miss ratio 0.6445
result/tencentBlock.ns11502.oracleGeneral.zst Clock cache size     1032, 7600815 req, miss ratio 0.6184, byte miss ratio 0.6184
result/tencentBlock.ns11502.oracleGeneral.zst Clock cache size     3442, 7600815 req, miss ratio 0.6047, byte miss ratio 0.6047
result/tencentBlock.ns11502.oracleGeneral.zst Clock cache size    10328, 7600815 req, miss ratio 0.5480, byte miss ratio 0.5480
result/tencentBlock.ns11502.oracleGeneral.zst Clock cache size    34429, 7600815 req, miss ratio 0.1642, byte miss ratio 0.1642
result/tencentBlock.ns11502.oracleGeneral.zst Clock cache size    68859, 7600815 req, miss ratio 0.0899, byte miss ratio 0.0899
result/tencentBlock.ns11502.oracleGeneral.zst Clock cache size   137719, 7600815 req, miss ratio 0.0558, byte miss ratio 0.0558
result/tencentBlock.ns11502.oracleGeneral.zst Clock cache size   275438, 7600815 req, miss ratio 0.0453, byte miss ratio 0.0453
result/tencentBlock.ns11502.oracleGeneral.zst S3FIFO-d-1 cache size      344, 7600815 req, miss ratio 0.6064, byte miss ratio 0.6064
result/tencentBlock.ns11502.oracleGeneral.zst S3FIFO-d-1 cache size     1032, 7600815 req, miss ratio 0.5924, byte miss ratio 0.5924
result/tencentBlock.ns11502.oracleGeneral.zst S3FIFO-d-1 cache size     3442, 7600815 req, miss ratio 0.5643, byte miss ratio 0.5643
result/tencentBlock.ns11502.oracleGeneral.zst S3FIFO-d-1 cache size    10328, 7600815 req, miss ratio 0.3939, byte miss ratio 0.3939
result/tencentBlock.ns11502.oracleGeneral.zst S3FIFO-d-1 cache size    34429, 7600815 req, miss ratio 0.1369, byte miss ratio 0.1369
result/tencentBlock.ns11502.oracleGeneral.zst S3FIFO-d-1 cache size    68859, 7600815 req, miss ratio 0.0876, byte miss ratio 0.0876
result/tencentBlock.ns11502.oracleGeneral.zst S3FIFO-d-1 cache size   137719, 7600815 req, miss ratio 0.0533, byte miss ratio 0.0533
result/tencentBlock.ns11502.oracleGeneral.zst S3FIFO-d-1 cache size   275438, 7600815 req, miss ratio 0.0453, byte miss ratio 0.0453
result/tencentBlock.ns11502.oracleGeneral.zst LRB cache size      344, 7600815 req, miss ratio 0.6092, byte miss ratio 0.6092
result/tencentBlock.ns11502.oracleGeneral.zst LRB cache size     1032, 7600815 req, miss ratio 0.5882, byte miss ratio 0.5882
result/tencentBlock.ns11502.oracleGeneral.zst LRB cache size     3442, 7600815 req, miss ratio 0.5267, byte miss ratio 0.5267
result/tencentBlock.ns11502.oracleGeneral.zst LRB cache size    10328, 7600815 req, miss ratio 0.3671, byte miss ratio 0.3671
result/tencentBlock.ns11502.oracleGeneral.zst LRB cache size    34429, 7600815 req, miss ratio 0.1395, byte miss ratio 0.1395
result/tencentBlock.ns11502.oracleGeneral.zst LRB cache size    68859, 7600815 req, miss ratio 0.1007, byte miss ratio 0.1007
result/tencentBlock.ns11502.oracleGeneral.zst LRB cache size   137719, 7600815 req, miss ratio 0.0673, byte miss ratio 0.0673
result/tencentBlock.ns11502.oracleGeneral.zst LRB cache size   275438, 7600815 req, miss ratio 0.0459, byte miss ratio 0.0459
result/tencentBlock.ns11502.oracleGeneral.zst S4LRU(25:25:25:25) cache size      344, 7600815 req, miss ratio 0.6097, byte miss ratio 0.6097
result/tencentBlock.ns11502.oracleGeneral.zst S4LRU(25:25:25:25) cache size     1032, 7600815 req, miss ratio 0.5937, byte miss ratio 0.5937
result/tencentBlock.ns11502.oracleGeneral.zst S4LRU(25:25:25:25) cache size     3442, 7600815 req, miss ratio 0.5744, byte miss ratio 0.5744
result/tencentBlock.ns11502.oracleGeneral.zst S4LRU(25:25:25:25) cache size    10328, 7600815 req, miss ratio 0.5301, byte miss ratio 0.5301
result/tencentBlock.ns11502.oracleGeneral.zst S4LRU(25:25:25:25) cache size    34429, 7600815 req, miss ratio 0.2686, byte miss ratio 0.2686
result/tencentBlock.ns11502.oracleGeneral.zst S4LRU(25:25:25:25) cache size    68859, 7600815 req, miss ratio 0.0891, byte miss ratio 0.0891
result/tencentBlock.ns11502.oracleGeneral.zst S4LRU(25:25:25:25) cache size   137719, 7600815 req, miss ratio 0.0575, byte miss ratio 0.0575
result/tencentBlock.ns11502.oracleGeneral.zst S4LRU(25:25:25:25) cache size   275438, 7600815 req, miss ratio 0.0453, byte miss ratio 0.0453
result/tencentBlock.ns11502.oracleGeneral.zst TwoQ cache size      344, 7600815 req, miss ratio 0.6077, byte miss ratio 0.6077
result/tencentBlock.ns11502.oracleGeneral.zst TwoQ cache size     1032, 7600815 req, miss ratio 0.5946, byte miss ratio 0.5946
