result/tencentBlock.ns21551.oracleGeneral.zst ARC cache size      430, 3639456 req, miss ratio 0.5191, byte miss ratio 0.5191
result/tencentBlock.ns21551.oracleGeneral.zst ARC cache size     1292, 3639456 req, miss ratio 0.4047, byte miss ratio 0.4047
result/tencentBlock.ns21551.oracleGeneral.zst ARC cache size     4308, 3639456 req, miss ratio 0.3251, byte miss ratio 0.3251
result/tencentBlock.ns21551.oracleGeneral.zst ARC cache size    12925, 3639456 req, miss ratio 0.2947, byte miss ratio 0.2947
result/tencentBlock.ns21551.oracleGeneral.zst ARC cache size    43084, 3639456 req, miss ratio 0.2396, byte miss ratio 0.2396
result/tencentBlock.ns21551.oracleGeneral.zst ARC cache size    86169, 3639456 req, miss ratio 0.1913, byte miss ratio 0.1913
result/tencentBlock.ns21551.oracleGeneral.zst ARC cache size   172338, 3639456 req, miss ratio 0.1351, byte miss ratio 0.1351
result/tencentBlock.ns21551.oracleGeneral.zst ARC cache size   344676, 3639456 req, miss ratio 0.1196, byte miss ratio 0.1196
result/tencentBlock.ns21551.oracleGeneral.zst Cacheus cache size      430, 3639456 req, miss ratio 0.5211, byte miss ratio 0.5211
result/tencentBlock.ns21551.oracleGeneral.zst Cacheus cache size     1292, 3639456 req, miss ratio 0.4288, byte miss ratio 0.4288
result/tencentBlock.ns21551.oracleGeneral.zst Cacheus cache size     4308, 3639456 req, miss ratio 0.3260, byte miss ratio 0.3260
result/tencentBlock.ns21551.oracleGeneral.zst Cacheus cache size    12925, 3639456 req, miss ratio 0.2950, byte miss ratio 0.2950
result/tencentBlock.ns21551.oracleGeneral.zst Cacheus cache size    43084, 3639456 req, miss ratio 0.2433, byte miss ratio 0.2433
result/tencentBlock.ns21551.oracleGeneral.zst Cacheus cache size    86169, 3639456 req, miss ratio 0.1861, byte miss ratio 0.1861
result/tencentBlock.ns21551.oracleGeneral.zst Cacheus cache size   172338, 3639456 req, miss ratio 0.1446, byte miss ratio 0.1446
result/tencentBlock.ns21551.oracleGeneral.zst Cacheus cache size   344676, 3639456 req, miss ratio 0.1203, byte miss ratio 0.1203
result/tencentBlock.ns21551.oracleGeneral.zst FIFO cache size      430, 3639456 req, miss ratio 0.6023, byte miss ratio 0.6023
result/tencentBlock.ns21551.oracleGeneral.zst FIFO cache size     1292, 3639456 req, miss ratio 0.4846, byte miss ratio 0.4846
result/tencentBlock.ns21551.oracleGeneral.zst FIFO cache size     4308, 3639456 req, miss ratio 0.3859, byte miss ratio 0.3859
result/tencentBlock.ns21551.oracleGeneral.zst FIFO cache size    12925, 3639456 req, miss ratio 0.3291, byte miss ratio 0.3291
result/tencentBlock.ns21551.oracleGeneral.zst FIFO cache size    43084, 3639456 req, miss ratio 0.2571, byte miss ratio 0.2571
result/tencentBlock.ns21551.oracleGeneral.zst FIFO cache size    86169, 3639456 req, miss ratio 0.1972, byte miss ratio 0.1972
result/tencentBlock.ns21551.oracleGeneral.zst FIFO cache size   172338, 3639456 req, miss ratio 0.1558, byte miss ratio 0.1558
result/tencentBlock.ns21551.oracleGeneral.zst FIFO cache size   344676, 3639456 req, miss ratio 0.1312, byte miss ratio 0.1312
result/tencentBlock.ns21551.oracleGeneral.zst LRU cache size      430, 3639456 req, miss ratio 0.5320, byte miss ratio 0.5320
result/tencentBlock.ns21551.oracleGeneral.zst LRU cache size     1292, 3639456 req, miss ratio 0.4477, byte miss ratio 0.4477
result/tencentBlock.ns21551.oracleGeneral.zst LRU cache size     4308, 3639456 req, miss ratio 0.3432, byte miss ratio 0.3432
result/tencentBlock.ns21551.oracleGeneral.zst LRU cache size    12925, 3639456 req, miss ratio 0.3069, byte miss ratio 0.3069
result/tencentBlock.ns21551.oracleGeneral.zst LRU cache size    43084, 3639456 req, miss ratio 0.2401, byte miss ratio 0.2401
result/tencentBlock.ns21551.oracleGeneral.zst LRU cache size    86169, 3639456 req, miss ratio 0.1863, byte miss ratio 0.1863
result/tencentBlock.ns21551.oracleGeneral.zst LRU cache size   172338, 3639456 req, miss ratio 0.1358, byte miss ratio 0.1358
result/tencentBlock.ns21551.oracleGeneral.zst LRU cache size   344676, 3639456 req, miss ratio 0.1200, byte miss ratio 0.1200
result/tencentBlock.ns21551.oracleGeneral.zst LHD cache size      430, 3639456 req, miss ratio 0.5307, byte miss ratio 0.5307
result/tencentBlock.ns21551.oracleGeneral.zst LHD cache size     1292, 3639456 req, miss ratio 0.4342, byte miss ratio 0.4342
result/tencentBlock.ns21551.oracleGeneral.zst LHD cache size     4308, 3639456 req, miss ratio 0.3299, byte miss ratio 0.3299
result/tencentBlock.ns21551.oracleGeneral.zst LHD cache size    12925, 3639456 req, miss ratio 0.2965, byte miss ratio 0.2965
result/tencentBlock.ns21551.oracleGeneral.zst LHD cache size    43084, 3639456 req, miss ratio 0.2354, byte miss ratio 0.2354
result/tencentBlock.ns21551.oracleGeneral.zst LHD cache size    86169, 3639456 req, miss ratio 0.1751, byte miss ratio 0.1751
result/tencentBlock.ns21551.oracleGeneral.zst LHD cache size   172338, 3639456 req, miss ratio 0.1330, byte miss ratio 0.1330
result/tencentBlock.ns21551.oracleGeneral.zst LHD cache size   344676, 3639456 req, miss ratio 0.1200, byte miss ratio 0.1200
