result/tencentBlock.ns12715.oracleGeneral.zst LRU cache size      163, 2325334 req, miss ratio 0.6633, byte miss ratio 0.6633
result/tencentBlock.ns12715.oracleGeneral.zst LRU cache size      489, 2325334 req, miss ratio 0.5739, byte miss ratio 0.5739
result/tencentBlock.ns12715.oracleGeneral.zst LRU cache size     1632, 2325334 req, miss ratio 0.5617, byte miss ratio 0.5617
result/tencentBlock.ns12715.oracleGeneral.zst LRU cache size     4898, 2325334 req, miss ratio 0.5453, byte miss ratio 0.5453
result/tencentBlock.ns12715.oracleGeneral.zst LRU cache size    16327, 2325334 req, miss ratio 0.4572, byte miss ratio 0.4572
result/tencentBlock.ns12715.oracleGeneral.zst LRU cache size    32654, 2325334 req, miss ratio 0.3377, byte miss ratio 0.3377
result/tencentBlock.ns12715.oracleGeneral.zst LRU cache size    65308, 2325334 req, miss ratio 0.2158, byte miss ratio 0.2158
result/tencentBlock.ns12715.oracleGeneral.zst LRU cache size   130617, 2325334 req, miss ratio 0.0721, byte miss ratio 0.0721
result/tencentBlock.ns12715.oracleGeneral.zst FIFO cache size      163, 2325334 req, miss ratio 0.7632, byte miss ratio 0.7632
result/tencentBlock.ns12715.oracleGeneral.zst FIFO cache size      489, 2325334 req, miss ratio 0.6401, byte miss ratio 0.6401
result/tencentBlock.ns12715.oracleGeneral.zst FIFO cache size     1632, 2325334 req, miss ratio 0.5836, byte miss ratio 0.5836
result/tencentBlock.ns12715.oracleGeneral.zst FIFO cache size     4898, 2325334 req, miss ratio 0.5562, byte miss ratio 0.5562
result/tencentBlock.ns12715.oracleGeneral.zst FIFO cache size    16327, 2325334 req, miss ratio 0.4657, byte miss ratio 0.4657
result/tencentBlock.ns12715.oracleGeneral.zst FIFO cache size    32654, 2325334 req, miss ratio 0.3572, byte miss ratio 0.3572
result/tencentBlock.ns12715.oracleGeneral.zst FIFO cache size    65308, 2325334 req, miss ratio 0.2168, byte miss ratio 0.2168
result/tencentBlock.ns12715.oracleGeneral.zst FIFO cache size   130617, 2325334 req, miss ratio 0.0962, byte miss ratio 0.0962
result/tencentBlock.ns12715.oracleGeneral.zst clock2 cache size      163, 2325334 req, miss ratio 0.6394, byte miss ratio 0.6394
result/tencentBlock.ns12715.oracleGeneral.zst clock2 cache size      489, 2325334 req, miss ratio 0.5718, byte miss ratio 0.5718
result/tencentBlock.ns12715.oracleGeneral.zst clock2 cache size     1632, 2325334 req, miss ratio 0.5613, byte miss ratio 0.5613
result/tencentBlock.ns12715.oracleGeneral.zst clock2 cache size     4898, 2325334 req, miss ratio 0.5432, byte miss ratio 0.5432
result/tencentBlock.ns12715.oracleGeneral.zst clock2 cache size    16327, 2325334 req, miss ratio 0.4829, byte miss ratio 0.4829
result/tencentBlock.ns12715.oracleGeneral.zst clock2 cache size    32654, 2325334 req, miss ratio 0.3448, byte miss ratio 0.3448
result/tencentBlock.ns12715.oracleGeneral.zst clock2 cache size    65308, 2325334 req, miss ratio 0.1836, byte miss ratio 0.1836
result/tencentBlock.ns12715.oracleGeneral.zst clock2 cache size   130617, 2325334 req, miss ratio 0.0726, byte miss ratio 0.0726
result/tencentBlock.ns12715.oracleGeneral.zst S3FIFO-1 cache size      163, 2325334 req, miss ratio 0.5879, byte miss ratio 0.5879
result/tencentBlock.ns12715.oracleGeneral.zst S3FIFO-1 cache size      489, 2325334 req, miss ratio 0.5781, byte miss ratio 0.5781
result/tencentBlock.ns12715.oracleGeneral.zst S3FIFO-1 cache size     1632, 2325334 req, miss ratio 0.5457, byte miss ratio 0.5457
