result/tencentBlock.ns15776.oracleGeneral.zst LRU cache size      165, 1504334 req, miss ratio 0.4840, byte miss ratio 0.4840
result/tencentBlock.ns15776.oracleGeneral.zst LRU cache size      496, 1504334 req, miss ratio 0.4733, byte miss ratio 0.4733
result/tencentBlock.ns15776.oracleGeneral.zst LRU cache size     1655, 1504334 req, miss ratio 0.4679, byte miss ratio 0.4679
result/tencentBlock.ns15776.oracleGeneral.zst LRU cache size     4966, 1504334 req, miss ratio 0.4656, byte miss ratio 0.4656
result/tencentBlock.ns15776.oracleGeneral.zst LRU cache size    16555, 1504334 req, miss ratio 0.4422, byte miss ratio 0.4422
result/tencentBlock.ns15776.oracleGeneral.zst LRU cache size    33111, 1504334 req, miss ratio 0.3889, byte miss ratio 0.3889
result/tencentBlock.ns15776.oracleGeneral.zst LRU cache size    66222, 1504334 req, miss ratio 0.2571, byte miss ratio 0.2571
result/tencentBlock.ns15776.oracleGeneral.zst LRU cache size   132444, 1504334 req, miss ratio 0.1124, byte miss ratio 0.1124
result/tencentBlock.ns15776.oracleGeneral.zst ARC cache size      165, 1504334 req, miss ratio 0.4769, byte miss ratio 0.4769
result/tencentBlock.ns15776.oracleGeneral.zst ARC cache size      496, 1504334 req, miss ratio 0.4697, byte miss ratio 0.4697
result/tencentBlock.ns15776.oracleGeneral.zst ARC cache size     1655, 1504334 req, miss ratio 0.4661, byte miss ratio 0.4661
result/tencentBlock.ns15776.oracleGeneral.zst ARC cache size     4966, 1504334 req, miss ratio 0.4654, byte miss ratio 0.4654
result/tencentBlock.ns15776.oracleGeneral.zst ARC cache size    16555, 1504334 req, miss ratio 0.4337, byte miss ratio 0.4337
result/tencentBlock.ns15776.oracleGeneral.zst ARC cache size    33111, 1504334 req, miss ratio 0.3500, byte miss ratio 0.3500
result/tencentBlock.ns15776.oracleGeneral.zst ARC cache size    66222, 1504334 req, miss ratio 0.2689, byte miss ratio 0.2689
result/tencentBlock.ns15776.oracleGeneral.zst ARC cache size   132444, 1504334 req, miss ratio 0.1137, byte miss ratio 0.1137
result/tencentBlock.ns15776.oracleGeneral.zst LIRS cache size      165, 1504334 req, miss ratio 0.5585, byte miss ratio 0.5585
result/tencentBlock.ns15776.oracleGeneral.zst LIRS cache size      496, 1504334 req, miss ratio 0.5378, byte miss ratio 0.5378
result/tencentBlock.ns15776.oracleGeneral.zst LIRS cache size     1655, 1504334 req, miss ratio 0.4688, byte miss ratio 0.4688
result/tencentBlock.ns15776.oracleGeneral.zst LIRS cache size     4966, 1504334 req, miss ratio 0.4651, byte miss ratio 0.4651
result/tencentBlock.ns15776.oracleGeneral.zst LIRS cache size    16555, 1504334 req, miss ratio 0.4233, byte miss ratio 0.4233
result/tencentBlock.ns15776.oracleGeneral.zst LIRS cache size    33111, 1504334 req, miss ratio 0.3730, byte miss ratio 0.3730
result/tencentBlock.ns15776.oracleGeneral.zst LIRS cache size    66222, 1504334 req, miss ratio 0.3001, byte miss ratio 0.3001
result/tencentBlock.ns15776.oracleGeneral.zst LIRS cache size   132444, 1504334 req, miss ratio 0.1126, byte miss ratio 0.1126
result/tencentBlock.ns15776.oracleGeneral.zst Cacheus cache size      165, 1504334 req, miss ratio 0.4773, byte miss ratio 0.4773
result/tencentBlock.ns15776.oracleGeneral.zst Cacheus cache size      496, 1504334 req, miss ratio 0.4699, byte miss ratio 0.4699
result/tencentBlock.ns15776.oracleGeneral.zst Cacheus cache size     1655, 1504334 req, miss ratio 0.4661, byte miss ratio 0.4661
result/tencentBlock.ns15776.oracleGeneral.zst Cacheus cache size     4966, 1504334 req, miss ratio 0.4653, byte miss ratio 0.4653
result/tencentBlock.ns15776.oracleGeneral.zst Cacheus cache size    16555, 1504334 req, miss ratio 0.4377, byte miss ratio 0.4377
result/tencentBlock.ns15776.oracleGeneral.zst Cacheus cache size    33111, 1504334 req, miss ratio 0.3804, byte miss ratio 0.3804
result/tencentBlock.ns15776.oracleGeneral.zst Cacheus cache size    66222, 1504334 req, miss ratio 0.3195, byte miss ratio 0.3195
result/tencentBlock.ns15776.oracleGeneral.zst Cacheus cache size   132444, 1504334 req, miss ratio 0.1132, byte miss ratio 0.1132
result/tencentBlock.ns15776.oracleGeneral.zst S3FIFO-1 cache size      165, 1504334 req, miss ratio 0.4777, byte miss ratio 0.4777
result/tencentBlock.ns15776.oracleGeneral.zst S3FIFO-1 cache size      496, 1504334 req, miss ratio 0.4686, byte miss ratio 0.4686
result/tencentBlock.ns15776.oracleGeneral.zst S3FIFO-1 cache size     1655, 1504334 req, miss ratio 0.4660, byte miss ratio 0.4660
result/tencentBlock.ns15776.oracleGeneral.zst S3FIFO-1 cache size     4966, 1504334 req, miss ratio 0.4651, byte miss ratio 0.4651
result/tencentBlock.ns15776.oracleGeneral.zst S3FIFO-1 cache size    16555, 1504334 req, miss ratio 0.4212, byte miss ratio 0.4212
result/tencentBlock.ns15776.oracleGeneral.zst S3FIFO-1 cache size    33111, 1504334 req, miss ratio 0.3837, byte miss ratio 0.3837
result/tencentBlock.ns15776.oracleGeneral.zst S3FIFO-1 cache size    66222, 1504334 req, miss ratio 0.2831, byte miss ratio 0.2831
result/tencentBlock.ns15776.oracleGeneral.zst S3FIFO-1 cache size   132444, 1504334 req, miss ratio 0.1189, byte miss ratio 0.1189
result/tencentBlock.ns15776.oracleGeneral.zst FIFO cache size      165, 1504334 req, miss ratio 0.5359, byte miss ratio 0.5359
result/tencentBlock.ns15776.oracleGeneral.zst FIFO cache size      496, 1504334 req, miss ratio 0.4951, byte miss ratio 0.4951
result/tencentBlock.ns15776.oracleGeneral.zst FIFO cache size     1655, 1504334 req, miss ratio 0.4762, byte miss ratio 0.4762
result/tencentBlock.ns15776.oracleGeneral.zst FIFO cache size     4966, 1504334 req, miss ratio 0.4692, byte miss ratio 0.4692
result/tencentBlock.ns15776.oracleGeneral.zst FIFO cache size    16555, 1504334 req, miss ratio 0.4469, byte miss ratio 0.4469
result/tencentBlock.ns15776.oracleGeneral.zst FIFO cache size    33111, 1504334 req, miss ratio 0.4034, byte miss ratio 0.4034
