result/tencentBlock.ns10264.oracleGeneral.zst Clock cache size      192, 1612077 req, miss ratio 0.5967, byte miss ratio 0.5967
result/tencentBlock.ns10264.oracleGeneral.zst Clock cache size      576, 1612077 req, miss ratio 0.5396, byte miss ratio 0.5396
result/tencentBlock.ns10264.oracleGeneral.zst Clock cache size     1922, 1612077 req, miss ratio 0.4882, byte miss ratio 0.4882
result/tencentBlock.ns10264.oracleGeneral.zst Clock cache size     5767, 1612077 req, miss ratio 0.4682, byte miss ratio 0.4682
result/tencentBlock.ns10264.oracleGeneral.zst Clock cache size    19225, 1612077 req, miss ratio 0.3882, byte miss ratio 0.3882
result/tencentBlock.ns10264.oracleGeneral.zst Clock cache size    38450, 1612077 req, miss ratio 0.3460, byte miss ratio 0.3460
result/tencentBlock.ns10264.oracleGeneral.zst Clock cache size    76900, 1612077 req, miss ratio 0.2133, byte miss ratio 0.2133
result/tencentBlock.ns10264.oracleGeneral.zst Clock cache size   153800, 1612077 req, miss ratio 0.1208, byte miss ratio 0.1208
result/tencentBlock.ns10264.oracleGeneral.zst LRU cache size      192, 1612077 req, miss ratio 0.6129, byte miss ratio 0.6129
result/tencentBlock.ns10264.oracleGeneral.zst LRU cache size      576, 1612077 req, miss ratio 0.5434, byte miss ratio 0.5434
result/tencentBlock.ns10264.oracleGeneral.zst LRU cache size     1922, 1612077 req, miss ratio 0.4901, byte miss ratio 0.4901
result/tencentBlock.ns10264.oracleGeneral.zst LRU cache size     5767, 1612077 req, miss ratio 0.4695, byte miss ratio 0.4695
result/tencentBlock.ns10264.oracleGeneral.zst LRU cache size    19225, 1612077 req, miss ratio 0.3880, byte miss ratio 0.3880
result/tencentBlock.ns10264.oracleGeneral.zst LRU cache size    38450, 1612077 req, miss ratio 0.3499, byte miss ratio 0.3499
result/tencentBlock.ns10264.oracleGeneral.zst LRU cache size    76900, 1612077 req, miss ratio 0.2074, byte miss ratio 0.2074
result/tencentBlock.ns10264.oracleGeneral.zst LRU cache size   153800, 1612077 req, miss ratio 0.1221, byte miss ratio 0.1221
result/tencentBlock.ns10264.oracleGeneral.zst ARC cache size      192, 1612077 req, miss ratio 0.5457, byte miss ratio 0.5457
result/tencentBlock.ns10264.oracleGeneral.zst ARC cache size      576, 1612077 req, miss ratio 0.5224, byte miss ratio 0.5224
result/tencentBlock.ns10264.oracleGeneral.zst ARC cache size     1922, 1612077 req, miss ratio 0.4787, byte miss ratio 0.4787
result/tencentBlock.ns10264.oracleGeneral.zst ARC cache size     5767, 1612077 req, miss ratio 0.4604, byte miss ratio 0.4604
result/tencentBlock.ns10264.oracleGeneral.zst ARC cache size    19225, 1612077 req, miss ratio 0.3964, byte miss ratio 0.3964
result/tencentBlock.ns10264.oracleGeneral.zst ARC cache size    38450, 1612077 req, miss ratio 0.3408, byte miss ratio 0.3408
result/tencentBlock.ns10264.oracleGeneral.zst ARC cache size    76900, 1612077 req, miss ratio 0.2224, byte miss ratio 0.2224
result/tencentBlock.ns10264.oracleGeneral.zst ARC cache size   153800, 1612077 req, miss ratio 0.1207, byte miss ratio 0.1207
result/tencentBlock.ns10264.oracleGeneral.zst FIFO cache size      192, 1612077 req, miss ratio 0.7097, byte miss ratio 0.7097
result/tencentBlock.ns10264.oracleGeneral.zst FIFO cache size      576, 1612077 req, miss ratio 0.5974, byte miss ratio 0.5974
result/tencentBlock.ns10264.oracleGeneral.zst FIFO cache size     1922, 1612077 req, miss ratio 0.5195, byte miss ratio 0.5195
result/tencentBlock.ns10264.oracleGeneral.zst FIFO cache size     5767, 1612077 req, miss ratio 0.4859, byte miss ratio 0.4859
result/tencentBlock.ns10264.oracleGeneral.zst FIFO cache size    19225, 1612077 req, miss ratio 0.4063, byte miss ratio 0.4063
result/tencentBlock.ns10264.oracleGeneral.zst FIFO cache size    38450, 1612077 req, miss ratio 0.3635, byte miss ratio 0.3635
result/tencentBlock.ns10264.oracleGeneral.zst FIFO cache size    76900, 1612077 req, miss ratio 0.2202, byte miss ratio 0.2202
