result/tencentBlock.ns16003.oracleGeneral.zst LIRS cache size      374, 3597668 req, miss ratio 0.5341, byte miss ratio 0.5341
result/tencentBlock.ns16003.oracleGeneral.zst LIRS cache size     1123, 3597668 req, miss ratio 0.3995, byte miss ratio 0.3995
result/tencentBlock.ns16003.oracleGeneral.zst LIRS cache size     3746, 3597668 req, miss ratio 0.3149, byte miss ratio 0.3149
result/tencentBlock.ns16003.oracleGeneral.zst LIRS cache size    11238, 3597668 req, miss ratio 0.2814, byte miss ratio 0.2814
result/tencentBlock.ns16003.oracleGeneral.zst LIRS cache size    37461, 3597668 req, miss ratio 0.2345, byte miss ratio 0.2345
result/tencentBlock.ns16003.oracleGeneral.zst LIRS cache size    74922, 3597668 req, miss ratio 0.1878, byte miss ratio 0.1878
result/tencentBlock.ns16003.oracleGeneral.zst LIRS cache size   149845, 3597668 req, miss ratio 0.1339, byte miss ratio 0.1339
result/tencentBlock.ns16003.oracleGeneral.zst LIRS cache size   299690, 3597668 req, miss ratio 0.1090, byte miss ratio 0.1090
result/tencentBlock.ns16003.oracleGeneral.zst LHD cache size      374, 3597668 req, miss ratio 0.5103, byte miss ratio 0.5103
result/tencentBlock.ns16003.oracleGeneral.zst LHD cache size     1123, 3597668 req, miss ratio 0.4226, byte miss ratio 0.4226
result/tencentBlock.ns16003.oracleGeneral.zst LHD cache size     3746, 3597668 req, miss ratio 0.3107, byte miss ratio 0.3107
result/tencentBlock.ns16003.oracleGeneral.zst LHD cache size    11238, 3597668 req, miss ratio 0.2829, byte miss ratio 0.2829
result/tencentBlock.ns16003.oracleGeneral.zst LHD cache size    37461, 3597668 req, miss ratio 0.2244, byte miss ratio 0.2244
result/tencentBlock.ns16003.oracleGeneral.zst LHD cache size    74922, 3597668 req, miss ratio 0.1711, byte miss ratio 0.1711
result/tencentBlock.ns16003.oracleGeneral.zst LHD cache size   149845, 3597668 req, miss ratio 0.1206, byte miss ratio 0.1206
result/tencentBlock.ns16003.oracleGeneral.zst LHD cache size   299690, 3597668 req, miss ratio 0.1060, byte miss ratio 0.1060
result/tencentBlock.ns16003.oracleGeneral.zst LRU cache size      374, 3597668 req, miss ratio 0.5201, byte miss ratio 0.5201
result/tencentBlock.ns16003.oracleGeneral.zst LRU cache size     1123, 3597668 req, miss ratio 0.4318, byte miss ratio 0.4318
result/tencentBlock.ns16003.oracleGeneral.zst LRU cache size     3746, 3597668 req, miss ratio 0.3271, byte miss ratio 0.3271
result/tencentBlock.ns16003.oracleGeneral.zst LRU cache size    11238, 3597668 req, miss ratio 0.2890, byte miss ratio 0.2890
result/tencentBlock.ns16003.oracleGeneral.zst LRU cache size    37461, 3597668 req, miss ratio 0.2307, byte miss ratio 0.2307
result/tencentBlock.ns16003.oracleGeneral.zst LRU cache size    74922, 3597668 req, miss ratio 0.1798, byte miss ratio 0.1798
result/tencentBlock.ns16003.oracleGeneral.zst LRU cache size   149845, 3597668 req, miss ratio 0.1234, byte miss ratio 0.1234
result/tencentBlock.ns16003.oracleGeneral.zst LRU cache size   299690, 3597668 req, miss ratio 0.1063, byte miss ratio 0.1063
result/tencentBlock.ns16003.oracleGeneral.zst Cacheus cache size      374, 3597668 req, miss ratio 0.4995, byte miss ratio 0.4995
result/tencentBlock.ns16003.oracleGeneral.zst Cacheus cache size     1123, 3597668 req, miss ratio 0.4069, byte miss ratio 0.4069
result/tencentBlock.ns16003.oracleGeneral.zst Cacheus cache size     3746, 3597668 req, miss ratio 0.3067, byte miss ratio 0.3067
result/tencentBlock.ns16003.oracleGeneral.zst Cacheus cache size    11238, 3597668 req, miss ratio 0.2853, byte miss ratio 0.2853
result/tencentBlock.ns16003.oracleGeneral.zst Cacheus cache size    37461, 3597668 req, miss ratio 0.2285, byte miss ratio 0.2285
result/tencentBlock.ns16003.oracleGeneral.zst Cacheus cache size    74922, 3597668 req, miss ratio 0.1961, byte miss ratio 0.1961
result/tencentBlock.ns16003.oracleGeneral.zst Cacheus cache size   149845, 3597668 req, miss ratio 0.1228, byte miss ratio 0.1228
result/tencentBlock.ns16003.oracleGeneral.zst Cacheus cache size   299690, 3597668 req, miss ratio 0.1153, byte miss ratio 0.1153
result/tencentBlock.ns16003.oracleGeneral.zst ARC cache size      374, 3597668 req, miss ratio 0.4974, byte miss ratio 0.4974
result/tencentBlock.ns16003.oracleGeneral.zst ARC cache size     1123, 3597668 req, miss ratio 0.3941, byte miss ratio 0.3941
result/tencentBlock.ns16003.oracleGeneral.zst ARC cache size     3746, 3597668 req, miss ratio 0.3043, byte miss ratio 0.3043
result/tencentBlock.ns16003.oracleGeneral.zst ARC cache size    11238, 3597668 req, miss ratio 0.2802, byte miss ratio 0.2802
result/tencentBlock.ns16003.oracleGeneral.zst ARC cache size    37461, 3597668 req, miss ratio 0.2318, byte miss ratio 0.2318
result/tencentBlock.ns16003.oracleGeneral.zst ARC cache size    74922, 3597668 req, miss ratio 0.1851, byte miss ratio 0.1851
result/tencentBlock.ns16003.oracleGeneral.zst ARC cache size   149845, 3597668 req, miss ratio 0.1232, byte miss ratio 0.1232
result/tencentBlock.ns16003.oracleGeneral.zst ARC cache size   299690, 3597668 req, miss ratio 0.1063, byte miss ratio 0.1063
result/tencentBlock.ns16003.oracleGeneral.zst clock2 cache size      374, 3597668 req, miss ratio 0.5170, byte miss ratio 0.5170
result/tencentBlock.ns16003.oracleGeneral.zst clock2 cache size     1123, 3597668 req, miss ratio 0.4358, byte miss ratio 0.4358
result/tencentBlock.ns16003.oracleGeneral.zst clock2 cache size     3746, 3597668 req, miss ratio 0.3139, byte miss ratio 0.3139
result/tencentBlock.ns16003.oracleGeneral.zst clock2 cache size    11238, 3597668 req, miss ratio 0.2909, byte miss ratio 0.2909
result/tencentBlock.ns16003.oracleGeneral.zst clock2 cache size    37461, 3597668 req, miss ratio 0.2386, byte miss ratio 0.2386
result/tencentBlock.ns16003.oracleGeneral.zst clock2 cache size    74922, 3597668 req, miss ratio 0.2053, byte miss ratio 0.2053
result/tencentBlock.ns16003.oracleGeneral.zst clock2 cache size   149845, 3597668 req, miss ratio 0.1390, byte miss ratio 0.1390
result/tencentBlock.ns16003.oracleGeneral.zst clock2 cache size   299690, 3597668 req, miss ratio 0.1062, byte miss ratio 0.1062
result/tencentBlock.ns16003.oracleGeneral.zst S3FIFO-1 cache size      374, 3597668 req, miss ratio 0.5100, byte miss ratio 0.5100
result/tencentBlock.ns16003.oracleGeneral.zst S3FIFO-1 cache size     1123, 3597668 req, miss ratio 0.3787, byte miss ratio 0.3787
result/tencentBlock.ns16003.oracleGeneral.zst S3FIFO-1 cache size     3746, 3597668 req, miss ratio 0.3047, byte miss ratio 0.3047
result/tencentBlock.ns16003.oracleGeneral.zst S3FIFO-1 cache size    11238, 3597668 req, miss ratio 0.2781, byte miss ratio 0.2781
result/tencentBlock.ns16003.oracleGeneral.zst S3FIFO-1 cache size    37461, 3597668 req, miss ratio 0.2353, byte miss ratio 0.2353
result/tencentBlock.ns16003.oracleGeneral.zst S3FIFO-1 cache size    74922, 3597668 req, miss ratio 0.1906, byte miss ratio 0.1906
result/tencentBlock.ns16003.oracleGeneral.zst S3FIFO-1 cache size   149845, 3597668 req, miss ratio 0.1269, byte miss ratio 0.1269
result/tencentBlock.ns16003.oracleGeneral.zst S3FIFO-1 cache size   299690, 3597668 req, miss ratio 0.1068, byte miss ratio 0.1068
result/tencentBlock.ns16003.oracleGeneral.zst FIFO cache size      374, 3597668 req, miss ratio 0.6029, byte miss ratio 0.6029
result/tencentBlock.ns16003.oracleGeneral.zst FIFO cache size     1123, 3597668 req, miss ratio 0.4727, byte miss ratio 0.4727
result/tencentBlock.ns16003.oracleGeneral.zst FIFO cache size     3746, 3597668 req, miss ratio 0.3696, byte miss ratio 0.3696
result/tencentBlock.ns16003.oracleGeneral.zst FIFO cache size    11238, 3597668 req, miss ratio 0.3129, byte miss ratio 0.3129
result/tencentBlock.ns16003.oracleGeneral.zst FIFO cache size    37461, 3597668 req, miss ratio 0.2450, byte miss ratio 0.2450
result/tencentBlock.ns16003.oracleGeneral.zst FIFO cache size    74922, 3597668 req, miss ratio 0.1872, byte miss ratio 0.1872
result/tencentBlock.ns16003.oracleGeneral.zst FIFO cache size   149845, 3597668 req, miss ratio 0.1450, byte miss ratio 0.1450
