result/tencentBlock.ns18970.oracleGeneral.zst clock2 cache size      494, 5054781 req, miss ratio 0.5316, byte miss ratio 0.5316
result/tencentBlock.ns18970.oracleGeneral.zst clock2 cache size     1483, 5054781 req, miss ratio 0.4641, byte miss ratio 0.4641
result/tencentBlock.ns18970.oracleGeneral.zst clock2 cache size     4945, 5054781 req, miss ratio 0.3753, byte miss ratio 0.3753
result/tencentBlock.ns18970.oracleGeneral.zst clock2 cache size    14836, 5054781 req, miss ratio 0.3526, byte miss ratio 0.3526
result/tencentBlock.ns18970.oracleGeneral.zst clock2 cache size    49455, 5054781 req, miss ratio 0.3117, byte miss ratio 0.3117
result/tencentBlock.ns18970.oracleGeneral.zst clock2 cache size    98911, 5054781 req, miss ratio 0.2500, byte miss ratio 0.2500
result/tencentBlock.ns18970.oracleGeneral.zst clock2 cache size   197823, 5054781 req, miss ratio 0.1454, byte miss ratio 0.1454
result/tencentBlock.ns18970.oracleGeneral.zst clock2 cache size   395647, 5054781 req, miss ratio 0.0996, byte miss ratio 0.0996
result/tencentBlock.ns18970.oracleGeneral.zst Clock cache size      494, 5054781 req, miss ratio 0.5308, byte miss ratio 0.5308
result/tencentBlock.ns18970.oracleGeneral.zst Clock cache size     1483, 5054781 req, miss ratio 0.4597, byte miss ratio 0.4597
result/tencentBlock.ns18970.oracleGeneral.zst Clock cache size     4945, 5054781 req, miss ratio 0.3805, byte miss ratio 0.3805
result/tencentBlock.ns18970.oracleGeneral.zst Clock cache size    14836, 5054781 req, miss ratio 0.3521, byte miss ratio 0.3521
result/tencentBlock.ns18970.oracleGeneral.zst Clock cache size    49455, 5054781 req, miss ratio 0.3002, byte miss ratio 0.3002
result/tencentBlock.ns18970.oracleGeneral.zst Clock cache size    98911, 5054781 req, miss ratio 0.2307, byte miss ratio 0.2307
result/tencentBlock.ns18970.oracleGeneral.zst Clock cache size   197823, 5054781 req, miss ratio 0.1388, byte miss ratio 0.1388
result/tencentBlock.ns18970.oracleGeneral.zst Clock cache size   395647, 5054781 req, miss ratio 0.1013, byte miss ratio 0.1013
result/tencentBlock.ns18970.oracleGeneral.zst LeCaR cache size      494, 5054781 req, miss ratio 0.5268, byte miss ratio 0.5268
