result/tencentBlock.ns21315.oracleGeneral.zst LIRS cache size      494, 2546895 req, miss ratio 0.8447, byte miss ratio 0.8447
result/tencentBlock.ns21315.oracleGeneral.zst LIRS cache size     1482, 2546895 req, miss ratio 0.8361, byte miss ratio 0.8361
result/tencentBlock.ns21315.oracleGeneral.zst LIRS cache size     4943, 2546895 req, miss ratio 0.8215, byte miss ratio 0.8215
result/tencentBlock.ns21315.oracleGeneral.zst LIRS cache size    14829, 2546895 req, miss ratio 0.7985, byte miss ratio 0.7985
result/tencentBlock.ns21315.oracleGeneral.zst LIRS cache size    49431, 2546895 req, miss ratio 0.7186, byte miss ratio 0.7186
result/tencentBlock.ns21315.oracleGeneral.zst LIRS cache size    98862, 2546895 req, miss ratio 0.5977, byte miss ratio 0.5977
result/tencentBlock.ns21315.oracleGeneral.zst LIRS cache size   197725, 2546895 req, miss ratio 0.4380, byte miss ratio 0.4380
result/tencentBlock.ns21315.oracleGeneral.zst LIRS cache size   395451, 2546895 req, miss ratio 0.2016, byte miss ratio 0.2016
result/tencentBlock.ns21315.oracleGeneral.zst LHD cache size      494, 2546895 req, miss ratio 0.8276, byte miss ratio 0.8276
result/tencentBlock.ns21315.oracleGeneral.zst LHD cache size     1482, 2546895 req, miss ratio 0.8196, byte miss ratio 0.8196
result/tencentBlock.ns21315.oracleGeneral.zst LHD cache size     4943, 2546895 req, miss ratio 0.8150, byte miss ratio 0.8150
result/tencentBlock.ns21315.oracleGeneral.zst LHD cache size    14829, 2546895 req, miss ratio 0.8114, byte miss ratio 0.8114
result/tencentBlock.ns21315.oracleGeneral.zst LHD cache size    49431, 2546895 req, miss ratio 0.7643, byte miss ratio 0.7643
result/tencentBlock.ns21315.oracleGeneral.zst LHD cache size    98862, 2546895 req, miss ratio 0.6974, byte miss ratio 0.6974
result/tencentBlock.ns21315.oracleGeneral.zst LHD cache size   197725, 2546895 req, miss ratio 0.5180, byte miss ratio 0.5180
result/tencentBlock.ns21315.oracleGeneral.zst LHD cache size   395451, 2546895 req, miss ratio 0.2203, byte miss ratio 0.2203
result/tencentBlock.ns21315.oracleGeneral.zst ARC cache size      494, 2546895 req, miss ratio 0.8193, byte miss ratio 0.8193
result/tencentBlock.ns21315.oracleGeneral.zst ARC cache size     1482, 2546895 req, miss ratio 0.8169, byte miss ratio 0.8169
result/tencentBlock.ns21315.oracleGeneral.zst ARC cache size     4943, 2546895 req, miss ratio 0.8143, byte miss ratio 0.8143
result/tencentBlock.ns21315.oracleGeneral.zst ARC cache size    14829, 2546895 req, miss ratio 0.8096, byte miss ratio 0.8096
result/tencentBlock.ns21315.oracleGeneral.zst ARC cache size    49431, 2546895 req, miss ratio 0.7816, byte miss ratio 0.7816
result/tencentBlock.ns21315.oracleGeneral.zst ARC cache size    98862, 2546895 req, miss ratio 0.7459, byte miss ratio 0.7459
result/tencentBlock.ns21315.oracleGeneral.zst ARC cache size   197725, 2546895 req, miss ratio 0.5889, byte miss ratio 0.5889
result/tencentBlock.ns21315.oracleGeneral.zst ARC cache size   395451, 2546895 req, miss ratio 0.2017, byte miss ratio 0.2017
result/tencentBlock.ns21315.oracleGeneral.zst S3FIFO-1 cache size      494, 2546895 req, miss ratio 0.8253, byte miss ratio 0.8253
result/tencentBlock.ns21315.oracleGeneral.zst S3FIFO-1 cache size     1482, 2546895 req, miss ratio 0.8171, byte miss ratio 0.8171
result/tencentBlock.ns21315.oracleGeneral.zst S3FIFO-1 cache size     4943, 2546895 req, miss ratio 0.8142, byte miss ratio 0.8142
