result/tencentBlock.ns14437.oracleGeneral.zst LHD cache size      249, 2397260 req, miss ratio 0.4485, byte miss ratio 0.4485
result/tencentBlock.ns14437.oracleGeneral.zst LHD cache size      748, 2397260 req, miss ratio 0.3940, byte miss ratio 0.3940
result/tencentBlock.ns14437.oracleGeneral.zst LHD cache size     2493, 2397260 req, miss ratio 0.2956, byte miss ratio 0.2956
result/tencentBlock.ns14437.oracleGeneral.zst LHD cache size     7480, 2397260 req, miss ratio 0.2566, byte miss ratio 0.2566
result/tencentBlock.ns14437.oracleGeneral.zst LHD cache size    24933, 2397260 req, miss ratio 0.1992, byte miss ratio 0.1992
result/tencentBlock.ns14437.oracleGeneral.zst LHD cache size    49867, 2397260 req, miss ratio 0.1489, byte miss ratio 0.1489
result/tencentBlock.ns14437.oracleGeneral.zst LHD cache size    99734, 2397260 req, miss ratio 0.1151, byte miss ratio 0.1151
result/tencentBlock.ns14437.oracleGeneral.zst LHD cache size   199468, 2397260 req, miss ratio 0.1057, byte miss ratio 0.1057
result/tencentBlock.ns14437.oracleGeneral.zst LIRS cache size      249, 2397260 req, miss ratio 0.4870, byte miss ratio 0.4870
result/tencentBlock.ns14437.oracleGeneral.zst LIRS cache size      748, 2397260 req, miss ratio 0.4019, byte miss ratio 0.4019
result/tencentBlock.ns14437.oracleGeneral.zst LIRS cache size     2493, 2397260 req, miss ratio 0.2882, byte miss ratio 0.2882
result/tencentBlock.ns14437.oracleGeneral.zst LIRS cache size     7480, 2397260 req, miss ratio 0.2556, byte miss ratio 0.2556
result/tencentBlock.ns14437.oracleGeneral.zst LIRS cache size    24933, 2397260 req, miss ratio 0.2086, byte miss ratio 0.2086
result/tencentBlock.ns14437.oracleGeneral.zst LIRS cache size    49867, 2397260 req, miss ratio 0.1655, byte miss ratio 0.1655
result/tencentBlock.ns14437.oracleGeneral.zst LIRS cache size    99734, 2397260 req, miss ratio 0.1243, byte miss ratio 0.1243
result/tencentBlock.ns14437.oracleGeneral.zst LIRS cache size   199468, 2397260 req, miss ratio 0.1082, byte miss ratio 0.1082
