result/tencentBlock.ns5756.oracleGeneral.zst ARC cache size      422, 5315630 req, miss ratio 0.5346, byte miss ratio 0.5346
result/tencentBlock.ns5756.oracleGeneral.zst ARC cache size     1268, 5315630 req, miss ratio 0.4489, byte miss ratio 0.4489
result/tencentBlock.ns5756.oracleGeneral.zst ARC cache size     4228, 5315630 req, miss ratio 0.3826, byte miss ratio 0.3826
result/tencentBlock.ns5756.oracleGeneral.zst ARC cache size    12685, 5315630 req, miss ratio 0.3455, byte miss ratio 0.3455
result/tencentBlock.ns5756.oracleGeneral.zst ARC cache size    42286, 5315630 req, miss ratio 0.2072, byte miss ratio 0.2072
result/tencentBlock.ns5756.oracleGeneral.zst ARC cache size    84573, 5315630 req, miss ratio 0.1328, byte miss ratio 0.1328
result/tencentBlock.ns5756.oracleGeneral.zst ARC cache size   169146, 5315630 req, miss ratio 0.0906, byte miss ratio 0.0906
result/tencentBlock.ns5756.oracleGeneral.zst ARC cache size   338292, 5315630 req, miss ratio 0.0803, byte miss ratio 0.0803
result/tencentBlock.ns5756.oracleGeneral.zst LHD cache size      422, 5315630 req, miss ratio 0.5592, byte miss ratio 0.5592
result/tencentBlock.ns5756.oracleGeneral.zst LHD cache size     1268, 5315630 req, miss ratio 0.4810, byte miss ratio 0.4810
result/tencentBlock.ns5756.oracleGeneral.zst LHD cache size     4228, 5315630 req, miss ratio 0.3950, byte miss ratio 0.3950
result/tencentBlock.ns5756.oracleGeneral.zst LHD cache size    12685, 5315630 req, miss ratio 0.3450, byte miss ratio 0.3450
result/tencentBlock.ns5756.oracleGeneral.zst LHD cache size    42286, 5315630 req, miss ratio 0.2055, byte miss ratio 0.2055
result/tencentBlock.ns5756.oracleGeneral.zst LHD cache size    84573, 5315630 req, miss ratio 0.1290, byte miss ratio 0.1290
result/tencentBlock.ns5756.oracleGeneral.zst LHD cache size   169146, 5315630 req, miss ratio 0.0930, byte miss ratio 0.0930
result/tencentBlock.ns5756.oracleGeneral.zst LHD cache size   338292, 5315630 req, miss ratio 0.0805, byte miss ratio 0.0805
result/tencentBlock.ns5756.oracleGeneral.zst LIRS cache size      422, 5315630 req, miss ratio 0.5461, byte miss ratio 0.5461
result/tencentBlock.ns5756.oracleGeneral.zst LIRS cache size     1268, 5315630 req, miss ratio 0.4549, byte miss ratio 0.4549
result/tencentBlock.ns5756.oracleGeneral.zst LIRS cache size     4228, 5315630 req, miss ratio 0.3919, byte miss ratio 0.3919
result/tencentBlock.ns5756.oracleGeneral.zst LIRS cache size    12685, 5315630 req, miss ratio 0.3396, byte miss ratio 0.3396
result/tencentBlock.ns5756.oracleGeneral.zst LIRS cache size    42286, 5315630 req, miss ratio 0.1959, byte miss ratio 0.1959
result/tencentBlock.ns5756.oracleGeneral.zst LIRS cache size    84573, 5315630 req, miss ratio 0.1304, byte miss ratio 0.1304
result/tencentBlock.ns5756.oracleGeneral.zst LIRS cache size   169146, 5315630 req, miss ratio 0.0949, byte miss ratio 0.0949
result/tencentBlock.ns5756.oracleGeneral.zst LIRS cache size   338292, 5315630 req, miss ratio 0.0823, byte miss ratio 0.0823
result/tencentBlock.ns5756.oracleGeneral.zst FIFO cache size      422, 5315630 req, miss ratio 0.6829, byte miss ratio 0.6829
result/tencentBlock.ns5756.oracleGeneral.zst FIFO cache size     1268, 5315630 req, miss ratio 0.5508, byte miss ratio 0.5508
result/tencentBlock.ns5756.oracleGeneral.zst FIFO cache size     4228, 5315630 req, miss ratio 0.4584, byte miss ratio 0.4584
result/tencentBlock.ns5756.oracleGeneral.zst FIFO cache size    12685, 5315630 req, miss ratio 0.4073, byte miss ratio 0.4073
result/tencentBlock.ns5756.oracleGeneral.zst FIFO cache size    42286, 5315630 req, miss ratio 0.2664, byte miss ratio 0.2664
result/tencentBlock.ns5756.oracleGeneral.zst FIFO cache size    84573, 5315630 req, miss ratio 0.1770, byte miss ratio 0.1770
result/tencentBlock.ns5756.oracleGeneral.zst FIFO cache size   169146, 5315630 req, miss ratio 0.1156, byte miss ratio 0.1156
result/tencentBlock.ns5756.oracleGeneral.zst FIFO cache size   338292, 5315630 req, miss ratio 0.0916, byte miss ratio 0.0916
result/tencentBlock.ns5756.oracleGeneral.zst LeCaR cache size      422, 5315630 req, miss ratio 0.5643, byte miss ratio 0.5643
result/tencentBlock.ns5756.oracleGeneral.zst LeCaR cache size     1268, 5315630 req, miss ratio 0.4940, byte miss ratio 0.4940
result/tencentBlock.ns5756.oracleGeneral.zst LeCaR cache size     4228, 5315630 req, miss ratio 0.4024, byte miss ratio 0.4024
result/tencentBlock.ns5756.oracleGeneral.zst LeCaR cache size    12685, 5315630 req, miss ratio 0.3778, byte miss ratio 0.3778
result/tencentBlock.ns5756.oracleGeneral.zst LeCaR cache size    42286, 5315630 req, miss ratio 0.2231, byte miss ratio 0.2231
result/tencentBlock.ns5756.oracleGeneral.zst LeCaR cache size    84573, 5315630 req, miss ratio 0.1384, byte miss ratio 0.1384
result/tencentBlock.ns5756.oracleGeneral.zst LeCaR cache size   169146, 5315630 req, miss ratio 0.0914, byte miss ratio 0.0914
result/tencentBlock.ns5756.oracleGeneral.zst LeCaR cache size   338292, 5315630 req, miss ratio 0.0804, byte miss ratio 0.0804
result/tencentBlock.ns5756.oracleGeneral.zst Cacheus cache size      422, 5315630 req, miss ratio 0.5419, byte miss ratio 0.5419
result/tencentBlock.ns5756.oracleGeneral.zst Cacheus cache size     1268, 5315630 req, miss ratio 0.4667, byte miss ratio 0.4667
result/tencentBlock.ns5756.oracleGeneral.zst Cacheus cache size     4228, 5315630 req, miss ratio 0.3859, byte miss ratio 0.3859
result/tencentBlock.ns5756.oracleGeneral.zst Cacheus cache size    12685, 5315630 req, miss ratio 0.3466, byte miss ratio 0.3466
result/tencentBlock.ns5756.oracleGeneral.zst Cacheus cache size    42286, 5315630 req, miss ratio 0.2201, byte miss ratio 0.2201
result/tencentBlock.ns5756.oracleGeneral.zst Cacheus cache size    84573, 5315630 req, miss ratio 0.1380, byte miss ratio 0.1380
result/tencentBlock.ns5756.oracleGeneral.zst Cacheus cache size   169146, 5315630 req, miss ratio 0.0956, byte miss ratio 0.0956
result/tencentBlock.ns5756.oracleGeneral.zst Cacheus cache size   338292, 5315630 req, miss ratio 0.0806, byte miss ratio 0.0806
result/tencentBlock.ns5756.oracleGeneral.zst clock2 cache size      422, 5315630 req, miss ratio 0.5684, byte miss ratio 0.5684
result/tencentBlock.ns5756.oracleGeneral.zst clock2 cache size     1268, 5315630 req, miss ratio 0.4971, byte miss ratio 0.4971
result/tencentBlock.ns5756.oracleGeneral.zst clock2 cache size     4228, 5315630 req, miss ratio 0.4021, byte miss ratio 0.4021
result/tencentBlock.ns5756.oracleGeneral.zst clock2 cache size    12685, 5315630 req, miss ratio 0.3770, byte miss ratio 0.3770
result/tencentBlock.ns5756.oracleGeneral.zst clock2 cache size    42286, 5315630 req, miss ratio 0.2355, byte miss ratio 0.2355
result/tencentBlock.ns5756.oracleGeneral.zst clock2 cache size    84573, 5315630 req, miss ratio 0.1438, byte miss ratio 0.1438
result/tencentBlock.ns5756.oracleGeneral.zst clock2 cache size   169146, 5315630 req, miss ratio 0.0969, byte miss ratio 0.0969
result/tencentBlock.ns5756.oracleGeneral.zst clock2 cache size   338292, 5315630 req, miss ratio 0.0803, byte miss ratio 0.0803
result/tencentBlock.ns5756.oracleGeneral.zst Clock cache size      422, 5315630 req, miss ratio 0.5718, byte miss ratio 0.5718
result/tencentBlock.ns5756.oracleGeneral.zst Clock cache size     1268, 5315630 req, miss ratio 0.4990, byte miss ratio 0.4990
result/tencentBlock.ns5756.oracleGeneral.zst Clock cache size     4228, 5315630 req, miss ratio 0.4112, byte miss ratio 0.4112
result/tencentBlock.ns5756.oracleGeneral.zst Clock cache size    12685, 5315630 req, miss ratio 0.3797, byte miss ratio 0.3797
result/tencentBlock.ns5756.oracleGeneral.zst Clock cache size    42286, 5315630 req, miss ratio 0.2348, byte miss ratio 0.2348
result/tencentBlock.ns5756.oracleGeneral.zst Clock cache size    84573, 5315630 req, miss ratio 0.1508, byte miss ratio 0.1508
result/tencentBlock.ns5756.oracleGeneral.zst Clock cache size   169146, 5315630 req, miss ratio 0.0964, byte miss ratio 0.0964
result/tencentBlock.ns5756.oracleGeneral.zst Clock cache size   338292, 5315630 req, miss ratio 0.0803, byte miss ratio 0.0803
