result/tencentBlock.ns2687.oracleGeneral.zst LRU cache size      180, 3795166 req, miss ratio 0.3489, byte miss ratio 0.3489
result/tencentBlock.ns2687.oracleGeneral.zst LRU cache size      542, 3795166 req, miss ratio 0.2838, byte miss ratio 0.2838
result/tencentBlock.ns2687.oracleGeneral.zst LRU cache size     1809, 3795166 req, miss ratio 0.2068, byte miss ratio 0.2068
result/tencentBlock.ns2687.oracleGeneral.zst LRU cache size     5427, 3795166 req, miss ratio 0.1967, byte miss ratio 0.1967
result/tencentBlock.ns2687.oracleGeneral.zst LRU cache size    18090, 3795166 req, miss ratio 0.1663, byte miss ratio 0.1663
result/tencentBlock.ns2687.oracleGeneral.zst LRU cache size    36181, 3795166 req, miss ratio 0.1462, byte miss ratio 0.1462
result/tencentBlock.ns2687.oracleGeneral.zst LRU cache size    72363, 3795166 req, miss ratio 0.0862, byte miss ratio 0.0862
result/tencentBlock.ns2687.oracleGeneral.zst LRU cache size   144727, 3795166 req, miss ratio 0.0524, byte miss ratio 0.0524
result/tencentBlock.ns2687.oracleGeneral.zst clock2 cache size      180, 3795166 req, miss ratio 0.3361, byte miss ratio 0.3361
result/tencentBlock.ns2687.oracleGeneral.zst clock2 cache size      542, 3795166 req, miss ratio 0.2813, byte miss ratio 0.2813
result/tencentBlock.ns2687.oracleGeneral.zst clock2 cache size     1809, 3795166 req, miss ratio 0.2559, byte miss ratio 0.2559
result/tencentBlock.ns2687.oracleGeneral.zst clock2 cache size     5427, 3795166 req, miss ratio 0.1960, byte miss ratio 0.1960
result/tencentBlock.ns2687.oracleGeneral.zst clock2 cache size    18090, 3795166 req, miss ratio 0.1743, byte miss ratio 0.1743
result/tencentBlock.ns2687.oracleGeneral.zst clock2 cache size    36181, 3795166 req, miss ratio 0.1551, byte miss ratio 0.1551
result/tencentBlock.ns2687.oracleGeneral.zst clock2 cache size    72363, 3795166 req, miss ratio 0.1226, byte miss ratio 0.1226
result/tencentBlock.ns2687.oracleGeneral.zst clock2 cache size   144727, 3795166 req, miss ratio 0.0540, byte miss ratio 0.0540
result/tencentBlock.ns2687.oracleGeneral.zst Cacheus cache size      180, 3795166 req, miss ratio 0.3188, byte miss ratio 0.3188
result/tencentBlock.ns2687.oracleGeneral.zst Cacheus cache size      542, 3795166 req, miss ratio 0.2661, byte miss ratio 0.2661
result/tencentBlock.ns2687.oracleGeneral.zst Cacheus cache size     1809, 3795166 req, miss ratio 0.2016, byte miss ratio 0.2016
result/tencentBlock.ns2687.oracleGeneral.zst Cacheus cache size     5427, 3795166 req, miss ratio 0.1858, byte miss ratio 0.1858
result/tencentBlock.ns2687.oracleGeneral.zst Cacheus cache size    18090, 3795166 req, miss ratio 0.1676, byte miss ratio 0.1676
result/tencentBlock.ns2687.oracleGeneral.zst Cacheus cache size    36181, 3795166 req, miss ratio 0.1486, byte miss ratio 0.1486
result/tencentBlock.ns2687.oracleGeneral.zst Cacheus cache size    72363, 3795166 req, miss ratio 0.0896, byte miss ratio 0.0896
result/tencentBlock.ns2687.oracleGeneral.zst Cacheus cache size   144727, 3795166 req, miss ratio 0.0523, byte miss ratio 0.0523
result/tencentBlock.ns2687.oracleGeneral.zst ARC cache size      180, 3795166 req, miss ratio 0.3010, byte miss ratio 0.3010
result/tencentBlock.ns2687.oracleGeneral.zst ARC cache size      542, 3795166 req, miss ratio 0.2642, byte miss ratio 0.2642
result/tencentBlock.ns2687.oracleGeneral.zst ARC cache size     1809, 3795166 req, miss ratio 0.2001, byte miss ratio 0.2001
result/tencentBlock.ns2687.oracleGeneral.zst ARC cache size     5427, 3795166 req, miss ratio 0.1934, byte miss ratio 0.1934
