result/tencentBlock.ns9904.oracleGeneral.zst FIFO cache size      328, 5778995 req, miss ratio 0.6626, byte miss ratio 0.6626
result/tencentBlock.ns9904.oracleGeneral.zst FIFO cache size      984, 5778995 req, miss ratio 0.5987, byte miss ratio 0.5987
result/tencentBlock.ns9904.oracleGeneral.zst FIFO cache size     3281, 5778995 req, miss ratio 0.5224, byte miss ratio 0.5224
result/tencentBlock.ns9904.oracleGeneral.zst FIFO cache size     9845, 5778995 req, miss ratio 0.4698, byte miss ratio 0.4698
result/tencentBlock.ns9904.oracleGeneral.zst FIFO cache size    32819, 5778995 req, miss ratio 0.2433, byte miss ratio 0.2433
result/tencentBlock.ns9904.oracleGeneral.zst FIFO cache size    65638, 5778995 req, miss ratio 0.1388, byte miss ratio 0.1388
result/tencentBlock.ns9904.oracleGeneral.zst FIFO cache size   131277, 5778995 req, miss ratio 0.0832, byte miss ratio 0.0832
result/tencentBlock.ns9904.oracleGeneral.zst FIFO cache size   262554, 5778995 req, miss ratio 0.0638, byte miss ratio 0.0638
result/tencentBlock.ns9904.oracleGeneral.zst clock2 cache size      328, 5778995 req, miss ratio 0.6050, byte miss ratio 0.6050
result/tencentBlock.ns9904.oracleGeneral.zst clock2 cache size      984, 5778995 req, miss ratio 0.5630, byte miss ratio 0.5630
result/tencentBlock.ns9904.oracleGeneral.zst clock2 cache size     3281, 5778995 req, miss ratio 0.5129, byte miss ratio 0.5129
result/tencentBlock.ns9904.oracleGeneral.zst clock2 cache size     9845, 5778995 req, miss ratio 0.4324, byte miss ratio 0.4324
result/tencentBlock.ns9904.oracleGeneral.zst clock2 cache size    32819, 5778995 req, miss ratio 0.2294, byte miss ratio 0.2294
result/tencentBlock.ns9904.oracleGeneral.zst clock2 cache size    65638, 5778995 req, miss ratio 0.0958, byte miss ratio 0.0958
result/tencentBlock.ns9904.oracleGeneral.zst clock2 cache size   131277, 5778995 req, miss ratio 0.0700, byte miss ratio 0.0700
result/tencentBlock.ns9904.oracleGeneral.zst clock2 cache size   262554, 5778995 req, miss ratio 0.0573, byte miss ratio 0.0573
result/tencentBlock.ns9904.oracleGeneral.zst LHD cache size      328, 5778995 req, miss ratio 0.5822, byte miss ratio 0.5822
result/tencentBlock.ns9904.oracleGeneral.zst LHD cache size      984, 5778995 req, miss ratio 0.5607, byte miss ratio 0.5607
result/tencentBlock.ns9904.oracleGeneral.zst LHD cache size     3281, 5778995 req, miss ratio 0.4564, byte miss ratio 0.4564
result/tencentBlock.ns9904.oracleGeneral.zst LHD cache size     9845, 5778995 req, miss ratio 0.3688, byte miss ratio 0.3688
result/tencentBlock.ns9904.oracleGeneral.zst LHD cache size    32819, 5778995 req, miss ratio 0.1780, byte miss ratio 0.1780
result/tencentBlock.ns9904.oracleGeneral.zst LHD cache size    65638, 5778995 req, miss ratio 0.0859, byte miss ratio 0.0859
result/tencentBlock.ns9904.oracleGeneral.zst LHD cache size   131277, 5778995 req, miss ratio 0.0619, byte miss ratio 0.0619
result/tencentBlock.ns9904.oracleGeneral.zst LHD cache size   262554, 5778995 req, miss ratio 0.0573, byte miss ratio 0.0573
result/tencentBlock.ns9904.oracleGeneral.zst LRU cache size      328, 5778995 req, miss ratio 0.6069, byte miss ratio 0.6069
result/tencentBlock.ns9904.oracleGeneral.zst LRU cache size      984, 5778995 req, miss ratio 0.5635, byte miss ratio 0.5635
result/tencentBlock.ns9904.oracleGeneral.zst LRU cache size     3281, 5778995 req, miss ratio 0.4802, byte miss ratio 0.4802
result/tencentBlock.ns9904.oracleGeneral.zst LRU cache size     9845, 5778995 req, miss ratio 0.4403, byte miss ratio 0.4403
result/tencentBlock.ns9904.oracleGeneral.zst LRU cache size    32819, 5778995 req, miss ratio 0.2064, byte miss ratio 0.2064
result/tencentBlock.ns9904.oracleGeneral.zst LRU cache size    65638, 5778995 req, miss ratio 0.0946, byte miss ratio 0.0946
result/tencentBlock.ns9904.oracleGeneral.zst LRU cache size   131277, 5778995 req, miss ratio 0.0604, byte miss ratio 0.0604
result/tencentBlock.ns9904.oracleGeneral.zst LRU cache size   262554, 5778995 req, miss ratio 0.0571, byte miss ratio 0.0571
result/tencentBlock.ns9904.oracleGeneral.zst LIRS cache size      328, 5778995 req, miss ratio 0.5929, byte miss ratio 0.5929
result/tencentBlock.ns9904.oracleGeneral.zst LIRS cache size      984, 5778995 req, miss ratio 0.5247, byte miss ratio 0.5247
result/tencentBlock.ns9904.oracleGeneral.zst LIRS cache size     3281, 5778995 req, miss ratio 0.4442, byte miss ratio 0.4442
result/tencentBlock.ns9904.oracleGeneral.zst LIRS cache size     9845, 5778995 req, miss ratio 0.4008, byte miss ratio 0.4008
result/tencentBlock.ns9904.oracleGeneral.zst LIRS cache size    32819, 5778995 req, miss ratio 0.2001, byte miss ratio 0.2001
result/tencentBlock.ns9904.oracleGeneral.zst LIRS cache size    65638, 5778995 req, miss ratio 0.0892, byte miss ratio 0.0892
result/tencentBlock.ns9904.oracleGeneral.zst LIRS cache size   131277, 5778995 req, miss ratio 0.0620, byte miss ratio 0.0620
result/tencentBlock.ns9904.oracleGeneral.zst LIRS cache size   262554, 5778995 req, miss ratio 0.0573, byte miss ratio 0.0573
result/tencentBlock.ns9904.oracleGeneral.zst LeCaR cache size      328, 5778995 req, miss ratio 0.5887, byte miss ratio 0.5887
result/tencentBlock.ns9904.oracleGeneral.zst LeCaR cache size      984, 5778995 req, miss ratio 0.5630, byte miss ratio 0.5630
result/tencentBlock.ns9904.oracleGeneral.zst LeCaR cache size     3281, 5778995 req, miss ratio 0.4773, byte miss ratio 0.4773
result/tencentBlock.ns9904.oracleGeneral.zst LeCaR cache size     9845, 5778995 req, miss ratio 0.4344, byte miss ratio 0.4344
result/tencentBlock.ns9904.oracleGeneral.zst LeCaR cache size    32819, 5778995 req, miss ratio 0.2024, byte miss ratio 0.2024
result/tencentBlock.ns9904.oracleGeneral.zst LeCaR cache size    65638, 5778995 req, miss ratio 0.0893, byte miss ratio 0.0893
result/tencentBlock.ns9904.oracleGeneral.zst LeCaR cache size   131277, 5778995 req, miss ratio 0.0606, byte miss ratio 0.0606
result/tencentBlock.ns9904.oracleGeneral.zst LeCaR cache size   262554, 5778995 req, miss ratio 0.0571, byte miss ratio 0.0571
result/tencentBlock.ns9904.oracleGeneral.zst ARC cache size      328, 5778995 req, miss ratio 0.5746, byte miss ratio 0.5746
result/tencentBlock.ns9904.oracleGeneral.zst ARC cache size      984, 5778995 req, miss ratio 0.5108, byte miss ratio 0.5108
result/tencentBlock.ns9904.oracleGeneral.zst ARC cache size     3281, 5778995 req, miss ratio 0.4427, byte miss ratio 0.4427
result/tencentBlock.ns9904.oracleGeneral.zst ARC cache size     9845, 5778995 req, miss ratio 0.4045, byte miss ratio 0.4045
result/tencentBlock.ns9904.oracleGeneral.zst ARC cache size    32819, 5778995 req, miss ratio 0.2039, byte miss ratio 0.2039
result/tencentBlock.ns9904.oracleGeneral.zst ARC cache size    65638, 5778995 req, miss ratio 0.0960, byte miss ratio 0.0960
result/tencentBlock.ns9904.oracleGeneral.zst ARC cache size   131277, 5778995 req, miss ratio 0.0616, byte miss ratio 0.0616
