result/tencentBlock.ns17629.oracleGeneral.zst LIRS cache size      195, 2151101 req, miss ratio 0.5472, byte miss ratio 0.5472
result/tencentBlock.ns17629.oracleGeneral.zst LIRS cache size      587, 2151101 req, miss ratio 0.4991, byte miss ratio 0.4991
result/tencentBlock.ns17629.oracleGeneral.zst LIRS cache size     1958, 2151101 req, miss ratio 0.4542, byte miss ratio 0.4542
result/tencentBlock.ns17629.oracleGeneral.zst LIRS cache size     5876, 2151101 req, miss ratio 0.4011, byte miss ratio 0.4011
result/tencentBlock.ns17629.oracleGeneral.zst LIRS cache size    19587, 2151101 req, miss ratio 0.3457, byte miss ratio 0.3457
result/tencentBlock.ns17629.oracleGeneral.zst LIRS cache size    39175, 2151101 req, miss ratio 0.2827, byte miss ratio 0.2827
result/tencentBlock.ns17629.oracleGeneral.zst LIRS cache size    78351, 2151101 req, miss ratio 0.2144, byte miss ratio 0.2144
result/tencentBlock.ns17629.oracleGeneral.zst LIRS cache size   156703, 2151101 req, miss ratio 0.0970, byte miss ratio 0.0970
result/tencentBlock.ns17629.oracleGeneral.zst LHD cache size      195, 2151101 req, miss ratio 0.5120, byte miss ratio 0.5120
result/tencentBlock.ns17629.oracleGeneral.zst LHD cache size      587, 2151101 req, miss ratio 0.4725, byte miss ratio 0.4725
result/tencentBlock.ns17629.oracleGeneral.zst LHD cache size     1958, 2151101 req, miss ratio 0.4504, byte miss ratio 0.4504
result/tencentBlock.ns17629.oracleGeneral.zst LHD cache size     5876, 2151101 req, miss ratio 0.4198, byte miss ratio 0.4198
result/tencentBlock.ns17629.oracleGeneral.zst LHD cache size    19587, 2151101 req, miss ratio 0.3430, byte miss ratio 0.3430
result/tencentBlock.ns17629.oracleGeneral.zst LHD cache size    39175, 2151101 req, miss ratio 0.2767, byte miss ratio 0.2767
result/tencentBlock.ns17629.oracleGeneral.zst LHD cache size    78351, 2151101 req, miss ratio 0.1819, byte miss ratio 0.1819
result/tencentBlock.ns17629.oracleGeneral.zst LHD cache size   156703, 2151101 req, miss ratio 0.1006, byte miss ratio 0.1006
result/tencentBlock.ns17629.oracleGeneral.zst LRU cache size      195, 2151101 req, miss ratio 0.5319, byte miss ratio 0.5319
result/tencentBlock.ns17629.oracleGeneral.zst LRU cache size      587, 2151101 req, miss ratio 0.4741, byte miss ratio 0.4741
result/tencentBlock.ns17629.oracleGeneral.zst LRU cache size     1958, 2151101 req, miss ratio 0.4537, byte miss ratio 0.4537
result/tencentBlock.ns17629.oracleGeneral.zst LRU cache size     5876, 2151101 req, miss ratio 0.4416, byte miss ratio 0.4416
result/tencentBlock.ns17629.oracleGeneral.zst LRU cache size    19587, 2151101 req, miss ratio 0.3535, byte miss ratio 0.3535
result/tencentBlock.ns17629.oracleGeneral.zst LRU cache size    39175, 2151101 req, miss ratio 0.2998, byte miss ratio 0.2998
result/tencentBlock.ns17629.oracleGeneral.zst LRU cache size    78351, 2151101 req, miss ratio 0.1907, byte miss ratio 0.1907
result/tencentBlock.ns17629.oracleGeneral.zst LRU cache size   156703, 2151101 req, miss ratio 0.0981, byte miss ratio 0.0981
result/tencentBlock.ns17629.oracleGeneral.zst clock2 cache size      195, 2151101 req, miss ratio 0.5179, byte miss ratio 0.5179
result/tencentBlock.ns17629.oracleGeneral.zst clock2 cache size      587, 2151101 req, miss ratio 0.4724, byte miss ratio 0.4724
result/tencentBlock.ns17629.oracleGeneral.zst clock2 cache size     1958, 2151101 req, miss ratio 0.4510, byte miss ratio 0.4510
result/tencentBlock.ns17629.oracleGeneral.zst clock2 cache size     5876, 2151101 req, miss ratio 0.4421, byte miss ratio 0.4421
result/tencentBlock.ns17629.oracleGeneral.zst clock2 cache size    19587, 2151101 req, miss ratio 0.3699, byte miss ratio 0.3699
result/tencentBlock.ns17629.oracleGeneral.zst clock2 cache size    39175, 2151101 req, miss ratio 0.3191, byte miss ratio 0.3191
result/tencentBlock.ns17629.oracleGeneral.zst clock2 cache size    78351, 2151101 req, miss ratio 0.2315, byte miss ratio 0.2315
result/tencentBlock.ns17629.oracleGeneral.zst clock2 cache size   156703, 2151101 req, miss ratio 0.0967, byte miss ratio 0.0967
result/tencentBlock.ns17629.oracleGeneral.zst LeCaR cache size      195, 2151101 req, miss ratio 0.5143, byte miss ratio 0.5143
result/tencentBlock.ns17629.oracleGeneral.zst LeCaR cache size      587, 2151101 req, miss ratio 0.4700, byte miss ratio 0.4700
result/tencentBlock.ns17629.oracleGeneral.zst LeCaR cache size     1958, 2151101 req, miss ratio 0.4502, byte miss ratio 0.4502
result/tencentBlock.ns17629.oracleGeneral.zst LeCaR cache size     5876, 2151101 req, miss ratio 0.4412, byte miss ratio 0.4412
result/tencentBlock.ns17629.oracleGeneral.zst LeCaR cache size    19587, 2151101 req, miss ratio 0.3511, byte miss ratio 0.3511
