result/tencentBlock.ns6291.oracleGeneral.zst LIRS cache size      148, 4291606 req, miss ratio 0.5014, byte miss ratio 0.5014
result/tencentBlock.ns6291.oracleGeneral.zst LIRS cache size      444, 4291606 req, miss ratio 0.4076, byte miss ratio 0.4076
result/tencentBlock.ns6291.oracleGeneral.zst LIRS cache size     1480, 4291606 req, miss ratio 0.3435, byte miss ratio 0.3435
result/tencentBlock.ns6291.oracleGeneral.zst LIRS cache size     4442, 4291606 req, miss ratio 0.2599, byte miss ratio 0.2599
result/tencentBlock.ns6291.oracleGeneral.zst LIRS cache size    14807, 4291606 req, miss ratio 0.1700, byte miss ratio 0.1700
result/tencentBlock.ns6291.oracleGeneral.zst LIRS cache size    29615, 4291606 req, miss ratio 0.1293, byte miss ratio 0.1293
result/tencentBlock.ns6291.oracleGeneral.zst LIRS cache size    59230, 4291606 req, miss ratio 0.0812, byte miss ratio 0.0812
result/tencentBlock.ns6291.oracleGeneral.zst LIRS cache size   118460, 4291606 req, miss ratio 0.0363, byte miss ratio 0.0363
result/tencentBlock.ns6291.oracleGeneral.zst LeCaR cache size      148, 4291606 req, miss ratio 0.5264, byte miss ratio 0.5264
result/tencentBlock.ns6291.oracleGeneral.zst LeCaR cache size      444, 4291606 req, miss ratio 0.4287, byte miss ratio 0.4287
result/tencentBlock.ns6291.oracleGeneral.zst LeCaR cache size     1480, 4291606 req, miss ratio 0.3738, byte miss ratio 0.3738
result/tencentBlock.ns6291.oracleGeneral.zst LeCaR cache size     4442, 4291606 req, miss ratio 0.3021, byte miss ratio 0.3021
result/tencentBlock.ns6291.oracleGeneral.zst LeCaR cache size    14807, 4291606 req, miss ratio 0.1946, byte miss ratio 0.1946
result/tencentBlock.ns6291.oracleGeneral.zst LeCaR cache size    29615, 4291606 req, miss ratio 0.1532, byte miss ratio 0.1532
result/tencentBlock.ns6291.oracleGeneral.zst LeCaR cache size    59230, 4291606 req, miss ratio 0.1094, byte miss ratio 0.1094
result/tencentBlock.ns6291.oracleGeneral.zst LeCaR cache size   118460, 4291606 req, miss ratio 0.0365, byte miss ratio 0.0365
result/tencentBlock.ns6291.oracleGeneral.zst Clock cache size      148, 4291606 req, miss ratio 0.5323, byte miss ratio 0.5323
result/tencentBlock.ns6291.oracleGeneral.zst Clock cache size      444, 4291606 req, miss ratio 0.4476, byte miss ratio 0.4476
result/tencentBlock.ns6291.oracleGeneral.zst Clock cache size     1480, 4291606 req, miss ratio 0.3858, byte miss ratio 0.3858
result/tencentBlock.ns6291.oracleGeneral.zst Clock cache size     4442, 4291606 req, miss ratio 0.3051, byte miss ratio 0.3051
result/tencentBlock.ns6291.oracleGeneral.zst Clock cache size    14807, 4291606 req, miss ratio 0.1966, byte miss ratio 0.1966
result/tencentBlock.ns6291.oracleGeneral.zst Clock cache size    29615, 4291606 req, miss ratio 0.1580, byte miss ratio 0.1580
result/tencentBlock.ns6291.oracleGeneral.zst Clock cache size    59230, 4291606 req, miss ratio 0.1197, byte miss ratio 0.1197
result/tencentBlock.ns6291.oracleGeneral.zst Clock cache size   118460, 4291606 req, miss ratio 0.0371, byte miss ratio 0.0371
result/tencentBlock.ns6291.oracleGeneral.zst ARC cache size      148, 4291606 req, miss ratio 0.4959, byte miss ratio 0.4959
result/tencentBlock.ns6291.oracleGeneral.zst ARC cache size      444, 4291606 req, miss ratio 0.4012, byte miss ratio 0.4012
result/tencentBlock.ns6291.oracleGeneral.zst ARC cache size     1480, 4291606 req, miss ratio 0.3402, byte miss ratio 0.3402
result/tencentBlock.ns6291.oracleGeneral.zst ARC cache size     4442, 4291606 req, miss ratio 0.2613, byte miss ratio 0.2613
result/tencentBlock.ns6291.oracleGeneral.zst ARC cache size    14807, 4291606 req, miss ratio 0.1689, byte miss ratio 0.1689
result/tencentBlock.ns6291.oracleGeneral.zst ARC cache size    29615, 4291606 req, miss ratio 0.1287, byte miss ratio 0.1287
result/tencentBlock.ns6291.oracleGeneral.zst ARC cache size    59230, 4291606 req, miss ratio 0.0988, byte miss ratio 0.0988
result/tencentBlock.ns6291.oracleGeneral.zst ARC cache size   118460, 4291606 req, miss ratio 0.0367, byte miss ratio 0.0367
result/tencentBlock.ns6291.oracleGeneral.zst LRU cache size      148, 4291606 req, miss ratio 0.5407, byte miss ratio 0.5407
result/tencentBlock.ns6291.oracleGeneral.zst LRU cache size      444, 4291606 req, miss ratio 0.4549, byte miss ratio 0.4549
result/tencentBlock.ns6291.oracleGeneral.zst LRU cache size     1480, 4291606 req, miss ratio 0.3948, byte miss ratio 0.3948
result/tencentBlock.ns6291.oracleGeneral.zst LRU cache size     4442, 4291606 req, miss ratio 0.3107, byte miss ratio 0.3107
result/tencentBlock.ns6291.oracleGeneral.zst LRU cache size    14807, 4291606 req, miss ratio 0.2005, byte miss ratio 0.2005
result/tencentBlock.ns6291.oracleGeneral.zst LRU cache size    29615, 4291606 req, miss ratio 0.1597, byte miss ratio 0.1597
result/tencentBlock.ns6291.oracleGeneral.zst LRU cache size    59230, 4291606 req, miss ratio 0.1172, byte miss ratio 0.1172
result/tencentBlock.ns6291.oracleGeneral.zst LRU cache size   118460, 4291606 req, miss ratio 0.0380, byte miss ratio 0.0380
result/tencentBlock.ns6291.oracleGeneral.zst S3FIFO-1 cache size      148, 4291606 req, miss ratio 0.5052, byte miss ratio 0.5052
result/tencentBlock.ns6291.oracleGeneral.zst S3FIFO-1 cache size      444, 4291606 req, miss ratio 0.4018, byte miss ratio 0.4018
result/tencentBlock.ns6291.oracleGeneral.zst S3FIFO-1 cache size     1480, 4291606 req, miss ratio 0.3410, byte miss ratio 0.3410
result/tencentBlock.ns6291.oracleGeneral.zst S3FIFO-1 cache size     4442, 4291606 req, miss ratio 0.2625, byte miss ratio 0.2625
result/tencentBlock.ns6291.oracleGeneral.zst S3FIFO-1 cache size    14807, 4291606 req, miss ratio 0.1679, byte miss ratio 0.1679
result/tencentBlock.ns6291.oracleGeneral.zst S3FIFO-1 cache size    29615, 4291606 req, miss ratio 0.1293, byte miss ratio 0.1293
result/tencentBlock.ns6291.oracleGeneral.zst S3FIFO-1 cache size    59230, 4291606 req, miss ratio 0.0965, byte miss ratio 0.0965
result/tencentBlock.ns6291.oracleGeneral.zst S3FIFO-1 cache size   118460, 4291606 req, miss ratio 0.0369, byte miss ratio 0.0369
result/tencentBlock.ns6291.oracleGeneral.zst FIFO cache size      148, 4291606 req, miss ratio 0.5821, byte miss ratio 0.5821
result/tencentBlock.ns6291.oracleGeneral.zst FIFO cache size      444, 4291606 req, miss ratio 0.4833, byte miss ratio 0.4833
