result/tencentBlock.ns9567.oracleGeneral.zst LHD cache size      133, 3657104 req, miss ratio 0.3327, byte miss ratio 0.3327
result/tencentBlock.ns9567.oracleGeneral.zst LHD cache size      401, 3657104 req, miss ratio 0.2772, byte miss ratio 0.2772
result/tencentBlock.ns9567.oracleGeneral.zst LHD cache size     1338, 3657104 req, miss ratio 0.2448, byte miss ratio 0.2448
result/tencentBlock.ns9567.oracleGeneral.zst LHD cache size     4016, 3657104 req, miss ratio 0.2199, byte miss ratio 0.2199
result/tencentBlock.ns9567.oracleGeneral.zst LHD cache size    13388, 3657104 req, miss ratio 0.1801, byte miss ratio 0.1801
result/tencentBlock.ns9567.oracleGeneral.zst LHD cache size    26776, 3657104 req, miss ratio 0.1463, byte miss ratio 0.1463
result/tencentBlock.ns9567.oracleGeneral.zst LHD cache size    53552, 3657104 req, miss ratio 0.0863, byte miss ratio 0.0863
result/tencentBlock.ns9567.oracleGeneral.zst LHD cache size   107104, 3657104 req, miss ratio 0.0386, byte miss ratio 0.0386
result/tencentBlock.ns9567.oracleGeneral.zst LRU cache size      133, 3657104 req, miss ratio 0.4301, byte miss ratio 0.4301
result/tencentBlock.ns9567.oracleGeneral.zst LRU cache size      401, 3657104 req, miss ratio 0.2831, byte miss ratio 0.2831
result/tencentBlock.ns9567.oracleGeneral.zst LRU cache size     1338, 3657104 req, miss ratio 0.2551, byte miss ratio 0.2551
result/tencentBlock.ns9567.oracleGeneral.zst LRU cache size     4016, 3657104 req, miss ratio 0.2249, byte miss ratio 0.2249
result/tencentBlock.ns9567.oracleGeneral.zst LRU cache size    13388, 3657104 req, miss ratio 0.1883, byte miss ratio 0.1883
result/tencentBlock.ns9567.oracleGeneral.zst LRU cache size    26776, 3657104 req, miss ratio 0.1640, byte miss ratio 0.1640
result/tencentBlock.ns9567.oracleGeneral.zst LRU cache size    53552, 3657104 req, miss ratio 0.0990, byte miss ratio 0.0990
result/tencentBlock.ns9567.oracleGeneral.zst LRU cache size   107104, 3657104 req, miss ratio 0.0370, byte miss ratio 0.0370
result/tencentBlock.ns9567.oracleGeneral.zst S3FIFO-1 cache size      133, 3657104 req, miss ratio 0.3111, byte miss ratio 0.3111
result/tencentBlock.ns9567.oracleGeneral.zst S3FIFO-1 cache size      401, 3657104 req, miss ratio 0.2619, byte miss ratio 0.2619
result/tencentBlock.ns9567.oracleGeneral.zst S3FIFO-1 cache size     1338, 3657104 req, miss ratio 0.2300, byte miss ratio 0.2300
result/tencentBlock.ns9567.oracleGeneral.zst S3FIFO-1 cache size     4016, 3657104 req, miss ratio 0.2116, byte miss ratio 0.2116
result/tencentBlock.ns9567.oracleGeneral.zst S3FIFO-1 cache size    13388, 3657104 req, miss ratio 0.1689, byte miss ratio 0.1689
result/tencentBlock.ns9567.oracleGeneral.zst S3FIFO-1 cache size    26776, 3657104 req, miss ratio 0.1381, byte miss ratio 0.1381
result/tencentBlock.ns9567.oracleGeneral.zst S3FIFO-1 cache size    53552, 3657104 req, miss ratio 0.0859, byte miss ratio 0.0859
result/tencentBlock.ns9567.oracleGeneral.zst S3FIFO-1 cache size   107104, 3657104 req, miss ratio 0.0369, byte miss ratio 0.0369
result/tencentBlock.ns9567.oracleGeneral.zst Cacheus cache size      133, 3657104 req, miss ratio 0.3406, byte miss ratio 0.3406
result/tencentBlock.ns9567.oracleGeneral.zst Cacheus cache size      401, 3657104 req, miss ratio 0.2686, byte miss ratio 0.2686
result/tencentBlock.ns9567.oracleGeneral.zst Cacheus cache size     1338, 3657104 req, miss ratio 0.2348, byte miss ratio 0.2348
result/tencentBlock.ns9567.oracleGeneral.zst Cacheus cache size     4016, 3657104 req, miss ratio 0.2153, byte miss ratio 0.2153
result/tencentBlock.ns9567.oracleGeneral.zst Cacheus cache size    13388, 3657104 req, miss ratio 0.1794, byte miss ratio 0.1794
result/tencentBlock.ns9567.oracleGeneral.zst Cacheus cache size    26776, 3657104 req, miss ratio 0.1352, byte miss ratio 0.1352
result/tencentBlock.ns9567.oracleGeneral.zst Cacheus cache size    53552, 3657104 req, miss ratio 0.0845, byte miss ratio 0.0845
result/tencentBlock.ns9567.oracleGeneral.zst Cacheus cache size   107104, 3657104 req, miss ratio 0.0370, byte miss ratio 0.0370
result/tencentBlock.ns9567.oracleGeneral.zst Clock cache size      133, 3657104 req, miss ratio 0.4017, byte miss ratio 0.4017
result/tencentBlock.ns9567.oracleGeneral.zst Clock cache size      401, 3657104 req, miss ratio 0.2811, byte miss ratio 0.2811
result/tencentBlock.ns9567.oracleGeneral.zst Clock cache size     1338, 3657104 req, miss ratio 0.2535, byte miss ratio 0.2535
result/tencentBlock.ns9567.oracleGeneral.zst Clock cache size     4016, 3657104 req, miss ratio 0.2247, byte miss ratio 0.2247
result/tencentBlock.ns9567.oracleGeneral.zst Clock cache size    13388, 3657104 req, miss ratio 0.1873, byte miss ratio 0.1873
result/tencentBlock.ns9567.oracleGeneral.zst Clock cache size    26776, 3657104 req, miss ratio 0.1603, byte miss ratio 0.1603
result/tencentBlock.ns9567.oracleGeneral.zst Clock cache size    53552, 3657104 req, miss ratio 0.1035, byte miss ratio 0.1035
result/tencentBlock.ns9567.oracleGeneral.zst Clock cache size   107104, 3657104 req, miss ratio 0.0369, byte miss ratio 0.0369
result/tencentBlock.ns9567.oracleGeneral.zst clock2 cache size      133, 3657104 req, miss ratio 0.3921, byte miss ratio 0.3921
