result/tencentBlock.ns5664.oracleGeneral.zst LIRS cache size      138, 1411192 req, miss ratio 0.5558, byte miss ratio 0.5558
result/tencentBlock.ns5664.oracleGeneral.zst LIRS cache size      416, 1411192 req, miss ratio 0.5268, byte miss ratio 0.5268
result/tencentBlock.ns5664.oracleGeneral.zst LIRS cache size     1388, 1411192 req, miss ratio 0.4769, byte miss ratio 0.4769
result/tencentBlock.ns5664.oracleGeneral.zst LIRS cache size     4165, 1411192 req, miss ratio 0.4691, byte miss ratio 0.4691
result/tencentBlock.ns5664.oracleGeneral.zst LIRS cache size    13886, 1411192 req, miss ratio 0.4161, byte miss ratio 0.4161
result/tencentBlock.ns5664.oracleGeneral.zst LIRS cache size    27772, 1411192 req, miss ratio 0.3647, byte miss ratio 0.3647
result/tencentBlock.ns5664.oracleGeneral.zst LIRS cache size    55544, 1411192 req, miss ratio 0.2929, byte miss ratio 0.2929
result/tencentBlock.ns5664.oracleGeneral.zst LIRS cache size   111088, 1411192 req, miss ratio 0.1231, byte miss ratio 0.1231
result/tencentBlock.ns5664.oracleGeneral.zst Cacheus cache size      138, 1411192 req, miss ratio 0.5064, byte miss ratio 0.5064
result/tencentBlock.ns5664.oracleGeneral.zst Cacheus cache size      416, 1411192 req, miss ratio 0.4756, byte miss ratio 0.4756
result/tencentBlock.ns5664.oracleGeneral.zst Cacheus cache size     1388, 1411192 req, miss ratio 0.4690, byte miss ratio 0.4690
result/tencentBlock.ns5664.oracleGeneral.zst Cacheus cache size     4165, 1411192 req, miss ratio 0.4677, byte miss ratio 0.4677
result/tencentBlock.ns5664.oracleGeneral.zst Cacheus cache size    13886, 1411192 req, miss ratio 0.4258, byte miss ratio 0.4258
result/tencentBlock.ns5664.oracleGeneral.zst Cacheus cache size    27772, 1411192 req, miss ratio 0.3810, byte miss ratio 0.3810
result/tencentBlock.ns5664.oracleGeneral.zst Cacheus cache size    55544, 1411192 req, miss ratio 0.3149, byte miss ratio 0.3149
result/tencentBlock.ns5664.oracleGeneral.zst Cacheus cache size   111088, 1411192 req, miss ratio 0.1331, byte miss ratio 0.1331
result/tencentBlock.ns5664.oracleGeneral.zst LHD cache size      138, 1411192 req, miss ratio 0.5336, byte miss ratio 0.5336
result/tencentBlock.ns5664.oracleGeneral.zst LHD cache size      416, 1411192 req, miss ratio 0.4865, byte miss ratio 0.4865
result/tencentBlock.ns5664.oracleGeneral.zst LHD cache size     1388, 1411192 req, miss ratio 0.4712, byte miss ratio 0.4712
result/tencentBlock.ns5664.oracleGeneral.zst LHD cache size     4165, 1411192 req, miss ratio 0.4681, byte miss ratio 0.4681
result/tencentBlock.ns5664.oracleGeneral.zst LHD cache size    13886, 1411192 req, miss ratio 0.4348, byte miss ratio 0.4348
result/tencentBlock.ns5664.oracleGeneral.zst LHD cache size    27772, 1411192 req, miss ratio 0.3762, byte miss ratio 0.3762
result/tencentBlock.ns5664.oracleGeneral.zst LHD cache size    55544, 1411192 req, miss ratio 0.2821, byte miss ratio 0.2821
result/tencentBlock.ns5664.oracleGeneral.zst LHD cache size   111088, 1411192 req, miss ratio 0.1201, byte miss ratio 0.1201
result/tencentBlock.ns5664.oracleGeneral.zst LRU cache size      138, 1411192 req, miss ratio 0.5288, byte miss ratio 0.5288
result/tencentBlock.ns5664.oracleGeneral.zst LRU cache size      416, 1411192 req, miss ratio 0.4912, byte miss ratio 0.4912
result/tencentBlock.ns5664.oracleGeneral.zst LRU cache size     1388, 1411192 req, miss ratio 0.4722, byte miss ratio 0.4722
result/tencentBlock.ns5664.oracleGeneral.zst LRU cache size     4165, 1411192 req, miss ratio 0.4684, byte miss ratio 0.4684
result/tencentBlock.ns5664.oracleGeneral.zst LRU cache size    13886, 1411192 req, miss ratio 0.4652, byte miss ratio 0.4652
result/tencentBlock.ns5664.oracleGeneral.zst LRU cache size    27772, 1411192 req, miss ratio 0.3861, byte miss ratio 0.3861
result/tencentBlock.ns5664.oracleGeneral.zst LRU cache size    55544, 1411192 req, miss ratio 0.2570, byte miss ratio 0.2570
result/tencentBlock.ns5664.oracleGeneral.zst LRU cache size   111088, 1411192 req, miss ratio 0.1245, byte miss ratio 0.1245
result/tencentBlock.ns5664.oracleGeneral.zst ARC cache size      138, 1411192 req, miss ratio 0.5039, byte miss ratio 0.5039
result/tencentBlock.ns5664.oracleGeneral.zst ARC cache size      416, 1411192 req, miss ratio 0.4758, byte miss ratio 0.4758
result/tencentBlock.ns5664.oracleGeneral.zst ARC cache size     1388, 1411192 req, miss ratio 0.4695, byte miss ratio 0.4695
result/tencentBlock.ns5664.oracleGeneral.zst ARC cache size     4165, 1411192 req, miss ratio 0.4680, byte miss ratio 0.4680
result/tencentBlock.ns5664.oracleGeneral.zst ARC cache size    13886, 1411192 req, miss ratio 0.4503, byte miss ratio 0.4503
result/tencentBlock.ns5664.oracleGeneral.zst ARC cache size    27772, 1411192 req, miss ratio 0.3785, byte miss ratio 0.3785
result/tencentBlock.ns5664.oracleGeneral.zst ARC cache size    55544, 1411192 req, miss ratio 0.3110, byte miss ratio 0.3110
result/tencentBlock.ns5664.oracleGeneral.zst ARC cache size   111088, 1411192 req, miss ratio 0.1231, byte miss ratio 0.1231
result/tencentBlock.ns5664.oracleGeneral.zst Clock cache size      138, 1411192 req, miss ratio 0.5226, byte miss ratio 0.5226
result/tencentBlock.ns5664.oracleGeneral.zst Clock cache size      416, 1411192 req, miss ratio 0.4901, byte miss ratio 0.4901
result/tencentBlock.ns5664.oracleGeneral.zst Clock cache size     1388, 1411192 req, miss ratio 0.4718, byte miss ratio 0.4718
result/tencentBlock.ns5664.oracleGeneral.zst Clock cache size     4165, 1411192 req, miss ratio 0.4682, byte miss ratio 0.4682
result/tencentBlock.ns5664.oracleGeneral.zst Clock cache size    13886, 1411192 req, miss ratio 0.4674, byte miss ratio 0.4674
result/tencentBlock.ns5664.oracleGeneral.zst Clock cache size    27772, 1411192 req, miss ratio 0.3951, byte miss ratio 0.3951
result/tencentBlock.ns5664.oracleGeneral.zst Clock cache size    55544, 1411192 req, miss ratio 0.3313, byte miss ratio 0.3313
result/tencentBlock.ns5664.oracleGeneral.zst Clock cache size   111088, 1411192 req, miss ratio 0.1297, byte miss ratio 0.1297
result/tencentBlock.ns5664.oracleGeneral.zst clock2 cache size      138, 1411192 req, miss ratio 0.5213, byte miss ratio 0.5213
result/tencentBlock.ns5664.oracleGeneral.zst clock2 cache size      416, 1411192 req, miss ratio 0.4897, byte miss ratio 0.4897
result/tencentBlock.ns5664.oracleGeneral.zst clock2 cache size     1388, 1411192 req, miss ratio 0.4712, byte miss ratio 0.4712
result/tencentBlock.ns5664.oracleGeneral.zst clock2 cache size     4165, 1411192 req, miss ratio 0.4681, byte miss ratio 0.4681
result/tencentBlock.ns5664.oracleGeneral.zst clock2 cache size    13886, 1411192 req, miss ratio 0.4674, byte miss ratio 0.4674
result/tencentBlock.ns5664.oracleGeneral.zst clock2 cache size    27772, 1411192 req, miss ratio 0.3999, byte miss ratio 0.3999
result/tencentBlock.ns5664.oracleGeneral.zst clock2 cache size    55544, 1411192 req, miss ratio 0.3380, byte miss ratio 0.3380
result/tencentBlock.ns5664.oracleGeneral.zst clock2 cache size   111088, 1411192 req, miss ratio 0.1272, byte miss ratio 0.1272
result/tencentBlock.ns5664.oracleGeneral.zst FIFO cache size      138, 1411192 req, miss ratio 0.6280, byte miss ratio 0.6280
result/tencentBlock.ns5664.oracleGeneral.zst FIFO cache size      416, 1411192 req, miss ratio 0.5395, byte miss ratio 0.5395
result/tencentBlock.ns5664.oracleGeneral.zst FIFO cache size     1388, 1411192 req, miss ratio 0.4927, byte miss ratio 0.4927
result/tencentBlock.ns5664.oracleGeneral.zst FIFO cache size     4165, 1411192 req, miss ratio 0.4768, byte miss ratio 0.4768
result/tencentBlock.ns5664.oracleGeneral.zst FIFO cache size    13886, 1411192 req, miss ratio 0.4651, byte miss ratio 0.4651
result/tencentBlock.ns5664.oracleGeneral.zst FIFO cache size    27772, 1411192 req, miss ratio 0.3963, byte miss ratio 0.3963
result/tencentBlock.ns5664.oracleGeneral.zst FIFO cache size    55544, 1411192 req, miss ratio 0.2833, byte miss ratio 0.2833
