result/tencentBlock.ns10596.oracleGeneral.zst LHD cache size      293, 2769809 req, miss ratio 0.5256, byte miss ratio 0.5256
result/tencentBlock.ns10596.oracleGeneral.zst LHD cache size      879, 2769809 req, miss ratio 0.4642, byte miss ratio 0.4642
result/tencentBlock.ns10596.oracleGeneral.zst LHD cache size     2930, 2769809 req, miss ratio 0.3441, byte miss ratio 0.3441
result/tencentBlock.ns10596.oracleGeneral.zst LHD cache size     8791, 2769809 req, miss ratio 0.3122, byte miss ratio 0.3122
result/tencentBlock.ns10596.oracleGeneral.zst LHD cache size    29303, 2769809 req, miss ratio 0.2559, byte miss ratio 0.2559
result/tencentBlock.ns10596.oracleGeneral.zst LHD cache size    58607, 2769809 req, miss ratio 0.2008, byte miss ratio 0.2008
result/tencentBlock.ns10596.oracleGeneral.zst LHD cache size   117214, 2769809 req, miss ratio 0.1240, byte miss ratio 0.1240
result/tencentBlock.ns10596.oracleGeneral.zst LHD cache size   234429, 2769809 req, miss ratio 0.1066, byte miss ratio 0.1066
result/tencentBlock.ns10596.oracleGeneral.zst LIRS cache size      293, 2769809 req, miss ratio 0.5349, byte miss ratio 0.5349
result/tencentBlock.ns10596.oracleGeneral.zst LIRS cache size      879, 2769809 req, miss ratio 0.4406, byte miss ratio 0.4406
result/tencentBlock.ns10596.oracleGeneral.zst LIRS cache size     2930, 2769809 req, miss ratio 0.3430, byte miss ratio 0.3430
result/tencentBlock.ns10596.oracleGeneral.zst LIRS cache size     8791, 2769809 req, miss ratio 0.3085, byte miss ratio 0.3085
result/tencentBlock.ns10596.oracleGeneral.zst LIRS cache size    29303, 2769809 req, miss ratio 0.2535, byte miss ratio 0.2535
result/tencentBlock.ns10596.oracleGeneral.zst LIRS cache size    58607, 2769809 req, miss ratio 0.1978, byte miss ratio 0.1978
result/tencentBlock.ns10596.oracleGeneral.zst LIRS cache size   117214, 2769809 req, miss ratio 0.1300, byte miss ratio 0.1300
result/tencentBlock.ns10596.oracleGeneral.zst LIRS cache size   234429, 2769809 req, miss ratio 0.1087, byte miss ratio 0.1087
result/tencentBlock.ns10596.oracleGeneral.zst S3FIFO-1 cache size      293, 2769809 req, miss ratio 0.5288, byte miss ratio 0.5288
result/tencentBlock.ns10596.oracleGeneral.zst S3FIFO-1 cache size      879, 2769809 req, miss ratio 0.4186, byte miss ratio 0.4186
result/tencentBlock.ns10596.oracleGeneral.zst S3FIFO-1 cache size     2930, 2769809 req, miss ratio 0.3274, byte miss ratio 0.3274
result/tencentBlock.ns10596.oracleGeneral.zst S3FIFO-1 cache size     8791, 2769809 req, miss ratio 0.3124, byte miss ratio 0.3124
result/tencentBlock.ns10596.oracleGeneral.zst S3FIFO-1 cache size    29303, 2769809 req, miss ratio 0.2556, byte miss ratio 0.2556
result/tencentBlock.ns10596.oracleGeneral.zst S3FIFO-1 cache size    58607, 2769809 req, miss ratio 0.2184, byte miss ratio 0.2184
result/tencentBlock.ns10596.oracleGeneral.zst S3FIFO-1 cache size   117214, 2769809 req, miss ratio 0.1255, byte miss ratio 0.1255
result/tencentBlock.ns10596.oracleGeneral.zst S3FIFO-1 cache size   234429, 2769809 req, miss ratio 0.1073, byte miss ratio 0.1073
result/tencentBlock.ns10596.oracleGeneral.zst LeCaR cache size      293, 2769809 req, miss ratio 0.5255, byte miss ratio 0.5255
result/tencentBlock.ns10596.oracleGeneral.zst LeCaR cache size      879, 2769809 req, miss ratio 0.4694, byte miss ratio 0.4694
result/tencentBlock.ns10596.oracleGeneral.zst LeCaR cache size     2930, 2769809 req, miss ratio 0.3376, byte miss ratio 0.3376
