result/tencentBlock.ns2347.oracleGeneral.zst S3FIFO-1 cache size      380, 5449975 req, miss ratio 0.4728, byte miss ratio 0.4728
result/tencentBlock.ns2347.oracleGeneral.zst S3FIFO-1 cache size     1140, 5449975 req, miss ratio 0.4357, byte miss ratio 0.4357
result/tencentBlock.ns2347.oracleGeneral.zst S3FIFO-1 cache size     3802, 5449975 req, miss ratio 0.4288, byte miss ratio 0.4288
result/tencentBlock.ns2347.oracleGeneral.zst S3FIFO-1 cache size    11408, 5449975 req, miss ratio 0.3577, byte miss ratio 0.3577
result/tencentBlock.ns2347.oracleGeneral.zst S3FIFO-1 cache size    38027, 5449975 req, miss ratio 0.1234, byte miss ratio 0.1234
result/tencentBlock.ns2347.oracleGeneral.zst S3FIFO-1 cache size    76055, 5449975 req, miss ratio 0.0852, byte miss ratio 0.0852
result/tencentBlock.ns2347.oracleGeneral.zst S3FIFO-1 cache size   152110, 5449975 req, miss ratio 0.0751, byte miss ratio 0.0751
result/tencentBlock.ns2347.oracleGeneral.zst S3FIFO-1 cache size   304220, 5449975 req, miss ratio 0.0698, byte miss ratio 0.0698
result/tencentBlock.ns2347.oracleGeneral.zst LeCaR cache size      380, 5449975 req, miss ratio 0.5170, byte miss ratio 0.5170
result/tencentBlock.ns2347.oracleGeneral.zst LeCaR cache size     1140, 5449975 req, miss ratio 0.4548, byte miss ratio 0.4548
result/tencentBlock.ns2347.oracleGeneral.zst LeCaR cache size     3802, 5449975 req, miss ratio 0.4345, byte miss ratio 0.4345
result/tencentBlock.ns2347.oracleGeneral.zst LeCaR cache size    11408, 5449975 req, miss ratio 0.4274, byte miss ratio 0.4274
result/tencentBlock.ns2347.oracleGeneral.zst LeCaR cache size    38027, 5449975 req, miss ratio 0.1428, byte miss ratio 0.1428
result/tencentBlock.ns2347.oracleGeneral.zst LeCaR cache size    76055, 5449975 req, miss ratio 0.0867, byte miss ratio 0.0867
result/tencentBlock.ns2347.oracleGeneral.zst LeCaR cache size   152110, 5449975 req, miss ratio 0.0739, byte miss ratio 0.0739
result/tencentBlock.ns2347.oracleGeneral.zst LeCaR cache size   304220, 5449975 req, miss ratio 0.0700, byte miss ratio 0.0700
result/tencentBlock.ns2347.oracleGeneral.zst ARC cache size      380, 5449975 req, miss ratio 0.4621, byte miss ratio 0.4621
result/tencentBlock.ns2347.oracleGeneral.zst ARC cache size     1140, 5449975 req, miss ratio 0.4364, byte miss ratio 0.4364
