result/tencentBlock.ns16448.oracleGeneral.zst clock2 cache size      491, 5160446 req, miss ratio 0.5168, byte miss ratio 0.5168
result/tencentBlock.ns16448.oracleGeneral.zst clock2 cache size     1475, 5160446 req, miss ratio 0.4020, byte miss ratio 0.4020
result/tencentBlock.ns16448.oracleGeneral.zst clock2 cache size     4918, 5160446 req, miss ratio 0.3000, byte miss ratio 0.3000
result/tencentBlock.ns16448.oracleGeneral.zst clock2 cache size    14756, 5160446 req, miss ratio 0.2796, byte miss ratio 0.2796
result/tencentBlock.ns16448.oracleGeneral.zst clock2 cache size    49188, 5160446 req, miss ratio 0.2305, byte miss ratio 0.2305
result/tencentBlock.ns16448.oracleGeneral.zst clock2 cache size    98377, 5160446 req, miss ratio 0.1932, byte miss ratio 0.1932
result/tencentBlock.ns16448.oracleGeneral.zst clock2 cache size   196754, 5160446 req, miss ratio 0.1243, byte miss ratio 0.1243
result/tencentBlock.ns16448.oracleGeneral.zst clock2 cache size   393508, 5160446 req, miss ratio 0.0958, byte miss ratio 0.0958
result/tencentBlock.ns16448.oracleGeneral.zst Cacheus cache size      491, 5160446 req, miss ratio 0.4783, byte miss ratio 0.4783
result/tencentBlock.ns16448.oracleGeneral.zst Cacheus cache size     1475, 5160446 req, miss ratio 0.3726, byte miss ratio 0.3726
result/tencentBlock.ns16448.oracleGeneral.zst Cacheus cache size     4918, 5160446 req, miss ratio 0.2945, byte miss ratio 0.2945
result/tencentBlock.ns16448.oracleGeneral.zst Cacheus cache size    14756, 5160446 req, miss ratio 0.2729, byte miss ratio 0.2729
result/tencentBlock.ns16448.oracleGeneral.zst Cacheus cache size    49188, 5160446 req, miss ratio 0.2197, byte miss ratio 0.2197
result/tencentBlock.ns16448.oracleGeneral.zst Cacheus cache size    98377, 5160446 req, miss ratio 0.1712, byte miss ratio 0.1712
result/tencentBlock.ns16448.oracleGeneral.zst Cacheus cache size   196754, 5160446 req, miss ratio 0.1189, byte miss ratio 0.1189
result/tencentBlock.ns16448.oracleGeneral.zst Cacheus cache size   393508, 5160446 req, miss ratio 0.0958, byte miss ratio 0.0958
result/tencentBlock.ns16448.oracleGeneral.zst LIRS cache size      491, 5160446 req, miss ratio 0.5016, byte miss ratio 0.5016
result/tencentBlock.ns16448.oracleGeneral.zst LIRS cache size     1475, 5160446 req, miss ratio 0.3574, byte miss ratio 0.3574
result/tencentBlock.ns16448.oracleGeneral.zst LIRS cache size     4918, 5160446 req, miss ratio 0.3034, byte miss ratio 0.3034
