result/tencentBlock.ns7440.oracleGeneral.zst LHD cache size      225, 2944616 req, miss ratio 0.2342, byte miss ratio 0.2342
result/tencentBlock.ns7440.oracleGeneral.zst LHD cache size      675, 2944616 req, miss ratio 0.2089, byte miss ratio 0.2089
result/tencentBlock.ns7440.oracleGeneral.zst LHD cache size     2250, 2944616 req, miss ratio 0.1965, byte miss ratio 0.1965
result/tencentBlock.ns7440.oracleGeneral.zst LHD cache size     6752, 2944616 req, miss ratio 0.1764, byte miss ratio 0.1764
result/tencentBlock.ns7440.oracleGeneral.zst LHD cache size    22506, 2944616 req, miss ratio 0.1373, byte miss ratio 0.1373
result/tencentBlock.ns7440.oracleGeneral.zst LHD cache size    45013, 2944616 req, miss ratio 0.1094, byte miss ratio 0.1094
result/tencentBlock.ns7440.oracleGeneral.zst LHD cache size    90027, 2944616 req, miss ratio 0.0889, byte miss ratio 0.0889
result/tencentBlock.ns7440.oracleGeneral.zst LHD cache size   180055, 2944616 req, miss ratio 0.0778, byte miss ratio 0.0778
result/tencentBlock.ns7440.oracleGeneral.zst LIRS cache size      225, 2944616 req, miss ratio 0.2303, byte miss ratio 0.2303
result/tencentBlock.ns7440.oracleGeneral.zst LIRS cache size      675, 2944616 req, miss ratio 0.2133, byte miss ratio 0.2133
result/tencentBlock.ns7440.oracleGeneral.zst LIRS cache size     2250, 2944616 req, miss ratio 0.1942, byte miss ratio 0.1942
result/tencentBlock.ns7440.oracleGeneral.zst LIRS cache size     6752, 2944616 req, miss ratio 0.1705, byte miss ratio 0.1705
result/tencentBlock.ns7440.oracleGeneral.zst LIRS cache size    22506, 2944616 req, miss ratio 0.1330, byte miss ratio 0.1330
result/tencentBlock.ns7440.oracleGeneral.zst LIRS cache size    45013, 2944616 req, miss ratio 0.0976, byte miss ratio 0.0976
result/tencentBlock.ns7440.oracleGeneral.zst LIRS cache size    90027, 2944616 req, miss ratio 0.0837, byte miss ratio 0.0837
result/tencentBlock.ns7440.oracleGeneral.zst LIRS cache size   180055, 2944616 req, miss ratio 0.0772, byte miss ratio 0.0772
result/tencentBlock.ns7440.oracleGeneral.zst Clock cache size      225, 2944616 req, miss ratio 0.2367, byte miss ratio 0.2367
result/tencentBlock.ns7440.oracleGeneral.zst Clock cache size      675, 2944616 req, miss ratio 0.2109, byte miss ratio 0.2109
result/tencentBlock.ns7440.oracleGeneral.zst Clock cache size     2250, 2944616 req, miss ratio 0.1992, byte miss ratio 0.1992
result/tencentBlock.ns7440.oracleGeneral.zst Clock cache size     6752, 2944616 req, miss ratio 0.1818, byte miss ratio 0.1818
result/tencentBlock.ns7440.oracleGeneral.zst Clock cache size    22506, 2944616 req, miss ratio 0.1433, byte miss ratio 0.1433
result/tencentBlock.ns7440.oracleGeneral.zst Clock cache size    45013, 2944616 req, miss ratio 0.1132, byte miss ratio 0.1132
result/tencentBlock.ns7440.oracleGeneral.zst Clock cache size    90027, 2944616 req, miss ratio 0.0852, byte miss ratio 0.0852
result/tencentBlock.ns7440.oracleGeneral.zst Clock cache size   180055, 2944616 req, miss ratio 0.0768, byte miss ratio 0.0768
result/tencentBlock.ns7440.oracleGeneral.zst Cacheus cache size      225, 2944616 req, miss ratio 0.2277, byte miss ratio 0.2277
result/tencentBlock.ns7440.oracleGeneral.zst Cacheus cache size      675, 2944616 req, miss ratio 0.2057, byte miss ratio 0.2057
result/tencentBlock.ns7440.oracleGeneral.zst Cacheus cache size     2250, 2944616 req, miss ratio 0.1927, byte miss ratio 0.1927
result/tencentBlock.ns7440.oracleGeneral.zst Cacheus cache size     6752, 2944616 req, miss ratio 0.1734, byte miss ratio 0.1734
result/tencentBlock.ns7440.oracleGeneral.zst Cacheus cache size    22506, 2944616 req, miss ratio 0.1373, byte miss ratio 0.1373
result/tencentBlock.ns7440.oracleGeneral.zst Cacheus cache size    45013, 2944616 req, miss ratio 0.1048, byte miss ratio 0.1048
result/tencentBlock.ns7440.oracleGeneral.zst Cacheus cache size    90027, 2944616 req, miss ratio 0.0819, byte miss ratio 0.0819
result/tencentBlock.ns7440.oracleGeneral.zst Cacheus cache size   180055, 2944616 req, miss ratio 0.0769, byte miss ratio 0.0769
result/tencentBlock.ns7440.oracleGeneral.zst FIFO cache size      225, 2944616 req, miss ratio 0.2958, byte miss ratio 0.2958
result/tencentBlock.ns7440.oracleGeneral.zst FIFO cache size      675, 2944616 req, miss ratio 0.2333, byte miss ratio 0.2333
result/tencentBlock.ns7440.oracleGeneral.zst FIFO cache size     2250, 2944616 req, miss ratio 0.2094, byte miss ratio 0.2094
result/tencentBlock.ns7440.oracleGeneral.zst FIFO cache size     6752, 2944616 req, miss ratio 0.1869, byte miss ratio 0.1869
result/tencentBlock.ns7440.oracleGeneral.zst FIFO cache size    22506, 2944616 req, miss ratio 0.1506, byte miss ratio 0.1506
result/tencentBlock.ns7440.oracleGeneral.zst FIFO cache size    45013, 2944616 req, miss ratio 0.1188, byte miss ratio 0.1188
result/tencentBlock.ns7440.oracleGeneral.zst FIFO cache size    90027, 2944616 req, miss ratio 0.0995, byte miss ratio 0.0995
result/tencentBlock.ns7440.oracleGeneral.zst FIFO cache size   180055, 2944616 req, miss ratio 0.0860, byte miss ratio 0.0860
result/tencentBlock.ns7440.oracleGeneral.zst S3FIFO-1 cache size      225, 2944616 req, miss ratio 0.2212, byte miss ratio 0.2212
result/tencentBlock.ns7440.oracleGeneral.zst S3FIFO-1 cache size      675, 2944616 req, miss ratio 0.2046, byte miss ratio 0.2046
result/tencentBlock.ns7440.oracleGeneral.zst S3FIFO-1 cache size     2250, 2944616 req, miss ratio 0.1905, byte miss ratio 0.1905
result/tencentBlock.ns7440.oracleGeneral.zst S3FIFO-1 cache size     6752, 2944616 req, miss ratio 0.1692, byte miss ratio 0.1692
result/tencentBlock.ns7440.oracleGeneral.zst S3FIFO-1 cache size    22506, 2944616 req, miss ratio 0.1346, byte miss ratio 0.1346
result/tencentBlock.ns7440.oracleGeneral.zst S3FIFO-1 cache size    45013, 2944616 req, miss ratio 0.1007, byte miss ratio 0.1007
result/tencentBlock.ns7440.oracleGeneral.zst S3FIFO-1 cache size    90027, 2944616 req, miss ratio 0.0811, byte miss ratio 0.0811
result/tencentBlock.ns7440.oracleGeneral.zst S3FIFO-1 cache size   180055, 2944616 req, miss ratio 0.0768, byte miss ratio 0.0768
result/tencentBlock.ns7440.oracleGeneral.zst ARC cache size      225, 2944616 req, miss ratio 0.2208, byte miss ratio 0.2208
result/tencentBlock.ns7440.oracleGeneral.zst ARC cache size      675, 2944616 req, miss ratio 0.2057, byte miss ratio 0.2057
result/tencentBlock.ns7440.oracleGeneral.zst ARC cache size     2250, 2944616 req, miss ratio 0.1909, byte miss ratio 0.1909
result/tencentBlock.ns7440.oracleGeneral.zst ARC cache size     6752, 2944616 req, miss ratio 0.1705, byte miss ratio 0.1705
result/tencentBlock.ns7440.oracleGeneral.zst ARC cache size    22506, 2944616 req, miss ratio 0.1348, byte miss ratio 0.1348
result/tencentBlock.ns7440.oracleGeneral.zst ARC cache size    45013, 2944616 req, miss ratio 0.0985, byte miss ratio 0.0985
result/tencentBlock.ns7440.oracleGeneral.zst ARC cache size    90027, 2944616 req, miss ratio 0.0811, byte miss ratio 0.0811
result/tencentBlock.ns7440.oracleGeneral.zst ARC cache size   180055, 2944616 req, miss ratio 0.0768, byte miss ratio 0.0768
result/tencentBlock.ns7440.oracleGeneral.zst LeCaR cache size      225, 2944616 req, miss ratio 0.2323, byte miss ratio 0.2323
result/tencentBlock.ns7440.oracleGeneral.zst LeCaR cache size      675, 2944616 req, miss ratio 0.2093, byte miss ratio 0.2093
result/tencentBlock.ns7440.oracleGeneral.zst LeCaR cache size     2250, 2944616 req, miss ratio 0.1974, byte miss ratio 0.1974
result/tencentBlock.ns7440.oracleGeneral.zst LeCaR cache size     6752, 2944616 req, miss ratio 0.1769, byte miss ratio 0.1769
result/tencentBlock.ns7440.oracleGeneral.zst LeCaR cache size    22506, 2944616 req, miss ratio 0.1406, byte miss ratio 0.1406
result/tencentBlock.ns7440.oracleGeneral.zst LeCaR cache size    45013, 2944616 req, miss ratio 0.1109, byte miss ratio 0.1109
result/tencentBlock.ns7440.oracleGeneral.zst LeCaR cache size    90027, 2944616 req, miss ratio 0.0865, byte miss ratio 0.0865
result/tencentBlock.ns7440.oracleGeneral.zst LeCaR cache size   180055, 2944616 req, miss ratio 0.0769, byte miss ratio 0.0769
result/tencentBlock.ns7440.oracleGeneral.zst clock2 cache size      225, 2944616 req, miss ratio 0.2333, byte miss ratio 0.2333
result/tencentBlock.ns7440.oracleGeneral.zst clock2 cache size      675, 2944616 req, miss ratio 0.2095, byte miss ratio 0.2095
result/tencentBlock.ns7440.oracleGeneral.zst clock2 cache size     2250, 2944616 req, miss ratio 0.1982, byte miss ratio 0.1982
result/tencentBlock.ns7440.oracleGeneral.zst clock2 cache size     6752, 2944616 req, miss ratio 0.1833, byte miss ratio 0.1833
result/tencentBlock.ns7440.oracleGeneral.zst clock2 cache size    22506, 2944616 req, miss ratio 0.1433, byte miss ratio 0.1433
result/tencentBlock.ns7440.oracleGeneral.zst clock2 cache size    45013, 2944616 req, miss ratio 0.1122, byte miss ratio 0.1122
result/tencentBlock.ns7440.oracleGeneral.zst clock2 cache size    90027, 2944616 req, miss ratio 0.0837, byte miss ratio 0.0837
result/tencentBlock.ns7440.oracleGeneral.zst clock2 cache size   180055, 2944616 req, miss ratio 0.0768, byte miss ratio 0.0768
result/tencentBlock.ns7440.oracleGeneral.zst LRU cache size      225, 2944616 req, miss ratio 0.2397, byte miss ratio 0.2397
result/tencentBlock.ns7440.oracleGeneral.zst LRU cache size      675, 2944616 req, miss ratio 0.2121, byte miss ratio 0.2121
result/tencentBlock.ns7440.oracleGeneral.zst LRU cache size     2250, 2944616 req, miss ratio 0.2003, byte miss ratio 0.2003
result/tencentBlock.ns7440.oracleGeneral.zst LRU cache size     6752, 2944616 req, miss ratio 0.1809, byte miss ratio 0.1809
result/tencentBlock.ns7440.oracleGeneral.zst LRU cache size    22506, 2944616 req, miss ratio 0.1433, byte miss ratio 0.1433
result/tencentBlock.ns7440.oracleGeneral.zst LRU cache size    45013, 2944616 req, miss ratio 0.1136, byte miss ratio 0.1136
result/tencentBlock.ns7440.oracleGeneral.zst LRU cache size    90027, 2944616 req, miss ratio 0.0888, byte miss ratio 0.0888
result/tencentBlock.ns7440.oracleGeneral.zst LRU cache size   180055, 2944616 req, miss ratio 0.0769, byte miss ratio 0.0769
result/tencentBlock.ns7440.oracleGeneral.zst S3FIFO-d-1 cache size      225, 2944616 req, miss ratio 0.2207, byte miss ratio 0.2207
result/tencentBlock.ns7440.oracleGeneral.zst S3FIFO-d-1 cache size      675, 2944616 req, miss ratio 0.2036, byte miss ratio 0.2036
result/tencentBlock.ns7440.oracleGeneral.zst S3FIFO-d-1 cache size     2250, 2944616 req, miss ratio 0.1902, byte miss ratio 0.1902
result/tencentBlock.ns7440.oracleGeneral.zst S3FIFO-d-1 cache size     6752, 2944616 req, miss ratio 0.1692, byte miss ratio 0.1692
result/tencentBlock.ns7440.oracleGeneral.zst S3FIFO-d-1 cache size    22506, 2944616 req, miss ratio 0.1346, byte miss ratio 0.1346
result/tencentBlock.ns7440.oracleGeneral.zst S3FIFO-d-1 cache size    45013, 2944616 req, miss ratio 0.1008, byte miss ratio 0.1008
result/tencentBlock.ns7440.oracleGeneral.zst S3FIFO-d-1 cache size    90027, 2944616 req, miss ratio 0.0811, byte miss ratio 0.0811
result/tencentBlock.ns7440.oracleGeneral.zst S3FIFO-d-1 cache size   180055, 2944616 req, miss ratio 0.0768, byte miss ratio 0.0768
result/tencentBlock.ns7440.oracleGeneral.zst LRB cache size      225, 2944616 req, miss ratio 0.2388, byte miss ratio 0.2388
result/tencentBlock.ns7440.oracleGeneral.zst LRB cache size      675, 2944616 req, miss ratio 0.2102, byte miss ratio 0.2102
result/tencentBlock.ns7440.oracleGeneral.zst LRB cache size     2250, 2944616 req, miss ratio 0.1837, byte miss ratio 0.1837
result/tencentBlock.ns7440.oracleGeneral.zst LRB cache size     6752, 2944616 req, miss ratio 0.1659, byte miss ratio 0.1659
result/tencentBlock.ns7440.oracleGeneral.zst LRB cache size    22506, 2944616 req, miss ratio 0.1285, byte miss ratio 0.1285
result/tencentBlock.ns7440.oracleGeneral.zst LRB cache size    45013, 2944616 req, miss ratio 0.0982, byte miss ratio 0.0982
result/tencentBlock.ns7440.oracleGeneral.zst LRB cache size    90027, 2944616 req, miss ratio 0.0871, byte miss ratio 0.0871
result/tencentBlock.ns7440.oracleGeneral.zst LRB cache size   180055, 2944616 req, miss ratio 0.0770, byte miss ratio 0.0770
result/tencentBlock.ns7440.oracleGeneral.zst B-LRU cache size      225, 2944616 req, miss ratio 0.2424, byte miss ratio 0.2424
result/tencentBlock.ns7440.oracleGeneral.zst B-LRU cache size      675, 2944616 req, miss ratio 0.2186, byte miss ratio 0.2186
result/tencentBlock.ns7440.oracleGeneral.zst B-LRU cache size     2250, 2944616 req, miss ratio 0.2080, byte miss ratio 0.2080
result/tencentBlock.ns7440.oracleGeneral.zst B-LRU cache size     6752, 2944616 req, miss ratio 0.1863, byte miss ratio 0.1863
result/tencentBlock.ns7440.oracleGeneral.zst B-LRU cache size    22506, 2944616 req, miss ratio 0.1490, byte miss ratio 0.1490
result/tencentBlock.ns7440.oracleGeneral.zst B-LRU cache size    45013, 2944616 req, miss ratio 0.1156, byte miss ratio 0.1156
result/tencentBlock.ns7440.oracleGeneral.zst B-LRU cache size    90027, 2944616 req, miss ratio 0.1063, byte miss ratio 0.1063
result/tencentBlock.ns7440.oracleGeneral.zst B-LRU cache size   180055, 2944616 req, miss ratio 0.1063, byte miss ratio 0.1063
result/tencentBlock.ns7440.oracleGeneral.zst S4LRU(25:25:25:25) cache size      225, 2944616 req, miss ratio 0.2248, byte miss ratio 0.2248
result/tencentBlock.ns7440.oracleGeneral.zst S4LRU(25:25:25:25) cache size      675, 2944616 req, miss ratio 0.2067, byte miss ratio 0.2067
result/tencentBlock.ns7440.oracleGeneral.zst S4LRU(25:25:25:25) cache size     2250, 2944616 req, miss ratio 0.1944, byte miss ratio 0.1944
result/tencentBlock.ns7440.oracleGeneral.zst S4LRU(25:25:25:25) cache size     6752, 2944616 req, miss ratio 0.1806, byte miss ratio 0.1806
result/tencentBlock.ns7440.oracleGeneral.zst S4LRU(25:25:25:25) cache size    22506, 2944616 req, miss ratio 0.1386, byte miss ratio 0.1386
result/tencentBlock.ns7440.oracleGeneral.zst S4LRU(25:25:25:25) cache size    45013, 2944616 req, miss ratio 0.1040, byte miss ratio 0.1040
result/tencentBlock.ns7440.oracleGeneral.zst S4LRU(25:25:25:25) cache size    90027, 2944616 req, miss ratio 0.0838, byte miss ratio 0.0838
result/tencentBlock.ns7440.oracleGeneral.zst S4LRU(25:25:25:25) cache size   180055, 2944616 req, miss ratio 0.0768, byte miss ratio 0.0768
result/tencentBlock.ns7440.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      225, 2944616 req, miss ratio 0.2550, byte miss ratio 0.2550
result/tencentBlock.ns7440.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      675, 2944616 req, miss ratio 0.2156, byte miss ratio 0.2156
result/tencentBlock.ns7440.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     2250, 2944616 req, miss ratio 0.2004, byte miss ratio 0.2004
result/tencentBlock.ns7440.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     6752, 2944616 req, miss ratio 0.1856, byte miss ratio 0.1856
result/tencentBlock.ns7440.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    22506, 2944616 req, miss ratio 0.1512, byte miss ratio 0.1512
result/tencentBlock.ns7440.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    45013, 2944616 req, miss ratio 0.1239, byte miss ratio 0.1239
result/tencentBlock.ns7440.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    90027, 2944616 req, miss ratio 0.0980, byte miss ratio 0.0980
result/tencentBlock.ns7440.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   180055, 2944616 req, miss ratio 0.0839, byte miss ratio 0.0839
result/tencentBlock.ns7440.oracleGeneral.zst TwoQ cache size      225, 2944616 req, miss ratio 0.2225, byte miss ratio 0.2225
result/tencentBlock.ns7440.oracleGeneral.zst TwoQ cache size      675, 2944616 req, miss ratio 0.2058, byte miss ratio 0.2058
