result/tencentBlock.ns16153.oracleGeneral.zst LHD cache size      823, 3627446 req, miss ratio 0.5109, byte miss ratio 0.5109
result/tencentBlock.ns16153.oracleGeneral.zst LHD cache size     2469, 3627446 req, miss ratio 0.5005, byte miss ratio 0.5005
result/tencentBlock.ns16153.oracleGeneral.zst LHD cache size     8232, 3627446 req, miss ratio 0.4776, byte miss ratio 0.4776
result/tencentBlock.ns16153.oracleGeneral.zst LHD cache size    24698, 3627446 req, miss ratio 0.4303, byte miss ratio 0.4303
result/tencentBlock.ns16153.oracleGeneral.zst LHD cache size    82327, 3627446 req, miss ratio 0.3348, byte miss ratio 0.3348
result/tencentBlock.ns16153.oracleGeneral.zst LHD cache size   164655, 3627446 req, miss ratio 0.2590, byte miss ratio 0.2590
result/tencentBlock.ns16153.oracleGeneral.zst LHD cache size   329310, 3627446 req, miss ratio 0.2397, byte miss ratio 0.2397
result/tencentBlock.ns16153.oracleGeneral.zst LHD cache size   658621, 3627446 req, miss ratio 0.2282, byte miss ratio 0.2282
result/tencentBlock.ns16153.oracleGeneral.zst LIRS cache size      823, 3627446 req, miss ratio 0.5495, byte miss ratio 0.5495
result/tencentBlock.ns16153.oracleGeneral.zst LIRS cache size     2469, 3627446 req, miss ratio 0.5032, byte miss ratio 0.5032
result/tencentBlock.ns16153.oracleGeneral.zst LIRS cache size     8232, 3627446 req, miss ratio 0.4828, byte miss ratio 0.4828
result/tencentBlock.ns16153.oracleGeneral.zst LIRS cache size    24698, 3627446 req, miss ratio 0.4374, byte miss ratio 0.4374
result/tencentBlock.ns16153.oracleGeneral.zst LIRS cache size    82327, 3627446 req, miss ratio 0.3283, byte miss ratio 0.3283
result/tencentBlock.ns16153.oracleGeneral.zst LIRS cache size   164655, 3627446 req, miss ratio 0.2630, byte miss ratio 0.2630
result/tencentBlock.ns16153.oracleGeneral.zst LIRS cache size   329310, 3627446 req, miss ratio 0.2380, byte miss ratio 0.2380
result/tencentBlock.ns16153.oracleGeneral.zst LIRS cache size   658621, 3627446 req, miss ratio 0.2296, byte miss ratio 0.2296
result/tencentBlock.ns16153.oracleGeneral.zst clock2 cache size      823, 3627446 req, miss ratio 0.5084, byte miss ratio 0.5084
result/tencentBlock.ns16153.oracleGeneral.zst clock2 cache size     2469, 3627446 req, miss ratio 0.5038, byte miss ratio 0.5038
result/tencentBlock.ns16153.oracleGeneral.zst clock2 cache size     8232, 3627446 req, miss ratio 0.4965, byte miss ratio 0.4965
result/tencentBlock.ns16153.oracleGeneral.zst clock2 cache size    24698, 3627446 req, miss ratio 0.4558, byte miss ratio 0.4558
result/tencentBlock.ns16153.oracleGeneral.zst clock2 cache size    82327, 3627446 req, miss ratio 0.3788, byte miss ratio 0.3788
result/tencentBlock.ns16153.oracleGeneral.zst clock2 cache size   164655, 3627446 req, miss ratio 0.2787, byte miss ratio 0.2787
result/tencentBlock.ns16153.oracleGeneral.zst clock2 cache size   329310, 3627446 req, miss ratio 0.2362, byte miss ratio 0.2362
result/tencentBlock.ns16153.oracleGeneral.zst clock2 cache size   658621, 3627446 req, miss ratio 0.2280, byte miss ratio 0.2280
result/tencentBlock.ns16153.oracleGeneral.zst FIFO cache size      823, 3627446 req, miss ratio 0.5549, byte miss ratio 0.5549
result/tencentBlock.ns16153.oracleGeneral.zst FIFO cache size     2469, 3627446 req, miss ratio 0.5212, byte miss ratio 0.5212
result/tencentBlock.ns16153.oracleGeneral.zst FIFO cache size     8232, 3627446 req, miss ratio 0.5045, byte miss ratio 0.5045
result/tencentBlock.ns16153.oracleGeneral.zst FIFO cache size    24698, 3627446 req, miss ratio 0.4573, byte miss ratio 0.4573
result/tencentBlock.ns16153.oracleGeneral.zst FIFO cache size    82327, 3627446 req, miss ratio 0.3926, byte miss ratio 0.3926
result/tencentBlock.ns16153.oracleGeneral.zst FIFO cache size   164655, 3627446 req, miss ratio 0.3197, byte miss ratio 0.3197
