result/tencentBlock.ns10429.oracleGeneral.zst LRU cache size      553, 10831771 req, miss ratio 0.4591, byte miss ratio 0.4591
result/tencentBlock.ns10429.oracleGeneral.zst LRU cache size     1661, 10831771 req, miss ratio 0.3075, byte miss ratio 0.3075
result/tencentBlock.ns10429.oracleGeneral.zst LRU cache size     5537, 10831771 req, miss ratio 0.2608, byte miss ratio 0.2608
result/tencentBlock.ns10429.oracleGeneral.zst LRU cache size    16613, 10831771 req, miss ratio 0.2064, byte miss ratio 0.2064
result/tencentBlock.ns10429.oracleGeneral.zst LRU cache size    55379, 10831771 req, miss ratio 0.1297, byte miss ratio 0.1297
result/tencentBlock.ns10429.oracleGeneral.zst LRU cache size   110759, 10831771 req, miss ratio 0.0850, byte miss ratio 0.0850
result/tencentBlock.ns10429.oracleGeneral.zst LRU cache size   221519, 10831771 req, miss ratio 0.0637, byte miss ratio 0.0637
result/tencentBlock.ns10429.oracleGeneral.zst LRU cache size   443038, 10831771 req, miss ratio 0.0523, byte miss ratio 0.0523
result/tencentBlock.ns10429.oracleGeneral.zst clock2 cache size      553, 10831771 req, miss ratio 0.4313, byte miss ratio 0.4313
result/tencentBlock.ns10429.oracleGeneral.zst clock2 cache size     1661, 10831771 req, miss ratio 0.2908, byte miss ratio 0.2908
result/tencentBlock.ns10429.oracleGeneral.zst clock2 cache size     5537, 10831771 req, miss ratio 0.2520, byte miss ratio 0.2520
result/tencentBlock.ns10429.oracleGeneral.zst clock2 cache size    16613, 10831771 req, miss ratio 0.1999, byte miss ratio 0.1999
result/tencentBlock.ns10429.oracleGeneral.zst clock2 cache size    55379, 10831771 req, miss ratio 0.1230, byte miss ratio 0.1230
result/tencentBlock.ns10429.oracleGeneral.zst clock2 cache size   110759, 10831771 req, miss ratio 0.0842, byte miss ratio 0.0842
result/tencentBlock.ns10429.oracleGeneral.zst clock2 cache size   221519, 10831771 req, miss ratio 0.0629, byte miss ratio 0.0629
result/tencentBlock.ns10429.oracleGeneral.zst clock2 cache size   443038, 10831771 req, miss ratio 0.0520, byte miss ratio 0.0520
result/tencentBlock.ns10429.oracleGeneral.zst LeCaR cache size      553, 10831771 req, miss ratio 0.4232, byte miss ratio 0.4232
result/tencentBlock.ns10429.oracleGeneral.zst LeCaR cache size     1661, 10831771 req, miss ratio 0.2877, byte miss ratio 0.2877
result/tencentBlock.ns10429.oracleGeneral.zst LeCaR cache size     5537, 10831771 req, miss ratio 0.2528, byte miss ratio 0.2528
result/tencentBlock.ns10429.oracleGeneral.zst LeCaR cache size    16613, 10831771 req, miss ratio 0.2001, byte miss ratio 0.2001
result/tencentBlock.ns10429.oracleGeneral.zst LeCaR cache size    55379, 10831771 req, miss ratio 0.1258, byte miss ratio 0.1258
result/tencentBlock.ns10429.oracleGeneral.zst LeCaR cache size   110759, 10831771 req, miss ratio 0.0826, byte miss ratio 0.0826
result/tencentBlock.ns10429.oracleGeneral.zst LeCaR cache size   221519, 10831771 req, miss ratio 0.0632, byte miss ratio 0.0632
result/tencentBlock.ns10429.oracleGeneral.zst LeCaR cache size   443038, 10831771 req, miss ratio 0.0522, byte miss ratio 0.0522
result/tencentBlock.ns10429.oracleGeneral.zst ARC cache size      553, 10831771 req, miss ratio 0.3450, byte miss ratio 0.3450
result/tencentBlock.ns10429.oracleGeneral.zst ARC cache size     1661, 10831771 req, miss ratio 0.2619, byte miss ratio 0.2619
result/tencentBlock.ns10429.oracleGeneral.zst ARC cache size     5537, 10831771 req, miss ratio 0.2262, byte miss ratio 0.2262
result/tencentBlock.ns10429.oracleGeneral.zst ARC cache size    16613, 10831771 req, miss ratio 0.1715, byte miss ratio 0.1715
