result/tencentBlock.ns16632.oracleGeneral.zst clock2 cache size      456, 3633027 req, miss ratio 0.6627, byte miss ratio 0.6627
result/tencentBlock.ns16632.oracleGeneral.zst clock2 cache size     1369, 3633027 req, miss ratio 0.6245, byte miss ratio 0.6245
result/tencentBlock.ns16632.oracleGeneral.zst clock2 cache size     4564, 3633027 req, miss ratio 0.5594, byte miss ratio 0.5594
result/tencentBlock.ns16632.oracleGeneral.zst clock2 cache size    13694, 3633027 req, miss ratio 0.5029, byte miss ratio 0.5029
result/tencentBlock.ns16632.oracleGeneral.zst clock2 cache size    45646, 3633027 req, miss ratio 0.3552, byte miss ratio 0.3552
result/tencentBlock.ns16632.oracleGeneral.zst clock2 cache size    91293, 3633027 req, miss ratio 0.2428, byte miss ratio 0.2428
result/tencentBlock.ns16632.oracleGeneral.zst clock2 cache size   182587, 3633027 req, miss ratio 0.1353, byte miss ratio 0.1353
result/tencentBlock.ns16632.oracleGeneral.zst clock2 cache size   365174, 3633027 req, miss ratio 0.1258, byte miss ratio 0.1258
result/tencentBlock.ns16632.oracleGeneral.zst S3FIFO-1 cache size      456, 3633027 req, miss ratio 0.6488, byte miss ratio 0.6488
result/tencentBlock.ns16632.oracleGeneral.zst S3FIFO-1 cache size     1369, 3633027 req, miss ratio 0.5960, byte miss ratio 0.5960
result/tencentBlock.ns16632.oracleGeneral.zst S3FIFO-1 cache size     4564, 3633027 req, miss ratio 0.5142, byte miss ratio 0.5142
result/tencentBlock.ns16632.oracleGeneral.zst S3FIFO-1 cache size    13694, 3633027 req, miss ratio 0.4720, byte miss ratio 0.4720
result/tencentBlock.ns16632.oracleGeneral.zst S3FIFO-1 cache size    45646, 3633027 req, miss ratio 0.2952, byte miss ratio 0.2952
result/tencentBlock.ns16632.oracleGeneral.zst S3FIFO-1 cache size    91293, 3633027 req, miss ratio 0.2257, byte miss ratio 0.2257
result/tencentBlock.ns16632.oracleGeneral.zst S3FIFO-1 cache size   182587, 3633027 req, miss ratio 0.1364, byte miss ratio 0.1364
result/tencentBlock.ns16632.oracleGeneral.zst S3FIFO-1 cache size   365174, 3633027 req, miss ratio 0.1258, byte miss ratio 0.1258
result/tencentBlock.ns16632.oracleGeneral.zst LeCaR cache size      456, 3633027 req, miss ratio 0.6666, byte miss ratio 0.6666
result/tencentBlock.ns16632.oracleGeneral.zst LeCaR cache size     1369, 3633027 req, miss ratio 0.6246, byte miss ratio 0.6246
result/tencentBlock.ns16632.oracleGeneral.zst LeCaR cache size     4564, 3633027 req, miss ratio 0.5611, byte miss ratio 0.5611
result/tencentBlock.ns16632.oracleGeneral.zst LeCaR cache size    13694, 3633027 req, miss ratio 0.5037, byte miss ratio 0.5037
result/tencentBlock.ns16632.oracleGeneral.zst LeCaR cache size    45646, 3633027 req, miss ratio 0.3465, byte miss ratio 0.3465
result/tencentBlock.ns16632.oracleGeneral.zst LeCaR cache size    91293, 3633027 req, miss ratio 0.2410, byte miss ratio 0.2410
result/tencentBlock.ns16632.oracleGeneral.zst LeCaR cache size   182587, 3633027 req, miss ratio 0.1342, byte miss ratio 0.1342
result/tencentBlock.ns16632.oracleGeneral.zst LeCaR cache size   365174, 3633027 req, miss ratio 0.1258, byte miss ratio 0.1258
result/tencentBlock.ns16632.oracleGeneral.zst LRU cache size      456, 3633027 req, miss ratio 0.6796, byte miss ratio 0.6796
result/tencentBlock.ns16632.oracleGeneral.zst LRU cache size     1369, 3633027 req, miss ratio 0.6300, byte miss ratio 0.6300
result/tencentBlock.ns16632.oracleGeneral.zst LRU cache size     4564, 3633027 req, miss ratio 0.5691, byte miss ratio 0.5691
