result/tencentBlock.ns5742.oracleGeneral.zst FIFO cache size      131, 2862645 req, miss ratio 0.6199, byte miss ratio 0.6199
result/tencentBlock.ns5742.oracleGeneral.zst FIFO cache size      394, 2862645 req, miss ratio 0.3523, byte miss ratio 0.3523
result/tencentBlock.ns5742.oracleGeneral.zst FIFO cache size     1314, 2862645 req, miss ratio 0.2215, byte miss ratio 0.2215
result/tencentBlock.ns5742.oracleGeneral.zst FIFO cache size     3944, 2862645 req, miss ratio 0.1923, byte miss ratio 0.1923
result/tencentBlock.ns5742.oracleGeneral.zst FIFO cache size    13147, 2862645 req, miss ratio 0.1733, byte miss ratio 0.1733
result/tencentBlock.ns5742.oracleGeneral.zst FIFO cache size    26295, 2862645 req, miss ratio 0.1600, byte miss ratio 0.1600
result/tencentBlock.ns5742.oracleGeneral.zst FIFO cache size    52590, 2862645 req, miss ratio 0.0901, byte miss ratio 0.0901
result/tencentBlock.ns5742.oracleGeneral.zst FIFO cache size   105180, 2862645 req, miss ratio 0.0618, byte miss ratio 0.0618
result/tencentBlock.ns5742.oracleGeneral.zst LHD cache size      131, 2862645 req, miss ratio 0.4696, byte miss ratio 0.4696
result/tencentBlock.ns5742.oracleGeneral.zst LHD cache size      394, 2862645 req, miss ratio 0.2452, byte miss ratio 0.2452
result/tencentBlock.ns5742.oracleGeneral.zst LHD cache size     1314, 2862645 req, miss ratio 0.1929, byte miss ratio 0.1929
result/tencentBlock.ns5742.oracleGeneral.zst LHD cache size     3944, 2862645 req, miss ratio 0.1763, byte miss ratio 0.1763
result/tencentBlock.ns5742.oracleGeneral.zst LHD cache size    13147, 2862645 req, miss ratio 0.1607, byte miss ratio 0.1607
result/tencentBlock.ns5742.oracleGeneral.zst LHD cache size    26295, 2862645 req, miss ratio 0.1405, byte miss ratio 0.1405
result/tencentBlock.ns5742.oracleGeneral.zst LHD cache size    52590, 2862645 req, miss ratio 0.0901, byte miss ratio 0.0901
result/tencentBlock.ns5742.oracleGeneral.zst LHD cache size   105180, 2862645 req, miss ratio 0.0523, byte miss ratio 0.0523
result/tencentBlock.ns5742.oracleGeneral.zst clock2 cache size      131, 2862645 req, miss ratio 0.5687, byte miss ratio 0.5687
result/tencentBlock.ns5742.oracleGeneral.zst clock2 cache size      394, 2862645 req, miss ratio 0.2660, byte miss ratio 0.2660
result/tencentBlock.ns5742.oracleGeneral.zst clock2 cache size     1314, 2862645 req, miss ratio 0.1967, byte miss ratio 0.1967
result/tencentBlock.ns5742.oracleGeneral.zst clock2 cache size     3944, 2862645 req, miss ratio 0.1801, byte miss ratio 0.1801
result/tencentBlock.ns5742.oracleGeneral.zst clock2 cache size    13147, 2862645 req, miss ratio 0.1658, byte miss ratio 0.1658
result/tencentBlock.ns5742.oracleGeneral.zst clock2 cache size    26295, 2862645 req, miss ratio 0.1506, byte miss ratio 0.1506
result/tencentBlock.ns5742.oracleGeneral.zst clock2 cache size    52590, 2862645 req, miss ratio 0.0924, byte miss ratio 0.0924
result/tencentBlock.ns5742.oracleGeneral.zst clock2 cache size   105180, 2862645 req, miss ratio 0.0472, byte miss ratio 0.0472
result/tencentBlock.ns5742.oracleGeneral.zst Clock cache size      131, 2862645 req, miss ratio 0.5693, byte miss ratio 0.5693
result/tencentBlock.ns5742.oracleGeneral.zst Clock cache size      394, 2862645 req, miss ratio 0.2751, byte miss ratio 0.2751
result/tencentBlock.ns5742.oracleGeneral.zst Clock cache size     1314, 2862645 req, miss ratio 0.1962, byte miss ratio 0.1962
result/tencentBlock.ns5742.oracleGeneral.zst Clock cache size     3944, 2862645 req, miss ratio 0.1801, byte miss ratio 0.1801
result/tencentBlock.ns5742.oracleGeneral.zst Clock cache size    13147, 2862645 req, miss ratio 0.1666, byte miss ratio 0.1666
result/tencentBlock.ns5742.oracleGeneral.zst Clock cache size    26295, 2862645 req, miss ratio 0.1531, byte miss ratio 0.1531
result/tencentBlock.ns5742.oracleGeneral.zst Clock cache size    52590, 2862645 req, miss ratio 0.0887, byte miss ratio 0.0887
result/tencentBlock.ns5742.oracleGeneral.zst Clock cache size   105180, 2862645 req, miss ratio 0.0476, byte miss ratio 0.0476
result/tencentBlock.ns5742.oracleGeneral.zst S3FIFO-1 cache size      131, 2862645 req, miss ratio 0.4467, byte miss ratio 0.4467
result/tencentBlock.ns5742.oracleGeneral.zst S3FIFO-1 cache size      394, 2862645 req, miss ratio 0.2367, byte miss ratio 0.2367
result/tencentBlock.ns5742.oracleGeneral.zst S3FIFO-1 cache size     1314, 2862645 req, miss ratio 0.1875, byte miss ratio 0.1875
result/tencentBlock.ns5742.oracleGeneral.zst S3FIFO-1 cache size     3944, 2862645 req, miss ratio 0.1726, byte miss ratio 0.1726
result/tencentBlock.ns5742.oracleGeneral.zst S3FIFO-1 cache size    13147, 2862645 req, miss ratio 0.1564, byte miss ratio 0.1564
result/tencentBlock.ns5742.oracleGeneral.zst S3FIFO-1 cache size    26295, 2862645 req, miss ratio 0.1468, byte miss ratio 0.1468
result/tencentBlock.ns5742.oracleGeneral.zst S3FIFO-1 cache size    52590, 2862645 req, miss ratio 0.0838, byte miss ratio 0.0838
result/tencentBlock.ns5742.oracleGeneral.zst S3FIFO-1 cache size   105180, 2862645 req, miss ratio 0.0469, byte miss ratio 0.0469
result/tencentBlock.ns5742.oracleGeneral.zst Cacheus cache size      131, 2862645 req, miss ratio 0.5138, byte miss ratio 0.5138
result/tencentBlock.ns5742.oracleGeneral.zst Cacheus cache size      394, 2862645 req, miss ratio 0.2596, byte miss ratio 0.2596
result/tencentBlock.ns5742.oracleGeneral.zst Cacheus cache size     1314, 2862645 req, miss ratio 0.1894, byte miss ratio 0.1894
result/tencentBlock.ns5742.oracleGeneral.zst Cacheus cache size     3944, 2862645 req, miss ratio 0.1760, byte miss ratio 0.1760
result/tencentBlock.ns5742.oracleGeneral.zst Cacheus cache size    13147, 2862645 req, miss ratio 0.1598, byte miss ratio 0.1598
result/tencentBlock.ns5742.oracleGeneral.zst Cacheus cache size    26295, 2862645 req, miss ratio 0.1541, byte miss ratio 0.1541
result/tencentBlock.ns5742.oracleGeneral.zst Cacheus cache size    52590, 2862645 req, miss ratio 0.0820, byte miss ratio 0.0820
result/tencentBlock.ns5742.oracleGeneral.zst Cacheus cache size   105180, 2862645 req, miss ratio 0.0475, byte miss ratio 0.0475
result/tencentBlock.ns5742.oracleGeneral.zst LIRS cache size      131, 2862645 req, miss ratio 0.4332, byte miss ratio 0.4332
result/tencentBlock.ns5742.oracleGeneral.zst LIRS cache size      394, 2862645 req, miss ratio 0.2363, byte miss ratio 0.2363
result/tencentBlock.ns5742.oracleGeneral.zst LIRS cache size     1314, 2862645 req, miss ratio 0.1944, byte miss ratio 0.1944
result/tencentBlock.ns5742.oracleGeneral.zst LIRS cache size     3944, 2862645 req, miss ratio 0.1754, byte miss ratio 0.1754
result/tencentBlock.ns5742.oracleGeneral.zst LIRS cache size    13147, 2862645 req, miss ratio 0.1572, byte miss ratio 0.1572
result/tencentBlock.ns5742.oracleGeneral.zst LIRS cache size    26295, 2862645 req, miss ratio 0.1305, byte miss ratio 0.1305
result/tencentBlock.ns5742.oracleGeneral.zst LIRS cache size    52590, 2862645 req, miss ratio 0.0786, byte miss ratio 0.0786
result/tencentBlock.ns5742.oracleGeneral.zst LIRS cache size   105180, 2862645 req, miss ratio 0.0472, byte miss ratio 0.0472
result/tencentBlock.ns5742.oracleGeneral.zst ARC cache size      131, 2862645 req, miss ratio 0.4556, byte miss ratio 0.4556
result/tencentBlock.ns5742.oracleGeneral.zst ARC cache size      394, 2862645 req, miss ratio 0.2354, byte miss ratio 0.2354
result/tencentBlock.ns5742.oracleGeneral.zst ARC cache size     1314, 2862645 req, miss ratio 0.1885, byte miss ratio 0.1885
result/tencentBlock.ns5742.oracleGeneral.zst ARC cache size     3944, 2862645 req, miss ratio 0.1738, byte miss ratio 0.1738
result/tencentBlock.ns5742.oracleGeneral.zst ARC cache size    13147, 2862645 req, miss ratio 0.1591, byte miss ratio 0.1591
result/tencentBlock.ns5742.oracleGeneral.zst ARC cache size    26295, 2862645 req, miss ratio 0.1423, byte miss ratio 0.1423
result/tencentBlock.ns5742.oracleGeneral.zst ARC cache size    52590, 2862645 req, miss ratio 0.0821, byte miss ratio 0.0821
result/tencentBlock.ns5742.oracleGeneral.zst ARC cache size   105180, 2862645 req, miss ratio 0.0469, byte miss ratio 0.0469
result/tencentBlock.ns5742.oracleGeneral.zst LeCaR cache size      131, 2862645 req, miss ratio 0.5566, byte miss ratio 0.5566
result/tencentBlock.ns5742.oracleGeneral.zst LeCaR cache size      394, 2862645 req, miss ratio 0.2560, byte miss ratio 0.2560
result/tencentBlock.ns5742.oracleGeneral.zst LeCaR cache size     1314, 2862645 req, miss ratio 0.1944, byte miss ratio 0.1944
result/tencentBlock.ns5742.oracleGeneral.zst LeCaR cache size     3944, 2862645 req, miss ratio 0.1785, byte miss ratio 0.1785
result/tencentBlock.ns5742.oracleGeneral.zst LeCaR cache size    13147, 2862645 req, miss ratio 0.1657, byte miss ratio 0.1657
result/tencentBlock.ns5742.oracleGeneral.zst LeCaR cache size    26295, 2862645 req, miss ratio 0.1505, byte miss ratio 0.1505
result/tencentBlock.ns5742.oracleGeneral.zst LeCaR cache size    52590, 2862645 req, miss ratio 0.0826, byte miss ratio 0.0826
result/tencentBlock.ns5742.oracleGeneral.zst LeCaR cache size   105180, 2862645 req, miss ratio 0.0472, byte miss ratio 0.0472
result/tencentBlock.ns5742.oracleGeneral.zst LRU cache size      131, 2862645 req, miss ratio 0.5726, byte miss ratio 0.5726
result/tencentBlock.ns5742.oracleGeneral.zst LRU cache size      394, 2862645 req, miss ratio 0.2886, byte miss ratio 0.2886
result/tencentBlock.ns5742.oracleGeneral.zst LRU cache size     1314, 2862645 req, miss ratio 0.1967, byte miss ratio 0.1967
result/tencentBlock.ns5742.oracleGeneral.zst LRU cache size     3944, 2862645 req, miss ratio 0.1806, byte miss ratio 0.1806
result/tencentBlock.ns5742.oracleGeneral.zst LRU cache size    13147, 2862645 req, miss ratio 0.1674, byte miss ratio 0.1674
result/tencentBlock.ns5742.oracleGeneral.zst LRU cache size    26295, 2862645 req, miss ratio 0.1547, byte miss ratio 0.1547
result/tencentBlock.ns5742.oracleGeneral.zst LRU cache size    52590, 2862645 req, miss ratio 0.0884, byte miss ratio 0.0884
result/tencentBlock.ns5742.oracleGeneral.zst LRU cache size   105180, 2862645 req, miss ratio 0.0487, byte miss ratio 0.0487
result/tencentBlock.ns5742.oracleGeneral.zst S3FIFO-d-1 cache size      131, 2862645 req, miss ratio 0.4330, byte miss ratio 0.4330
result/tencentBlock.ns5742.oracleGeneral.zst S3FIFO-d-1 cache size      394, 2862645 req, miss ratio 0.2456, byte miss ratio 0.2456
result/tencentBlock.ns5742.oracleGeneral.zst S3FIFO-d-1 cache size     1314, 2862645 req, miss ratio 0.1871, byte miss ratio 0.1871
result/tencentBlock.ns5742.oracleGeneral.zst S3FIFO-d-1 cache size     3944, 2862645 req, miss ratio 0.1726, byte miss ratio 0.1726
result/tencentBlock.ns5742.oracleGeneral.zst S3FIFO-d-1 cache size    13147, 2862645 req, miss ratio 0.1564, byte miss ratio 0.1564
result/tencentBlock.ns5742.oracleGeneral.zst S3FIFO-d-1 cache size    26295, 2862645 req, miss ratio 0.1454, byte miss ratio 0.1454
result/tencentBlock.ns5742.oracleGeneral.zst S3FIFO-d-1 cache size    52590, 2862645 req, miss ratio 0.0841, byte miss ratio 0.0841
result/tencentBlock.ns5742.oracleGeneral.zst S3FIFO-d-1 cache size   105180, 2862645 req, miss ratio 0.0469, byte miss ratio 0.0469
result/tencentBlock.ns5742.oracleGeneral.zst LRB cache size      131, 2862645 req, miss ratio 0.4919, byte miss ratio 0.4919
result/tencentBlock.ns5742.oracleGeneral.zst LRB cache size      394, 2862645 req, miss ratio 0.2415, byte miss ratio 0.2415
result/tencentBlock.ns5742.oracleGeneral.zst LRB cache size     1314, 2862645 req, miss ratio 0.1931, byte miss ratio 0.1931
result/tencentBlock.ns5742.oracleGeneral.zst LRB cache size     3944, 2862645 req, miss ratio 0.1771, byte miss ratio 0.1771
result/tencentBlock.ns5742.oracleGeneral.zst LRB cache size    13147, 2862645 req, miss ratio 0.1586, byte miss ratio 0.1586
