result/tencentBlock.ns13803.oracleGeneral.zst LRU cache size      446, 3885027 req, miss ratio 0.6681, byte miss ratio 0.6681
result/tencentBlock.ns13803.oracleGeneral.zst LRU cache size     1339, 3885027 req, miss ratio 0.6231, byte miss ratio 0.6231
result/tencentBlock.ns13803.oracleGeneral.zst LRU cache size     4464, 3885027 req, miss ratio 0.5556, byte miss ratio 0.5556
result/tencentBlock.ns13803.oracleGeneral.zst LRU cache size    13393, 3885027 req, miss ratio 0.5020, byte miss ratio 0.5020
result/tencentBlock.ns13803.oracleGeneral.zst LRU cache size    44643, 3885027 req, miss ratio 0.4412, byte miss ratio 0.4412
result/tencentBlock.ns13803.oracleGeneral.zst LRU cache size    89287, 3885027 req, miss ratio 0.4021, byte miss ratio 0.4021
result/tencentBlock.ns13803.oracleGeneral.zst LRU cache size   178575, 3885027 req, miss ratio 0.3040, byte miss ratio 0.3040
result/tencentBlock.ns13803.oracleGeneral.zst LRU cache size   357151, 3885027 req, miss ratio 0.1254, byte miss ratio 0.1254
result/tencentBlock.ns13803.oracleGeneral.zst LHD cache size      446, 3885027 req, miss ratio 0.6625, byte miss ratio 0.6625
result/tencentBlock.ns13803.oracleGeneral.zst LHD cache size     1339, 3885027 req, miss ratio 0.6160, byte miss ratio 0.6160
result/tencentBlock.ns13803.oracleGeneral.zst LHD cache size     4464, 3885027 req, miss ratio 0.5277, byte miss ratio 0.5277
result/tencentBlock.ns13803.oracleGeneral.zst LHD cache size    13393, 3885027 req, miss ratio 0.4850, byte miss ratio 0.4850
result/tencentBlock.ns13803.oracleGeneral.zst LHD cache size    44643, 3885027 req, miss ratio 0.4322, byte miss ratio 0.4322
result/tencentBlock.ns13803.oracleGeneral.zst LHD cache size    89287, 3885027 req, miss ratio 0.3740, byte miss ratio 0.3740
result/tencentBlock.ns13803.oracleGeneral.zst LHD cache size   178575, 3885027 req, miss ratio 0.2649, byte miss ratio 0.2649
result/tencentBlock.ns13803.oracleGeneral.zst LHD cache size   357151, 3885027 req, miss ratio 0.1310, byte miss ratio 0.1310
result/tencentBlock.ns13803.oracleGeneral.zst ARC cache size      446, 3885027 req, miss ratio 0.6494, byte miss ratio 0.6494
result/tencentBlock.ns13803.oracleGeneral.zst ARC cache size     1339, 3885027 req, miss ratio 0.5885, byte miss ratio 0.5885
result/tencentBlock.ns13803.oracleGeneral.zst ARC cache size     4464, 3885027 req, miss ratio 0.5051, byte miss ratio 0.5051
result/tencentBlock.ns13803.oracleGeneral.zst ARC cache size    13393, 3885027 req, miss ratio 0.4804, byte miss ratio 0.4804
result/tencentBlock.ns13803.oracleGeneral.zst ARC cache size    44643, 3885027 req, miss ratio 0.4350, byte miss ratio 0.4350
result/tencentBlock.ns13803.oracleGeneral.zst ARC cache size    89287, 3885027 req, miss ratio 0.3847, byte miss ratio 0.3847
result/tencentBlock.ns13803.oracleGeneral.zst ARC cache size   178575, 3885027 req, miss ratio 0.3093, byte miss ratio 0.3093
result/tencentBlock.ns13803.oracleGeneral.zst ARC cache size   357151, 3885027 req, miss ratio 0.1248, byte miss ratio 0.1248
result/tencentBlock.ns13803.oracleGeneral.zst Cacheus cache size      446, 3885027 req, miss ratio 0.6526, byte miss ratio 0.6526
