result/tencentBlock.ns3656.oracleGeneral.zst ARC cache size      113, 2339191 req, miss ratio 0.1928, byte miss ratio 0.1928
result/tencentBlock.ns3656.oracleGeneral.zst ARC cache size      340, 2339191 req, miss ratio 0.1613, byte miss ratio 0.1613
result/tencentBlock.ns3656.oracleGeneral.zst ARC cache size     1134, 2339191 req, miss ratio 0.1395, byte miss ratio 0.1395
result/tencentBlock.ns3656.oracleGeneral.zst ARC cache size     3403, 2339191 req, miss ratio 0.1137, byte miss ratio 0.1137
result/tencentBlock.ns3656.oracleGeneral.zst ARC cache size    11345, 2339191 req, miss ratio 0.0923, byte miss ratio 0.0923
result/tencentBlock.ns3656.oracleGeneral.zst ARC cache size    22690, 2339191 req, miss ratio 0.0718, byte miss ratio 0.0718
result/tencentBlock.ns3656.oracleGeneral.zst ARC cache size    45380, 2339191 req, miss ratio 0.0535, byte miss ratio 0.0535
result/tencentBlock.ns3656.oracleGeneral.zst ARC cache size    90760, 2339191 req, miss ratio 0.0495, byte miss ratio 0.0495
result/tencentBlock.ns3656.oracleGeneral.zst S3FIFO-1 cache size      113, 2339191 req, miss ratio 0.1973, byte miss ratio 0.1973
result/tencentBlock.ns3656.oracleGeneral.zst S3FIFO-1 cache size      340, 2339191 req, miss ratio 0.1632, byte miss ratio 0.1632
result/tencentBlock.ns3656.oracleGeneral.zst S3FIFO-1 cache size     1134, 2339191 req, miss ratio 0.1389, byte miss ratio 0.1389
result/tencentBlock.ns3656.oracleGeneral.zst S3FIFO-1 cache size     3403, 2339191 req, miss ratio 0.1109, byte miss ratio 0.1109
result/tencentBlock.ns3656.oracleGeneral.zst S3FIFO-1 cache size    11345, 2339191 req, miss ratio 0.0930, byte miss ratio 0.0930
result/tencentBlock.ns3656.oracleGeneral.zst S3FIFO-1 cache size    22690, 2339191 req, miss ratio 0.0719, byte miss ratio 0.0719
result/tencentBlock.ns3656.oracleGeneral.zst S3FIFO-1 cache size    45380, 2339191 req, miss ratio 0.0554, byte miss ratio 0.0554
result/tencentBlock.ns3656.oracleGeneral.zst S3FIFO-1 cache size    90760, 2339191 req, miss ratio 0.0495, byte miss ratio 0.0495
result/tencentBlock.ns3656.oracleGeneral.zst clock2 cache size      113, 2339191 req, miss ratio 0.2065, byte miss ratio 0.2065
result/tencentBlock.ns3656.oracleGeneral.zst clock2 cache size      340, 2339191 req, miss ratio 0.1770, byte miss ratio 0.1770
result/tencentBlock.ns3656.oracleGeneral.zst clock2 cache size     1134, 2339191 req, miss ratio 0.1485, byte miss ratio 0.1485
result/tencentBlock.ns3656.oracleGeneral.zst clock2 cache size     3403, 2339191 req, miss ratio 0.1307, byte miss ratio 0.1307
result/tencentBlock.ns3656.oracleGeneral.zst clock2 cache size    11345, 2339191 req, miss ratio 0.0933, byte miss ratio 0.0933
result/tencentBlock.ns3656.oracleGeneral.zst clock2 cache size    22690, 2339191 req, miss ratio 0.0751, byte miss ratio 0.0751
result/tencentBlock.ns3656.oracleGeneral.zst clock2 cache size    45380, 2339191 req, miss ratio 0.0603, byte miss ratio 0.0603
result/tencentBlock.ns3656.oracleGeneral.zst clock2 cache size    90760, 2339191 req, miss ratio 0.0495, byte miss ratio 0.0495
result/tencentBlock.ns3656.oracleGeneral.zst LIRS cache size      113, 2339191 req, miss ratio 0.2057, byte miss ratio 0.2057
result/tencentBlock.ns3656.oracleGeneral.zst LIRS cache size      340, 2339191 req, miss ratio 0.1680, byte miss ratio 0.1680
result/tencentBlock.ns3656.oracleGeneral.zst LIRS cache size     1134, 2339191 req, miss ratio 0.1406, byte miss ratio 0.1406
result/tencentBlock.ns3656.oracleGeneral.zst LIRS cache size     3403, 2339191 req, miss ratio 0.1132, byte miss ratio 0.1132
result/tencentBlock.ns3656.oracleGeneral.zst LIRS cache size    11345, 2339191 req, miss ratio 0.0907, byte miss ratio 0.0907
result/tencentBlock.ns3656.oracleGeneral.zst LIRS cache size    22690, 2339191 req, miss ratio 0.0724, byte miss ratio 0.0724
result/tencentBlock.ns3656.oracleGeneral.zst LIRS cache size    45380, 2339191 req, miss ratio 0.0546, byte miss ratio 0.0546
result/tencentBlock.ns3656.oracleGeneral.zst LIRS cache size    90760, 2339191 req, miss ratio 0.0492, byte miss ratio 0.0492
result/tencentBlock.ns3656.oracleGeneral.zst Cacheus cache size      113, 2339191 req, miss ratio 0.1967, byte miss ratio 0.1967
result/tencentBlock.ns3656.oracleGeneral.zst Cacheus cache size      340, 2339191 req, miss ratio 0.1693, byte miss ratio 0.1693
result/tencentBlock.ns3656.oracleGeneral.zst Cacheus cache size     1134, 2339191 req, miss ratio 0.1431, byte miss ratio 0.1431
result/tencentBlock.ns3656.oracleGeneral.zst Cacheus cache size     3403, 2339191 req, miss ratio 0.1180, byte miss ratio 0.1180
result/tencentBlock.ns3656.oracleGeneral.zst Cacheus cache size    11345, 2339191 req, miss ratio 0.0948, byte miss ratio 0.0948
result/tencentBlock.ns3656.oracleGeneral.zst Cacheus cache size    22690, 2339191 req, miss ratio 0.0736, byte miss ratio 0.0736
result/tencentBlock.ns3656.oracleGeneral.zst Cacheus cache size    45380, 2339191 req, miss ratio 0.0574, byte miss ratio 0.0574
result/tencentBlock.ns3656.oracleGeneral.zst Cacheus cache size    90760, 2339191 req, miss ratio 0.0496, byte miss ratio 0.0496
result/tencentBlock.ns3656.oracleGeneral.zst Clock cache size      113, 2339191 req, miss ratio 0.2058, byte miss ratio 0.2058
result/tencentBlock.ns3656.oracleGeneral.zst Clock cache size      340, 2339191 req, miss ratio 0.1783, byte miss ratio 0.1783
result/tencentBlock.ns3656.oracleGeneral.zst Clock cache size     1134, 2339191 req, miss ratio 0.1490, byte miss ratio 0.1490
result/tencentBlock.ns3656.oracleGeneral.zst Clock cache size     3403, 2339191 req, miss ratio 0.1292, byte miss ratio 0.1292
result/tencentBlock.ns3656.oracleGeneral.zst Clock cache size    11345, 2339191 req, miss ratio 0.0961, byte miss ratio 0.0961
result/tencentBlock.ns3656.oracleGeneral.zst Clock cache size    22690, 2339191 req, miss ratio 0.0745, byte miss ratio 0.0745
result/tencentBlock.ns3656.oracleGeneral.zst Clock cache size    45380, 2339191 req, miss ratio 0.0607, byte miss ratio 0.0607
result/tencentBlock.ns3656.oracleGeneral.zst Clock cache size    90760, 2339191 req, miss ratio 0.0495, byte miss ratio 0.0495
result/tencentBlock.ns3656.oracleGeneral.zst LHD cache size      113, 2339191 req, miss ratio 0.2014, byte miss ratio 0.2014
result/tencentBlock.ns3656.oracleGeneral.zst LHD cache size      340, 2339191 req, miss ratio 0.1736, byte miss ratio 0.1736
