result/tencentBlock.ns9937.oracleGeneral.zst ARC cache size      251, 3371445 req, miss ratio 0.4303, byte miss ratio 0.4303
result/tencentBlock.ns9937.oracleGeneral.zst ARC cache size      753, 3371445 req, miss ratio 0.3834, byte miss ratio 0.3834
result/tencentBlock.ns9937.oracleGeneral.zst ARC cache size     2510, 3371445 req, miss ratio 0.2728, byte miss ratio 0.2728
result/tencentBlock.ns9937.oracleGeneral.zst ARC cache size     7532, 3371445 req, miss ratio 0.2105, byte miss ratio 0.2105
result/tencentBlock.ns9937.oracleGeneral.zst ARC cache size    25108, 3371445 req, miss ratio 0.1411, byte miss ratio 0.1411
result/tencentBlock.ns9937.oracleGeneral.zst ARC cache size    50216, 3371445 req, miss ratio 0.1138, byte miss ratio 0.1138
result/tencentBlock.ns9937.oracleGeneral.zst ARC cache size   100432, 3371445 req, miss ratio 0.0883, byte miss ratio 0.0883
result/tencentBlock.ns9937.oracleGeneral.zst ARC cache size   200865, 3371445 req, miss ratio 0.0751, byte miss ratio 0.0751
result/tencentBlock.ns9937.oracleGeneral.zst FIFO cache size      251, 3371445 req, miss ratio 0.4998, byte miss ratio 0.4998
result/tencentBlock.ns9937.oracleGeneral.zst FIFO cache size      753, 3371445 req, miss ratio 0.4439, byte miss ratio 0.4439
result/tencentBlock.ns9937.oracleGeneral.zst FIFO cache size     2510, 3371445 req, miss ratio 0.3379, byte miss ratio 0.3379
result/tencentBlock.ns9937.oracleGeneral.zst FIFO cache size     7532, 3371445 req, miss ratio 0.2601, byte miss ratio 0.2601
result/tencentBlock.ns9937.oracleGeneral.zst FIFO cache size    25108, 3371445 req, miss ratio 0.1715, byte miss ratio 0.1715
result/tencentBlock.ns9937.oracleGeneral.zst FIFO cache size    50216, 3371445 req, miss ratio 0.1345, byte miss ratio 0.1345
result/tencentBlock.ns9937.oracleGeneral.zst FIFO cache size   100432, 3371445 req, miss ratio 0.1021, byte miss ratio 0.1021
result/tencentBlock.ns9937.oracleGeneral.zst FIFO cache size   200865, 3371445 req, miss ratio 0.0809, byte miss ratio 0.0809
result/tencentBlock.ns9937.oracleGeneral.zst clock2 cache size      251, 3371445 req, miss ratio 0.4643, byte miss ratio 0.4643
result/tencentBlock.ns9937.oracleGeneral.zst clock2 cache size      753, 3371445 req, miss ratio 0.4132, byte miss ratio 0.4132
result/tencentBlock.ns9937.oracleGeneral.zst clock2 cache size     2510, 3371445 req, miss ratio 0.2985, byte miss ratio 0.2985
result/tencentBlock.ns9937.oracleGeneral.zst clock2 cache size     7532, 3371445 req, miss ratio 0.2339, byte miss ratio 0.2339
result/tencentBlock.ns9937.oracleGeneral.zst clock2 cache size    25108, 3371445 req, miss ratio 0.1485, byte miss ratio 0.1485
result/tencentBlock.ns9937.oracleGeneral.zst clock2 cache size    50216, 3371445 req, miss ratio 0.1168, byte miss ratio 0.1168
result/tencentBlock.ns9937.oracleGeneral.zst clock2 cache size   100432, 3371445 req, miss ratio 0.0938, byte miss ratio 0.0938
result/tencentBlock.ns9937.oracleGeneral.zst clock2 cache size   200865, 3371445 req, miss ratio 0.0751, byte miss ratio 0.0751
result/tencentBlock.ns9937.oracleGeneral.zst Cacheus cache size      251, 3371445 req, miss ratio 0.4435, byte miss ratio 0.4435
result/tencentBlock.ns9937.oracleGeneral.zst Cacheus cache size      753, 3371445 req, miss ratio 0.3941, byte miss ratio 0.3941
result/tencentBlock.ns9937.oracleGeneral.zst Cacheus cache size     2510, 3371445 req, miss ratio 0.2838, byte miss ratio 0.2838
result/tencentBlock.ns9937.oracleGeneral.zst Cacheus cache size     7532, 3371445 req, miss ratio 0.2201, byte miss ratio 0.2201
result/tencentBlock.ns9937.oracleGeneral.zst Cacheus cache size    25108, 3371445 req, miss ratio 0.1440, byte miss ratio 0.1440
