result/tencentBlock.ns10198.oracleGeneral.zst clock2 cache size      380, 3859614 req, miss ratio 0.5565, byte miss ratio 0.5565
result/tencentBlock.ns10198.oracleGeneral.zst clock2 cache size     1140, 3859614 req, miss ratio 0.4806, byte miss ratio 0.4806
result/tencentBlock.ns10198.oracleGeneral.zst clock2 cache size     3802, 3859614 req, miss ratio 0.3765, byte miss ratio 0.3765
result/tencentBlock.ns10198.oracleGeneral.zst clock2 cache size    11406, 3859614 req, miss ratio 0.3471, byte miss ratio 0.3471
result/tencentBlock.ns10198.oracleGeneral.zst clock2 cache size    38020, 3859614 req, miss ratio 0.2742, byte miss ratio 0.2742
result/tencentBlock.ns10198.oracleGeneral.zst clock2 cache size    76040, 3859614 req, miss ratio 0.2203, byte miss ratio 0.2203
result/tencentBlock.ns10198.oracleGeneral.zst clock2 cache size   152081, 3859614 req, miss ratio 0.1226, byte miss ratio 0.1226
result/tencentBlock.ns10198.oracleGeneral.zst clock2 cache size   304163, 3859614 req, miss ratio 0.0993, byte miss ratio 0.0993
result/tencentBlock.ns10198.oracleGeneral.zst LRU cache size      380, 3859614 req, miss ratio 0.5632, byte miss ratio 0.5632
result/tencentBlock.ns10198.oracleGeneral.zst LRU cache size     1140, 3859614 req, miss ratio 0.4782, byte miss ratio 0.4782
result/tencentBlock.ns10198.oracleGeneral.zst LRU cache size     3802, 3859614 req, miss ratio 0.3871, byte miss ratio 0.3871
result/tencentBlock.ns10198.oracleGeneral.zst LRU cache size    11406, 3859614 req, miss ratio 0.3472, byte miss ratio 0.3472
result/tencentBlock.ns10198.oracleGeneral.zst LRU cache size    38020, 3859614 req, miss ratio 0.2666, byte miss ratio 0.2666
result/tencentBlock.ns10198.oracleGeneral.zst LRU cache size    76040, 3859614 req, miss ratio 0.2125, byte miss ratio 0.2125
result/tencentBlock.ns10198.oracleGeneral.zst LRU cache size   152081, 3859614 req, miss ratio 0.1101, byte miss ratio 0.1101
result/tencentBlock.ns10198.oracleGeneral.zst LRU cache size   304163, 3859614 req, miss ratio 0.0995, byte miss ratio 0.0995
result/tencentBlock.ns10198.oracleGeneral.zst LIRS cache size      380, 3859614 req, miss ratio 0.5679, byte miss ratio 0.5679
result/tencentBlock.ns10198.oracleGeneral.zst LIRS cache size     1140, 3859614 req, miss ratio 0.4519, byte miss ratio 0.4519
result/tencentBlock.ns10198.oracleGeneral.zst LIRS cache size     3802, 3859614 req, miss ratio 0.3708, byte miss ratio 0.3708
result/tencentBlock.ns10198.oracleGeneral.zst LIRS cache size    11406, 3859614 req, miss ratio 0.3286, byte miss ratio 0.3286
result/tencentBlock.ns10198.oracleGeneral.zst LIRS cache size    38020, 3859614 req, miss ratio 0.2635, byte miss ratio 0.2635
result/tencentBlock.ns10198.oracleGeneral.zst LIRS cache size    76040, 3859614 req, miss ratio 0.1930, byte miss ratio 0.1930
result/tencentBlock.ns10198.oracleGeneral.zst LIRS cache size   152081, 3859614 req, miss ratio 0.1211, byte miss ratio 0.1211
result/tencentBlock.ns10198.oracleGeneral.zst LIRS cache size   304163, 3859614 req, miss ratio 0.1026, byte miss ratio 0.1026
result/tencentBlock.ns10198.oracleGeneral.zst ARC cache size      380, 3859614 req, miss ratio 0.5359, byte miss ratio 0.5359
result/tencentBlock.ns10198.oracleGeneral.zst ARC cache size     1140, 3859614 req, miss ratio 0.4437, byte miss ratio 0.4437
result/tencentBlock.ns10198.oracleGeneral.zst ARC cache size     3802, 3859614 req, miss ratio 0.3617, byte miss ratio 0.3617
result/tencentBlock.ns10198.oracleGeneral.zst ARC cache size    11406, 3859614 req, miss ratio 0.3288, byte miss ratio 0.3288
result/tencentBlock.ns10198.oracleGeneral.zst ARC cache size    38020, 3859614 req, miss ratio 0.2596, byte miss ratio 0.2596
result/tencentBlock.ns10198.oracleGeneral.zst ARC cache size    76040, 3859614 req, miss ratio 0.2092, byte miss ratio 0.2092
result/tencentBlock.ns10198.oracleGeneral.zst ARC cache size   152081, 3859614 req, miss ratio 0.1097, byte miss ratio 0.1097
result/tencentBlock.ns10198.oracleGeneral.zst ARC cache size   304163, 3859614 req, miss ratio 0.0995, byte miss ratio 0.0995
result/tencentBlock.ns10198.oracleGeneral.zst Cacheus cache size      380, 3859614 req, miss ratio 0.5381, byte miss ratio 0.5381
result/tencentBlock.ns10198.oracleGeneral.zst Cacheus cache size     1140, 3859614 req, miss ratio 0.4552, byte miss ratio 0.4552
result/tencentBlock.ns10198.oracleGeneral.zst Cacheus cache size     3802, 3859614 req, miss ratio 0.3649, byte miss ratio 0.3649
result/tencentBlock.ns10198.oracleGeneral.zst Cacheus cache size    11406, 3859614 req, miss ratio 0.3412, byte miss ratio 0.3412
result/tencentBlock.ns10198.oracleGeneral.zst Cacheus cache size    38020, 3859614 req, miss ratio 0.2588, byte miss ratio 0.2588
result/tencentBlock.ns10198.oracleGeneral.zst Cacheus cache size    76040, 3859614 req, miss ratio 0.2060, byte miss ratio 0.2060
result/tencentBlock.ns10198.oracleGeneral.zst Cacheus cache size   152081, 3859614 req, miss ratio 0.1099, byte miss ratio 0.1099
result/tencentBlock.ns10198.oracleGeneral.zst Cacheus cache size   304163, 3859614 req, miss ratio 0.0992, byte miss ratio 0.0992
result/tencentBlock.ns10198.oracleGeneral.zst LHD cache size      380, 3859614 req, miss ratio 0.5499, byte miss ratio 0.5499
result/tencentBlock.ns10198.oracleGeneral.zst LHD cache size     1140, 3859614 req, miss ratio 0.4665, byte miss ratio 0.4665
result/tencentBlock.ns10198.oracleGeneral.zst LHD cache size     3802, 3859614 req, miss ratio 0.3709, byte miss ratio 0.3709
result/tencentBlock.ns10198.oracleGeneral.zst LHD cache size    11406, 3859614 req, miss ratio 0.3325, byte miss ratio 0.3325
result/tencentBlock.ns10198.oracleGeneral.zst LHD cache size    38020, 3859614 req, miss ratio 0.2609, byte miss ratio 0.2609
result/tencentBlock.ns10198.oracleGeneral.zst LHD cache size    76040, 3859614 req, miss ratio 0.1863, byte miss ratio 0.1863
result/tencentBlock.ns10198.oracleGeneral.zst LHD cache size   152081, 3859614 req, miss ratio 0.1140, byte miss ratio 0.1140
result/tencentBlock.ns10198.oracleGeneral.zst LHD cache size   304163, 3859614 req, miss ratio 0.0992, byte miss ratio 0.0992
result/tencentBlock.ns10198.oracleGeneral.zst LeCaR cache size      380, 3859614 req, miss ratio 0.5520, byte miss ratio 0.5520
result/tencentBlock.ns10198.oracleGeneral.zst LeCaR cache size     1140, 3859614 req, miss ratio 0.4763, byte miss ratio 0.4763
result/tencentBlock.ns10198.oracleGeneral.zst LeCaR cache size     3802, 3859614 req, miss ratio 0.3751, byte miss ratio 0.3751
result/tencentBlock.ns10198.oracleGeneral.zst LeCaR cache size    11406, 3859614 req, miss ratio 0.3454, byte miss ratio 0.3454
result/tencentBlock.ns10198.oracleGeneral.zst LeCaR cache size    38020, 3859614 req, miss ratio 0.2649, byte miss ratio 0.2649
result/tencentBlock.ns10198.oracleGeneral.zst LeCaR cache size    76040, 3859614 req, miss ratio 0.2065, byte miss ratio 0.2065
result/tencentBlock.ns10198.oracleGeneral.zst LeCaR cache size   152081, 3859614 req, miss ratio 0.1097, byte miss ratio 0.1097
result/tencentBlock.ns10198.oracleGeneral.zst LeCaR cache size   304163, 3859614 req, miss ratio 0.0992, byte miss ratio 0.0992
