result/tencentBlock.ns3475.oracleGeneral.zst ARC cache size      757, 8491328 req, miss ratio 0.4821, byte miss ratio 0.4821
result/tencentBlock.ns3475.oracleGeneral.zst ARC cache size     2271, 8491328 req, miss ratio 0.4444, byte miss ratio 0.4444
result/tencentBlock.ns3475.oracleGeneral.zst ARC cache size     7571, 8491328 req, miss ratio 0.4203, byte miss ratio 0.4203
result/tencentBlock.ns3475.oracleGeneral.zst ARC cache size    22713, 8491328 req, miss ratio 0.3674, byte miss ratio 0.3674
result/tencentBlock.ns3475.oracleGeneral.zst ARC cache size    75712, 8491328 req, miss ratio 0.2592, byte miss ratio 0.2592
result/tencentBlock.ns3475.oracleGeneral.zst ARC cache size   151424, 8491328 req, miss ratio 0.1835, byte miss ratio 0.1835
result/tencentBlock.ns3475.oracleGeneral.zst ARC cache size   302849, 8491328 req, miss ratio 0.1241, byte miss ratio 0.1241
result/tencentBlock.ns3475.oracleGeneral.zst ARC cache size   605698, 8491328 req, miss ratio 0.0930, byte miss ratio 0.0930
result/tencentBlock.ns3475.oracleGeneral.zst LHD cache size      757, 8491328 req, miss ratio 0.5141, byte miss ratio 0.5141
result/tencentBlock.ns3475.oracleGeneral.zst LHD cache size     2271, 8491328 req, miss ratio 0.4649, byte miss ratio 0.4649
result/tencentBlock.ns3475.oracleGeneral.zst LHD cache size     7571, 8491328 req, miss ratio 0.4235, byte miss ratio 0.4235
result/tencentBlock.ns3475.oracleGeneral.zst LHD cache size    22713, 8491328 req, miss ratio 0.3718, byte miss ratio 0.3718
result/tencentBlock.ns3475.oracleGeneral.zst LHD cache size    75712, 8491328 req, miss ratio 0.2437, byte miss ratio 0.2437
result/tencentBlock.ns3475.oracleGeneral.zst LHD cache size   151424, 8491328 req, miss ratio 0.1690, byte miss ratio 0.1690
result/tencentBlock.ns3475.oracleGeneral.zst LHD cache size   302849, 8491328 req, miss ratio 0.1216, byte miss ratio 0.1216
result/tencentBlock.ns3475.oracleGeneral.zst LHD cache size   605698, 8491328 req, miss ratio 0.0928, byte miss ratio 0.0928
result/tencentBlock.ns3475.oracleGeneral.zst Clock cache size      757, 8491328 req, miss ratio 0.5098, byte miss ratio 0.5098
result/tencentBlock.ns3475.oracleGeneral.zst Clock cache size     2271, 8491328 req, miss ratio 0.4675, byte miss ratio 0.4675
result/tencentBlock.ns3475.oracleGeneral.zst Clock cache size     7571, 8491328 req, miss ratio 0.4362, byte miss ratio 0.4362
result/tencentBlock.ns3475.oracleGeneral.zst Clock cache size    22713, 8491328 req, miss ratio 0.3957, byte miss ratio 0.3957
result/tencentBlock.ns3475.oracleGeneral.zst Clock cache size    75712, 8491328 req, miss ratio 0.2791, byte miss ratio 0.2791
result/tencentBlock.ns3475.oracleGeneral.zst Clock cache size   151424, 8491328 req, miss ratio 0.1969, byte miss ratio 0.1969
result/tencentBlock.ns3475.oracleGeneral.zst Clock cache size   302849, 8491328 req, miss ratio 0.1261, byte miss ratio 0.1261
result/tencentBlock.ns3475.oracleGeneral.zst Clock cache size   605698, 8491328 req, miss ratio 0.0929, byte miss ratio 0.0929
result/tencentBlock.ns3475.oracleGeneral.zst FIFO cache size      757, 8491328 req, miss ratio 0.5638, byte miss ratio 0.5638
result/tencentBlock.ns3475.oracleGeneral.zst FIFO cache size     2271, 8491328 req, miss ratio 0.5002, byte miss ratio 0.5002
result/tencentBlock.ns3475.oracleGeneral.zst FIFO cache size     7571, 8491328 req, miss ratio 0.4572, byte miss ratio 0.4572
result/tencentBlock.ns3475.oracleGeneral.zst FIFO cache size    22713, 8491328 req, miss ratio 0.4065, byte miss ratio 0.4065
result/tencentBlock.ns3475.oracleGeneral.zst FIFO cache size    75712, 8491328 req, miss ratio 0.2981, byte miss ratio 0.2981
result/tencentBlock.ns3475.oracleGeneral.zst FIFO cache size   151424, 8491328 req, miss ratio 0.2279, byte miss ratio 0.2279
result/tencentBlock.ns3475.oracleGeneral.zst FIFO cache size   302849, 8491328 req, miss ratio 0.1525, byte miss ratio 0.1525
result/tencentBlock.ns3475.oracleGeneral.zst FIFO cache size   605698, 8491328 req, miss ratio 0.1043, byte miss ratio 0.1043
result/tencentBlock.ns3475.oracleGeneral.zst S3FIFO-1 cache size      757, 8491328 req, miss ratio 0.4841, byte miss ratio 0.4841
result/tencentBlock.ns3475.oracleGeneral.zst S3FIFO-1 cache size     2271, 8491328 req, miss ratio 0.4404, byte miss ratio 0.4404
result/tencentBlock.ns3475.oracleGeneral.zst S3FIFO-1 cache size     7571, 8491328 req, miss ratio 0.4166, byte miss ratio 0.4166
result/tencentBlock.ns3475.oracleGeneral.zst S3FIFO-1 cache size    22713, 8491328 req, miss ratio 0.3637, byte miss ratio 0.3637
result/tencentBlock.ns3475.oracleGeneral.zst S3FIFO-1 cache size    75712, 8491328 req, miss ratio 0.2461, byte miss ratio 0.2461
result/tencentBlock.ns3475.oracleGeneral.zst S3FIFO-1 cache size   151424, 8491328 req, miss ratio 0.1798, byte miss ratio 0.1798
result/tencentBlock.ns3475.oracleGeneral.zst S3FIFO-1 cache size   302849, 8491328 req, miss ratio 0.1234, byte miss ratio 0.1234
result/tencentBlock.ns3475.oracleGeneral.zst S3FIFO-1 cache size   605698, 8491328 req, miss ratio 0.0930, byte miss ratio 0.0930
result/tencentBlock.ns3475.oracleGeneral.zst clock2 cache size      757, 8491328 req, miss ratio 0.5079, byte miss ratio 0.5079
result/tencentBlock.ns3475.oracleGeneral.zst clock2 cache size     2271, 8491328 req, miss ratio 0.4663, byte miss ratio 0.4663
result/tencentBlock.ns3475.oracleGeneral.zst clock2 cache size     7571, 8491328 req, miss ratio 0.4343, byte miss ratio 0.4343
result/tencentBlock.ns3475.oracleGeneral.zst clock2 cache size    22713, 8491328 req, miss ratio 0.4107, byte miss ratio 0.4107
result/tencentBlock.ns3475.oracleGeneral.zst clock2 cache size    75712, 8491328 req, miss ratio 0.2885, byte miss ratio 0.2885
result/tencentBlock.ns3475.oracleGeneral.zst clock2 cache size   151424, 8491328 req, miss ratio 0.1998, byte miss ratio 0.1998
result/tencentBlock.ns3475.oracleGeneral.zst clock2 cache size   302849, 8491328 req, miss ratio 0.1287, byte miss ratio 0.1287
