result/tencentBlock.ns2157.oracleGeneral.zst LHD cache size      131, 6208518 req, miss ratio 0.6194, byte miss ratio 0.6194
result/tencentBlock.ns2157.oracleGeneral.zst LHD cache size      394, 6208518 req, miss ratio 0.5864, byte miss ratio 0.5864
result/tencentBlock.ns2157.oracleGeneral.zst LHD cache size     1315, 6208518 req, miss ratio 0.5660, byte miss ratio 0.5660
result/tencentBlock.ns2157.oracleGeneral.zst LHD cache size     3945, 6208518 req, miss ratio 0.4250, byte miss ratio 0.4250
result/tencentBlock.ns2157.oracleGeneral.zst LHD cache size    13152, 6208518 req, miss ratio 0.1303, byte miss ratio 0.1303
result/tencentBlock.ns2157.oracleGeneral.zst LHD cache size    26304, 6208518 req, miss ratio 0.0766, byte miss ratio 0.0766
result/tencentBlock.ns2157.oracleGeneral.zst LHD cache size    52608, 6208518 req, miss ratio 0.0365, byte miss ratio 0.0365
result/tencentBlock.ns2157.oracleGeneral.zst LHD cache size   105216, 6208518 req, miss ratio 0.0217, byte miss ratio 0.0217
result/tencentBlock.ns2157.oracleGeneral.zst Clock cache size      131, 6208518 req, miss ratio 0.6263, byte miss ratio 0.6263
result/tencentBlock.ns2157.oracleGeneral.zst Clock cache size      394, 6208518 req, miss ratio 0.5885, byte miss ratio 0.5885
result/tencentBlock.ns2157.oracleGeneral.zst Clock cache size     1315, 6208518 req, miss ratio 0.5714, byte miss ratio 0.5714
result/tencentBlock.ns2157.oracleGeneral.zst Clock cache size     3945, 6208518 req, miss ratio 0.5636, byte miss ratio 0.5636
result/tencentBlock.ns2157.oracleGeneral.zst Clock cache size    13152, 6208518 req, miss ratio 0.1642, byte miss ratio 0.1642
result/tencentBlock.ns2157.oracleGeneral.zst Clock cache size    26304, 6208518 req, miss ratio 0.0910, byte miss ratio 0.0910
result/tencentBlock.ns2157.oracleGeneral.zst Clock cache size    52608, 6208518 req, miss ratio 0.0374, byte miss ratio 0.0374
result/tencentBlock.ns2157.oracleGeneral.zst Clock cache size   105216, 6208518 req, miss ratio 0.0214, byte miss ratio 0.0214
result/tencentBlock.ns2157.oracleGeneral.zst clock2 cache size      131, 6208518 req, miss ratio 0.6237, byte miss ratio 0.6237
result/tencentBlock.ns2157.oracleGeneral.zst clock2 cache size      394, 6208518 req, miss ratio 0.5874, byte miss ratio 0.5874
result/tencentBlock.ns2157.oracleGeneral.zst clock2 cache size     1315, 6208518 req, miss ratio 0.5699, byte miss ratio 0.5699
