result/tencentBlock.ns10004.oracleGeneral.zst FIFO cache size      126, 1041699 req, miss ratio 0.6865, byte miss ratio 0.6865
result/tencentBlock.ns10004.oracleGeneral.zst FIFO cache size      379, 1041699 req, miss ratio 0.6368, byte miss ratio 0.6368
result/tencentBlock.ns10004.oracleGeneral.zst FIFO cache size     1266, 1041699 req, miss ratio 0.5920, byte miss ratio 0.5920
result/tencentBlock.ns10004.oracleGeneral.zst FIFO cache size     3799, 1041699 req, miss ratio 0.5597, byte miss ratio 0.5597
result/tencentBlock.ns10004.oracleGeneral.zst FIFO cache size    12665, 1041699 req, miss ratio 0.5378, byte miss ratio 0.5378
result/tencentBlock.ns10004.oracleGeneral.zst FIFO cache size    25331, 1041699 req, miss ratio 0.4739, byte miss ratio 0.4739
result/tencentBlock.ns10004.oracleGeneral.zst FIFO cache size    50662, 1041699 req, miss ratio 0.3362, byte miss ratio 0.3362
result/tencentBlock.ns10004.oracleGeneral.zst FIFO cache size   101324, 1041699 req, miss ratio 0.1830, byte miss ratio 0.1830
result/tencentBlock.ns10004.oracleGeneral.zst ARC cache size      126, 1041699 req, miss ratio 0.6166, byte miss ratio 0.6166
result/tencentBlock.ns10004.oracleGeneral.zst ARC cache size      379, 1041699 req, miss ratio 0.5975, byte miss ratio 0.5975
result/tencentBlock.ns10004.oracleGeneral.zst ARC cache size     1266, 1041699 req, miss ratio 0.5477, byte miss ratio 0.5477
result/tencentBlock.ns10004.oracleGeneral.zst ARC cache size     3799, 1041699 req, miss ratio 0.5278, byte miss ratio 0.5278
result/tencentBlock.ns10004.oracleGeneral.zst ARC cache size    12665, 1041699 req, miss ratio 0.5229, byte miss ratio 0.5229
result/tencentBlock.ns10004.oracleGeneral.zst ARC cache size    25331, 1041699 req, miss ratio 0.4595, byte miss ratio 0.4595
result/tencentBlock.ns10004.oracleGeneral.zst ARC cache size    50662, 1041699 req, miss ratio 0.3775, byte miss ratio 0.3775
result/tencentBlock.ns10004.oracleGeneral.zst ARC cache size   101324, 1041699 req, miss ratio 0.1636, byte miss ratio 0.1636
result/tencentBlock.ns10004.oracleGeneral.zst LeCaR cache size      126, 1041699 req, miss ratio 0.6251, byte miss ratio 0.6251
result/tencentBlock.ns10004.oracleGeneral.zst LeCaR cache size      379, 1041699 req, miss ratio 0.6064, byte miss ratio 0.6064
result/tencentBlock.ns10004.oracleGeneral.zst LeCaR cache size     1266, 1041699 req, miss ratio 0.5701, byte miss ratio 0.5701
result/tencentBlock.ns10004.oracleGeneral.zst LeCaR cache size     3799, 1041699 req, miss ratio 0.5341, byte miss ratio 0.5341
result/tencentBlock.ns10004.oracleGeneral.zst LeCaR cache size    12665, 1041699 req, miss ratio 0.5245, byte miss ratio 0.5245
result/tencentBlock.ns10004.oracleGeneral.zst LeCaR cache size    25331, 1041699 req, miss ratio 0.4496, byte miss ratio 0.4496
result/tencentBlock.ns10004.oracleGeneral.zst LeCaR cache size    50662, 1041699 req, miss ratio 0.3756, byte miss ratio 0.3756
result/tencentBlock.ns10004.oracleGeneral.zst LeCaR cache size   101324, 1041699 req, miss ratio 0.1505, byte miss ratio 0.1505
result/tencentBlock.ns10004.oracleGeneral.zst clock2 cache size      126, 1041699 req, miss ratio 0.6266, byte miss ratio 0.6266
result/tencentBlock.ns10004.oracleGeneral.zst clock2 cache size      379, 1041699 req, miss ratio 0.6071, byte miss ratio 0.6071
result/tencentBlock.ns10004.oracleGeneral.zst clock2 cache size     1266, 1041699 req, miss ratio 0.5738, byte miss ratio 0.5738
result/tencentBlock.ns10004.oracleGeneral.zst clock2 cache size     3799, 1041699 req, miss ratio 0.5385, byte miss ratio 0.5385
result/tencentBlock.ns10004.oracleGeneral.zst clock2 cache size    12665, 1041699 req, miss ratio 0.5243, byte miss ratio 0.5243
result/tencentBlock.ns10004.oracleGeneral.zst clock2 cache size    25331, 1041699 req, miss ratio 0.5195, byte miss ratio 0.5195
result/tencentBlock.ns10004.oracleGeneral.zst clock2 cache size    50662, 1041699 req, miss ratio 0.4193, byte miss ratio 0.4193
result/tencentBlock.ns10004.oracleGeneral.zst clock2 cache size   101324, 1041699 req, miss ratio 0.1652, byte miss ratio 0.1652
result/tencentBlock.ns10004.oracleGeneral.zst Cacheus cache size      126, 1041699 req, miss ratio 0.6174, byte miss ratio 0.6174
result/tencentBlock.ns10004.oracleGeneral.zst Cacheus cache size      379, 1041699 req, miss ratio 0.5938, byte miss ratio 0.5938
result/tencentBlock.ns10004.oracleGeneral.zst Cacheus cache size     1266, 1041699 req, miss ratio 0.5538, byte miss ratio 0.5538
result/tencentBlock.ns10004.oracleGeneral.zst Cacheus cache size     3799, 1041699 req, miss ratio 0.5283, byte miss ratio 0.5283
result/tencentBlock.ns10004.oracleGeneral.zst Cacheus cache size    12665, 1041699 req, miss ratio 0.5210, byte miss ratio 0.5210
result/tencentBlock.ns10004.oracleGeneral.zst Cacheus cache size    25331, 1041699 req, miss ratio 0.4573, byte miss ratio 0.4573
result/tencentBlock.ns10004.oracleGeneral.zst Cacheus cache size    50662, 1041699 req, miss ratio 0.3306, byte miss ratio 0.3306
result/tencentBlock.ns10004.oracleGeneral.zst Cacheus cache size   101324, 1041699 req, miss ratio 0.1643, byte miss ratio 0.1643
result/tencentBlock.ns10004.oracleGeneral.zst LHD cache size      126, 1041699 req, miss ratio 0.6339, byte miss ratio 0.6339
result/tencentBlock.ns10004.oracleGeneral.zst LHD cache size      379, 1041699 req, miss ratio 0.6042, byte miss ratio 0.6042
result/tencentBlock.ns10004.oracleGeneral.zst LHD cache size     1266, 1041699 req, miss ratio 0.5699, byte miss ratio 0.5699
result/tencentBlock.ns10004.oracleGeneral.zst LHD cache size     3799, 1041699 req, miss ratio 0.5383, byte miss ratio 0.5383
result/tencentBlock.ns10004.oracleGeneral.zst LHD cache size    12665, 1041699 req, miss ratio 0.5247, byte miss ratio 0.5247
result/tencentBlock.ns10004.oracleGeneral.zst LHD cache size    25331, 1041699 req, miss ratio 0.4752, byte miss ratio 0.4752
result/tencentBlock.ns10004.oracleGeneral.zst LHD cache size    50662, 1041699 req, miss ratio 0.3697, byte miss ratio 0.3697
result/tencentBlock.ns10004.oracleGeneral.zst LHD cache size   101324, 1041699 req, miss ratio 0.1591, byte miss ratio 0.1591
result/tencentBlock.ns10004.oracleGeneral.zst LIRS cache size      126, 1041699 req, miss ratio 0.6850, byte miss ratio 0.6850
result/tencentBlock.ns10004.oracleGeneral.zst LIRS cache size      379, 1041699 req, miss ratio 0.6542, byte miss ratio 0.6542
result/tencentBlock.ns10004.oracleGeneral.zst LIRS cache size     1266, 1041699 req, miss ratio 0.5482, byte miss ratio 0.5482
result/tencentBlock.ns10004.oracleGeneral.zst LIRS cache size     3799, 1041699 req, miss ratio 0.5284, byte miss ratio 0.5284
result/tencentBlock.ns10004.oracleGeneral.zst LIRS cache size    12665, 1041699 req, miss ratio 0.5115, byte miss ratio 0.5115
result/tencentBlock.ns10004.oracleGeneral.zst LIRS cache size    25331, 1041699 req, miss ratio 0.4285, byte miss ratio 0.4285
result/tencentBlock.ns10004.oracleGeneral.zst LIRS cache size    50662, 1041699 req, miss ratio 0.3081, byte miss ratio 0.3081
result/tencentBlock.ns10004.oracleGeneral.zst LIRS cache size   101324, 1041699 req, miss ratio 0.1526, byte miss ratio 0.1526
result/tencentBlock.ns10004.oracleGeneral.zst Clock cache size      126, 1041699 req, miss ratio 0.6290, byte miss ratio 0.6290
