result/tencentBlock.ns13141.oracleGeneral.zst Cacheus cache size      170, 6412672 req, miss ratio 0.2415, byte miss ratio 0.2415
result/tencentBlock.ns13141.oracleGeneral.zst Cacheus cache size      512, 6412672 req, miss ratio 0.1870, byte miss ratio 0.1870
result/tencentBlock.ns13141.oracleGeneral.zst Cacheus cache size     1709, 6412672 req, miss ratio 0.1630, byte miss ratio 0.1630
result/tencentBlock.ns13141.oracleGeneral.zst Cacheus cache size     5128, 6412672 req, miss ratio 0.1483, byte miss ratio 0.1483
result/tencentBlock.ns13141.oracleGeneral.zst Cacheus cache size    17093, 6412672 req, miss ratio 0.0864, byte miss ratio 0.0864
result/tencentBlock.ns13141.oracleGeneral.zst Cacheus cache size    34187, 6412672 req, miss ratio 0.0441, byte miss ratio 0.0441
result/tencentBlock.ns13141.oracleGeneral.zst Cacheus cache size    68374, 6412672 req, miss ratio 0.0306, byte miss ratio 0.0306
result/tencentBlock.ns13141.oracleGeneral.zst Cacheus cache size   136748, 6412672 req, miss ratio 0.0269, byte miss ratio 0.0269
result/tencentBlock.ns13141.oracleGeneral.zst S3FIFO-1 cache size      170, 6412672 req, miss ratio 0.2354, byte miss ratio 0.2354
result/tencentBlock.ns13141.oracleGeneral.zst S3FIFO-1 cache size      512, 6412672 req, miss ratio 0.1841, byte miss ratio 0.1841
result/tencentBlock.ns13141.oracleGeneral.zst S3FIFO-1 cache size     1709, 6412672 req, miss ratio 0.1612, byte miss ratio 0.1612
result/tencentBlock.ns13141.oracleGeneral.zst S3FIFO-1 cache size     5128, 6412672 req, miss ratio 0.1428, byte miss ratio 0.1428
result/tencentBlock.ns13141.oracleGeneral.zst S3FIFO-1 cache size    17093, 6412672 req, miss ratio 0.0902, byte miss ratio 0.0902
result/tencentBlock.ns13141.oracleGeneral.zst S3FIFO-1 cache size    34187, 6412672 req, miss ratio 0.0403, byte miss ratio 0.0403
result/tencentBlock.ns13141.oracleGeneral.zst S3FIFO-1 cache size    68374, 6412672 req, miss ratio 0.0304, byte miss ratio 0.0304
result/tencentBlock.ns13141.oracleGeneral.zst S3FIFO-1 cache size   136748, 6412672 req, miss ratio 0.0274, byte miss ratio 0.0274
result/tencentBlock.ns13141.oracleGeneral.zst LHD cache size      170, 6412672 req, miss ratio 0.2511, byte miss ratio 0.2511
result/tencentBlock.ns13141.oracleGeneral.zst LHD cache size      512, 6412672 req, miss ratio 0.1930, byte miss ratio 0.1930
result/tencentBlock.ns13141.oracleGeneral.zst LHD cache size     1709, 6412672 req, miss ratio 0.1650, byte miss ratio 0.1650
result/tencentBlock.ns13141.oracleGeneral.zst LHD cache size     5128, 6412672 req, miss ratio 0.1425, byte miss ratio 0.1425
result/tencentBlock.ns13141.oracleGeneral.zst LHD cache size    17093, 6412672 req, miss ratio 0.0794, byte miss ratio 0.0794
result/tencentBlock.ns13141.oracleGeneral.zst LHD cache size    34187, 6412672 req, miss ratio 0.0407, byte miss ratio 0.0407
result/tencentBlock.ns13141.oracleGeneral.zst LHD cache size    68374, 6412672 req, miss ratio 0.0300, byte miss ratio 0.0300
result/tencentBlock.ns13141.oracleGeneral.zst LHD cache size   136748, 6412672 req, miss ratio 0.0269, byte miss ratio 0.0269
result/tencentBlock.ns13141.oracleGeneral.zst ARC cache size      170, 6412672 req, miss ratio 0.2307, byte miss ratio 0.2307
result/tencentBlock.ns13141.oracleGeneral.zst ARC cache size      512, 6412672 req, miss ratio 0.1830, byte miss ratio 0.1830
result/tencentBlock.ns13141.oracleGeneral.zst ARC cache size     1709, 6412672 req, miss ratio 0.1624, byte miss ratio 0.1624
result/tencentBlock.ns13141.oracleGeneral.zst ARC cache size     5128, 6412672 req, miss ratio 0.1481, byte miss ratio 0.1481
result/tencentBlock.ns13141.oracleGeneral.zst ARC cache size    17093, 6412672 req, miss ratio 0.0874, byte miss ratio 0.0874
result/tencentBlock.ns13141.oracleGeneral.zst ARC cache size    34187, 6412672 req, miss ratio 0.0450, byte miss ratio 0.0450
result/tencentBlock.ns13141.oracleGeneral.zst ARC cache size    68374, 6412672 req, miss ratio 0.0297, byte miss ratio 0.0297
result/tencentBlock.ns13141.oracleGeneral.zst ARC cache size   136748, 6412672 req, miss ratio 0.0274, byte miss ratio 0.0274
result/tencentBlock.ns13141.oracleGeneral.zst FIFO cache size      170, 6412672 req, miss ratio 0.3346, byte miss ratio 0.3346
result/tencentBlock.ns13141.oracleGeneral.zst FIFO cache size      512, 6412672 req, miss ratio 0.2365, byte miss ratio 0.2365
result/tencentBlock.ns13141.oracleGeneral.zst FIFO cache size     1709, 6412672 req, miss ratio 0.1866, byte miss ratio 0.1866
result/tencentBlock.ns13141.oracleGeneral.zst FIFO cache size     5128, 6412672 req, miss ratio 0.1658, byte miss ratio 0.1658
result/tencentBlock.ns13141.oracleGeneral.zst FIFO cache size    17093, 6412672 req, miss ratio 0.1034, byte miss ratio 0.1034
result/tencentBlock.ns13141.oracleGeneral.zst FIFO cache size    34187, 6412672 req, miss ratio 0.0647, byte miss ratio 0.0647
result/tencentBlock.ns13141.oracleGeneral.zst FIFO cache size    68374, 6412672 req, miss ratio 0.0400, byte miss ratio 0.0400
result/tencentBlock.ns13141.oracleGeneral.zst FIFO cache size   136748, 6412672 req, miss ratio 0.0309, byte miss ratio 0.0309
result/tencentBlock.ns13141.oracleGeneral.zst LeCaR cache size      170, 6412672 req, miss ratio 0.2578, byte miss ratio 0.2578
result/tencentBlock.ns13141.oracleGeneral.zst LeCaR cache size      512, 6412672 req, miss ratio 0.1968, byte miss ratio 0.1968
result/tencentBlock.ns13141.oracleGeneral.zst LeCaR cache size     1709, 6412672 req, miss ratio 0.1661, byte miss ratio 0.1661
result/tencentBlock.ns13141.oracleGeneral.zst LeCaR cache size     5128, 6412672 req, miss ratio 0.1549, byte miss ratio 0.1549
result/tencentBlock.ns13141.oracleGeneral.zst LeCaR cache size    17093, 6412672 req, miss ratio 0.0879, byte miss ratio 0.0879
result/tencentBlock.ns13141.oracleGeneral.zst LeCaR cache size    34187, 6412672 req, miss ratio 0.0427, byte miss ratio 0.0427
result/tencentBlock.ns13141.oracleGeneral.zst LeCaR cache size    68374, 6412672 req, miss ratio 0.0304, byte miss ratio 0.0304
result/tencentBlock.ns13141.oracleGeneral.zst LeCaR cache size   136748, 6412672 req, miss ratio 0.0268, byte miss ratio 0.0268
result/tencentBlock.ns13141.oracleGeneral.zst clock2 cache size      170, 6412672 req, miss ratio 0.2673, byte miss ratio 0.2673
result/tencentBlock.ns13141.oracleGeneral.zst clock2 cache size      512, 6412672 req, miss ratio 0.1998, byte miss ratio 0.1998
result/tencentBlock.ns13141.oracleGeneral.zst clock2 cache size     1709, 6412672 req, miss ratio 0.1666, byte miss ratio 0.1666
result/tencentBlock.ns13141.oracleGeneral.zst clock2 cache size     5128, 6412672 req, miss ratio 0.1549, byte miss ratio 0.1549
result/tencentBlock.ns13141.oracleGeneral.zst clock2 cache size    17093, 6412672 req, miss ratio 0.1006, byte miss ratio 0.1006
result/tencentBlock.ns13141.oracleGeneral.zst clock2 cache size    34187, 6412672 req, miss ratio 0.0485, byte miss ratio 0.0485
result/tencentBlock.ns13141.oracleGeneral.zst clock2 cache size    68374, 6412672 req, miss ratio 0.0322, byte miss ratio 0.0322
result/tencentBlock.ns13141.oracleGeneral.zst clock2 cache size   136748, 6412672 req, miss ratio 0.0274, byte miss ratio 0.0274
result/tencentBlock.ns13141.oracleGeneral.zst Clock cache size      170, 6412672 req, miss ratio 0.2721, byte miss ratio 0.2721
result/tencentBlock.ns13141.oracleGeneral.zst Clock cache size      512, 6412672 req, miss ratio 0.1999, byte miss ratio 0.1999
result/tencentBlock.ns13141.oracleGeneral.zst Clock cache size     1709, 6412672 req, miss ratio 0.1681, byte miss ratio 0.1681
result/tencentBlock.ns13141.oracleGeneral.zst Clock cache size     5128, 6412672 req, miss ratio 0.1558, byte miss ratio 0.1558
result/tencentBlock.ns13141.oracleGeneral.zst Clock cache size    17093, 6412672 req, miss ratio 0.0951, byte miss ratio 0.0951
result/tencentBlock.ns13141.oracleGeneral.zst Clock cache size    34187, 6412672 req, miss ratio 0.0482, byte miss ratio 0.0482
result/tencentBlock.ns13141.oracleGeneral.zst Clock cache size    68374, 6412672 req, miss ratio 0.0306, byte miss ratio 0.0306
result/tencentBlock.ns13141.oracleGeneral.zst Clock cache size   136748, 6412672 req, miss ratio 0.0274, byte miss ratio 0.0274
result/tencentBlock.ns13141.oracleGeneral.zst LIRS cache size      170, 6412672 req, miss ratio 0.2373, byte miss ratio 0.2373
result/tencentBlock.ns13141.oracleGeneral.zst LIRS cache size      512, 6412672 req, miss ratio 0.1917, byte miss ratio 0.1917
result/tencentBlock.ns13141.oracleGeneral.zst LIRS cache size     1709, 6412672 req, miss ratio 0.1664, byte miss ratio 0.1664
result/tencentBlock.ns13141.oracleGeneral.zst LIRS cache size     5128, 6412672 req, miss ratio 0.1456, byte miss ratio 0.1456
result/tencentBlock.ns13141.oracleGeneral.zst LIRS cache size    17093, 6412672 req, miss ratio 0.0854, byte miss ratio 0.0854
result/tencentBlock.ns13141.oracleGeneral.zst LIRS cache size    34187, 6412672 req, miss ratio 0.0428, byte miss ratio 0.0428
result/tencentBlock.ns13141.oracleGeneral.zst LIRS cache size    68374, 6412672 req, miss ratio 0.0309, byte miss ratio 0.0309
result/tencentBlock.ns13141.oracleGeneral.zst LIRS cache size   136748, 6412672 req, miss ratio 0.0270, byte miss ratio 0.0270
result/tencentBlock.ns13141.oracleGeneral.zst LRU cache size      170, 6412672 req, miss ratio 0.2823, byte miss ratio 0.2823
result/tencentBlock.ns13141.oracleGeneral.zst LRU cache size      512, 6412672 req, miss ratio 0.2022, byte miss ratio 0.2022
result/tencentBlock.ns13141.oracleGeneral.zst LRU cache size     1709, 6412672 req, miss ratio 0.1697, byte miss ratio 0.1697
result/tencentBlock.ns13141.oracleGeneral.zst LRU cache size     5128, 6412672 req, miss ratio 0.1570, byte miss ratio 0.1570
result/tencentBlock.ns13141.oracleGeneral.zst LRU cache size    17093, 6412672 req, miss ratio 0.0933, byte miss ratio 0.0933
result/tencentBlock.ns13141.oracleGeneral.zst LRU cache size    34187, 6412672 req, miss ratio 0.0457, byte miss ratio 0.0457
result/tencentBlock.ns13141.oracleGeneral.zst LRU cache size    68374, 6412672 req, miss ratio 0.0297, byte miss ratio 0.0297
result/tencentBlock.ns13141.oracleGeneral.zst LRU cache size   136748, 6412672 req, miss ratio 0.0268, byte miss ratio 0.0268
result/tencentBlock.ns13141.oracleGeneral.zst S3FIFO-d-1 cache size      170, 6412672 req, miss ratio 0.2341, byte miss ratio 0.2341
result/tencentBlock.ns13141.oracleGeneral.zst S3FIFO-d-1 cache size      512, 6412672 req, miss ratio 0.1831, byte miss ratio 0.1831
result/tencentBlock.ns13141.oracleGeneral.zst S3FIFO-d-1 cache size     1709, 6412672 req, miss ratio 0.1607, byte miss ratio 0.1607
result/tencentBlock.ns13141.oracleGeneral.zst S3FIFO-d-1 cache size     5128, 6412672 req, miss ratio 0.1427, byte miss ratio 0.1427
result/tencentBlock.ns13141.oracleGeneral.zst S3FIFO-d-1 cache size    17093, 6412672 req, miss ratio 0.0930, byte miss ratio 0.0930
result/tencentBlock.ns13141.oracleGeneral.zst S3FIFO-d-1 cache size    34187, 6412672 req, miss ratio 0.0402, byte miss ratio 0.0402
result/tencentBlock.ns13141.oracleGeneral.zst S3FIFO-d-1 cache size    68374, 6412672 req, miss ratio 0.0304, byte miss ratio 0.0304
result/tencentBlock.ns13141.oracleGeneral.zst S3FIFO-d-1 cache size   136748, 6412672 req, miss ratio 0.0274, byte miss ratio 0.0274
result/tencentBlock.ns13141.oracleGeneral.zst LRB cache size      170, 6412672 req, miss ratio 0.2550, byte miss ratio 0.2550
result/tencentBlock.ns13141.oracleGeneral.zst LRB cache size      512, 6412672 req, miss ratio 0.1868, byte miss ratio 0.1868
result/tencentBlock.ns13141.oracleGeneral.zst LRB cache size     1709, 6412672 req, miss ratio 0.1584, byte miss ratio 0.1584
result/tencentBlock.ns13141.oracleGeneral.zst LRB cache size     5128, 6412672 req, miss ratio 0.1339, byte miss ratio 0.1339
result/tencentBlock.ns13141.oracleGeneral.zst LRB cache size    17093, 6412672 req, miss ratio 0.0690, byte miss ratio 0.0690
result/tencentBlock.ns13141.oracleGeneral.zst LRB cache size    34187, 6412672 req, miss ratio 0.0396, byte miss ratio 0.0396
result/tencentBlock.ns13141.oracleGeneral.zst LRB cache size    68374, 6412672 req, miss ratio 0.0310, byte miss ratio 0.0310
result/tencentBlock.ns13141.oracleGeneral.zst LRB cache size   136748, 6412672 req, miss ratio 0.0272, byte miss ratio 0.0272
result/tencentBlock.ns13141.oracleGeneral.zst S4LRU(25:25:25:25) cache size      170, 6412672 req, miss ratio 0.2477, byte miss ratio 0.2477
result/tencentBlock.ns13141.oracleGeneral.zst S4LRU(25:25:25:25) cache size      512, 6412672 req, miss ratio 0.1941, byte miss ratio 0.1941
result/tencentBlock.ns13141.oracleGeneral.zst S4LRU(25:25:25:25) cache size     1709, 6412672 req, miss ratio 0.1642, byte miss ratio 0.1642
result/tencentBlock.ns13141.oracleGeneral.zst S4LRU(25:25:25:25) cache size     5128, 6412672 req, miss ratio 0.1504, byte miss ratio 0.1504
result/tencentBlock.ns13141.oracleGeneral.zst S4LRU(25:25:25:25) cache size    17093, 6412672 req, miss ratio 0.1202, byte miss ratio 0.1202
result/tencentBlock.ns13141.oracleGeneral.zst S4LRU(25:25:25:25) cache size    34187, 6412672 req, miss ratio 0.0443, byte miss ratio 0.0443
result/tencentBlock.ns13141.oracleGeneral.zst S4LRU(25:25:25:25) cache size    68374, 6412672 req, miss ratio 0.0307, byte miss ratio 0.0307
result/tencentBlock.ns13141.oracleGeneral.zst S4LRU(25:25:25:25) cache size   136748, 6412672 req, miss ratio 0.0274, byte miss ratio 0.0274
result/tencentBlock.ns13141.oracleGeneral.zst B-LRU cache size      170, 6412672 req, miss ratio 0.2919, byte miss ratio 0.2919
result/tencentBlock.ns13141.oracleGeneral.zst B-LRU cache size      512, 6412672 req, miss ratio 0.2151, byte miss ratio 0.2151
result/tencentBlock.ns13141.oracleGeneral.zst B-LRU cache size     1709, 6412672 req, miss ratio 0.1841, byte miss ratio 0.1841
result/tencentBlock.ns13141.oracleGeneral.zst B-LRU cache size     5128, 6412672 req, miss ratio 0.1717, byte miss ratio 0.1717
result/tencentBlock.ns13141.oracleGeneral.zst B-LRU cache size    17093, 6412672 req, miss ratio 0.1039, byte miss ratio 0.1039
result/tencentBlock.ns13141.oracleGeneral.zst B-LRU cache size    34187, 6412672 req, miss ratio 0.0618, byte miss ratio 0.0618
result/tencentBlock.ns13141.oracleGeneral.zst B-LRU cache size    68374, 6412672 req, miss ratio 0.0499, byte miss ratio 0.0499
result/tencentBlock.ns13141.oracleGeneral.zst B-LRU cache size   136748, 6412672 req, miss ratio 0.0488, byte miss ratio 0.0488
result/tencentBlock.ns13141.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      170, 6412672 req, miss ratio 0.3106, byte miss ratio 0.3106
result/tencentBlock.ns13141.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      512, 6412672 req, miss ratio 0.2102, byte miss ratio 0.2102
