result/tencentBlock.ns8861.oracleGeneral.zst Cacheus cache size      337, 3975647 req, miss ratio 0.3511, byte miss ratio 0.3511
result/tencentBlock.ns8861.oracleGeneral.zst Cacheus cache size     1011, 3975647 req, miss ratio 0.3344, byte miss ratio 0.3344
result/tencentBlock.ns8861.oracleGeneral.zst Cacheus cache size     3370, 3975647 req, miss ratio 0.3076, byte miss ratio 0.3076
result/tencentBlock.ns8861.oracleGeneral.zst Cacheus cache size    10112, 3975647 req, miss ratio 0.2925, byte miss ratio 0.2925
result/tencentBlock.ns8861.oracleGeneral.zst Cacheus cache size    33708, 3975647 req, miss ratio 0.2617, byte miss ratio 0.2617
result/tencentBlock.ns8861.oracleGeneral.zst Cacheus cache size    67416, 3975647 req, miss ratio 0.2325, byte miss ratio 0.2325
result/tencentBlock.ns8861.oracleGeneral.zst Cacheus cache size   134833, 3975647 req, miss ratio 0.1449, byte miss ratio 0.1449
result/tencentBlock.ns8861.oracleGeneral.zst Cacheus cache size   269667, 3975647 req, miss ratio 0.0863, byte miss ratio 0.0863
result/tencentBlock.ns8861.oracleGeneral.zst ARC cache size      337, 3975647 req, miss ratio 0.3488, byte miss ratio 0.3488
result/tencentBlock.ns8861.oracleGeneral.zst ARC cache size     1011, 3975647 req, miss ratio 0.3341, byte miss ratio 0.3341
result/tencentBlock.ns8861.oracleGeneral.zst ARC cache size     3370, 3975647 req, miss ratio 0.3020, byte miss ratio 0.3020
result/tencentBlock.ns8861.oracleGeneral.zst ARC cache size    10112, 3975647 req, miss ratio 0.2912, byte miss ratio 0.2912
result/tencentBlock.ns8861.oracleGeneral.zst ARC cache size    33708, 3975647 req, miss ratio 0.2592, byte miss ratio 0.2592
result/tencentBlock.ns8861.oracleGeneral.zst ARC cache size    67416, 3975647 req, miss ratio 0.2300, byte miss ratio 0.2300
result/tencentBlock.ns8861.oracleGeneral.zst ARC cache size   134833, 3975647 req, miss ratio 0.1459, byte miss ratio 0.1459
result/tencentBlock.ns8861.oracleGeneral.zst ARC cache size   269667, 3975647 req, miss ratio 0.0863, byte miss ratio 0.0863
result/tencentBlock.ns8861.oracleGeneral.zst LeCaR cache size      337, 3975647 req, miss ratio 0.3629, byte miss ratio 0.3629
result/tencentBlock.ns8861.oracleGeneral.zst LeCaR cache size     1011, 3975647 req, miss ratio 0.3408, byte miss ratio 0.3408
result/tencentBlock.ns8861.oracleGeneral.zst LeCaR cache size     3370, 3975647 req, miss ratio 0.3194, byte miss ratio 0.3194
result/tencentBlock.ns8861.oracleGeneral.zst LeCaR cache size    10112, 3975647 req, miss ratio 0.2942, byte miss ratio 0.2942
result/tencentBlock.ns8861.oracleGeneral.zst LeCaR cache size    33708, 3975647 req, miss ratio 0.2654, byte miss ratio 0.2654
result/tencentBlock.ns8861.oracleGeneral.zst LeCaR cache size    67416, 3975647 req, miss ratio 0.2407, byte miss ratio 0.2407
result/tencentBlock.ns8861.oracleGeneral.zst LeCaR cache size   134833, 3975647 req, miss ratio 0.1458, byte miss ratio 0.1458
result/tencentBlock.ns8861.oracleGeneral.zst LeCaR cache size   269667, 3975647 req, miss ratio 0.0863, byte miss ratio 0.0863
result/tencentBlock.ns8861.oracleGeneral.zst clock2 cache size      337, 3975647 req, miss ratio 0.3651, byte miss ratio 0.3651
