result/tencentBlock.ns10820.oracleGeneral.zst LRU cache size      156, 1427768 req, miss ratio 0.6065, byte miss ratio 0.6065
result/tencentBlock.ns10820.oracleGeneral.zst LRU cache size      469, 1427768 req, miss ratio 0.5726, byte miss ratio 0.5726
result/tencentBlock.ns10820.oracleGeneral.zst LRU cache size     1564, 1427768 req, miss ratio 0.5594, byte miss ratio 0.5594
result/tencentBlock.ns10820.oracleGeneral.zst LRU cache size     4692, 1427768 req, miss ratio 0.5257, byte miss ratio 0.5257
result/tencentBlock.ns10820.oracleGeneral.zst LRU cache size    15642, 1427768 req, miss ratio 0.5057, byte miss ratio 0.5057
result/tencentBlock.ns10820.oracleGeneral.zst LRU cache size    31284, 1427768 req, miss ratio 0.4351, byte miss ratio 0.4351
result/tencentBlock.ns10820.oracleGeneral.zst LRU cache size    62568, 1427768 req, miss ratio 0.2792, byte miss ratio 0.2792
result/tencentBlock.ns10820.oracleGeneral.zst LRU cache size   125136, 1427768 req, miss ratio 0.1314, byte miss ratio 0.1314
result/tencentBlock.ns10820.oracleGeneral.zst FIFO cache size      156, 1427768 req, miss ratio 0.6688, byte miss ratio 0.6688
result/tencentBlock.ns10820.oracleGeneral.zst FIFO cache size      469, 1427768 req, miss ratio 0.6054, byte miss ratio 0.6054
result/tencentBlock.ns10820.oracleGeneral.zst FIFO cache size     1564, 1427768 req, miss ratio 0.5733, byte miss ratio 0.5733
result/tencentBlock.ns10820.oracleGeneral.zst FIFO cache size     4692, 1427768 req, miss ratio 0.5432, byte miss ratio 0.5432
result/tencentBlock.ns10820.oracleGeneral.zst FIFO cache size    15642, 1427768 req, miss ratio 0.5154, byte miss ratio 0.5154
result/tencentBlock.ns10820.oracleGeneral.zst FIFO cache size    31284, 1427768 req, miss ratio 0.4571, byte miss ratio 0.4571
result/tencentBlock.ns10820.oracleGeneral.zst FIFO cache size    62568, 1427768 req, miss ratio 0.3039, byte miss ratio 0.3039
result/tencentBlock.ns10820.oracleGeneral.zst FIFO cache size   125136, 1427768 req, miss ratio 0.1606, byte miss ratio 0.1606
result/tencentBlock.ns10820.oracleGeneral.zst S3FIFO-1 cache size      156, 1427768 req, miss ratio 0.5817, byte miss ratio 0.5817
result/tencentBlock.ns10820.oracleGeneral.zst S3FIFO-1 cache size      469, 1427768 req, miss ratio 0.5606, byte miss ratio 0.5606
result/tencentBlock.ns10820.oracleGeneral.zst S3FIFO-1 cache size     1564, 1427768 req, miss ratio 0.5346, byte miss ratio 0.5346
result/tencentBlock.ns10820.oracleGeneral.zst S3FIFO-1 cache size     4692, 1427768 req, miss ratio 0.5122, byte miss ratio 0.5122
result/tencentBlock.ns10820.oracleGeneral.zst S3FIFO-1 cache size    15642, 1427768 req, miss ratio 0.4573, byte miss ratio 0.4573
result/tencentBlock.ns10820.oracleGeneral.zst S3FIFO-1 cache size    31284, 1427768 req, miss ratio 0.3906, byte miss ratio 0.3906
result/tencentBlock.ns10820.oracleGeneral.zst S3FIFO-1 cache size    62568, 1427768 req, miss ratio 0.2767, byte miss ratio 0.2767
result/tencentBlock.ns10820.oracleGeneral.zst S3FIFO-1 cache size   125136, 1427768 req, miss ratio 0.1308, byte miss ratio 0.1308
result/tencentBlock.ns10820.oracleGeneral.zst clock2 cache size      156, 1427768 req, miss ratio 0.6010, byte miss ratio 0.6010
result/tencentBlock.ns10820.oracleGeneral.zst clock2 cache size      469, 1427768 req, miss ratio 0.5713, byte miss ratio 0.5713
result/tencentBlock.ns10820.oracleGeneral.zst clock2 cache size     1564, 1427768 req, miss ratio 0.5588, byte miss ratio 0.5588
result/tencentBlock.ns10820.oracleGeneral.zst clock2 cache size     4692, 1427768 req, miss ratio 0.5242, byte miss ratio 0.5242
result/tencentBlock.ns10820.oracleGeneral.zst clock2 cache size    15642, 1427768 req, miss ratio 0.5094, byte miss ratio 0.5094
result/tencentBlock.ns10820.oracleGeneral.zst clock2 cache size    31284, 1427768 req, miss ratio 0.4440, byte miss ratio 0.4440
result/tencentBlock.ns10820.oracleGeneral.zst clock2 cache size    62568, 1427768 req, miss ratio 0.3623, byte miss ratio 0.3623
result/tencentBlock.ns10820.oracleGeneral.zst clock2 cache size   125136, 1427768 req, miss ratio 0.1306, byte miss ratio 0.1306
result/tencentBlock.ns10820.oracleGeneral.zst LIRS cache size      156, 1427768 req, miss ratio 0.6333, byte miss ratio 0.6333
result/tencentBlock.ns10820.oracleGeneral.zst LIRS cache size      469, 1427768 req, miss ratio 0.6055, byte miss ratio 0.6055
result/tencentBlock.ns10820.oracleGeneral.zst LIRS cache size     1564, 1427768 req, miss ratio 0.5389, byte miss ratio 0.5389
result/tencentBlock.ns10820.oracleGeneral.zst LIRS cache size     4692, 1427768 req, miss ratio 0.5137, byte miss ratio 0.5137
result/tencentBlock.ns10820.oracleGeneral.zst LIRS cache size    15642, 1427768 req, miss ratio 0.4597, byte miss ratio 0.4597
result/tencentBlock.ns10820.oracleGeneral.zst LIRS cache size    31284, 1427768 req, miss ratio 0.3878, byte miss ratio 0.3878
result/tencentBlock.ns10820.oracleGeneral.zst LIRS cache size    62568, 1427768 req, miss ratio 0.2570, byte miss ratio 0.2570
result/tencentBlock.ns10820.oracleGeneral.zst LIRS cache size   125136, 1427768 req, miss ratio 0.1295, byte miss ratio 0.1295
result/tencentBlock.ns10820.oracleGeneral.zst Cacheus cache size      156, 1427768 req, miss ratio 0.5806, byte miss ratio 0.5806
result/tencentBlock.ns10820.oracleGeneral.zst Cacheus cache size      469, 1427768 req, miss ratio 0.5653, byte miss ratio 0.5653
result/tencentBlock.ns10820.oracleGeneral.zst Cacheus cache size     1564, 1427768 req, miss ratio 0.5354, byte miss ratio 0.5354
result/tencentBlock.ns10820.oracleGeneral.zst Cacheus cache size     4692, 1427768 req, miss ratio 0.5166, byte miss ratio 0.5166
result/tencentBlock.ns10820.oracleGeneral.zst Cacheus cache size    15642, 1427768 req, miss ratio 0.4759, byte miss ratio 0.4759
result/tencentBlock.ns10820.oracleGeneral.zst Cacheus cache size    31284, 1427768 req, miss ratio 0.4366, byte miss ratio 0.4366
result/tencentBlock.ns10820.oracleGeneral.zst Cacheus cache size    62568, 1427768 req, miss ratio 0.2761, byte miss ratio 0.2761
result/tencentBlock.ns10820.oracleGeneral.zst Cacheus cache size   125136, 1427768 req, miss ratio 0.1297, byte miss ratio 0.1297
result/tencentBlock.ns10820.oracleGeneral.zst ARC cache size      156, 1427768 req, miss ratio 0.5796, byte miss ratio 0.5796
result/tencentBlock.ns10820.oracleGeneral.zst ARC cache size      469, 1427768 req, miss ratio 0.5645, byte miss ratio 0.5645
result/tencentBlock.ns10820.oracleGeneral.zst ARC cache size     1564, 1427768 req, miss ratio 0.5361, byte miss ratio 0.5361
result/tencentBlock.ns10820.oracleGeneral.zst ARC cache size     4692, 1427768 req, miss ratio 0.5148, byte miss ratio 0.5148
result/tencentBlock.ns10820.oracleGeneral.zst ARC cache size    15642, 1427768 req, miss ratio 0.4674, byte miss ratio 0.4674
result/tencentBlock.ns10820.oracleGeneral.zst ARC cache size    31284, 1427768 req, miss ratio 0.4102, byte miss ratio 0.4102
result/tencentBlock.ns10820.oracleGeneral.zst ARC cache size    62568, 1427768 req, miss ratio 0.3005, byte miss ratio 0.3005
result/tencentBlock.ns10820.oracleGeneral.zst ARC cache size   125136, 1427768 req, miss ratio 0.1266, byte miss ratio 0.1266
result/tencentBlock.ns10820.oracleGeneral.zst LHD cache size      156, 1427768 req, miss ratio 0.5930, byte miss ratio 0.5930
result/tencentBlock.ns10820.oracleGeneral.zst LHD cache size      469, 1427768 req, miss ratio 0.5714, byte miss ratio 0.5714
result/tencentBlock.ns10820.oracleGeneral.zst LHD cache size     1564, 1427768 req, miss ratio 0.5539, byte miss ratio 0.5539
result/tencentBlock.ns10820.oracleGeneral.zst LHD cache size     4692, 1427768 req, miss ratio 0.5232, byte miss ratio 0.5232
result/tencentBlock.ns10820.oracleGeneral.zst LHD cache size    15642, 1427768 req, miss ratio 0.4888, byte miss ratio 0.4888
result/tencentBlock.ns10820.oracleGeneral.zst LHD cache size    31284, 1427768 req, miss ratio 0.4163, byte miss ratio 0.4163
result/tencentBlock.ns10820.oracleGeneral.zst LHD cache size    62568, 1427768 req, miss ratio 0.2856, byte miss ratio 0.2856
result/tencentBlock.ns10820.oracleGeneral.zst LHD cache size   125136, 1427768 req, miss ratio 0.1270, byte miss ratio 0.1270
result/tencentBlock.ns10820.oracleGeneral.zst LeCaR cache size      156, 1427768 req, miss ratio 0.5972, byte miss ratio 0.5972
result/tencentBlock.ns10820.oracleGeneral.zst LeCaR cache size      469, 1427768 req, miss ratio 0.5712, byte miss ratio 0.5712
result/tencentBlock.ns10820.oracleGeneral.zst LeCaR cache size     1564, 1427768 req, miss ratio 0.5576, byte miss ratio 0.5576
result/tencentBlock.ns10820.oracleGeneral.zst LeCaR cache size     4692, 1427768 req, miss ratio 0.5242, byte miss ratio 0.5242
result/tencentBlock.ns10820.oracleGeneral.zst LeCaR cache size    15642, 1427768 req, miss ratio 0.5038, byte miss ratio 0.5038
result/tencentBlock.ns10820.oracleGeneral.zst LeCaR cache size    31284, 1427768 req, miss ratio 0.4264, byte miss ratio 0.4264
result/tencentBlock.ns10820.oracleGeneral.zst LeCaR cache size    62568, 1427768 req, miss ratio 0.2722, byte miss ratio 0.2722
result/tencentBlock.ns10820.oracleGeneral.zst LeCaR cache size   125136, 1427768 req, miss ratio 0.1297, byte miss ratio 0.1297
result/tencentBlock.ns10820.oracleGeneral.zst Clock cache size      156, 1427768 req, miss ratio 0.6025, byte miss ratio 0.6025
result/tencentBlock.ns10820.oracleGeneral.zst Clock cache size      469, 1427768 req, miss ratio 0.5718, byte miss ratio 0.5718
