result/tencentBlock.ns2399.oracleGeneral.zst FIFO cache size      423, 2755079 req, miss ratio 0.6248, byte miss ratio 0.6248
result/tencentBlock.ns2399.oracleGeneral.zst FIFO cache size     1269, 2755079 req, miss ratio 0.5346, byte miss ratio 0.5346
result/tencentBlock.ns2399.oracleGeneral.zst FIFO cache size     4230, 2755079 req, miss ratio 0.4586, byte miss ratio 0.4586
result/tencentBlock.ns2399.oracleGeneral.zst FIFO cache size    12691, 2755079 req, miss ratio 0.3972, byte miss ratio 0.3972
result/tencentBlock.ns2399.oracleGeneral.zst FIFO cache size    42304, 2755079 req, miss ratio 0.3321, byte miss ratio 0.3321
result/tencentBlock.ns2399.oracleGeneral.zst FIFO cache size    84609, 2755079 req, miss ratio 0.2889, byte miss ratio 0.2889
result/tencentBlock.ns2399.oracleGeneral.zst FIFO cache size   169219, 2755079 req, miss ratio 0.2154, byte miss ratio 0.2154
result/tencentBlock.ns2399.oracleGeneral.zst FIFO cache size   338438, 2755079 req, miss ratio 0.1677, byte miss ratio 0.1677
result/tencentBlock.ns2399.oracleGeneral.zst clock2 cache size      423, 2755079 req, miss ratio 0.5471, byte miss ratio 0.5471
result/tencentBlock.ns2399.oracleGeneral.zst clock2 cache size     1269, 2755079 req, miss ratio 0.4704, byte miss ratio 0.4704
result/tencentBlock.ns2399.oracleGeneral.zst clock2 cache size     4230, 2755079 req, miss ratio 0.4309, byte miss ratio 0.4309
result/tencentBlock.ns2399.oracleGeneral.zst clock2 cache size    12691, 2755079 req, miss ratio 0.3884, byte miss ratio 0.3884
result/tencentBlock.ns2399.oracleGeneral.zst clock2 cache size    42304, 2755079 req, miss ratio 0.3207, byte miss ratio 0.3207
result/tencentBlock.ns2399.oracleGeneral.zst clock2 cache size    84609, 2755079 req, miss ratio 0.2667, byte miss ratio 0.2667
result/tencentBlock.ns2399.oracleGeneral.zst clock2 cache size   169219, 2755079 req, miss ratio 0.1842, byte miss ratio 0.1842
result/tencentBlock.ns2399.oracleGeneral.zst clock2 cache size   338438, 2755079 req, miss ratio 0.1543, byte miss ratio 0.1543
