result/tencentBlock.ns14012.oracleGeneral.zst LRU cache size      129, 1941561 req, miss ratio 0.4750, byte miss ratio 0.4750
result/tencentBlock.ns14012.oracleGeneral.zst LRU cache size      387, 1941561 req, miss ratio 0.3603, byte miss ratio 0.3603
result/tencentBlock.ns14012.oracleGeneral.zst LRU cache size     1292, 1941561 req, miss ratio 0.3530, byte miss ratio 0.3530
result/tencentBlock.ns14012.oracleGeneral.zst LRU cache size     3877, 1941561 req, miss ratio 0.3505, byte miss ratio 0.3505
result/tencentBlock.ns14012.oracleGeneral.zst LRU cache size    12925, 1941561 req, miss ratio 0.3431, byte miss ratio 0.3431
result/tencentBlock.ns14012.oracleGeneral.zst LRU cache size    25850, 1941561 req, miss ratio 0.2795, byte miss ratio 0.2795
result/tencentBlock.ns14012.oracleGeneral.zst LRU cache size    51700, 1941561 req, miss ratio 0.2310, byte miss ratio 0.2310
result/tencentBlock.ns14012.oracleGeneral.zst LRU cache size   103401, 1941561 req, miss ratio 0.0818, byte miss ratio 0.0818
result/tencentBlock.ns14012.oracleGeneral.zst ARC cache size      129, 1941561 req, miss ratio 0.3712, byte miss ratio 0.3712
result/tencentBlock.ns14012.oracleGeneral.zst ARC cache size      387, 1941561 req, miss ratio 0.3539, byte miss ratio 0.3539
result/tencentBlock.ns14012.oracleGeneral.zst ARC cache size     1292, 1941561 req, miss ratio 0.3506, byte miss ratio 0.3506
result/tencentBlock.ns14012.oracleGeneral.zst ARC cache size     3877, 1941561 req, miss ratio 0.3502, byte miss ratio 0.3502
result/tencentBlock.ns14012.oracleGeneral.zst ARC cache size    12925, 1941561 req, miss ratio 0.3340, byte miss ratio 0.3340
result/tencentBlock.ns14012.oracleGeneral.zst ARC cache size    25850, 1941561 req, miss ratio 0.2660, byte miss ratio 0.2660
result/tencentBlock.ns14012.oracleGeneral.zst ARC cache size    51700, 1941561 req, miss ratio 0.2213, byte miss ratio 0.2213
result/tencentBlock.ns14012.oracleGeneral.zst ARC cache size   103401, 1941561 req, miss ratio 0.0833, byte miss ratio 0.0833
result/tencentBlock.ns14012.oracleGeneral.zst LIRS cache size      129, 1941561 req, miss ratio 0.4047, byte miss ratio 0.4047
result/tencentBlock.ns14012.oracleGeneral.zst LIRS cache size      387, 1941561 req, miss ratio 0.3903, byte miss ratio 0.3903
result/tencentBlock.ns14012.oracleGeneral.zst LIRS cache size     1292, 1941561 req, miss ratio 0.3552, byte miss ratio 0.3552
result/tencentBlock.ns14012.oracleGeneral.zst LIRS cache size     3877, 1941561 req, miss ratio 0.3502, byte miss ratio 0.3502
result/tencentBlock.ns14012.oracleGeneral.zst LIRS cache size    12925, 1941561 req, miss ratio 0.3103, byte miss ratio 0.3103
result/tencentBlock.ns14012.oracleGeneral.zst LIRS cache size    25850, 1941561 req, miss ratio 0.2597, byte miss ratio 0.2597
result/tencentBlock.ns14012.oracleGeneral.zst LIRS cache size    51700, 1941561 req, miss ratio 0.2217, byte miss ratio 0.2217
result/tencentBlock.ns14012.oracleGeneral.zst LIRS cache size   103401, 1941561 req, miss ratio 0.0811, byte miss ratio 0.0811
result/tencentBlock.ns14012.oracleGeneral.zst LeCaR cache size      129, 1941561 req, miss ratio 0.4059, byte miss ratio 0.4059
result/tencentBlock.ns14012.oracleGeneral.zst LeCaR cache size      387, 1941561 req, miss ratio 0.3583, byte miss ratio 0.3583
result/tencentBlock.ns14012.oracleGeneral.zst LeCaR cache size     1292, 1941561 req, miss ratio 0.3520, byte miss ratio 0.3520
result/tencentBlock.ns14012.oracleGeneral.zst LeCaR cache size     3877, 1941561 req, miss ratio 0.3502, byte miss ratio 0.3502
result/tencentBlock.ns14012.oracleGeneral.zst LeCaR cache size    12925, 1941561 req, miss ratio 0.3423, byte miss ratio 0.3423
result/tencentBlock.ns14012.oracleGeneral.zst LeCaR cache size    25850, 1941561 req, miss ratio 0.2787, byte miss ratio 0.2787
result/tencentBlock.ns14012.oracleGeneral.zst LeCaR cache size    51700, 1941561 req, miss ratio 0.2275, byte miss ratio 0.2275
result/tencentBlock.ns14012.oracleGeneral.zst LeCaR cache size   103401, 1941561 req, miss ratio 0.0818, byte miss ratio 0.0818
