result/tencentBlock.ns9189.oracleGeneral.zst FIFO cache size      204, 1178190 req, miss ratio 0.6410, byte miss ratio 0.6410
result/tencentBlock.ns9189.oracleGeneral.zst FIFO cache size      613, 1178190 req, miss ratio 0.5852, byte miss ratio 0.5852
result/tencentBlock.ns9189.oracleGeneral.zst FIFO cache size     2045, 1178190 req, miss ratio 0.5635, byte miss ratio 0.5635
result/tencentBlock.ns9189.oracleGeneral.zst FIFO cache size     6136, 1178190 req, miss ratio 0.5564, byte miss ratio 0.5564
result/tencentBlock.ns9189.oracleGeneral.zst FIFO cache size    20456, 1178190 req, miss ratio 0.4988, byte miss ratio 0.4988
result/tencentBlock.ns9189.oracleGeneral.zst FIFO cache size    40913, 1178190 req, miss ratio 0.4541, byte miss ratio 0.4541
result/tencentBlock.ns9189.oracleGeneral.zst FIFO cache size    81826, 1178190 req, miss ratio 0.2889, byte miss ratio 0.2889
result/tencentBlock.ns9189.oracleGeneral.zst FIFO cache size   163652, 1178190 req, miss ratio 0.2027, byte miss ratio 0.2027
result/tencentBlock.ns9189.oracleGeneral.zst clock2 cache size      204, 1178190 req, miss ratio 0.5676, byte miss ratio 0.5676
result/tencentBlock.ns9189.oracleGeneral.zst clock2 cache size      613, 1178190 req, miss ratio 0.5574, byte miss ratio 0.5574
result/tencentBlock.ns9189.oracleGeneral.zst clock2 cache size     2045, 1178190 req, miss ratio 0.5536, byte miss ratio 0.5536
result/tencentBlock.ns9189.oracleGeneral.zst clock2 cache size     6136, 1178190 req, miss ratio 0.5529, byte miss ratio 0.5529
result/tencentBlock.ns9189.oracleGeneral.zst clock2 cache size    20456, 1178190 req, miss ratio 0.4810, byte miss ratio 0.4810
result/tencentBlock.ns9189.oracleGeneral.zst clock2 cache size    40913, 1178190 req, miss ratio 0.4304, byte miss ratio 0.4304
result/tencentBlock.ns9189.oracleGeneral.zst clock2 cache size    81826, 1178190 req, miss ratio 0.2475, byte miss ratio 0.2475
result/tencentBlock.ns9189.oracleGeneral.zst clock2 cache size   163652, 1178190 req, miss ratio 0.1751, byte miss ratio 0.1751
result/tencentBlock.ns9189.oracleGeneral.zst LHD cache size      204, 1178190 req, miss ratio 0.5680, byte miss ratio 0.5680
result/tencentBlock.ns9189.oracleGeneral.zst LHD cache size      613, 1178190 req, miss ratio 0.5574, byte miss ratio 0.5574
result/tencentBlock.ns9189.oracleGeneral.zst LHD cache size     2045, 1178190 req, miss ratio 0.5534, byte miss ratio 0.5534
result/tencentBlock.ns9189.oracleGeneral.zst LHD cache size     6136, 1178190 req, miss ratio 0.5526, byte miss ratio 0.5526
result/tencentBlock.ns9189.oracleGeneral.zst LHD cache size    20456, 1178190 req, miss ratio 0.4802, byte miss ratio 0.4802
result/tencentBlock.ns9189.oracleGeneral.zst LHD cache size    40913, 1178190 req, miss ratio 0.4222, byte miss ratio 0.4222
result/tencentBlock.ns9189.oracleGeneral.zst LHD cache size    81826, 1178190 req, miss ratio 0.2440, byte miss ratio 0.2440
result/tencentBlock.ns9189.oracleGeneral.zst LHD cache size   163652, 1178190 req, miss ratio 0.1751, byte miss ratio 0.1751
result/tencentBlock.ns9189.oracleGeneral.zst ARC cache size      204, 1178190 req, miss ratio 0.5602, byte miss ratio 0.5602
result/tencentBlock.ns9189.oracleGeneral.zst ARC cache size      613, 1178190 req, miss ratio 0.5554, byte miss ratio 0.5554
result/tencentBlock.ns9189.oracleGeneral.zst ARC cache size     2045, 1178190 req, miss ratio 0.5538, byte miss ratio 0.5538
result/tencentBlock.ns9189.oracleGeneral.zst ARC cache size     6136, 1178190 req, miss ratio 0.5531, byte miss ratio 0.5531
result/tencentBlock.ns9189.oracleGeneral.zst ARC cache size    20456, 1178190 req, miss ratio 0.4657, byte miss ratio 0.4657
result/tencentBlock.ns9189.oracleGeneral.zst ARC cache size    40913, 1178190 req, miss ratio 0.3777, byte miss ratio 0.3777
result/tencentBlock.ns9189.oracleGeneral.zst ARC cache size    81826, 1178190 req, miss ratio 0.2254, byte miss ratio 0.2254
result/tencentBlock.ns9189.oracleGeneral.zst ARC cache size   163652, 1178190 req, miss ratio 0.1751, byte miss ratio 0.1751
result/tencentBlock.ns9189.oracleGeneral.zst LIRS cache size      204, 1178190 req, miss ratio 0.6127, byte miss ratio 0.6127
result/tencentBlock.ns9189.oracleGeneral.zst LIRS cache size      613, 1178190 req, miss ratio 0.5999, byte miss ratio 0.5999
result/tencentBlock.ns9189.oracleGeneral.zst LIRS cache size     2045, 1178190 req, miss ratio 0.5709, byte miss ratio 0.5709
result/tencentBlock.ns9189.oracleGeneral.zst LIRS cache size     6136, 1178190 req, miss ratio 0.5383, byte miss ratio 0.5383
result/tencentBlock.ns9189.oracleGeneral.zst LIRS cache size    20456, 1178190 req, miss ratio 0.4515, byte miss ratio 0.4515
result/tencentBlock.ns9189.oracleGeneral.zst LIRS cache size    40913, 1178190 req, miss ratio 0.3552, byte miss ratio 0.3552
result/tencentBlock.ns9189.oracleGeneral.zst LIRS cache size    81826, 1178190 req, miss ratio 0.2155, byte miss ratio 0.2155
result/tencentBlock.ns9189.oracleGeneral.zst LIRS cache size   163652, 1178190 req, miss ratio 0.1749, byte miss ratio 0.1749
result/tencentBlock.ns9189.oracleGeneral.zst LeCaR cache size      204, 1178190 req, miss ratio 0.5670, byte miss ratio 0.5670
result/tencentBlock.ns9189.oracleGeneral.zst LeCaR cache size      613, 1178190 req, miss ratio 0.5566, byte miss ratio 0.5566
result/tencentBlock.ns9189.oracleGeneral.zst LeCaR cache size     2045, 1178190 req, miss ratio 0.5537, byte miss ratio 0.5537
result/tencentBlock.ns9189.oracleGeneral.zst LeCaR cache size     6136, 1178190 req, miss ratio 0.5529, byte miss ratio 0.5529
result/tencentBlock.ns9189.oracleGeneral.zst LeCaR cache size    20456, 1178190 req, miss ratio 0.4713, byte miss ratio 0.4713
result/tencentBlock.ns9189.oracleGeneral.zst LeCaR cache size    40913, 1178190 req, miss ratio 0.4338, byte miss ratio 0.4338
result/tencentBlock.ns9189.oracleGeneral.zst LeCaR cache size    81826, 1178190 req, miss ratio 0.2274, byte miss ratio 0.2274
result/tencentBlock.ns9189.oracleGeneral.zst LeCaR cache size   163652, 1178190 req, miss ratio 0.1751, byte miss ratio 0.1751
result/tencentBlock.ns9189.oracleGeneral.zst LRU cache size      204, 1178190 req, miss ratio 0.5707, byte miss ratio 0.5707
result/tencentBlock.ns9189.oracleGeneral.zst LRU cache size      613, 1178190 req, miss ratio 0.5567, byte miss ratio 0.5567
result/tencentBlock.ns9189.oracleGeneral.zst LRU cache size     2045, 1178190 req, miss ratio 0.5539, byte miss ratio 0.5539
result/tencentBlock.ns9189.oracleGeneral.zst LRU cache size     6136, 1178190 req, miss ratio 0.5530, byte miss ratio 0.5530
result/tencentBlock.ns9189.oracleGeneral.zst LRU cache size    20456, 1178190 req, miss ratio 0.4717, byte miss ratio 0.4717
result/tencentBlock.ns9189.oracleGeneral.zst LRU cache size    40913, 1178190 req, miss ratio 0.4373, byte miss ratio 0.4373
result/tencentBlock.ns9189.oracleGeneral.zst LRU cache size    81826, 1178190 req, miss ratio 0.2514, byte miss ratio 0.2514
result/tencentBlock.ns9189.oracleGeneral.zst LRU cache size   163652, 1178190 req, miss ratio 0.1752, byte miss ratio 0.1752
result/tencentBlock.ns9189.oracleGeneral.zst Cacheus cache size      204, 1178190 req, miss ratio 0.5597, byte miss ratio 0.5597
result/tencentBlock.ns9189.oracleGeneral.zst Cacheus cache size      613, 1178190 req, miss ratio 0.5551, byte miss ratio 0.5551
result/tencentBlock.ns9189.oracleGeneral.zst Cacheus cache size     2045, 1178190 req, miss ratio 0.5532, byte miss ratio 0.5532
result/tencentBlock.ns9189.oracleGeneral.zst Cacheus cache size     6136, 1178190 req, miss ratio 0.5527, byte miss ratio 0.5527
result/tencentBlock.ns9189.oracleGeneral.zst Cacheus cache size    20456, 1178190 req, miss ratio 0.4828, byte miss ratio 0.4828
result/tencentBlock.ns9189.oracleGeneral.zst Cacheus cache size    40913, 1178190 req, miss ratio 0.4291, byte miss ratio 0.4291
result/tencentBlock.ns9189.oracleGeneral.zst Cacheus cache size    81826, 1178190 req, miss ratio 0.2367, byte miss ratio 0.2367
result/tencentBlock.ns9189.oracleGeneral.zst Cacheus cache size   163652, 1178190 req, miss ratio 0.1765, byte miss ratio 0.1765
result/tencentBlock.ns9189.oracleGeneral.zst Clock cache size      204, 1178190 req, miss ratio 0.5690, byte miss ratio 0.5690
result/tencentBlock.ns9189.oracleGeneral.zst Clock cache size      613, 1178190 req, miss ratio 0.5567, byte miss ratio 0.5567
result/tencentBlock.ns9189.oracleGeneral.zst Clock cache size     2045, 1178190 req, miss ratio 0.5537, byte miss ratio 0.5537
result/tencentBlock.ns9189.oracleGeneral.zst Clock cache size     6136, 1178190 req, miss ratio 0.5529, byte miss ratio 0.5529
result/tencentBlock.ns9189.oracleGeneral.zst Clock cache size    20456, 1178190 req, miss ratio 0.4718, byte miss ratio 0.4718
result/tencentBlock.ns9189.oracleGeneral.zst Clock cache size    40913, 1178190 req, miss ratio 0.4312, byte miss ratio 0.4312
result/tencentBlock.ns9189.oracleGeneral.zst Clock cache size    81826, 1178190 req, miss ratio 0.2483, byte miss ratio 0.2483
result/tencentBlock.ns9189.oracleGeneral.zst Clock cache size   163652, 1178190 req, miss ratio 0.1751, byte miss ratio 0.1751
result/tencentBlock.ns9189.oracleGeneral.zst S3FIFO-1 cache size      204, 1178190 req, miss ratio 0.5769, byte miss ratio 0.5769
result/tencentBlock.ns9189.oracleGeneral.zst S3FIFO-1 cache size      613, 1178190 req, miss ratio 0.5556, byte miss ratio 0.5556
result/tencentBlock.ns9189.oracleGeneral.zst S3FIFO-1 cache size     2045, 1178190 req, miss ratio 0.5537, byte miss ratio 0.5537
result/tencentBlock.ns9189.oracleGeneral.zst S3FIFO-1 cache size     6136, 1178190 req, miss ratio 0.5526, byte miss ratio 0.5526
result/tencentBlock.ns9189.oracleGeneral.zst S3FIFO-1 cache size    20456, 1178190 req, miss ratio 0.4572, byte miss ratio 0.4572
result/tencentBlock.ns9189.oracleGeneral.zst S3FIFO-1 cache size    40913, 1178190 req, miss ratio 0.3931, byte miss ratio 0.3931
result/tencentBlock.ns9189.oracleGeneral.zst S3FIFO-1 cache size    81826, 1178190 req, miss ratio 0.2209, byte miss ratio 0.2209
result/tencentBlock.ns9189.oracleGeneral.zst S3FIFO-1 cache size   163652, 1178190 req, miss ratio 0.1751, byte miss ratio 0.1751
result/tencentBlock.ns9189.oracleGeneral.zst S3FIFO-d-1 cache size      204, 1178190 req, miss ratio 0.5593, byte miss ratio 0.5593
result/tencentBlock.ns9189.oracleGeneral.zst S3FIFO-d-1 cache size      613, 1178190 req, miss ratio 0.5555, byte miss ratio 0.5555
result/tencentBlock.ns9189.oracleGeneral.zst S3FIFO-d-1 cache size     2045, 1178190 req, miss ratio 0.5537, byte miss ratio 0.5537
result/tencentBlock.ns9189.oracleGeneral.zst S3FIFO-d-1 cache size     6136, 1178190 req, miss ratio 0.5526, byte miss ratio 0.5526
result/tencentBlock.ns9189.oracleGeneral.zst S3FIFO-d-1 cache size    20456, 1178190 req, miss ratio 0.4568, byte miss ratio 0.4568
result/tencentBlock.ns9189.oracleGeneral.zst S3FIFO-d-1 cache size    40913, 1178190 req, miss ratio 0.3850, byte miss ratio 0.3850
result/tencentBlock.ns9189.oracleGeneral.zst S3FIFO-d-1 cache size    81826, 1178190 req, miss ratio 0.2223, byte miss ratio 0.2223
result/tencentBlock.ns9189.oracleGeneral.zst S3FIFO-d-1 cache size   163652, 1178190 req, miss ratio 0.1751, byte miss ratio 0.1751
result/tencentBlock.ns9189.oracleGeneral.zst LRB cache size      204, 1178190 req, miss ratio 0.6009, byte miss ratio 0.6009
result/tencentBlock.ns9189.oracleGeneral.zst LRB cache size      613, 1178190 req, miss ratio 0.5863, byte miss ratio 0.5863
result/tencentBlock.ns9189.oracleGeneral.zst LRB cache size     2045, 1178190 req, miss ratio 0.5397, byte miss ratio 0.5397
result/tencentBlock.ns9189.oracleGeneral.zst LRB cache size     6136, 1178190 req, miss ratio 0.5141, byte miss ratio 0.5141
result/tencentBlock.ns9189.oracleGeneral.zst LRB cache size    20456, 1178190 req, miss ratio 0.4286, byte miss ratio 0.4286
result/tencentBlock.ns9189.oracleGeneral.zst LRB cache size    40913, 1178190 req, miss ratio 0.3433, byte miss ratio 0.3433
result/tencentBlock.ns9189.oracleGeneral.zst LRB cache size    81826, 1178190 req, miss ratio 0.2215, byte miss ratio 0.2215
result/tencentBlock.ns9189.oracleGeneral.zst LRB cache size   163652, 1178190 req, miss ratio 0.1752, byte miss ratio 0.1752
result/tencentBlock.ns9189.oracleGeneral.zst S4LRU(25:25:25:25) cache size      204, 1178190 req, miss ratio 0.5805, byte miss ratio 0.5805
result/tencentBlock.ns9189.oracleGeneral.zst S4LRU(25:25:25:25) cache size      613, 1178190 req, miss ratio 0.5585, byte miss ratio 0.5585
result/tencentBlock.ns9189.oracleGeneral.zst S4LRU(25:25:25:25) cache size     2045, 1178190 req, miss ratio 0.5526, byte miss ratio 0.5526
result/tencentBlock.ns9189.oracleGeneral.zst S4LRU(25:25:25:25) cache size     6136, 1178190 req, miss ratio 0.5433, byte miss ratio 0.5433
result/tencentBlock.ns9189.oracleGeneral.zst S4LRU(25:25:25:25) cache size    20456, 1178190 req, miss ratio 0.4864, byte miss ratio 0.4864
result/tencentBlock.ns9189.oracleGeneral.zst S4LRU(25:25:25:25) cache size    40913, 1178190 req, miss ratio 0.4275, byte miss ratio 0.4275
result/tencentBlock.ns9189.oracleGeneral.zst S4LRU(25:25:25:25) cache size    81826, 1178190 req, miss ratio 0.2687, byte miss ratio 0.2687
result/tencentBlock.ns9189.oracleGeneral.zst S4LRU(25:25:25:25) cache size   163652, 1178190 req, miss ratio 0.1750, byte miss ratio 0.1750
result/tencentBlock.ns9189.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      204, 1178190 req, miss ratio 0.5799, byte miss ratio 0.5799
result/tencentBlock.ns9189.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      613, 1178190 req, miss ratio 0.5595, byte miss ratio 0.5595
result/tencentBlock.ns9189.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     2045, 1178190 req, miss ratio 0.5542, byte miss ratio 0.5542
result/tencentBlock.ns9189.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     6136, 1178190 req, miss ratio 0.5503, byte miss ratio 0.5503
result/tencentBlock.ns9189.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    20456, 1178190 req, miss ratio 0.5074, byte miss ratio 0.5074
result/tencentBlock.ns9189.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    40913, 1178190 req, miss ratio 0.4354, byte miss ratio 0.4354
result/tencentBlock.ns9189.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    81826, 1178190 req, miss ratio 0.2754, byte miss ratio 0.2754
result/tencentBlock.ns9189.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   163652, 1178190 req, miss ratio 0.1984, byte miss ratio 0.1984
result/tencentBlock.ns9189.oracleGeneral.zst TwoQ cache size      204, 1178190 req, miss ratio 0.5758, byte miss ratio 0.5758
result/tencentBlock.ns9189.oracleGeneral.zst TwoQ cache size      613, 1178190 req, miss ratio 0.5568, byte miss ratio 0.5568
result/tencentBlock.ns9189.oracleGeneral.zst TwoQ cache size     2045, 1178190 req, miss ratio 0.5534, byte miss ratio 0.5534
result/tencentBlock.ns9189.oracleGeneral.zst TwoQ cache size     6136, 1178190 req, miss ratio 0.5528, byte miss ratio 0.5528
