result/tencentBlock.ns14038.oracleGeneral.zst Cacheus cache size      135, 1248839 req, miss ratio 0.5351, byte miss ratio 0.5351
result/tencentBlock.ns14038.oracleGeneral.zst Cacheus cache size      405, 1248839 req, miss ratio 0.4846, byte miss ratio 0.4846
result/tencentBlock.ns14038.oracleGeneral.zst Cacheus cache size     1350, 1248839 req, miss ratio 0.4655, byte miss ratio 0.4655
result/tencentBlock.ns14038.oracleGeneral.zst Cacheus cache size     4050, 1248839 req, miss ratio 0.4594, byte miss ratio 0.4594
result/tencentBlock.ns14038.oracleGeneral.zst Cacheus cache size    13503, 1248839 req, miss ratio 0.4261, byte miss ratio 0.4261
result/tencentBlock.ns14038.oracleGeneral.zst Cacheus cache size    27006, 1248839 req, miss ratio 0.3758, byte miss ratio 0.3758
result/tencentBlock.ns14038.oracleGeneral.zst Cacheus cache size    54012, 1248839 req, miss ratio 0.2833, byte miss ratio 0.2833
result/tencentBlock.ns14038.oracleGeneral.zst Cacheus cache size   108024, 1248839 req, miss ratio 0.1297, byte miss ratio 0.1297
result/tencentBlock.ns14038.oracleGeneral.zst clock2 cache size      135, 1248839 req, miss ratio 0.5700, byte miss ratio 0.5700
result/tencentBlock.ns14038.oracleGeneral.zst clock2 cache size      405, 1248839 req, miss ratio 0.5011, byte miss ratio 0.5011
result/tencentBlock.ns14038.oracleGeneral.zst clock2 cache size     1350, 1248839 req, miss ratio 0.4706, byte miss ratio 0.4706
result/tencentBlock.ns14038.oracleGeneral.zst clock2 cache size     4050, 1248839 req, miss ratio 0.4618, byte miss ratio 0.4618
result/tencentBlock.ns14038.oracleGeneral.zst clock2 cache size    13503, 1248839 req, miss ratio 0.4565, byte miss ratio 0.4565
result/tencentBlock.ns14038.oracleGeneral.zst clock2 cache size    27006, 1248839 req, miss ratio 0.3975, byte miss ratio 0.3975
result/tencentBlock.ns14038.oracleGeneral.zst clock2 cache size    54012, 1248839 req, miss ratio 0.3430, byte miss ratio 0.3430
result/tencentBlock.ns14038.oracleGeneral.zst clock2 cache size   108024, 1248839 req, miss ratio 0.1381, byte miss ratio 0.1381
result/tencentBlock.ns14038.oracleGeneral.zst LHD cache size      135, 1248839 req, miss ratio 0.5693, byte miss ratio 0.5693
result/tencentBlock.ns14038.oracleGeneral.zst LHD cache size      405, 1248839 req, miss ratio 0.4998, byte miss ratio 0.4998
