result/tencentBlock.ns13168.oracleGeneral.zst LRU cache size      320, 3416490 req, miss ratio 0.5488, byte miss ratio 0.5488
result/tencentBlock.ns13168.oracleGeneral.zst LRU cache size      962, 3416490 req, miss ratio 0.4510, byte miss ratio 0.4510
result/tencentBlock.ns13168.oracleGeneral.zst LRU cache size     3209, 3416490 req, miss ratio 0.3460, byte miss ratio 0.3460
result/tencentBlock.ns13168.oracleGeneral.zst LRU cache size     9628, 3416490 req, miss ratio 0.2857, byte miss ratio 0.2857
result/tencentBlock.ns13168.oracleGeneral.zst LRU cache size    32093, 3416490 req, miss ratio 0.2323, byte miss ratio 0.2323
result/tencentBlock.ns13168.oracleGeneral.zst LRU cache size    64186, 3416490 req, miss ratio 0.2030, byte miss ratio 0.2030
result/tencentBlock.ns13168.oracleGeneral.zst LRU cache size   128373, 3416490 req, miss ratio 0.1287, byte miss ratio 0.1287
result/tencentBlock.ns13168.oracleGeneral.zst LRU cache size   256747, 3416490 req, miss ratio 0.0952, byte miss ratio 0.0952
result/tencentBlock.ns13168.oracleGeneral.zst FIFO cache size      320, 3416490 req, miss ratio 0.6538, byte miss ratio 0.6538
result/tencentBlock.ns13168.oracleGeneral.zst FIFO cache size      962, 3416490 req, miss ratio 0.5005, byte miss ratio 0.5005
result/tencentBlock.ns13168.oracleGeneral.zst FIFO cache size     3209, 3416490 req, miss ratio 0.3866, byte miss ratio 0.3866
result/tencentBlock.ns13168.oracleGeneral.zst FIFO cache size     9628, 3416490 req, miss ratio 0.3127, byte miss ratio 0.3127
result/tencentBlock.ns13168.oracleGeneral.zst FIFO cache size    32093, 3416490 req, miss ratio 0.2446, byte miss ratio 0.2446
result/tencentBlock.ns13168.oracleGeneral.zst FIFO cache size    64186, 3416490 req, miss ratio 0.2114, byte miss ratio 0.2114
result/tencentBlock.ns13168.oracleGeneral.zst FIFO cache size   128373, 3416490 req, miss ratio 0.1415, byte miss ratio 0.1415
result/tencentBlock.ns13168.oracleGeneral.zst FIFO cache size   256747, 3416490 req, miss ratio 0.1032, byte miss ratio 0.1032
result/tencentBlock.ns13168.oracleGeneral.zst Clock cache size      320, 3416490 req, miss ratio 0.5369, byte miss ratio 0.5369
result/tencentBlock.ns13168.oracleGeneral.zst Clock cache size      962, 3416490 req, miss ratio 0.4485, byte miss ratio 0.4485
result/tencentBlock.ns13168.oracleGeneral.zst Clock cache size     3209, 3416490 req, miss ratio 0.3384, byte miss ratio 0.3384
result/tencentBlock.ns13168.oracleGeneral.zst Clock cache size     9628, 3416490 req, miss ratio 0.2844, byte miss ratio 0.2844
result/tencentBlock.ns13168.oracleGeneral.zst Clock cache size    32093, 3416490 req, miss ratio 0.2331, byte miss ratio 0.2331
result/tencentBlock.ns13168.oracleGeneral.zst Clock cache size    64186, 3416490 req, miss ratio 0.2022, byte miss ratio 0.2022
result/tencentBlock.ns13168.oracleGeneral.zst Clock cache size   128373, 3416490 req, miss ratio 0.1328, byte miss ratio 0.1328
result/tencentBlock.ns13168.oracleGeneral.zst Clock cache size   256747, 3416490 req, miss ratio 0.0968, byte miss ratio 0.0968
result/tencentBlock.ns13168.oracleGeneral.zst Cacheus cache size      320, 3416490 req, miss ratio 0.5074, byte miss ratio 0.5074
result/tencentBlock.ns13168.oracleGeneral.zst Cacheus cache size      962, 3416490 req, miss ratio 0.4249, byte miss ratio 0.4249
result/tencentBlock.ns13168.oracleGeneral.zst Cacheus cache size     3209, 3416490 req, miss ratio 0.3137, byte miss ratio 0.3137
result/tencentBlock.ns13168.oracleGeneral.zst Cacheus cache size     9628, 3416490 req, miss ratio 0.2811, byte miss ratio 0.2811
result/tencentBlock.ns13168.oracleGeneral.zst Cacheus cache size    32093, 3416490 req, miss ratio 0.2259, byte miss ratio 0.2259
result/tencentBlock.ns13168.oracleGeneral.zst Cacheus cache size    64186, 3416490 req, miss ratio 0.1860, byte miss ratio 0.1860
result/tencentBlock.ns13168.oracleGeneral.zst Cacheus cache size   128373, 3416490 req, miss ratio 0.1238, byte miss ratio 0.1238
result/tencentBlock.ns13168.oracleGeneral.zst Cacheus cache size   256747, 3416490 req, miss ratio 0.0966, byte miss ratio 0.0966
