result/tencentBlock.ns14167.oracleGeneral.zst Cacheus cache size      419, 3611147 req, miss ratio 0.5545, byte miss ratio 0.5545
result/tencentBlock.ns14167.oracleGeneral.zst Cacheus cache size     1259, 3611147 req, miss ratio 0.4462, byte miss ratio 0.4462
result/tencentBlock.ns14167.oracleGeneral.zst Cacheus cache size     4199, 3611147 req, miss ratio 0.3489, byte miss ratio 0.3489
result/tencentBlock.ns14167.oracleGeneral.zst Cacheus cache size    12597, 3611147 req, miss ratio 0.3177, byte miss ratio 0.3177
result/tencentBlock.ns14167.oracleGeneral.zst Cacheus cache size    41993, 3611147 req, miss ratio 0.2659, byte miss ratio 0.2659
result/tencentBlock.ns14167.oracleGeneral.zst Cacheus cache size    83986, 3611147 req, miss ratio 0.2393, byte miss ratio 0.2393
result/tencentBlock.ns14167.oracleGeneral.zst Cacheus cache size   167973, 3611147 req, miss ratio 0.1469, byte miss ratio 0.1469
result/tencentBlock.ns14167.oracleGeneral.zst Cacheus cache size   335946, 3611147 req, miss ratio 0.1175, byte miss ratio 0.1175
result/tencentBlock.ns14167.oracleGeneral.zst Clock cache size      419, 3611147 req, miss ratio 0.5746, byte miss ratio 0.5746
result/tencentBlock.ns14167.oracleGeneral.zst Clock cache size     1259, 3611147 req, miss ratio 0.4759, byte miss ratio 0.4759
result/tencentBlock.ns14167.oracleGeneral.zst Clock cache size     4199, 3611147 req, miss ratio 0.3650, byte miss ratio 0.3650
result/tencentBlock.ns14167.oracleGeneral.zst Clock cache size    12597, 3611147 req, miss ratio 0.3309, byte miss ratio 0.3309
result/tencentBlock.ns14167.oracleGeneral.zst Clock cache size    41993, 3611147 req, miss ratio 0.2707, byte miss ratio 0.2707
result/tencentBlock.ns14167.oracleGeneral.zst Clock cache size    83986, 3611147 req, miss ratio 0.2265, byte miss ratio 0.2265
result/tencentBlock.ns14167.oracleGeneral.zst Clock cache size   167973, 3611147 req, miss ratio 0.1533, byte miss ratio 0.1533
result/tencentBlock.ns14167.oracleGeneral.zst Clock cache size   335946, 3611147 req, miss ratio 0.1174, byte miss ratio 0.1174
result/tencentBlock.ns14167.oracleGeneral.zst S3FIFO-1 cache size      419, 3611147 req, miss ratio 0.5642, byte miss ratio 0.5642
result/tencentBlock.ns14167.oracleGeneral.zst S3FIFO-1 cache size     1259, 3611147 req, miss ratio 0.4057, byte miss ratio 0.4057
result/tencentBlock.ns14167.oracleGeneral.zst S3FIFO-1 cache size     4199, 3611147 req, miss ratio 0.3493, byte miss ratio 0.3493
result/tencentBlock.ns14167.oracleGeneral.zst S3FIFO-1 cache size    12597, 3611147 req, miss ratio 0.3158, byte miss ratio 0.3158
result/tencentBlock.ns14167.oracleGeneral.zst S3FIFO-1 cache size    41993, 3611147 req, miss ratio 0.2708, byte miss ratio 0.2708
result/tencentBlock.ns14167.oracleGeneral.zst S3FIFO-1 cache size    83986, 3611147 req, miss ratio 0.2247, byte miss ratio 0.2247
result/tencentBlock.ns14167.oracleGeneral.zst S3FIFO-1 cache size   167973, 3611147 req, miss ratio 0.1415, byte miss ratio 0.1415
result/tencentBlock.ns14167.oracleGeneral.zst S3FIFO-1 cache size   335946, 3611147 req, miss ratio 0.1174, byte miss ratio 0.1174
result/tencentBlock.ns14167.oracleGeneral.zst LRU cache size      419, 3611147 req, miss ratio 0.5784, byte miss ratio 0.5784
result/tencentBlock.ns14167.oracleGeneral.zst LRU cache size     1259, 3611147 req, miss ratio 0.4792, byte miss ratio 0.4792
result/tencentBlock.ns14167.oracleGeneral.zst LRU cache size     4199, 3611147 req, miss ratio 0.3696, byte miss ratio 0.3696
result/tencentBlock.ns14167.oracleGeneral.zst LRU cache size    12597, 3611147 req, miss ratio 0.3318, byte miss ratio 0.3318
result/tencentBlock.ns14167.oracleGeneral.zst LRU cache size    41993, 3611147 req, miss ratio 0.2689, byte miss ratio 0.2689
result/tencentBlock.ns14167.oracleGeneral.zst LRU cache size    83986, 3611147 req, miss ratio 0.2224, byte miss ratio 0.2224
result/tencentBlock.ns14167.oracleGeneral.zst LRU cache size   167973, 3611147 req, miss ratio 0.1516, byte miss ratio 0.1516
result/tencentBlock.ns14167.oracleGeneral.zst LRU cache size   335946, 3611147 req, miss ratio 0.1182, byte miss ratio 0.1182
result/tencentBlock.ns14167.oracleGeneral.zst LIRS cache size      419, 3611147 req, miss ratio 0.5789, byte miss ratio 0.5789
result/tencentBlock.ns14167.oracleGeneral.zst LIRS cache size     1259, 3611147 req, miss ratio 0.4404, byte miss ratio 0.4404
result/tencentBlock.ns14167.oracleGeneral.zst LIRS cache size     4199, 3611147 req, miss ratio 0.3598, byte miss ratio 0.3598
result/tencentBlock.ns14167.oracleGeneral.zst LIRS cache size    12597, 3611147 req, miss ratio 0.3181, byte miss ratio 0.3181
result/tencentBlock.ns14167.oracleGeneral.zst LIRS cache size    41993, 3611147 req, miss ratio 0.2709, byte miss ratio 0.2709
result/tencentBlock.ns14167.oracleGeneral.zst LIRS cache size    83986, 3611147 req, miss ratio 0.2265, byte miss ratio 0.2265
result/tencentBlock.ns14167.oracleGeneral.zst LIRS cache size   167973, 3611147 req, miss ratio 0.1447, byte miss ratio 0.1447
result/tencentBlock.ns14167.oracleGeneral.zst LIRS cache size   335946, 3611147 req, miss ratio 0.1208, byte miss ratio 0.1208
result/tencentBlock.ns14167.oracleGeneral.zst LHD cache size      419, 3611147 req, miss ratio 0.5720, byte miss ratio 0.5720
result/tencentBlock.ns14167.oracleGeneral.zst LHD cache size     1259, 3611147 req, miss ratio 0.4618, byte miss ratio 0.4618
result/tencentBlock.ns14167.oracleGeneral.zst LHD cache size     4199, 3611147 req, miss ratio 0.3558, byte miss ratio 0.3558
result/tencentBlock.ns14167.oracleGeneral.zst LHD cache size    12597, 3611147 req, miss ratio 0.3200, byte miss ratio 0.3200
