result/tencentBlock.ns20923.oracleGeneral.zst LHD cache size      192, 4389642 req, miss ratio 0.2828, byte miss ratio 0.2828
result/tencentBlock.ns20923.oracleGeneral.zst LHD cache size      577, 4389642 req, miss ratio 0.2371, byte miss ratio 0.2371
result/tencentBlock.ns20923.oracleGeneral.zst LHD cache size     1924, 4389642 req, miss ratio 0.2194, byte miss ratio 0.2194
result/tencentBlock.ns20923.oracleGeneral.zst LHD cache size     5772, 4389642 req, miss ratio 0.2031, byte miss ratio 0.2031
result/tencentBlock.ns20923.oracleGeneral.zst LHD cache size    19240, 4389642 req, miss ratio 0.1563, byte miss ratio 0.1563
result/tencentBlock.ns20923.oracleGeneral.zst LHD cache size    38481, 4389642 req, miss ratio 0.1171, byte miss ratio 0.1171
result/tencentBlock.ns20923.oracleGeneral.zst LHD cache size    76963, 4389642 req, miss ratio 0.0632, byte miss ratio 0.0632
result/tencentBlock.ns20923.oracleGeneral.zst LHD cache size   153926, 4389642 req, miss ratio 0.0449, byte miss ratio 0.0449
result/tencentBlock.ns20923.oracleGeneral.zst clock2 cache size      192, 4389642 req, miss ratio 0.2900, byte miss ratio 0.2900
result/tencentBlock.ns20923.oracleGeneral.zst clock2 cache size      577, 4389642 req, miss ratio 0.2389, byte miss ratio 0.2389
result/tencentBlock.ns20923.oracleGeneral.zst clock2 cache size     1924, 4389642 req, miss ratio 0.2207, byte miss ratio 0.2207
result/tencentBlock.ns20923.oracleGeneral.zst clock2 cache size     5772, 4389642 req, miss ratio 0.2086, byte miss ratio 0.2086
result/tencentBlock.ns20923.oracleGeneral.zst clock2 cache size    19240, 4389642 req, miss ratio 0.1654, byte miss ratio 0.1654
result/tencentBlock.ns20923.oracleGeneral.zst clock2 cache size    38481, 4389642 req, miss ratio 0.1282, byte miss ratio 0.1282
result/tencentBlock.ns20923.oracleGeneral.zst clock2 cache size    76963, 4389642 req, miss ratio 0.0687, byte miss ratio 0.0687
result/tencentBlock.ns20923.oracleGeneral.zst clock2 cache size   153926, 4389642 req, miss ratio 0.0446, byte miss ratio 0.0446
result/tencentBlock.ns20923.oracleGeneral.zst Clock cache size      192, 4389642 req, miss ratio 0.2940, byte miss ratio 0.2940
result/tencentBlock.ns20923.oracleGeneral.zst Clock cache size      577, 4389642 req, miss ratio 0.2411, byte miss ratio 0.2411
result/tencentBlock.ns20923.oracleGeneral.zst Clock cache size     1924, 4389642 req, miss ratio 0.2220, byte miss ratio 0.2220
result/tencentBlock.ns20923.oracleGeneral.zst Clock cache size     5772, 4389642 req, miss ratio 0.2096, byte miss ratio 0.2096
result/tencentBlock.ns20923.oracleGeneral.zst Clock cache size    19240, 4389642 req, miss ratio 0.1641, byte miss ratio 0.1641
result/tencentBlock.ns20923.oracleGeneral.zst Clock cache size    38481, 4389642 req, miss ratio 0.1307, byte miss ratio 0.1307
result/tencentBlock.ns20923.oracleGeneral.zst Clock cache size    76963, 4389642 req, miss ratio 0.0668, byte miss ratio 0.0668
result/tencentBlock.ns20923.oracleGeneral.zst Clock cache size   153926, 4389642 req, miss ratio 0.0446, byte miss ratio 0.0446
result/tencentBlock.ns20923.oracleGeneral.zst LIRS cache size      192, 4389642 req, miss ratio 0.2806, byte miss ratio 0.2806
result/tencentBlock.ns20923.oracleGeneral.zst LIRS cache size      577, 4389642 req, miss ratio 0.2428, byte miss ratio 0.2428
result/tencentBlock.ns20923.oracleGeneral.zst LIRS cache size     1924, 4389642 req, miss ratio 0.2192, byte miss ratio 0.2192
result/tencentBlock.ns20923.oracleGeneral.zst LIRS cache size     5772, 4389642 req, miss ratio 0.2020, byte miss ratio 0.2020
result/tencentBlock.ns20923.oracleGeneral.zst LIRS cache size    19240, 4389642 req, miss ratio 0.1458, byte miss ratio 0.1458
result/tencentBlock.ns20923.oracleGeneral.zst LIRS cache size    38481, 4389642 req, miss ratio 0.1017, byte miss ratio 0.1017
result/tencentBlock.ns20923.oracleGeneral.zst LIRS cache size    76963, 4389642 req, miss ratio 0.0546, byte miss ratio 0.0546
result/tencentBlock.ns20923.oracleGeneral.zst LIRS cache size   153926, 4389642 req, miss ratio 0.0450, byte miss ratio 0.0450
