result/tencentBlock.ns20870.oracleGeneral.zst S3FIFO-1 cache size      118, 2211756 req, miss ratio 0.4213, byte miss ratio 0.4213
result/tencentBlock.ns20870.oracleGeneral.zst S3FIFO-1 cache size      355, 2211756 req, miss ratio 0.2338, byte miss ratio 0.2338
result/tencentBlock.ns20870.oracleGeneral.zst S3FIFO-1 cache size     1184, 2211756 req, miss ratio 0.1936, byte miss ratio 0.1936
result/tencentBlock.ns20870.oracleGeneral.zst S3FIFO-1 cache size     3552, 2211756 req, miss ratio 0.1671, byte miss ratio 0.1671
result/tencentBlock.ns20870.oracleGeneral.zst S3FIFO-1 cache size    11842, 2211756 req, miss ratio 0.1461, byte miss ratio 0.1461
result/tencentBlock.ns20870.oracleGeneral.zst S3FIFO-1 cache size    23684, 2211756 req, miss ratio 0.1183, byte miss ratio 0.1183
result/tencentBlock.ns20870.oracleGeneral.zst S3FIFO-1 cache size    47369, 2211756 req, miss ratio 0.0661, byte miss ratio 0.0661
result/tencentBlock.ns20870.oracleGeneral.zst S3FIFO-1 cache size    94738, 2211756 req, miss ratio 0.0541, byte miss ratio 0.0541
result/tencentBlock.ns20870.oracleGeneral.zst LHD cache size      118, 2211756 req, miss ratio 0.4536, byte miss ratio 0.4536
result/tencentBlock.ns20870.oracleGeneral.zst LHD cache size      355, 2211756 req, miss ratio 0.2373, byte miss ratio 0.2373
result/tencentBlock.ns20870.oracleGeneral.zst LHD cache size     1184, 2211756 req, miss ratio 0.2138, byte miss ratio 0.2138
result/tencentBlock.ns20870.oracleGeneral.zst LHD cache size     3552, 2211756 req, miss ratio 0.1781, byte miss ratio 0.1781
result/tencentBlock.ns20870.oracleGeneral.zst LHD cache size    11842, 2211756 req, miss ratio 0.1553, byte miss ratio 0.1553
result/tencentBlock.ns20870.oracleGeneral.zst LHD cache size    23684, 2211756 req, miss ratio 0.1165, byte miss ratio 0.1165
result/tencentBlock.ns20870.oracleGeneral.zst LHD cache size    47369, 2211756 req, miss ratio 0.0679, byte miss ratio 0.0679
result/tencentBlock.ns20870.oracleGeneral.zst LHD cache size    94738, 2211756 req, miss ratio 0.0551, byte miss ratio 0.0551
result/tencentBlock.ns20870.oracleGeneral.zst LeCaR cache size      118, 2211756 req, miss ratio 0.4753, byte miss ratio 0.4753
result/tencentBlock.ns20870.oracleGeneral.zst LeCaR cache size      355, 2211756 req, miss ratio 0.2378, byte miss ratio 0.2378
result/tencentBlock.ns20870.oracleGeneral.zst LeCaR cache size     1184, 2211756 req, miss ratio 0.2158, byte miss ratio 0.2158
result/tencentBlock.ns20870.oracleGeneral.zst LeCaR cache size     3552, 2211756 req, miss ratio 0.1774, byte miss ratio 0.1774
result/tencentBlock.ns20870.oracleGeneral.zst LeCaR cache size    11842, 2211756 req, miss ratio 0.1641, byte miss ratio 0.1641
result/tencentBlock.ns20870.oracleGeneral.zst LeCaR cache size    23684, 2211756 req, miss ratio 0.1143, byte miss ratio 0.1143
result/tencentBlock.ns20870.oracleGeneral.zst LeCaR cache size    47369, 2211756 req, miss ratio 0.0691, byte miss ratio 0.0691
result/tencentBlock.ns20870.oracleGeneral.zst LeCaR cache size    94738, 2211756 req, miss ratio 0.0541, byte miss ratio 0.0541
result/tencentBlock.ns20870.oracleGeneral.zst ARC cache size      118, 2211756 req, miss ratio 0.4151, byte miss ratio 0.4151
result/tencentBlock.ns20870.oracleGeneral.zst ARC cache size      355, 2211756 req, miss ratio 0.2309, byte miss ratio 0.2309
result/tencentBlock.ns20870.oracleGeneral.zst ARC cache size     1184, 2211756 req, miss ratio 0.2021, byte miss ratio 0.2021
result/tencentBlock.ns20870.oracleGeneral.zst ARC cache size     3552, 2211756 req, miss ratio 0.1680, byte miss ratio 0.1680
result/tencentBlock.ns20870.oracleGeneral.zst ARC cache size    11842, 2211756 req, miss ratio 0.1578, byte miss ratio 0.1578
result/tencentBlock.ns20870.oracleGeneral.zst ARC cache size    23684, 2211756 req, miss ratio 0.1212, byte miss ratio 0.1212
result/tencentBlock.ns20870.oracleGeneral.zst ARC cache size    47369, 2211756 req, miss ratio 0.0683, byte miss ratio 0.0683
result/tencentBlock.ns20870.oracleGeneral.zst ARC cache size    94738, 2211756 req, miss ratio 0.0541, byte miss ratio 0.0541
result/tencentBlock.ns20870.oracleGeneral.zst Cacheus cache size      118, 2211756 req, miss ratio 0.4159, byte miss ratio 0.4159
result/tencentBlock.ns20870.oracleGeneral.zst Cacheus cache size      355, 2211756 req, miss ratio 0.2338, byte miss ratio 0.2338
result/tencentBlock.ns20870.oracleGeneral.zst Cacheus cache size     1184, 2211756 req, miss ratio 0.2098, byte miss ratio 0.2098
result/tencentBlock.ns20870.oracleGeneral.zst Cacheus cache size     3552, 2211756 req, miss ratio 0.1713, byte miss ratio 0.1713
