result/tencentBlock.ns22029.oracleGeneral.zst Cacheus cache size      152, 1537781 req, miss ratio 0.5184, byte miss ratio 0.5184
result/tencentBlock.ns22029.oracleGeneral.zst Cacheus cache size      457, 1537781 req, miss ratio 0.4947, byte miss ratio 0.4947
result/tencentBlock.ns22029.oracleGeneral.zst Cacheus cache size     1525, 1537781 req, miss ratio 0.4265, byte miss ratio 0.4265
result/tencentBlock.ns22029.oracleGeneral.zst Cacheus cache size     4575, 1537781 req, miss ratio 0.4218, byte miss ratio 0.4218
result/tencentBlock.ns22029.oracleGeneral.zst Cacheus cache size    15251, 1537781 req, miss ratio 0.3968, byte miss ratio 0.3968
result/tencentBlock.ns22029.oracleGeneral.zst Cacheus cache size    30502, 1537781 req, miss ratio 0.3717, byte miss ratio 0.3717
result/tencentBlock.ns22029.oracleGeneral.zst Cacheus cache size    61005, 1537781 req, miss ratio 0.2619, byte miss ratio 0.2619
result/tencentBlock.ns22029.oracleGeneral.zst Cacheus cache size   122011, 1537781 req, miss ratio 0.1199, byte miss ratio 0.1199
result/tencentBlock.ns22029.oracleGeneral.zst LeCaR cache size      152, 1537781 req, miss ratio 0.5290, byte miss ratio 0.5290
result/tencentBlock.ns22029.oracleGeneral.zst LeCaR cache size      457, 1537781 req, miss ratio 0.5056, byte miss ratio 0.5056
result/tencentBlock.ns22029.oracleGeneral.zst LeCaR cache size     1525, 1537781 req, miss ratio 0.4443, byte miss ratio 0.4443
result/tencentBlock.ns22029.oracleGeneral.zst LeCaR cache size     4575, 1537781 req, miss ratio 0.4236, byte miss ratio 0.4236
result/tencentBlock.ns22029.oracleGeneral.zst LeCaR cache size    15251, 1537781 req, miss ratio 0.4185, byte miss ratio 0.4185
result/tencentBlock.ns22029.oracleGeneral.zst LeCaR cache size    30502, 1537781 req, miss ratio 0.3617, byte miss ratio 0.3617
result/tencentBlock.ns22029.oracleGeneral.zst LeCaR cache size    61005, 1537781 req, miss ratio 0.2551, byte miss ratio 0.2551
result/tencentBlock.ns22029.oracleGeneral.zst LeCaR cache size   122011, 1537781 req, miss ratio 0.1114, byte miss ratio 0.1114
result/tencentBlock.ns22029.oracleGeneral.zst LHD cache size      152, 1537781 req, miss ratio 0.5273, byte miss ratio 0.5273
result/tencentBlock.ns22029.oracleGeneral.zst LHD cache size      457, 1537781 req, miss ratio 0.5074, byte miss ratio 0.5074
result/tencentBlock.ns22029.oracleGeneral.zst LHD cache size     1525, 1537781 req, miss ratio 0.4414, byte miss ratio 0.4414
result/tencentBlock.ns22029.oracleGeneral.zst LHD cache size     4575, 1537781 req, miss ratio 0.4232, byte miss ratio 0.4232
result/tencentBlock.ns22029.oracleGeneral.zst LHD cache size    15251, 1537781 req, miss ratio 0.4043, byte miss ratio 0.4043
result/tencentBlock.ns22029.oracleGeneral.zst LHD cache size    30502, 1537781 req, miss ratio 0.3544, byte miss ratio 0.3544
result/tencentBlock.ns22029.oracleGeneral.zst LHD cache size    61005, 1537781 req, miss ratio 0.2563, byte miss ratio 0.2563
result/tencentBlock.ns22029.oracleGeneral.zst LHD cache size   122011, 1537781 req, miss ratio 0.1137, byte miss ratio 0.1137
result/tencentBlock.ns22029.oracleGeneral.zst LRU cache size      152, 1537781 req, miss ratio 0.5344, byte miss ratio 0.5344
result/tencentBlock.ns22029.oracleGeneral.zst LRU cache size      457, 1537781 req, miss ratio 0.5095, byte miss ratio 0.5095
result/tencentBlock.ns22029.oracleGeneral.zst LRU cache size     1525, 1537781 req, miss ratio 0.4535, byte miss ratio 0.4535
result/tencentBlock.ns22029.oracleGeneral.zst LRU cache size     4575, 1537781 req, miss ratio 0.4244, byte miss ratio 0.4244
result/tencentBlock.ns22029.oracleGeneral.zst LRU cache size    15251, 1537781 req, miss ratio 0.4197, byte miss ratio 0.4197
result/tencentBlock.ns22029.oracleGeneral.zst LRU cache size    30502, 1537781 req, miss ratio 0.3696, byte miss ratio 0.3696
result/tencentBlock.ns22029.oracleGeneral.zst LRU cache size    61005, 1537781 req, miss ratio 0.2552, byte miss ratio 0.2552
result/tencentBlock.ns22029.oracleGeneral.zst LRU cache size   122011, 1537781 req, miss ratio 0.1125, byte miss ratio 0.1125
result/tencentBlock.ns22029.oracleGeneral.zst FIFO cache size      152, 1537781 req, miss ratio 0.6195, byte miss ratio 0.6195
result/tencentBlock.ns22029.oracleGeneral.zst FIFO cache size      457, 1537781 req, miss ratio 0.5463, byte miss ratio 0.5463
result/tencentBlock.ns22029.oracleGeneral.zst FIFO cache size     1525, 1537781 req, miss ratio 0.4850, byte miss ratio 0.4850
result/tencentBlock.ns22029.oracleGeneral.zst FIFO cache size     4575, 1537781 req, miss ratio 0.4459, byte miss ratio 0.4459
result/tencentBlock.ns22029.oracleGeneral.zst FIFO cache size    15251, 1537781 req, miss ratio 0.4272, byte miss ratio 0.4272
result/tencentBlock.ns22029.oracleGeneral.zst FIFO cache size    30502, 1537781 req, miss ratio 0.3837, byte miss ratio 0.3837
result/tencentBlock.ns22029.oracleGeneral.zst FIFO cache size    61005, 1537781 req, miss ratio 0.2719, byte miss ratio 0.2719
result/tencentBlock.ns22029.oracleGeneral.zst FIFO cache size   122011, 1537781 req, miss ratio 0.1536, byte miss ratio 0.1536
result/tencentBlock.ns22029.oracleGeneral.zst ARC cache size      152, 1537781 req, miss ratio 0.5146, byte miss ratio 0.5146
result/tencentBlock.ns22029.oracleGeneral.zst ARC cache size      457, 1537781 req, miss ratio 0.4941, byte miss ratio 0.4941
