result/tencentBlock.ns18215.oracleGeneral.zst Cacheus cache size      230, 11912063 req, miss ratio 0.0922, byte miss ratio 0.0922
result/tencentBlock.ns18215.oracleGeneral.zst Cacheus cache size      692, 11912063 req, miss ratio 0.0835, byte miss ratio 0.0835
result/tencentBlock.ns18215.oracleGeneral.zst Cacheus cache size     2307, 11912063 req, miss ratio 0.0788, byte miss ratio 0.0788
result/tencentBlock.ns18215.oracleGeneral.zst Cacheus cache size     6923, 11912063 req, miss ratio 0.0723, byte miss ratio 0.0723
result/tencentBlock.ns18215.oracleGeneral.zst Cacheus cache size    23078, 11912063 req, miss ratio 0.0656, byte miss ratio 0.0656
result/tencentBlock.ns18215.oracleGeneral.zst Cacheus cache size    46156, 11912063 req, miss ratio 0.0597, byte miss ratio 0.0597
result/tencentBlock.ns18215.oracleGeneral.zst Cacheus cache size    92312, 11912063 req, miss ratio 0.0404, byte miss ratio 0.0404
result/tencentBlock.ns18215.oracleGeneral.zst Cacheus cache size   184625, 11912063 req, miss ratio 0.0202, byte miss ratio 0.0202
result/tencentBlock.ns18215.oracleGeneral.zst LHD cache size      230, 11912063 req, miss ratio 0.1272, byte miss ratio 0.1272
result/tencentBlock.ns18215.oracleGeneral.zst LHD cache size      692, 11912063 req, miss ratio 0.0891, byte miss ratio 0.0891
result/tencentBlock.ns18215.oracleGeneral.zst LHD cache size     2307, 11912063 req, miss ratio 0.0798, byte miss ratio 0.0798
result/tencentBlock.ns18215.oracleGeneral.zst LHD cache size     6923, 11912063 req, miss ratio 0.0758, byte miss ratio 0.0758
result/tencentBlock.ns18215.oracleGeneral.zst LHD cache size    23078, 11912063 req, miss ratio 0.0646, byte miss ratio 0.0646
result/tencentBlock.ns18215.oracleGeneral.zst LHD cache size    46156, 11912063 req, miss ratio 0.0534, byte miss ratio 0.0534
result/tencentBlock.ns18215.oracleGeneral.zst LHD cache size    92312, 11912063 req, miss ratio 0.0345, byte miss ratio 0.0345
result/tencentBlock.ns18215.oracleGeneral.zst LHD cache size   184625, 11912063 req, miss ratio 0.0203, byte miss ratio 0.0203
result/tencentBlock.ns18215.oracleGeneral.zst LRU cache size      230, 11912063 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns18215.oracleGeneral.zst LRU cache size      692, 11912063 req, miss ratio 0.0863, byte miss ratio 0.0863
result/tencentBlock.ns18215.oracleGeneral.zst LRU cache size     2307, 11912063 req, miss ratio 0.0797, byte miss ratio 0.0797
result/tencentBlock.ns18215.oracleGeneral.zst LRU cache size     6923, 11912063 req, miss ratio 0.0778, byte miss ratio 0.0778
