result/tencentBlock.ns19975.oracleGeneral.zst LeCaR cache size      137, 1312095 req, miss ratio 0.5148, byte miss ratio 0.5148
result/tencentBlock.ns19975.oracleGeneral.zst LeCaR cache size      412, 1312095 req, miss ratio 0.4670, byte miss ratio 0.4670
result/tencentBlock.ns19975.oracleGeneral.zst LeCaR cache size     1376, 1312095 req, miss ratio 0.4515, byte miss ratio 0.4515
result/tencentBlock.ns19975.oracleGeneral.zst LeCaR cache size     4128, 1312095 req, miss ratio 0.4479, byte miss ratio 0.4479
result/tencentBlock.ns19975.oracleGeneral.zst LeCaR cache size    13762, 1312095 req, miss ratio 0.4443, byte miss ratio 0.4443
result/tencentBlock.ns19975.oracleGeneral.zst LeCaR cache size    27525, 1312095 req, miss ratio 0.3708, byte miss ratio 0.3708
result/tencentBlock.ns19975.oracleGeneral.zst LeCaR cache size    55050, 1312095 req, miss ratio 0.2544, byte miss ratio 0.2544
result/tencentBlock.ns19975.oracleGeneral.zst LeCaR cache size   110101, 1312095 req, miss ratio 0.1255, byte miss ratio 0.1255
result/tencentBlock.ns19975.oracleGeneral.zst LHD cache size      137, 1312095 req, miss ratio 0.5413, byte miss ratio 0.5413
result/tencentBlock.ns19975.oracleGeneral.zst LHD cache size      412, 1312095 req, miss ratio 0.4699, byte miss ratio 0.4699
result/tencentBlock.ns19975.oracleGeneral.zst LHD cache size     1376, 1312095 req, miss ratio 0.4531, byte miss ratio 0.4531
result/tencentBlock.ns19975.oracleGeneral.zst LHD cache size     4128, 1312095 req, miss ratio 0.4482, byte miss ratio 0.4482
result/tencentBlock.ns19975.oracleGeneral.zst LHD cache size    13762, 1312095 req, miss ratio 0.4293, byte miss ratio 0.4293
result/tencentBlock.ns19975.oracleGeneral.zst LHD cache size    27525, 1312095 req, miss ratio 0.3694, byte miss ratio 0.3694
result/tencentBlock.ns19975.oracleGeneral.zst LHD cache size    55050, 1312095 req, miss ratio 0.2841, byte miss ratio 0.2841
result/tencentBlock.ns19975.oracleGeneral.zst LHD cache size   110101, 1312095 req, miss ratio 0.1237, byte miss ratio 0.1237
result/tencentBlock.ns19975.oracleGeneral.zst Clock cache size      137, 1312095 req, miss ratio 0.5249, byte miss ratio 0.5249
result/tencentBlock.ns19975.oracleGeneral.zst Clock cache size      412, 1312095 req, miss ratio 0.4692, byte miss ratio 0.4692
result/tencentBlock.ns19975.oracleGeneral.zst Clock cache size     1376, 1312095 req, miss ratio 0.4546, byte miss ratio 0.4546
