result/tencentBlock.ns5296.oracleGeneral.zst clock2 cache size      793, 25305074 req, miss ratio 0.7848, byte miss ratio 0.7848
result/tencentBlock.ns5296.oracleGeneral.zst clock2 cache size     2380, 25305074 req, miss ratio 0.7153, byte miss ratio 0.7153
result/tencentBlock.ns5296.oracleGeneral.zst clock2 cache size     7933, 25305074 req, miss ratio 0.2458, byte miss ratio 0.2458
result/tencentBlock.ns5296.oracleGeneral.zst clock2 cache size    23801, 25305074 req, miss ratio 0.1620, byte miss ratio 0.1620
result/tencentBlock.ns5296.oracleGeneral.zst clock2 cache size    79339, 25305074 req, miss ratio 0.0945, byte miss ratio 0.0945
result/tencentBlock.ns5296.oracleGeneral.zst clock2 cache size   158679, 25305074 req, miss ratio 0.0706, byte miss ratio 0.0706
result/tencentBlock.ns5296.oracleGeneral.zst clock2 cache size   317358, 25305074 req, miss ratio 0.0463, byte miss ratio 0.0463
result/tencentBlock.ns5296.oracleGeneral.zst clock2 cache size   634716, 25305074 req, miss ratio 0.0323, byte miss ratio 0.0323
result/tencentBlock.ns5296.oracleGeneral.zst FIFO cache size      793, 25305074 req, miss ratio 0.8039, byte miss ratio 0.8039
result/tencentBlock.ns5296.oracleGeneral.zst FIFO cache size     2380, 25305074 req, miss ratio 0.7171, byte miss ratio 0.7171
result/tencentBlock.ns5296.oracleGeneral.zst FIFO cache size     7933, 25305074 req, miss ratio 0.3373, byte miss ratio 0.3373
result/tencentBlock.ns5296.oracleGeneral.zst FIFO cache size    23801, 25305074 req, miss ratio 0.2070, byte miss ratio 0.2070
result/tencentBlock.ns5296.oracleGeneral.zst FIFO cache size    79339, 25305074 req, miss ratio 0.1110, byte miss ratio 0.1110
result/tencentBlock.ns5296.oracleGeneral.zst FIFO cache size   158679, 25305074 req, miss ratio 0.0762, byte miss ratio 0.0762
result/tencentBlock.ns5296.oracleGeneral.zst FIFO cache size   317358, 25305074 req, miss ratio 0.0502, byte miss ratio 0.0502
result/tencentBlock.ns5296.oracleGeneral.zst FIFO cache size   634716, 25305074 req, miss ratio 0.0365, byte miss ratio 0.0365
result/tencentBlock.ns5296.oracleGeneral.zst Clock cache size      793, 25305074 req, miss ratio 0.7843, byte miss ratio 0.7843
result/tencentBlock.ns5296.oracleGeneral.zst Clock cache size     2380, 25305074 req, miss ratio 0.7133, byte miss ratio 0.7133
result/tencentBlock.ns5296.oracleGeneral.zst Clock cache size     7933, 25305074 req, miss ratio 0.2620, byte miss ratio 0.2620
result/tencentBlock.ns5296.oracleGeneral.zst Clock cache size    23801, 25305074 req, miss ratio 0.1623, byte miss ratio 0.1623
result/tencentBlock.ns5296.oracleGeneral.zst Clock cache size    79339, 25305074 req, miss ratio 0.0923, byte miss ratio 0.0923
result/tencentBlock.ns5296.oracleGeneral.zst Clock cache size   158679, 25305074 req, miss ratio 0.0677, byte miss ratio 0.0677
result/tencentBlock.ns5296.oracleGeneral.zst Clock cache size   317358, 25305074 req, miss ratio 0.0432, byte miss ratio 0.0432
result/tencentBlock.ns5296.oracleGeneral.zst Clock cache size   634716, 25305074 req, miss ratio 0.0326, byte miss ratio 0.0326
result/tencentBlock.ns5296.oracleGeneral.zst Cacheus cache size      793, 25305074 req, miss ratio 0.7436, byte miss ratio 0.7436
result/tencentBlock.ns5296.oracleGeneral.zst Cacheus cache size     2380, 25305074 req, miss ratio 0.6574, byte miss ratio 0.6574
result/tencentBlock.ns5296.oracleGeneral.zst Cacheus cache size     7933, 25305074 req, miss ratio 0.2487, byte miss ratio 0.2487
result/tencentBlock.ns5296.oracleGeneral.zst Cacheus cache size    23801, 25305074 req, miss ratio 0.1459, byte miss ratio 0.1459
result/tencentBlock.ns5296.oracleGeneral.zst Cacheus cache size    79339, 25305074 req, miss ratio 0.0895, byte miss ratio 0.0895
result/tencentBlock.ns5296.oracleGeneral.zst Cacheus cache size   158679, 25305074 req, miss ratio 0.0650, byte miss ratio 0.0650
result/tencentBlock.ns5296.oracleGeneral.zst Cacheus cache size   317358, 25305074 req, miss ratio 0.0441, byte miss ratio 0.0441
result/tencentBlock.ns5296.oracleGeneral.zst Cacheus cache size   634716, 25305074 req, miss ratio 0.0326, byte miss ratio 0.0326
result/tencentBlock.ns5296.oracleGeneral.zst S3FIFO-1 cache size      793, 25305074 req, miss ratio 0.6828, byte miss ratio 0.6828
result/tencentBlock.ns5296.oracleGeneral.zst S3FIFO-1 cache size     2380, 25305074 req, miss ratio 0.4242, byte miss ratio 0.4242
