result/tencentBlock.ns7454.oracleGeneral.zst FIFO cache size      183, 1248289 req, miss ratio 0.5483, byte miss ratio 0.5483
result/tencentBlock.ns7454.oracleGeneral.zst FIFO cache size      549, 1248289 req, miss ratio 0.5015, byte miss ratio 0.5015
result/tencentBlock.ns7454.oracleGeneral.zst FIFO cache size     1831, 1248289 req, miss ratio 0.4835, byte miss ratio 0.4835
result/tencentBlock.ns7454.oracleGeneral.zst FIFO cache size     5494, 1248289 req, miss ratio 0.4775, byte miss ratio 0.4775
result/tencentBlock.ns7454.oracleGeneral.zst FIFO cache size    18315, 1248289 req, miss ratio 0.4483, byte miss ratio 0.4483
result/tencentBlock.ns7454.oracleGeneral.zst FIFO cache size    36631, 1248289 req, miss ratio 0.4026, byte miss ratio 0.4026
result/tencentBlock.ns7454.oracleGeneral.zst FIFO cache size    73263, 1248289 req, miss ratio 0.2576, byte miss ratio 0.2576
result/tencentBlock.ns7454.oracleGeneral.zst FIFO cache size   146527, 1248289 req, miss ratio 0.1765, byte miss ratio 0.1765
result/tencentBlock.ns7454.oracleGeneral.zst LHD cache size      183, 1248289 req, miss ratio 0.4885, byte miss ratio 0.4885
result/tencentBlock.ns7454.oracleGeneral.zst LHD cache size      549, 1248289 req, miss ratio 0.4796, byte miss ratio 0.4796
result/tencentBlock.ns7454.oracleGeneral.zst LHD cache size     1831, 1248289 req, miss ratio 0.4755, byte miss ratio 0.4755
result/tencentBlock.ns7454.oracleGeneral.zst LHD cache size     5494, 1248289 req, miss ratio 0.4744, byte miss ratio 0.4744
result/tencentBlock.ns7454.oracleGeneral.zst LHD cache size    18315, 1248289 req, miss ratio 0.4443, byte miss ratio 0.4443
result/tencentBlock.ns7454.oracleGeneral.zst LHD cache size    36631, 1248289 req, miss ratio 0.3829, byte miss ratio 0.3829
result/tencentBlock.ns7454.oracleGeneral.zst LHD cache size    73263, 1248289 req, miss ratio 0.2262, byte miss ratio 0.2262
result/tencentBlock.ns7454.oracleGeneral.zst LHD cache size   146527, 1248289 req, miss ratio 0.1480, byte miss ratio 0.1480
result/tencentBlock.ns7454.oracleGeneral.zst S3FIFO-1 cache size      183, 1248289 req, miss ratio 0.4846, byte miss ratio 0.4846
result/tencentBlock.ns7454.oracleGeneral.zst S3FIFO-1 cache size      549, 1248289 req, miss ratio 0.4768, byte miss ratio 0.4768
result/tencentBlock.ns7454.oracleGeneral.zst S3FIFO-1 cache size     1831, 1248289 req, miss ratio 0.4747, byte miss ratio 0.4747
result/tencentBlock.ns7454.oracleGeneral.zst S3FIFO-1 cache size     5494, 1248289 req, miss ratio 0.4739, byte miss ratio 0.4739
result/tencentBlock.ns7454.oracleGeneral.zst S3FIFO-1 cache size    18315, 1248289 req, miss ratio 0.4212, byte miss ratio 0.4212
result/tencentBlock.ns7454.oracleGeneral.zst S3FIFO-1 cache size    36631, 1248289 req, miss ratio 0.3809, byte miss ratio 0.3809
result/tencentBlock.ns7454.oracleGeneral.zst S3FIFO-1 cache size    73263, 1248289 req, miss ratio 0.2184, byte miss ratio 0.2184
result/tencentBlock.ns7454.oracleGeneral.zst S3FIFO-1 cache size   146527, 1248289 req, miss ratio 0.1482, byte miss ratio 0.1482
result/tencentBlock.ns7454.oracleGeneral.zst ARC cache size      183, 1248289 req, miss ratio 0.4833, byte miss ratio 0.4833
result/tencentBlock.ns7454.oracleGeneral.zst ARC cache size      549, 1248289 req, miss ratio 0.4771, byte miss ratio 0.4771
result/tencentBlock.ns7454.oracleGeneral.zst ARC cache size     1831, 1248289 req, miss ratio 0.4749, byte miss ratio 0.4749
result/tencentBlock.ns7454.oracleGeneral.zst ARC cache size     5494, 1248289 req, miss ratio 0.4741, byte miss ratio 0.4741
result/tencentBlock.ns7454.oracleGeneral.zst ARC cache size    18315, 1248289 req, miss ratio 0.4441, byte miss ratio 0.4441
result/tencentBlock.ns7454.oracleGeneral.zst ARC cache size    36631, 1248289 req, miss ratio 0.3707, byte miss ratio 0.3707
result/tencentBlock.ns7454.oracleGeneral.zst ARC cache size    73263, 1248289 req, miss ratio 0.2293, byte miss ratio 0.2293
result/tencentBlock.ns7454.oracleGeneral.zst ARC cache size   146527, 1248289 req, miss ratio 0.1473, byte miss ratio 0.1473
