result/tencentBlock.ns23573.oracleGeneral.zst ARC cache size      424, 4094797 req, miss ratio 0.4861, byte miss ratio 0.4861
result/tencentBlock.ns23573.oracleGeneral.zst ARC cache size     1274, 4094797 req, miss ratio 0.3569, byte miss ratio 0.3569
result/tencentBlock.ns23573.oracleGeneral.zst ARC cache size     4247, 4094797 req, miss ratio 0.2871, byte miss ratio 0.2871
result/tencentBlock.ns23573.oracleGeneral.zst ARC cache size    12741, 4094797 req, miss ratio 0.2554, byte miss ratio 0.2554
result/tencentBlock.ns23573.oracleGeneral.zst ARC cache size    42470, 4094797 req, miss ratio 0.2142, byte miss ratio 0.2142
result/tencentBlock.ns23573.oracleGeneral.zst ARC cache size    84941, 4094797 req, miss ratio 0.1658, byte miss ratio 0.1658
result/tencentBlock.ns23573.oracleGeneral.zst ARC cache size   169882, 4094797 req, miss ratio 0.1176, byte miss ratio 0.1176
result/tencentBlock.ns23573.oracleGeneral.zst ARC cache size   339764, 4094797 req, miss ratio 0.1045, byte miss ratio 0.1045
result/tencentBlock.ns23573.oracleGeneral.zst LRU cache size      424, 4094797 req, miss ratio 0.5071, byte miss ratio 0.5071
result/tencentBlock.ns23573.oracleGeneral.zst LRU cache size     1274, 4094797 req, miss ratio 0.4098, byte miss ratio 0.4098
result/tencentBlock.ns23573.oracleGeneral.zst LRU cache size     4247, 4094797 req, miss ratio 0.3040, byte miss ratio 0.3040
result/tencentBlock.ns23573.oracleGeneral.zst LRU cache size    12741, 4094797 req, miss ratio 0.2717, byte miss ratio 0.2717
result/tencentBlock.ns23573.oracleGeneral.zst LRU cache size    42470, 4094797 req, miss ratio 0.2137, byte miss ratio 0.2137
result/tencentBlock.ns23573.oracleGeneral.zst LRU cache size    84941, 4094797 req, miss ratio 0.1631, byte miss ratio 0.1631
result/tencentBlock.ns23573.oracleGeneral.zst LRU cache size   169882, 4094797 req, miss ratio 0.1189, byte miss ratio 0.1189
result/tencentBlock.ns23573.oracleGeneral.zst LRU cache size   339764, 4094797 req, miss ratio 0.1041, byte miss ratio 0.1041
