result/tencentBlock.ns16077.oracleGeneral.zst FIFO cache size      237, 1400694 req, miss ratio 0.6872, byte miss ratio 0.6872
result/tencentBlock.ns16077.oracleGeneral.zst FIFO cache size      712, 1400694 req, miss ratio 0.6408, byte miss ratio 0.6408
result/tencentBlock.ns16077.oracleGeneral.zst FIFO cache size     2373, 1400694 req, miss ratio 0.6203, byte miss ratio 0.6203
result/tencentBlock.ns16077.oracleGeneral.zst FIFO cache size     7121, 1400694 req, miss ratio 0.6132, byte miss ratio 0.6132
result/tencentBlock.ns16077.oracleGeneral.zst FIFO cache size    23737, 1400694 req, miss ratio 0.5705, byte miss ratio 0.5705
result/tencentBlock.ns16077.oracleGeneral.zst FIFO cache size    47474, 1400694 req, miss ratio 0.5285, byte miss ratio 0.5285
result/tencentBlock.ns16077.oracleGeneral.zst FIFO cache size    94949, 1400694 req, miss ratio 0.3645, byte miss ratio 0.3645
result/tencentBlock.ns16077.oracleGeneral.zst FIFO cache size   189898, 1400694 req, miss ratio 0.2108, byte miss ratio 0.2108
result/tencentBlock.ns16077.oracleGeneral.zst Clock cache size      237, 1400694 req, miss ratio 0.6277, byte miss ratio 0.6277
result/tencentBlock.ns16077.oracleGeneral.zst Clock cache size      712, 1400694 req, miss ratio 0.6153, byte miss ratio 0.6153
result/tencentBlock.ns16077.oracleGeneral.zst Clock cache size     2373, 1400694 req, miss ratio 0.6117, byte miss ratio 0.6117
result/tencentBlock.ns16077.oracleGeneral.zst Clock cache size     7121, 1400694 req, miss ratio 0.6095, byte miss ratio 0.6095
result/tencentBlock.ns16077.oracleGeneral.zst Clock cache size    23737, 1400694 req, miss ratio 0.5552, byte miss ratio 0.5552
result/tencentBlock.ns16077.oracleGeneral.zst Clock cache size    47474, 1400694 req, miss ratio 0.5122, byte miss ratio 0.5122
result/tencentBlock.ns16077.oracleGeneral.zst Clock cache size    94949, 1400694 req, miss ratio 0.3065, byte miss ratio 0.3065
result/tencentBlock.ns16077.oracleGeneral.zst Clock cache size   189898, 1400694 req, miss ratio 0.1701, byte miss ratio 0.1701
result/tencentBlock.ns16077.oracleGeneral.zst LIRS cache size      237, 1400694 req, miss ratio 0.6544, byte miss ratio 0.6544
result/tencentBlock.ns16077.oracleGeneral.zst LIRS cache size      712, 1400694 req, miss ratio 0.6418, byte miss ratio 0.6418
result/tencentBlock.ns16077.oracleGeneral.zst LIRS cache size     2373, 1400694 req, miss ratio 0.6182, byte miss ratio 0.6182
result/tencentBlock.ns16077.oracleGeneral.zst LIRS cache size     7121, 1400694 req, miss ratio 0.5965, byte miss ratio 0.5965
result/tencentBlock.ns16077.oracleGeneral.zst LIRS cache size    23737, 1400694 req, miss ratio 0.5078, byte miss ratio 0.5078
result/tencentBlock.ns16077.oracleGeneral.zst LIRS cache size    47474, 1400694 req, miss ratio 0.4169, byte miss ratio 0.4169
result/tencentBlock.ns16077.oracleGeneral.zst LIRS cache size    94949, 1400694 req, miss ratio 0.2426, byte miss ratio 0.2426
result/tencentBlock.ns16077.oracleGeneral.zst LIRS cache size   189898, 1400694 req, miss ratio 0.1708, byte miss ratio 0.1708
result/tencentBlock.ns16077.oracleGeneral.zst LRU cache size      237, 1400694 req, miss ratio 0.6312, byte miss ratio 0.6312
result/tencentBlock.ns16077.oracleGeneral.zst LRU cache size      712, 1400694 req, miss ratio 0.6160, byte miss ratio 0.6160
result/tencentBlock.ns16077.oracleGeneral.zst LRU cache size     2373, 1400694 req, miss ratio 0.6118, byte miss ratio 0.6118
result/tencentBlock.ns16077.oracleGeneral.zst LRU cache size     7121, 1400694 req, miss ratio 0.6097, byte miss ratio 0.6097
