result/tencentBlock.ns9227.oracleGeneral.zst ARC cache size      317, 4100778 req, miss ratio 0.7636, byte miss ratio 0.7636
result/tencentBlock.ns9227.oracleGeneral.zst ARC cache size      953, 4100778 req, miss ratio 0.7068, byte miss ratio 0.7068
result/tencentBlock.ns9227.oracleGeneral.zst ARC cache size     3179, 4100778 req, miss ratio 0.5308, byte miss ratio 0.5308
result/tencentBlock.ns9227.oracleGeneral.zst ARC cache size     9538, 4100778 req, miss ratio 0.2274, byte miss ratio 0.2274
result/tencentBlock.ns9227.oracleGeneral.zst ARC cache size    31795, 4100778 req, miss ratio 0.1558, byte miss ratio 0.1558
result/tencentBlock.ns9227.oracleGeneral.zst ARC cache size    63591, 4100778 req, miss ratio 0.1319, byte miss ratio 0.1319
result/tencentBlock.ns9227.oracleGeneral.zst ARC cache size   127183, 4100778 req, miss ratio 0.1163, byte miss ratio 0.1163
result/tencentBlock.ns9227.oracleGeneral.zst ARC cache size   254367, 4100778 req, miss ratio 0.0832, byte miss ratio 0.0832
result/tencentBlock.ns9227.oracleGeneral.zst clock2 cache size      317, 4100778 req, miss ratio 0.8135, byte miss ratio 0.8135
result/tencentBlock.ns9227.oracleGeneral.zst clock2 cache size      953, 4100778 req, miss ratio 0.7548, byte miss ratio 0.7548
result/tencentBlock.ns9227.oracleGeneral.zst clock2 cache size     3179, 4100778 req, miss ratio 0.6547, byte miss ratio 0.6547
result/tencentBlock.ns9227.oracleGeneral.zst clock2 cache size     9538, 4100778 req, miss ratio 0.2557, byte miss ratio 0.2557
result/tencentBlock.ns9227.oracleGeneral.zst clock2 cache size    31795, 4100778 req, miss ratio 0.1571, byte miss ratio 0.1571
result/tencentBlock.ns9227.oracleGeneral.zst clock2 cache size    63591, 4100778 req, miss ratio 0.1369, byte miss ratio 0.1369
result/tencentBlock.ns9227.oracleGeneral.zst clock2 cache size   127183, 4100778 req, miss ratio 0.1213, byte miss ratio 0.1213
result/tencentBlock.ns9227.oracleGeneral.zst clock2 cache size   254367, 4100778 req, miss ratio 0.0832, byte miss ratio 0.0832
result/tencentBlock.ns9227.oracleGeneral.zst LeCaR cache size      317, 4100778 req, miss ratio 0.8047, byte miss ratio 0.8047
result/tencentBlock.ns9227.oracleGeneral.zst LeCaR cache size      953, 4100778 req, miss ratio 0.7574, byte miss ratio 0.7574
result/tencentBlock.ns9227.oracleGeneral.zst LeCaR cache size     3179, 4100778 req, miss ratio 0.6522, byte miss ratio 0.6522
result/tencentBlock.ns9227.oracleGeneral.zst LeCaR cache size     9538, 4100778 req, miss ratio 0.2494, byte miss ratio 0.2494
result/tencentBlock.ns9227.oracleGeneral.zst LeCaR cache size    31795, 4100778 req, miss ratio 0.1582, byte miss ratio 0.1582
