result/tencentBlock.ns8605.oracleGeneral.zst Cacheus cache size      186, 3001335 req, miss ratio 0.3008, byte miss ratio 0.3008
result/tencentBlock.ns8605.oracleGeneral.zst Cacheus cache size      558, 3001335 req, miss ratio 0.2508, byte miss ratio 0.2508
result/tencentBlock.ns8605.oracleGeneral.zst Cacheus cache size     1860, 3001335 req, miss ratio 0.2198, byte miss ratio 0.2198
result/tencentBlock.ns8605.oracleGeneral.zst Cacheus cache size     5581, 3001335 req, miss ratio 0.1603, byte miss ratio 0.1603
result/tencentBlock.ns8605.oracleGeneral.zst Cacheus cache size    18605, 3001335 req, miss ratio 0.1119, byte miss ratio 0.1119
result/tencentBlock.ns8605.oracleGeneral.zst Cacheus cache size    37211, 3001335 req, miss ratio 0.0944, byte miss ratio 0.0944
result/tencentBlock.ns8605.oracleGeneral.zst Cacheus cache size    74422, 3001335 req, miss ratio 0.0721, byte miss ratio 0.0721
result/tencentBlock.ns8605.oracleGeneral.zst Cacheus cache size   148844, 3001335 req, miss ratio 0.0626, byte miss ratio 0.0626
result/tencentBlock.ns8605.oracleGeneral.zst S3FIFO-1 cache size      186, 3001335 req, miss ratio 0.3027, byte miss ratio 0.3027
result/tencentBlock.ns8605.oracleGeneral.zst S3FIFO-1 cache size      558, 3001335 req, miss ratio 0.2453, byte miss ratio 0.2453
result/tencentBlock.ns8605.oracleGeneral.zst S3FIFO-1 cache size     1860, 3001335 req, miss ratio 0.2114, byte miss ratio 0.2114
result/tencentBlock.ns8605.oracleGeneral.zst S3FIFO-1 cache size     5581, 3001335 req, miss ratio 0.1501, byte miss ratio 0.1501
result/tencentBlock.ns8605.oracleGeneral.zst S3FIFO-1 cache size    18605, 3001335 req, miss ratio 0.1063, byte miss ratio 0.1063
result/tencentBlock.ns8605.oracleGeneral.zst S3FIFO-1 cache size    37211, 3001335 req, miss ratio 0.0901, byte miss ratio 0.0901
result/tencentBlock.ns8605.oracleGeneral.zst S3FIFO-1 cache size    74422, 3001335 req, miss ratio 0.0709, byte miss ratio 0.0709
result/tencentBlock.ns8605.oracleGeneral.zst S3FIFO-1 cache size   148844, 3001335 req, miss ratio 0.0624, byte miss ratio 0.0624
result/tencentBlock.ns8605.oracleGeneral.zst ARC cache size      186, 3001335 req, miss ratio 0.2963, byte miss ratio 0.2963
result/tencentBlock.ns8605.oracleGeneral.zst ARC cache size      558, 3001335 req, miss ratio 0.2450, byte miss ratio 0.2450
result/tencentBlock.ns8605.oracleGeneral.zst ARC cache size     1860, 3001335 req, miss ratio 0.2134, byte miss ratio 0.2134
result/tencentBlock.ns8605.oracleGeneral.zst ARC cache size     5581, 3001335 req, miss ratio 0.1512, byte miss ratio 0.1512
result/tencentBlock.ns8605.oracleGeneral.zst ARC cache size    18605, 3001335 req, miss ratio 0.1057, byte miss ratio 0.1057
result/tencentBlock.ns8605.oracleGeneral.zst ARC cache size    37211, 3001335 req, miss ratio 0.0890, byte miss ratio 0.0890
result/tencentBlock.ns8605.oracleGeneral.zst ARC cache size    74422, 3001335 req, miss ratio 0.0699, byte miss ratio 0.0699
result/tencentBlock.ns8605.oracleGeneral.zst ARC cache size   148844, 3001335 req, miss ratio 0.0624, byte miss ratio 0.0624
result/tencentBlock.ns8605.oracleGeneral.zst clock2 cache size      186, 3001335 req, miss ratio 0.3306, byte miss ratio 0.3306
result/tencentBlock.ns8605.oracleGeneral.zst clock2 cache size      558, 3001335 req, miss ratio 0.2628, byte miss ratio 0.2628
result/tencentBlock.ns8605.oracleGeneral.zst clock2 cache size     1860, 3001335 req, miss ratio 0.2319, byte miss ratio 0.2319
result/tencentBlock.ns8605.oracleGeneral.zst clock2 cache size     5581, 3001335 req, miss ratio 0.1797, byte miss ratio 0.1797
result/tencentBlock.ns8605.oracleGeneral.zst clock2 cache size    18605, 3001335 req, miss ratio 0.1180, byte miss ratio 0.1180
result/tencentBlock.ns8605.oracleGeneral.zst clock2 cache size    37211, 3001335 req, miss ratio 0.0972, byte miss ratio 0.0972
result/tencentBlock.ns8605.oracleGeneral.zst clock2 cache size    74422, 3001335 req, miss ratio 0.0777, byte miss ratio 0.0777
result/tencentBlock.ns8605.oracleGeneral.zst clock2 cache size   148844, 3001335 req, miss ratio 0.0624, byte miss ratio 0.0624
result/tencentBlock.ns8605.oracleGeneral.zst LRU cache size      186, 3001335 req, miss ratio 0.3354, byte miss ratio 0.3354
result/tencentBlock.ns8605.oracleGeneral.zst LRU cache size      558, 3001335 req, miss ratio 0.2667, byte miss ratio 0.2667
result/tencentBlock.ns8605.oracleGeneral.zst LRU cache size     1860, 3001335 req, miss ratio 0.2360, byte miss ratio 0.2360
result/tencentBlock.ns8605.oracleGeneral.zst LRU cache size     5581, 3001335 req, miss ratio 0.1714, byte miss ratio 0.1714
result/tencentBlock.ns8605.oracleGeneral.zst LRU cache size    18605, 3001335 req, miss ratio 0.1160, byte miss ratio 0.1160
result/tencentBlock.ns8605.oracleGeneral.zst LRU cache size    37211, 3001335 req, miss ratio 0.0983, byte miss ratio 0.0983
result/tencentBlock.ns8605.oracleGeneral.zst LRU cache size    74422, 3001335 req, miss ratio 0.0731, byte miss ratio 0.0731
result/tencentBlock.ns8605.oracleGeneral.zst LRU cache size   148844, 3001335 req, miss ratio 0.0624, byte miss ratio 0.0624
result/tencentBlock.ns8605.oracleGeneral.zst LIRS cache size      186, 3001335 req, miss ratio 0.3151, byte miss ratio 0.3151
result/tencentBlock.ns8605.oracleGeneral.zst LIRS cache size      558, 3001335 req, miss ratio 0.2559, byte miss ratio 0.2559
result/tencentBlock.ns8605.oracleGeneral.zst LIRS cache size     1860, 3001335 req, miss ratio 0.2136, byte miss ratio 0.2136
result/tencentBlock.ns8605.oracleGeneral.zst LIRS cache size     5581, 3001335 req, miss ratio 0.1504, byte miss ratio 0.1504
result/tencentBlock.ns8605.oracleGeneral.zst LIRS cache size    18605, 3001335 req, miss ratio 0.1053, byte miss ratio 0.1053
result/tencentBlock.ns8605.oracleGeneral.zst LIRS cache size    37211, 3001335 req, miss ratio 0.0884, byte miss ratio 0.0884
result/tencentBlock.ns8605.oracleGeneral.zst LIRS cache size    74422, 3001335 req, miss ratio 0.0697, byte miss ratio 0.0697
result/tencentBlock.ns8605.oracleGeneral.zst LIRS cache size   148844, 3001335 req, miss ratio 0.0623, byte miss ratio 0.0623
result/tencentBlock.ns8605.oracleGeneral.zst Clock cache size      186, 3001335 req, miss ratio 0.3294, byte miss ratio 0.3294
result/tencentBlock.ns8605.oracleGeneral.zst Clock cache size      558, 3001335 req, miss ratio 0.2633, byte miss ratio 0.2633
result/tencentBlock.ns8605.oracleGeneral.zst Clock cache size     1860, 3001335 req, miss ratio 0.2338, byte miss ratio 0.2338
result/tencentBlock.ns8605.oracleGeneral.zst Clock cache size     5581, 3001335 req, miss ratio 0.1698, byte miss ratio 0.1698
result/tencentBlock.ns8605.oracleGeneral.zst Clock cache size    18605, 3001335 req, miss ratio 0.1176, byte miss ratio 0.1176
result/tencentBlock.ns8605.oracleGeneral.zst Clock cache size    37211, 3001335 req, miss ratio 0.0974, byte miss ratio 0.0974
result/tencentBlock.ns8605.oracleGeneral.zst Clock cache size    74422, 3001335 req, miss ratio 0.0743, byte miss ratio 0.0743
result/tencentBlock.ns8605.oracleGeneral.zst Clock cache size   148844, 3001335 req, miss ratio 0.0624, byte miss ratio 0.0624
result/tencentBlock.ns8605.oracleGeneral.zst LeCaR cache size      186, 3001335 req, miss ratio 0.3222, byte miss ratio 0.3222
result/tencentBlock.ns8605.oracleGeneral.zst LeCaR cache size      558, 3001335 req, miss ratio 0.2567, byte miss ratio 0.2567
result/tencentBlock.ns8605.oracleGeneral.zst LeCaR cache size     1860, 3001335 req, miss ratio 0.2299, byte miss ratio 0.2299
result/tencentBlock.ns8605.oracleGeneral.zst LeCaR cache size     5581, 3001335 req, miss ratio 0.1658, byte miss ratio 0.1658
result/tencentBlock.ns8605.oracleGeneral.zst LeCaR cache size    18605, 3001335 req, miss ratio 0.1132, byte miss ratio 0.1132
result/tencentBlock.ns8605.oracleGeneral.zst LeCaR cache size    37211, 3001335 req, miss ratio 0.0957, byte miss ratio 0.0957
result/tencentBlock.ns8605.oracleGeneral.zst LeCaR cache size    74422, 3001335 req, miss ratio 0.0720, byte miss ratio 0.0720
result/tencentBlock.ns8605.oracleGeneral.zst LeCaR cache size   148844, 3001335 req, miss ratio 0.0624, byte miss ratio 0.0624
result/tencentBlock.ns8605.oracleGeneral.zst FIFO cache size      186, 3001335 req, miss ratio 0.4092, byte miss ratio 0.4092
result/tencentBlock.ns8605.oracleGeneral.zst FIFO cache size      558, 3001335 req, miss ratio 0.3063, byte miss ratio 0.3063
