result/tencentBlock.ns9302.oracleGeneral.zst LIRS cache size      640, 8004722 req, miss ratio 0.4699, byte miss ratio 0.4699
result/tencentBlock.ns9302.oracleGeneral.zst LIRS cache size     1922, 8004722 req, miss ratio 0.3763, byte miss ratio 0.3763
result/tencentBlock.ns9302.oracleGeneral.zst LIRS cache size     6408, 8004722 req, miss ratio 0.3298, byte miss ratio 0.3298
result/tencentBlock.ns9302.oracleGeneral.zst LIRS cache size    19226, 8004722 req, miss ratio 0.2726, byte miss ratio 0.2726
result/tencentBlock.ns9302.oracleGeneral.zst LIRS cache size    64087, 8004722 req, miss ratio 0.2023, byte miss ratio 0.2023
result/tencentBlock.ns9302.oracleGeneral.zst LIRS cache size   128174, 8004722 req, miss ratio 0.1608, byte miss ratio 0.1608
result/tencentBlock.ns9302.oracleGeneral.zst LIRS cache size   256348, 8004722 req, miss ratio 0.1023, byte miss ratio 0.1023
result/tencentBlock.ns9302.oracleGeneral.zst LIRS cache size   512696, 8004722 req, miss ratio 0.0825, byte miss ratio 0.0825
result/tencentBlock.ns9302.oracleGeneral.zst LRU cache size      640, 8004722 req, miss ratio 0.4713, byte miss ratio 0.4713
result/tencentBlock.ns9302.oracleGeneral.zst LRU cache size     1922, 8004722 req, miss ratio 0.3961, byte miss ratio 0.3961
result/tencentBlock.ns9302.oracleGeneral.zst LRU cache size     6408, 8004722 req, miss ratio 0.3369, byte miss ratio 0.3369
result/tencentBlock.ns9302.oracleGeneral.zst LRU cache size    19226, 8004722 req, miss ratio 0.2983, byte miss ratio 0.2983
result/tencentBlock.ns9302.oracleGeneral.zst LRU cache size    64087, 8004722 req, miss ratio 0.2083, byte miss ratio 0.2083
result/tencentBlock.ns9302.oracleGeneral.zst LRU cache size   128174, 8004722 req, miss ratio 0.1586, byte miss ratio 0.1586
result/tencentBlock.ns9302.oracleGeneral.zst LRU cache size   256348, 8004722 req, miss ratio 0.1014, byte miss ratio 0.1014
result/tencentBlock.ns9302.oracleGeneral.zst LRU cache size   512696, 8004722 req, miss ratio 0.0809, byte miss ratio 0.0809
result/tencentBlock.ns9302.oracleGeneral.zst Cacheus cache size      640, 8004722 req, miss ratio 0.4423, byte miss ratio 0.4423
result/tencentBlock.ns9302.oracleGeneral.zst Cacheus cache size     1922, 8004722 req, miss ratio 0.3740, byte miss ratio 0.3740
result/tencentBlock.ns9302.oracleGeneral.zst Cacheus cache size     6408, 8004722 req, miss ratio 0.3223, byte miss ratio 0.3223
result/tencentBlock.ns9302.oracleGeneral.zst Cacheus cache size    19226, 8004722 req, miss ratio 0.2892, byte miss ratio 0.2892
result/tencentBlock.ns9302.oracleGeneral.zst Cacheus cache size    64087, 8004722 req, miss ratio 0.2025, byte miss ratio 0.2025
result/tencentBlock.ns9302.oracleGeneral.zst Cacheus cache size   128174, 8004722 req, miss ratio 0.1718, byte miss ratio 0.1718
result/tencentBlock.ns9302.oracleGeneral.zst Cacheus cache size   256348, 8004722 req, miss ratio 0.1077, byte miss ratio 0.1077
result/tencentBlock.ns9302.oracleGeneral.zst Cacheus cache size   512696, 8004722 req, miss ratio 0.0809, byte miss ratio 0.0809
result/tencentBlock.ns9302.oracleGeneral.zst S3FIFO-1 cache size      640, 8004722 req, miss ratio 0.4464, byte miss ratio 0.4464
result/tencentBlock.ns9302.oracleGeneral.zst S3FIFO-1 cache size     1922, 8004722 req, miss ratio 0.3507, byte miss ratio 0.3507
result/tencentBlock.ns9302.oracleGeneral.zst S3FIFO-1 cache size     6408, 8004722 req, miss ratio 0.3199, byte miss ratio 0.3199
result/tencentBlock.ns9302.oracleGeneral.zst S3FIFO-1 cache size    19226, 8004722 req, miss ratio 0.2653, byte miss ratio 0.2653
result/tencentBlock.ns9302.oracleGeneral.zst S3FIFO-1 cache size    64087, 8004722 req, miss ratio 0.2017, byte miss ratio 0.2017
result/tencentBlock.ns9302.oracleGeneral.zst S3FIFO-1 cache size   128174, 8004722 req, miss ratio 0.1549, byte miss ratio 0.1549
result/tencentBlock.ns9302.oracleGeneral.zst S3FIFO-1 cache size   256348, 8004722 req, miss ratio 0.0965, byte miss ratio 0.0965
result/tencentBlock.ns9302.oracleGeneral.zst S3FIFO-1 cache size   512696, 8004722 req, miss ratio 0.0807, byte miss ratio 0.0807
result/tencentBlock.ns9302.oracleGeneral.zst ARC cache size      640, 8004722 req, miss ratio 0.4384, byte miss ratio 0.4384
result/tencentBlock.ns9302.oracleGeneral.zst ARC cache size     1922, 8004722 req, miss ratio 0.3663, byte miss ratio 0.3663
result/tencentBlock.ns9302.oracleGeneral.zst ARC cache size     6408, 8004722 req, miss ratio 0.3207, byte miss ratio 0.3207
result/tencentBlock.ns9302.oracleGeneral.zst ARC cache size    19226, 8004722 req, miss ratio 0.2730, byte miss ratio 0.2730
result/tencentBlock.ns9302.oracleGeneral.zst ARC cache size    64087, 8004722 req, miss ratio 0.2048, byte miss ratio 0.2048
result/tencentBlock.ns9302.oracleGeneral.zst ARC cache size   128174, 8004722 req, miss ratio 0.1645, byte miss ratio 0.1645
result/tencentBlock.ns9302.oracleGeneral.zst ARC cache size   256348, 8004722 req, miss ratio 0.0982, byte miss ratio 0.0982
result/tencentBlock.ns9302.oracleGeneral.zst ARC cache size   512696, 8004722 req, miss ratio 0.0807, byte miss ratio 0.0807
result/tencentBlock.ns9302.oracleGeneral.zst LeCaR cache size      640, 8004722 req, miss ratio 0.4566, byte miss ratio 0.4566
result/tencentBlock.ns9302.oracleGeneral.zst LeCaR cache size     1922, 8004722 req, miss ratio 0.3938, byte miss ratio 0.3938
result/tencentBlock.ns9302.oracleGeneral.zst LeCaR cache size     6408, 8004722 req, miss ratio 0.3306, byte miss ratio 0.3306
result/tencentBlock.ns9302.oracleGeneral.zst LeCaR cache size    19226, 8004722 req, miss ratio 0.2944, byte miss ratio 0.2944
