result/tencentBlock.ns11307.oracleGeneral.zst LeCaR cache size      391, 3889623 req, miss ratio 0.5450, byte miss ratio 0.5450
result/tencentBlock.ns11307.oracleGeneral.zst LeCaR cache size     1173, 3889623 req, miss ratio 0.4464, byte miss ratio 0.4464
result/tencentBlock.ns11307.oracleGeneral.zst LeCaR cache size     3912, 3889623 req, miss ratio 0.3089, byte miss ratio 0.3089
result/tencentBlock.ns11307.oracleGeneral.zst LeCaR cache size    11737, 3889623 req, miss ratio 0.2869, byte miss ratio 0.2869
result/tencentBlock.ns11307.oracleGeneral.zst LeCaR cache size    39126, 3889623 req, miss ratio 0.2320, byte miss ratio 0.2320
result/tencentBlock.ns11307.oracleGeneral.zst LeCaR cache size    78252, 3889623 req, miss ratio 0.1680, byte miss ratio 0.1680
result/tencentBlock.ns11307.oracleGeneral.zst LeCaR cache size   156504, 3889623 req, miss ratio 0.1162, byte miss ratio 0.1162
result/tencentBlock.ns11307.oracleGeneral.zst LeCaR cache size   313009, 3889623 req, miss ratio 0.1011, byte miss ratio 0.1011
result/tencentBlock.ns11307.oracleGeneral.zst LIRS cache size      391, 3889623 req, miss ratio 0.5381, byte miss ratio 0.5381
result/tencentBlock.ns11307.oracleGeneral.zst LIRS cache size     1173, 3889623 req, miss ratio 0.4052, byte miss ratio 0.4052
result/tencentBlock.ns11307.oracleGeneral.zst LIRS cache size     3912, 3889623 req, miss ratio 0.3133, byte miss ratio 0.3133
result/tencentBlock.ns11307.oracleGeneral.zst LIRS cache size    11737, 3889623 req, miss ratio 0.2783, byte miss ratio 0.2783
result/tencentBlock.ns11307.oracleGeneral.zst LIRS cache size    39126, 3889623 req, miss ratio 0.2297, byte miss ratio 0.2297
result/tencentBlock.ns11307.oracleGeneral.zst LIRS cache size    78252, 3889623 req, miss ratio 0.1796, byte miss ratio 0.1796
result/tencentBlock.ns11307.oracleGeneral.zst LIRS cache size   156504, 3889623 req, miss ratio 0.1244, byte miss ratio 0.1244
result/tencentBlock.ns11307.oracleGeneral.zst LIRS cache size   313009, 3889623 req, miss ratio 0.1043, byte miss ratio 0.1043
result/tencentBlock.ns11307.oracleGeneral.zst Cacheus cache size      391, 3889623 req, miss ratio 0.5278, byte miss ratio 0.5278
result/tencentBlock.ns11307.oracleGeneral.zst Cacheus cache size     1173, 3889623 req, miss ratio 0.4176, byte miss ratio 0.4176
result/tencentBlock.ns11307.oracleGeneral.zst Cacheus cache size     3912, 3889623 req, miss ratio 0.3029, byte miss ratio 0.3029
result/tencentBlock.ns11307.oracleGeneral.zst Cacheus cache size    11737, 3889623 req, miss ratio 0.2769, byte miss ratio 0.2769
result/tencentBlock.ns11307.oracleGeneral.zst Cacheus cache size    39126, 3889623 req, miss ratio 0.2317, byte miss ratio 0.2317
result/tencentBlock.ns11307.oracleGeneral.zst Cacheus cache size    78252, 3889623 req, miss ratio 0.1812, byte miss ratio 0.1812
result/tencentBlock.ns11307.oracleGeneral.zst Cacheus cache size   156504, 3889623 req, miss ratio 0.1223, byte miss ratio 0.1223
result/tencentBlock.ns11307.oracleGeneral.zst Cacheus cache size   313009, 3889623 req, miss ratio 0.1014, byte miss ratio 0.1014
result/tencentBlock.ns11307.oracleGeneral.zst LRU cache size      391, 3889623 req, miss ratio 0.5591, byte miss ratio 0.5591
result/tencentBlock.ns11307.oracleGeneral.zst LRU cache size     1173, 3889623 req, miss ratio 0.4517, byte miss ratio 0.4517
result/tencentBlock.ns11307.oracleGeneral.zst LRU cache size     3912, 3889623 req, miss ratio 0.3300, byte miss ratio 0.3300
