result/tencentBlock.ns23320.oracleGeneral.zst Cacheus cache size      214, 1660124 req, miss ratio 0.4030, byte miss ratio 0.4030
result/tencentBlock.ns23320.oracleGeneral.zst Cacheus cache size      642, 1660124 req, miss ratio 0.3993, byte miss ratio 0.3993
result/tencentBlock.ns23320.oracleGeneral.zst Cacheus cache size     2141, 1660124 req, miss ratio 0.3971, byte miss ratio 0.3971
result/tencentBlock.ns23320.oracleGeneral.zst Cacheus cache size     6423, 1660124 req, miss ratio 0.3965, byte miss ratio 0.3965
result/tencentBlock.ns23320.oracleGeneral.zst Cacheus cache size    21411, 1660124 req, miss ratio 0.3636, byte miss ratio 0.3636
result/tencentBlock.ns23320.oracleGeneral.zst Cacheus cache size    42823, 1660124 req, miss ratio 0.3252, byte miss ratio 0.3252
result/tencentBlock.ns23320.oracleGeneral.zst Cacheus cache size    85647, 1660124 req, miss ratio 0.1691, byte miss ratio 0.1691
result/tencentBlock.ns23320.oracleGeneral.zst Cacheus cache size   171294, 1660124 req, miss ratio 0.1315, byte miss ratio 0.1315
result/tencentBlock.ns23320.oracleGeneral.zst LRU cache size      214, 1660124 req, miss ratio 0.4179, byte miss ratio 0.4179
result/tencentBlock.ns23320.oracleGeneral.zst LRU cache size      642, 1660124 req, miss ratio 0.4011, byte miss ratio 0.4011
result/tencentBlock.ns23320.oracleGeneral.zst LRU cache size     2141, 1660124 req, miss ratio 0.3980, byte miss ratio 0.3980
result/tencentBlock.ns23320.oracleGeneral.zst LRU cache size     6423, 1660124 req, miss ratio 0.3967, byte miss ratio 0.3967
result/tencentBlock.ns23320.oracleGeneral.zst LRU cache size    21411, 1660124 req, miss ratio 0.3567, byte miss ratio 0.3567
result/tencentBlock.ns23320.oracleGeneral.zst LRU cache size    42823, 1660124 req, miss ratio 0.3287, byte miss ratio 0.3287
result/tencentBlock.ns23320.oracleGeneral.zst LRU cache size    85647, 1660124 req, miss ratio 0.1770, byte miss ratio 0.1770
result/tencentBlock.ns23320.oracleGeneral.zst LRU cache size   171294, 1660124 req, miss ratio 0.1299, byte miss ratio 0.1299
result/tencentBlock.ns23320.oracleGeneral.zst LIRS cache size      214, 1660124 req, miss ratio 0.4599, byte miss ratio 0.4599
result/tencentBlock.ns23320.oracleGeneral.zst LIRS cache size      642, 1660124 req, miss ratio 0.4227, byte miss ratio 0.4227
result/tencentBlock.ns23320.oracleGeneral.zst LIRS cache size     2141, 1660124 req, miss ratio 0.4006, byte miss ratio 0.4006
result/tencentBlock.ns23320.oracleGeneral.zst LIRS cache size     6423, 1660124 req, miss ratio 0.3944, byte miss ratio 0.3944
