result/tencentBlock.ns21126.oracleGeneral.zst LIRS cache size      276, 1591491 req, miss ratio 0.5338, byte miss ratio 0.5338
result/tencentBlock.ns21126.oracleGeneral.zst LIRS cache size      830, 1591491 req, miss ratio 0.4649, byte miss ratio 0.4649
result/tencentBlock.ns21126.oracleGeneral.zst LIRS cache size     2767, 1591491 req, miss ratio 0.4430, byte miss ratio 0.4430
result/tencentBlock.ns21126.oracleGeneral.zst LIRS cache size     8303, 1591491 req, miss ratio 0.4340, byte miss ratio 0.4340
result/tencentBlock.ns21126.oracleGeneral.zst LIRS cache size    27679, 1591491 req, miss ratio 0.3788, byte miss ratio 0.3788
result/tencentBlock.ns21126.oracleGeneral.zst LIRS cache size    55358, 1591491 req, miss ratio 0.3061, byte miss ratio 0.3061
result/tencentBlock.ns21126.oracleGeneral.zst LIRS cache size   110717, 1591491 req, miss ratio 0.1996, byte miss ratio 0.1996
result/tencentBlock.ns21126.oracleGeneral.zst LIRS cache size   221434, 1591491 req, miss ratio 0.1742, byte miss ratio 0.1742
result/tencentBlock.ns21126.oracleGeneral.zst Cacheus cache size      276, 1591491 req, miss ratio 0.4448, byte miss ratio 0.4448
result/tencentBlock.ns21126.oracleGeneral.zst Cacheus cache size      830, 1591491 req, miss ratio 0.4423, byte miss ratio 0.4423
result/tencentBlock.ns21126.oracleGeneral.zst Cacheus cache size     2767, 1591491 req, miss ratio 0.4409, byte miss ratio 0.4409
result/tencentBlock.ns21126.oracleGeneral.zst Cacheus cache size     8303, 1591491 req, miss ratio 0.4384, byte miss ratio 0.4384
result/tencentBlock.ns21126.oracleGeneral.zst Cacheus cache size    27679, 1591491 req, miss ratio 0.3898, byte miss ratio 0.3898
result/tencentBlock.ns21126.oracleGeneral.zst Cacheus cache size    55358, 1591491 req, miss ratio 0.3289, byte miss ratio 0.3289
result/tencentBlock.ns21126.oracleGeneral.zst Cacheus cache size   110717, 1591491 req, miss ratio 0.2018, byte miss ratio 0.2018
result/tencentBlock.ns21126.oracleGeneral.zst Cacheus cache size   221434, 1591491 req, miss ratio 0.1750, byte miss ratio 0.1750
result/tencentBlock.ns21126.oracleGeneral.zst FIFO cache size      276, 1591491 req, miss ratio 0.4961, byte miss ratio 0.4961
result/tencentBlock.ns21126.oracleGeneral.zst FIFO cache size      830, 1591491 req, miss ratio 0.4610, byte miss ratio 0.4610
