result/tencentBlock.ns5933.oracleGeneral.zst clock2 cache size      174, 2189928 req, miss ratio 0.3323, byte miss ratio 0.3323
result/tencentBlock.ns5933.oracleGeneral.zst clock2 cache size      523, 2189928 req, miss ratio 0.2860, byte miss ratio 0.2860
result/tencentBlock.ns5933.oracleGeneral.zst clock2 cache size     1744, 2189928 req, miss ratio 0.2825, byte miss ratio 0.2825
result/tencentBlock.ns5933.oracleGeneral.zst clock2 cache size     5234, 2189928 req, miss ratio 0.2786, byte miss ratio 0.2786
result/tencentBlock.ns5933.oracleGeneral.zst clock2 cache size    17449, 2189928 req, miss ratio 0.2729, byte miss ratio 0.2729
result/tencentBlock.ns5933.oracleGeneral.zst clock2 cache size    34898, 2189928 req, miss ratio 0.2185, byte miss ratio 0.2185
result/tencentBlock.ns5933.oracleGeneral.zst clock2 cache size    69797, 2189928 req, miss ratio 0.1024, byte miss ratio 0.1024
result/tencentBlock.ns5933.oracleGeneral.zst clock2 cache size   139595, 2189928 req, miss ratio 0.0797, byte miss ratio 0.0797
result/tencentBlock.ns5933.oracleGeneral.zst S3FIFO-1 cache size      174, 2189928 req, miss ratio 0.3178, byte miss ratio 0.3178
result/tencentBlock.ns5933.oracleGeneral.zst S3FIFO-1 cache size      523, 2189928 req, miss ratio 0.2822, byte miss ratio 0.2822
result/tencentBlock.ns5933.oracleGeneral.zst S3FIFO-1 cache size     1744, 2189928 req, miss ratio 0.2746, byte miss ratio 0.2746
result/tencentBlock.ns5933.oracleGeneral.zst S3FIFO-1 cache size     5234, 2189928 req, miss ratio 0.2723, byte miss ratio 0.2723
result/tencentBlock.ns5933.oracleGeneral.zst S3FIFO-1 cache size    17449, 2189928 req, miss ratio 0.2340, byte miss ratio 0.2340
result/tencentBlock.ns5933.oracleGeneral.zst S3FIFO-1 cache size    34898, 2189928 req, miss ratio 0.1806, byte miss ratio 0.1806
result/tencentBlock.ns5933.oracleGeneral.zst S3FIFO-1 cache size    69797, 2189928 req, miss ratio 0.0861, byte miss ratio 0.0861
result/tencentBlock.ns5933.oracleGeneral.zst S3FIFO-1 cache size   139595, 2189928 req, miss ratio 0.0797, byte miss ratio 0.0797
result/tencentBlock.ns5933.oracleGeneral.zst Clock cache size      174, 2189928 req, miss ratio 0.3327, byte miss ratio 0.3327
result/tencentBlock.ns5933.oracleGeneral.zst Clock cache size      523, 2189928 req, miss ratio 0.2875, byte miss ratio 0.2875
