result/tencentBlock.ns18826.oracleGeneral.zst Clock cache size      466, 7647424 req, miss ratio 0.1530, byte miss ratio 0.1530
result/tencentBlock.ns18826.oracleGeneral.zst Clock cache size     1400, 7647424 req, miss ratio 0.1321, byte miss ratio 0.1321
result/tencentBlock.ns18826.oracleGeneral.zst Clock cache size     4668, 7647424 req, miss ratio 0.1192, byte miss ratio 0.1192
result/tencentBlock.ns18826.oracleGeneral.zst Clock cache size    14005, 7647424 req, miss ratio 0.1046, byte miss ratio 0.1046
result/tencentBlock.ns18826.oracleGeneral.zst Clock cache size    46683, 7647424 req, miss ratio 0.0865, byte miss ratio 0.0865
result/tencentBlock.ns18826.oracleGeneral.zst Clock cache size    93367, 7647424 req, miss ratio 0.0737, byte miss ratio 0.0737
result/tencentBlock.ns18826.oracleGeneral.zst Clock cache size   186734, 7647424 req, miss ratio 0.0647, byte miss ratio 0.0647
result/tencentBlock.ns18826.oracleGeneral.zst Clock cache size   373469, 7647424 req, miss ratio 0.0612, byte miss ratio 0.0612
result/tencentBlock.ns18826.oracleGeneral.zst clock2 cache size      466, 7647424 req, miss ratio 0.1539, byte miss ratio 0.1539
result/tencentBlock.ns18826.oracleGeneral.zst clock2 cache size     1400, 7647424 req, miss ratio 0.1319, byte miss ratio 0.1319
result/tencentBlock.ns18826.oracleGeneral.zst clock2 cache size     4668, 7647424 req, miss ratio 0.1193, byte miss ratio 0.1193
result/tencentBlock.ns18826.oracleGeneral.zst clock2 cache size    14005, 7647424 req, miss ratio 0.1069, byte miss ratio 0.1069
result/tencentBlock.ns18826.oracleGeneral.zst clock2 cache size    46683, 7647424 req, miss ratio 0.0880, byte miss ratio 0.0880
result/tencentBlock.ns18826.oracleGeneral.zst clock2 cache size    93367, 7647424 req, miss ratio 0.0741, byte miss ratio 0.0741
result/tencentBlock.ns18826.oracleGeneral.zst clock2 cache size   186734, 7647424 req, miss ratio 0.0634, byte miss ratio 0.0634
result/tencentBlock.ns18826.oracleGeneral.zst clock2 cache size   373469, 7647424 req, miss ratio 0.0612, byte miss ratio 0.0612
result/tencentBlock.ns18826.oracleGeneral.zst ARC cache size      466, 7647424 req, miss ratio 0.1502, byte miss ratio 0.1502
result/tencentBlock.ns18826.oracleGeneral.zst ARC cache size     1400, 7647424 req, miss ratio 0.1294, byte miss ratio 0.1294
result/tencentBlock.ns18826.oracleGeneral.zst ARC cache size     4668, 7647424 req, miss ratio 0.1150, byte miss ratio 0.1150
result/tencentBlock.ns18826.oracleGeneral.zst ARC cache size    14005, 7647424 req, miss ratio 0.1024, byte miss ratio 0.1024
result/tencentBlock.ns18826.oracleGeneral.zst ARC cache size    46683, 7647424 req, miss ratio 0.0840, byte miss ratio 0.0840
result/tencentBlock.ns18826.oracleGeneral.zst ARC cache size    93367, 7647424 req, miss ratio 0.0718, byte miss ratio 0.0718
result/tencentBlock.ns18826.oracleGeneral.zst ARC cache size   186734, 7647424 req, miss ratio 0.0637, byte miss ratio 0.0637
result/tencentBlock.ns18826.oracleGeneral.zst ARC cache size   373469, 7647424 req, miss ratio 0.0612, byte miss ratio 0.0612
result/tencentBlock.ns18826.oracleGeneral.zst LRU cache size      466, 7647424 req, miss ratio 0.1528, byte miss ratio 0.1528
result/tencentBlock.ns18826.oracleGeneral.zst LRU cache size     1400, 7647424 req, miss ratio 0.1317, byte miss ratio 0.1317
result/tencentBlock.ns18826.oracleGeneral.zst LRU cache size     4668, 7647424 req, miss ratio 0.1187, byte miss ratio 0.1187
result/tencentBlock.ns18826.oracleGeneral.zst LRU cache size    14005, 7647424 req, miss ratio 0.1007, byte miss ratio 0.1007
result/tencentBlock.ns18826.oracleGeneral.zst LRU cache size    46683, 7647424 req, miss ratio 0.0836, byte miss ratio 0.0836
result/tencentBlock.ns18826.oracleGeneral.zst LRU cache size    93367, 7647424 req, miss ratio 0.0715, byte miss ratio 0.0715
result/tencentBlock.ns18826.oracleGeneral.zst LRU cache size   186734, 7647424 req, miss ratio 0.0640, byte miss ratio 0.0640
result/tencentBlock.ns18826.oracleGeneral.zst LRU cache size   373469, 7647424 req, miss ratio 0.0611, byte miss ratio 0.0611
result/tencentBlock.ns18826.oracleGeneral.zst S3FIFO-1 cache size      466, 7647424 req, miss ratio 0.1499, byte miss ratio 0.1499
result/tencentBlock.ns18826.oracleGeneral.zst S3FIFO-1 cache size     1400, 7647424 req, miss ratio 0.1292, byte miss ratio 0.1292
result/tencentBlock.ns18826.oracleGeneral.zst S3FIFO-1 cache size     4668, 7647424 req, miss ratio 0.1110, byte miss ratio 0.1110
result/tencentBlock.ns18826.oracleGeneral.zst S3FIFO-1 cache size    14005, 7647424 req, miss ratio 0.1011, byte miss ratio 0.1011
result/tencentBlock.ns18826.oracleGeneral.zst S3FIFO-1 cache size    46683, 7647424 req, miss ratio 0.0825, byte miss ratio 0.0825
result/tencentBlock.ns18826.oracleGeneral.zst S3FIFO-1 cache size    93367, 7647424 req, miss ratio 0.0687, byte miss ratio 0.0687
result/tencentBlock.ns18826.oracleGeneral.zst S3FIFO-1 cache size   186734, 7647424 req, miss ratio 0.0641, byte miss ratio 0.0641
result/tencentBlock.ns18826.oracleGeneral.zst S3FIFO-1 cache size   373469, 7647424 req, miss ratio 0.0612, byte miss ratio 0.0612
result/tencentBlock.ns18826.oracleGeneral.zst Cacheus cache size      466, 7647424 req, miss ratio 0.1526, byte miss ratio 0.1526
result/tencentBlock.ns18826.oracleGeneral.zst Cacheus cache size     1400, 7647424 req, miss ratio 0.1298, byte miss ratio 0.1298
result/tencentBlock.ns18826.oracleGeneral.zst Cacheus cache size     4668, 7647424 req, miss ratio 0.1148, byte miss ratio 0.1148
result/tencentBlock.ns18826.oracleGeneral.zst Cacheus cache size    14005, 7647424 req, miss ratio 0.1027, byte miss ratio 0.1027
result/tencentBlock.ns18826.oracleGeneral.zst Cacheus cache size    46683, 7647424 req, miss ratio 0.0832, byte miss ratio 0.0832
result/tencentBlock.ns18826.oracleGeneral.zst Cacheus cache size    93367, 7647424 req, miss ratio 0.0702, byte miss ratio 0.0702
result/tencentBlock.ns18826.oracleGeneral.zst Cacheus cache size   186734, 7647424 req, miss ratio 0.0651, byte miss ratio 0.0651
result/tencentBlock.ns18826.oracleGeneral.zst Cacheus cache size   373469, 7647424 req, miss ratio 0.0612, byte miss ratio 0.0612
result/tencentBlock.ns18826.oracleGeneral.zst LeCaR cache size      466, 7647424 req, miss ratio 0.1502, byte miss ratio 0.1502
result/tencentBlock.ns18826.oracleGeneral.zst LeCaR cache size     1400, 7647424 req, miss ratio 0.1316, byte miss ratio 0.1316
result/tencentBlock.ns18826.oracleGeneral.zst LeCaR cache size     4668, 7647424 req, miss ratio 0.1173, byte miss ratio 0.1173
result/tencentBlock.ns18826.oracleGeneral.zst LeCaR cache size    14005, 7647424 req, miss ratio 0.1008, byte miss ratio 0.1008
result/tencentBlock.ns18826.oracleGeneral.zst LeCaR cache size    46683, 7647424 req, miss ratio 0.0838, byte miss ratio 0.0838
result/tencentBlock.ns18826.oracleGeneral.zst LeCaR cache size    93367, 7647424 req, miss ratio 0.0714, byte miss ratio 0.0714
result/tencentBlock.ns18826.oracleGeneral.zst LeCaR cache size   186734, 7647424 req, miss ratio 0.0636, byte miss ratio 0.0636
result/tencentBlock.ns18826.oracleGeneral.zst LeCaR cache size   373469, 7647424 req, miss ratio 0.0611, byte miss ratio 0.0611
result/tencentBlock.ns18826.oracleGeneral.zst LHD cache size      466, 7647424 req, miss ratio 0.1899, byte miss ratio 0.1899
result/tencentBlock.ns18826.oracleGeneral.zst LHD cache size     1400, 7647424 req, miss ratio 0.1389, byte miss ratio 0.1389
result/tencentBlock.ns18826.oracleGeneral.zst LHD cache size     4668, 7647424 req, miss ratio 0.1143, byte miss ratio 0.1143
result/tencentBlock.ns18826.oracleGeneral.zst LHD cache size    14005, 7647424 req, miss ratio 0.0984, byte miss ratio 0.0984
result/tencentBlock.ns18826.oracleGeneral.zst LHD cache size    46683, 7647424 req, miss ratio 0.0750, byte miss ratio 0.0750
result/tencentBlock.ns18826.oracleGeneral.zst LHD cache size    93367, 7647424 req, miss ratio 0.0669, byte miss ratio 0.0669
result/tencentBlock.ns18826.oracleGeneral.zst LHD cache size   186734, 7647424 req, miss ratio 0.0626, byte miss ratio 0.0626
result/tencentBlock.ns18826.oracleGeneral.zst LHD cache size   373469, 7647424 req, miss ratio 0.0611, byte miss ratio 0.0611
result/tencentBlock.ns18826.oracleGeneral.zst FIFO cache size      466, 7647424 req, miss ratio 0.2353, byte miss ratio 0.2353
result/tencentBlock.ns18826.oracleGeneral.zst FIFO cache size     1400, 7647424 req, miss ratio 0.1559, byte miss ratio 0.1559
result/tencentBlock.ns18826.oracleGeneral.zst FIFO cache size     4668, 7647424 req, miss ratio 0.1282, byte miss ratio 0.1282
result/tencentBlock.ns18826.oracleGeneral.zst FIFO cache size    14005, 7647424 req, miss ratio 0.1087, byte miss ratio 0.1087
result/tencentBlock.ns18826.oracleGeneral.zst FIFO cache size    46683, 7647424 req, miss ratio 0.0887, byte miss ratio 0.0887
result/tencentBlock.ns18826.oracleGeneral.zst FIFO cache size    93367, 7647424 req, miss ratio 0.0778, byte miss ratio 0.0778
result/tencentBlock.ns18826.oracleGeneral.zst FIFO cache size   186734, 7647424 req, miss ratio 0.0694, byte miss ratio 0.0694
result/tencentBlock.ns18826.oracleGeneral.zst FIFO cache size   373469, 7647424 req, miss ratio 0.0637, byte miss ratio 0.0637
result/tencentBlock.ns18826.oracleGeneral.zst LIRS cache size      466, 7647424 req, miss ratio 0.1802, byte miss ratio 0.1802
result/tencentBlock.ns18826.oracleGeneral.zst LIRS cache size     1400, 7647424 req, miss ratio 0.1554, byte miss ratio 0.1554
result/tencentBlock.ns18826.oracleGeneral.zst LIRS cache size     4668, 7647424 req, miss ratio 0.1222, byte miss ratio 0.1222
result/tencentBlock.ns18826.oracleGeneral.zst LIRS cache size    14005, 7647424 req, miss ratio 0.1028, byte miss ratio 0.1028
