result/tencentBlock.ns23325.oracleGeneral.zst clock2 cache size      249, 2514485 req, miss ratio 0.3894, byte miss ratio 0.3894
result/tencentBlock.ns23325.oracleGeneral.zst clock2 cache size      748, 2514485 req, miss ratio 0.3401, byte miss ratio 0.3401
result/tencentBlock.ns23325.oracleGeneral.zst clock2 cache size     2496, 2514485 req, miss ratio 0.2822, byte miss ratio 0.2822
result/tencentBlock.ns23325.oracleGeneral.zst clock2 cache size     7489, 2514485 req, miss ratio 0.2363, byte miss ratio 0.2363
result/tencentBlock.ns23325.oracleGeneral.zst clock2 cache size    24964, 2514485 req, miss ratio 0.1969, byte miss ratio 0.1969
result/tencentBlock.ns23325.oracleGeneral.zst clock2 cache size    49929, 2514485 req, miss ratio 0.1609, byte miss ratio 0.1609
result/tencentBlock.ns23325.oracleGeneral.zst clock2 cache size    99858, 2514485 req, miss ratio 0.1130, byte miss ratio 0.1130
result/tencentBlock.ns23325.oracleGeneral.zst clock2 cache size   199717, 2514485 req, miss ratio 0.0999, byte miss ratio 0.0999
result/tencentBlock.ns23325.oracleGeneral.zst LRU cache size      249, 2514485 req, miss ratio 0.3980, byte miss ratio 0.3980
result/tencentBlock.ns23325.oracleGeneral.zst LRU cache size      748, 2514485 req, miss ratio 0.3382, byte miss ratio 0.3382
result/tencentBlock.ns23325.oracleGeneral.zst LRU cache size     2496, 2514485 req, miss ratio 0.2850, byte miss ratio 0.2850
result/tencentBlock.ns23325.oracleGeneral.zst LRU cache size     7489, 2514485 req, miss ratio 0.2400, byte miss ratio 0.2400
result/tencentBlock.ns23325.oracleGeneral.zst LRU cache size    24964, 2514485 req, miss ratio 0.1894, byte miss ratio 0.1894
result/tencentBlock.ns23325.oracleGeneral.zst LRU cache size    49929, 2514485 req, miss ratio 0.1451, byte miss ratio 0.1451
result/tencentBlock.ns23325.oracleGeneral.zst LRU cache size    99858, 2514485 req, miss ratio 0.1080, byte miss ratio 0.1080
result/tencentBlock.ns23325.oracleGeneral.zst LRU cache size   199717, 2514485 req, miss ratio 0.1006, byte miss ratio 0.1006
result/tencentBlock.ns23325.oracleGeneral.zst ARC cache size      249, 2514485 req, miss ratio 0.3674, byte miss ratio 0.3674
result/tencentBlock.ns23325.oracleGeneral.zst ARC cache size      748, 2514485 req, miss ratio 0.3305, byte miss ratio 0.3305
result/tencentBlock.ns23325.oracleGeneral.zst ARC cache size     2496, 2514485 req, miss ratio 0.2560, byte miss ratio 0.2560
result/tencentBlock.ns23325.oracleGeneral.zst ARC cache size     7489, 2514485 req, miss ratio 0.2342, byte miss ratio 0.2342
result/tencentBlock.ns23325.oracleGeneral.zst ARC cache size    24964, 2514485 req, miss ratio 0.1915, byte miss ratio 0.1915
result/tencentBlock.ns23325.oracleGeneral.zst ARC cache size    49929, 2514485 req, miss ratio 0.1450, byte miss ratio 0.1450
result/tencentBlock.ns23325.oracleGeneral.zst ARC cache size    99858, 2514485 req, miss ratio 0.1073, byte miss ratio 0.1073
result/tencentBlock.ns23325.oracleGeneral.zst ARC cache size   199717, 2514485 req, miss ratio 0.0999, byte miss ratio 0.0999
result/tencentBlock.ns23325.oracleGeneral.zst S3FIFO-1 cache size      249, 2514485 req, miss ratio 0.3732, byte miss ratio 0.3732
result/tencentBlock.ns23325.oracleGeneral.zst S3FIFO-1 cache size      748, 2514485 req, miss ratio 0.3288, byte miss ratio 0.3288
result/tencentBlock.ns23325.oracleGeneral.zst S3FIFO-1 cache size     2496, 2514485 req, miss ratio 0.2449, byte miss ratio 0.2449
result/tencentBlock.ns23325.oracleGeneral.zst S3FIFO-1 cache size     7489, 2514485 req, miss ratio 0.2337, byte miss ratio 0.2337
result/tencentBlock.ns23325.oracleGeneral.zst S3FIFO-1 cache size    24964, 2514485 req, miss ratio 0.1897, byte miss ratio 0.1897
result/tencentBlock.ns23325.oracleGeneral.zst S3FIFO-1 cache size    49929, 2514485 req, miss ratio 0.1449, byte miss ratio 0.1449
result/tencentBlock.ns23325.oracleGeneral.zst S3FIFO-1 cache size    99858, 2514485 req, miss ratio 0.1101, byte miss ratio 0.1101
result/tencentBlock.ns23325.oracleGeneral.zst S3FIFO-1 cache size   199717, 2514485 req, miss ratio 0.0999, byte miss ratio 0.0999
result/tencentBlock.ns23325.oracleGeneral.zst Cacheus cache size      249, 2514485 req, miss ratio 0.3719, byte miss ratio 0.3719
result/tencentBlock.ns23325.oracleGeneral.zst Cacheus cache size      748, 2514485 req, miss ratio 0.3350, byte miss ratio 0.3350
result/tencentBlock.ns23325.oracleGeneral.zst Cacheus cache size     2496, 2514485 req, miss ratio 0.2700, byte miss ratio 0.2700
result/tencentBlock.ns23325.oracleGeneral.zst Cacheus cache size     7489, 2514485 req, miss ratio 0.2331, byte miss ratio 0.2331
result/tencentBlock.ns23325.oracleGeneral.zst Cacheus cache size    24964, 2514485 req, miss ratio 0.1894, byte miss ratio 0.1894
result/tencentBlock.ns23325.oracleGeneral.zst Cacheus cache size    49929, 2514485 req, miss ratio 0.1432, byte miss ratio 0.1432
