result/tencentBlock.ns11710.oracleGeneral.zst S3FIFO-1 cache size      134, 4433110 req, miss ratio 0.4037, byte miss ratio 0.4037
result/tencentBlock.ns11710.oracleGeneral.zst S3FIFO-1 cache size      402, 4433110 req, miss ratio 0.3008, byte miss ratio 0.3008
result/tencentBlock.ns11710.oracleGeneral.zst S3FIFO-1 cache size     1342, 4433110 req, miss ratio 0.2625, byte miss ratio 0.2625
result/tencentBlock.ns11710.oracleGeneral.zst S3FIFO-1 cache size     4028, 4433110 req, miss ratio 0.2319, byte miss ratio 0.2319
result/tencentBlock.ns11710.oracleGeneral.zst S3FIFO-1 cache size    13427, 4433110 req, miss ratio 0.1553, byte miss ratio 0.1553
result/tencentBlock.ns11710.oracleGeneral.zst S3FIFO-1 cache size    26855, 4433110 req, miss ratio 0.0765, byte miss ratio 0.0765
result/tencentBlock.ns11710.oracleGeneral.zst S3FIFO-1 cache size    53710, 4433110 req, miss ratio 0.0500, byte miss ratio 0.0500
result/tencentBlock.ns11710.oracleGeneral.zst S3FIFO-1 cache size   107420, 4433110 req, miss ratio 0.0310, byte miss ratio 0.0310
result/tencentBlock.ns11710.oracleGeneral.zst ARC cache size      134, 4433110 req, miss ratio 0.4136, byte miss ratio 0.4136
result/tencentBlock.ns11710.oracleGeneral.zst ARC cache size      402, 4433110 req, miss ratio 0.3015, byte miss ratio 0.3015
result/tencentBlock.ns11710.oracleGeneral.zst ARC cache size     1342, 4433110 req, miss ratio 0.2641, byte miss ratio 0.2641
result/tencentBlock.ns11710.oracleGeneral.zst ARC cache size     4028, 4433110 req, miss ratio 0.2339, byte miss ratio 0.2339
result/tencentBlock.ns11710.oracleGeneral.zst ARC cache size    13427, 4433110 req, miss ratio 0.1583, byte miss ratio 0.1583
result/tencentBlock.ns11710.oracleGeneral.zst ARC cache size    26855, 4433110 req, miss ratio 0.0819, byte miss ratio 0.0819
result/tencentBlock.ns11710.oracleGeneral.zst ARC cache size    53710, 4433110 req, miss ratio 0.0515, byte miss ratio 0.0515
result/tencentBlock.ns11710.oracleGeneral.zst ARC cache size   107420, 4433110 req, miss ratio 0.0310, byte miss ratio 0.0310
result/tencentBlock.ns11710.oracleGeneral.zst LHD cache size      134, 4433110 req, miss ratio 0.4197, byte miss ratio 0.4197
result/tencentBlock.ns11710.oracleGeneral.zst LHD cache size      402, 4433110 req, miss ratio 0.3134, byte miss ratio 0.3134
result/tencentBlock.ns11710.oracleGeneral.zst LHD cache size     1342, 4433110 req, miss ratio 0.2737, byte miss ratio 0.2737
result/tencentBlock.ns11710.oracleGeneral.zst LHD cache size     4028, 4433110 req, miss ratio 0.2401, byte miss ratio 0.2401
result/tencentBlock.ns11710.oracleGeneral.zst LHD cache size    13427, 4433110 req, miss ratio 0.1563, byte miss ratio 0.1563
result/tencentBlock.ns11710.oracleGeneral.zst LHD cache size    26855, 4433110 req, miss ratio 0.0801, byte miss ratio 0.0801
result/tencentBlock.ns11710.oracleGeneral.zst LHD cache size    53710, 4433110 req, miss ratio 0.0516, byte miss ratio 0.0516
result/tencentBlock.ns11710.oracleGeneral.zst LHD cache size   107420, 4433110 req, miss ratio 0.0316, byte miss ratio 0.0316
result/tencentBlock.ns11710.oracleGeneral.zst LIRS cache size      134, 4433110 req, miss ratio 0.3977, byte miss ratio 0.3977
result/tencentBlock.ns11710.oracleGeneral.zst LIRS cache size      402, 4433110 req, miss ratio 0.3102, byte miss ratio 0.3102
result/tencentBlock.ns11710.oracleGeneral.zst LIRS cache size     1342, 4433110 req, miss ratio 0.2675, byte miss ratio 0.2675
result/tencentBlock.ns11710.oracleGeneral.zst LIRS cache size     4028, 4433110 req, miss ratio 0.2353, byte miss ratio 0.2353
result/tencentBlock.ns11710.oracleGeneral.zst LIRS cache size    13427, 4433110 req, miss ratio 0.1279, byte miss ratio 0.1279
result/tencentBlock.ns11710.oracleGeneral.zst LIRS cache size    26855, 4433110 req, miss ratio 0.0775, byte miss ratio 0.0775
result/tencentBlock.ns11710.oracleGeneral.zst LIRS cache size    53710, 4433110 req, miss ratio 0.0483, byte miss ratio 0.0483
result/tencentBlock.ns11710.oracleGeneral.zst LIRS cache size   107420, 4433110 req, miss ratio 0.0320, byte miss ratio 0.0320
result/tencentBlock.ns11710.oracleGeneral.zst LeCaR cache size      134, 4433110 req, miss ratio 0.4574, byte miss ratio 0.4574
result/tencentBlock.ns11710.oracleGeneral.zst LeCaR cache size      402, 4433110 req, miss ratio 0.3142, byte miss ratio 0.3142
result/tencentBlock.ns11710.oracleGeneral.zst LeCaR cache size     1342, 4433110 req, miss ratio 0.2811, byte miss ratio 0.2811
result/tencentBlock.ns11710.oracleGeneral.zst LeCaR cache size     4028, 4433110 req, miss ratio 0.2515, byte miss ratio 0.2515
result/tencentBlock.ns11710.oracleGeneral.zst LeCaR cache size    13427, 4433110 req, miss ratio 0.2011, byte miss ratio 0.2011
result/tencentBlock.ns11710.oracleGeneral.zst LeCaR cache size    26855, 4433110 req, miss ratio 0.0828, byte miss ratio 0.0828
result/tencentBlock.ns11710.oracleGeneral.zst LeCaR cache size    53710, 4433110 req, miss ratio 0.0503, byte miss ratio 0.0503
result/tencentBlock.ns11710.oracleGeneral.zst LeCaR cache size   107420, 4433110 req, miss ratio 0.0309, byte miss ratio 0.0309
result/tencentBlock.ns11710.oracleGeneral.zst LRU cache size      134, 4433110 req, miss ratio 0.4797, byte miss ratio 0.4797
result/tencentBlock.ns11710.oracleGeneral.zst LRU cache size      402, 4433110 req, miss ratio 0.3249, byte miss ratio 0.3249
result/tencentBlock.ns11710.oracleGeneral.zst LRU cache size     1342, 4433110 req, miss ratio 0.2865, byte miss ratio 0.2865
result/tencentBlock.ns11710.oracleGeneral.zst LRU cache size     4028, 4433110 req, miss ratio 0.2592, byte miss ratio 0.2592
result/tencentBlock.ns11710.oracleGeneral.zst LRU cache size    13427, 4433110 req, miss ratio 0.2284, byte miss ratio 0.2284
result/tencentBlock.ns11710.oracleGeneral.zst LRU cache size    26855, 4433110 req, miss ratio 0.0859, byte miss ratio 0.0859
