result/tencentBlock.ns22657.oracleGeneral.zst S3FIFO-1 cache size      181, 1284956 req, miss ratio 0.5408, byte miss ratio 0.5408
result/tencentBlock.ns22657.oracleGeneral.zst S3FIFO-1 cache size      544, 1284956 req, miss ratio 0.5111, byte miss ratio 0.5111
result/tencentBlock.ns22657.oracleGeneral.zst S3FIFO-1 cache size     1816, 1284956 req, miss ratio 0.4588, byte miss ratio 0.4588
result/tencentBlock.ns22657.oracleGeneral.zst S3FIFO-1 cache size     5448, 1284956 req, miss ratio 0.4336, byte miss ratio 0.4336
result/tencentBlock.ns22657.oracleGeneral.zst S3FIFO-1 cache size    18161, 1284956 req, miss ratio 0.4042, byte miss ratio 0.4042
result/tencentBlock.ns22657.oracleGeneral.zst S3FIFO-1 cache size    36323, 1284956 req, miss ratio 0.3635, byte miss ratio 0.3635
result/tencentBlock.ns22657.oracleGeneral.zst S3FIFO-1 cache size    72647, 1284956 req, miss ratio 0.3099, byte miss ratio 0.3099
result/tencentBlock.ns22657.oracleGeneral.zst S3FIFO-1 cache size   145294, 1284956 req, miss ratio 0.1439, byte miss ratio 0.1439
result/tencentBlock.ns22657.oracleGeneral.zst ARC cache size      181, 1284956 req, miss ratio 0.5335, byte miss ratio 0.5335
result/tencentBlock.ns22657.oracleGeneral.zst ARC cache size      544, 1284956 req, miss ratio 0.5080, byte miss ratio 0.5080
result/tencentBlock.ns22657.oracleGeneral.zst ARC cache size     1816, 1284956 req, miss ratio 0.4694, byte miss ratio 0.4694
result/tencentBlock.ns22657.oracleGeneral.zst ARC cache size     5448, 1284956 req, miss ratio 0.4353, byte miss ratio 0.4353
result/tencentBlock.ns22657.oracleGeneral.zst ARC cache size    18161, 1284956 req, miss ratio 0.4094, byte miss ratio 0.4094
result/tencentBlock.ns22657.oracleGeneral.zst ARC cache size    36323, 1284956 req, miss ratio 0.3625, byte miss ratio 0.3625
result/tencentBlock.ns22657.oracleGeneral.zst ARC cache size    72647, 1284956 req, miss ratio 0.3561, byte miss ratio 0.3561
